"UnitInitials","PageTitleDisplay","Score"
LBE,Phylum,0.339798
LBE,Enrichment culture,1.68487
LBE,Model organism,1.7212
LBE,Multivariate statistics,1.10962
LBE,Microbiota,0.909172
LBE,Organism,2.2744
LBE,Aquatic ecosystem,0.786284
LBE,Water cycle,0.349386
LBE,Metabolism,8.80872
LBE,Microorganism,5.14547
LBE,Horizontal gene transfer,2.51347
LBE,Temperature,1.40877
LBE,Metabolic pathway,2.85684
LBE,Natural selection,0.938234
LBE,Nitrogen,0.566548
LBE,Mineral oil,0.466828
LBE,Normal distribution,0.679264
LBE,Water purification,0.514024
LBE,Whole genome sequencing,0.763606
LBE,Wastewater,4.17517
LBE,Shifting cultivation,1.01047
LBE,Species,1.05902
LBE,Pearson correlation coefficient,0.530537
LBE,Operating system,1.05978
LBE,Organic compound,1.33569
LBE,Organic chemistry,0.530718
LBE,Relative species abundance,1.36505
LBE,Effluent,0.812189
LBE,Secondary metabolite,1.0118
LBE,Carbon footprint,0.513767
LBE,Observation,0.796872
LBE,Atmospheric methane,0.401891
LBE,Phosphorus,2.66181
LBE,Mineral (nutrient),0.331024
LBE,Physiology,1.04014
LBE,Protein,4.7817
LBE,Environmental impact assessment,0.378467
LBE,Phosphate,1.81032
LBE,Phylogenetics,1.7587
LBE,Water treatment,0.44521
LBE,PH,5.3539
LBE,Pollutant,1.57324
LBE,Sulfur cycle,0.524832
LBE,Pseudomonadota,1.91232
LBE,Plastic,0.610854
LBE,Restriction enzyme,0.954228
LBE,Groundwater,3.6243
LBE,Statistics,1.93531
LBE,Sulfur-reducing bacteria,3.0946
LBE,Statistical inference,0.4103
LBE,Sequence,1.12511
LBE,Ocean acidification,0.518612
LBE,Microbial consortium,6.26969
LBE,Stoichiometry,1.68551
LBE,Functional group (ecology),0.791221
LBE,Carotenoid,0.929559
LBE,Sustainable development,0.781182
LBE,Technology,1.72144
LBE,Time,1.01622
LBE,Ecological footprint,0.432375
LBE,Water quality,0.704974
LBE,Water pollution,1.89808
LBE,Electron donor,5.27608
LBE,Electron acceptor,7.16171
LBE,Propionic acid,0.772729
LBE,Homogeneity and heterogeneity,0.607503
LBE,Cell membrane,0.789623
LBE,Water,2.49406
LBE,Weak interaction,0.442535
LBE,Geochemical modeling,2.77259
LBE,"20th century",0.958857
LBE,Enhanced biological phosphorus removal,1.78091
LBE,Nitrification,1.05106
LBE,Alpha diversity,0.728345
LBE,Environment,1.04688
LBE,Solvent,3.14016
LBE,Computer simulation,1.06309
LBE,Soil,5.09016
LBE,Environmental Performance Index,0.321036
LBE,Contamination,1.41318
LBE,Genus,1.40166
LBE,Biochemistry,1.33815
LBE,Biogeochemical cycle,1.942
LBE,Bacterial growth,3.92477
LBE,Complementary colors,0.590221
LBE,Environmental remediation,0.876742
LBE,Attenuation,1.66898
LBE,European Communities,0.811837
LBE,Cod,0.740252
LBE,Bacteriophage,1.00783
LBE,Bacterial cell structure,0.572236
LBE,Bioinformatics,3.30817
LBE,Soil contamination,1.88592
LBE,Diversity,0.996574
LBE,Gene,7.74473
LBE,Human genome,2.25459
LBE,Bioremediation,12.5272
LBE,Simulation,0.889362
LBE,Anaerobic respiration,5.30691
LBE,Biofilm,2.6675
LBE,Soil acidification,0.517283
LBE,Groundwater pollution,4.30132
LBE,Biodiversity,2.61512
LBE,Fecal sludge management,0.377553
LBE,Process,0.698768
LBE,Aquifer,7.11304
LBE,Biodegradation,1.85911
LBE,Biomass (ecology),0.635029
LBE,Carbon cycle,1.53724
LBE,Metabolite,1.36066
LBE,Energy conservation,3.04641
LBE,Polychlorinated biphenyl,0.830739
LBE,Reductionism,0.84786
LBE,Identification,1.04029
LBE,Population dynamics,1.92626
LBE,Anoxic waters,0.866129
LBE,Multiple sclerosis,0.380978
LBE,Riboswitch,0.960345
LBE,In situ bioremediation,1.15389
LBE,Carbon,0.818494
LBE,National Environmental Policy Act,0.420975
LBE,Czech Republic,1.3948
LBE,Microbial metabolism,0.657291
LBE,Energy development,0.824602
LBE,Microbiological culture,1.79086
LBE,Denitrification,1.69942
LBE,Cofactor (biochemistry),0.998718
LBE,Eutrophication,0.712924
LBE,Genomics,2.88512
LBE,Proteomics,8.0364
LBE,Computational linguistics,0.542246
LBE,Region,0.759482
LBE,Natural environment,0.74349
LBE,Basal metabolic rate,0.604316
LBE,Chlorine,0.591373
LBE,Community,4.25073
LBE,Gene prediction,0.445376
LBE,Carbon source,3.19842
LBE,Wastewater treatment,6.48185
LBE,Carbon dioxide,0.964773
LBE,Nitrogen cycle,1.50392
LBE,Carbon sink,1.64923
LBE,Experiment,4.71618
LBE,Groundwater recharge,0.882105
LBE,Sediment,1.5694
LBE,Fermentation,1.68138
LBE,Point mutation,0.513675
LBE,Algae,1.45194
LBE,Impact crater,0.342995
LBE,Acid,0.484769
LBE,Nutrient,1.42319
LBE,Conservation of energy,1.18224
LBE,Ammonium,0.83972
LBE,Quantity,0.737896
LBE,Nitrifying bacteria,1.25393
LBE,Biological carbon fixation,0.591219
LBE,Complexity,0.753979
LBE,Polyethylene,2.04119
LBE,Developing country,1.18392
LBE,Biomass (energy),0.863768
LBE,DNA,1.333
LBE,System,4.45207
LBE,Environmental degradation,2.08098
LBE,Present,0.501998
LBE,High-throughput screening,0.853436
LBE,Anaerobic exercise,0.666821
LBE,Bacteria,20.4359
LBE,Phosphorus cycle,1.04743
LBE,Comparative genomics,0.527119
LBE,Electron transport chain,9.12554
LBE,Evolution,0.769209
LBE,Enzyme,3.80703
LBE,Anaerobic organism,1.71461
LBE,Structure,1.83977
LBE,Adaptation,1.79027
LBE,Evolutionary physiology,0.610494
LBE,Extremophile,0.334201
LBE,Ecology,1.23838
LBE,Ecosystem,3.13706
LBE,Reductive dechlorination,8.17594
LBE,Chemical substance,1.26876
LBE,Simultaneous nitrification–denitrification,0.379275
LBE,Ethylene,9.24793
CRYOS,Estimator,0.798238
CRYOS,Fluid dynamics,0.355747
CRYOS,Satellite imagery,0.737262
CRYOS,Global Positioning System,9.58716
CRYOS,Geographic information system,2.59592
CRYOS,Galileo (satellite navigation),1.66911
CRYOS,Indoor positioning system,0.994862
CRYOS,Stochastic differential equation,0.345646
CRYOS,Bundle adjustment,0.579204
CRYOS,Texture mapping,1.28064
CRYOS,Satellite navigation,6.63426
CRYOS,Point cloud,1.68762
CRYOS,Paper,0.994916
CRYOS,Search and rescue,1.93383
CRYOS,Laser,1.72928
CRYOS,Satellite navigation device,0.499254
CRYOS,Physical property,0.494262
CRYOS,Kalman filter,3.17997
CRYOS,Function (mathematics),0.483808
CRYOS,Mapping,0.844994
CRYOS,Data,1.61054
CRYOS,Measurement,0.667618
CRYOS,Microelectromechanical systems,0.78162
CRYOS,Trajectory,2.3088
CRYOS,Velocity,1.18808
CRYOS,Mathematical model,0.553469
CRYOS,Architecture,1.4423
CRYOS,Navigation,5.65549
CRYOS,Observational error,2.10487
CRYOS,Waterproof paper,1.2401
CRYOS,Sensor,3.1944
CRYOS,Inertial navigation system,10.172
CRYOS,Real-time kinematic positioning,0.865545
CRYOS,Positioning,0.575314
CRYOS,Hall effect sensor,1.3044
CRYOS,Parameter,2.37594
CRYOS,Observable universe,0.573752
CRYOS,Solar System,0.786775
CRYOS,Robust statistics,4.44522
CRYOS,Spacecraft attitude control,2.18878
CRYOS,Inertial measurement unit,2.56836
CRYOS,Rotation around a fixed axis,0.399929
CRYOS,Mobile mapping,3.02935
CRYOS,Precise Point Positioning,0.739275
CRYOS,Aerial photography,0.822681
CRYOS,Image sensor,1.26683
CRYOS,Wind tunnel,0.836903
CRYOS,Radar altimeter,0.336728
CRYOS,Time series,0.770843
CRYOS,Lidar,2.06762
CRYOS,M-estimator,3.71153
CRYOS,Navigation system,0.940512
CRYOS,Simulation,2.39211
CRYOS,Gyroscope,0.597166
CRYOS,Altimeter,0.598127
CRYOS,Calibration,1.57983
CRYOS,Stochastic process,3.02659
CRYOS,Georeferencing,0.700407
CRYOS,Camera,0.448149
CRYOS,Photogrammetry,2.01876
CRYOS,Monte Carlo method,0.655608
CRYOS,Terrain,0.720003
CRYOS,Unmanned aerial vehicle,7.94758
CRYOS,Experiment,2.11141
CRYOS,Angular velocity,0.541739
CRYOS,Digital elevation model,4.10024
CRYOS,Receiver autonomous integrity monitoring,1.18544
CRYOS,System,3.72962
CRYOS,GNSS augmentation,2.07898
CRYOS,Intelligent transportation system,1.17361
TOPO,Estimator,0.798238
TOPO,Fluid dynamics,0.355747
TOPO,Satellite imagery,0.737262
TOPO,Global Positioning System,9.58716
TOPO,Geographic information system,2.59592
TOPO,Galileo (satellite navigation),1.66911
TOPO,Indoor positioning system,0.994862
TOPO,Stochastic differential equation,0.345646
TOPO,Bundle adjustment,0.579204
TOPO,Texture mapping,1.28064
TOPO,Satellite navigation,6.63426
TOPO,Point cloud,1.68762
TOPO,Paper,0.994916
TOPO,Search and rescue,1.93383
TOPO,Laser,1.72928
TOPO,Satellite navigation device,0.499254
TOPO,Physical property,0.494262
TOPO,Kalman filter,3.17997
TOPO,Function (mathematics),0.483808
TOPO,Mapping,0.844994
TOPO,Data,1.61054
TOPO,Measurement,0.667618
TOPO,Microelectromechanical systems,0.78162
TOPO,Trajectory,2.3088
TOPO,Velocity,1.18808
TOPO,Mathematical model,0.553469
TOPO,Architecture,1.4423
TOPO,Navigation,5.65549
TOPO,Observational error,2.10487
TOPO,Waterproof paper,1.2401
TOPO,Sensor,3.1944
TOPO,Inertial navigation system,10.172
TOPO,Real-time kinematic positioning,0.865545
TOPO,Positioning,0.575314
TOPO,Hall effect sensor,1.3044
TOPO,Parameter,2.37594
TOPO,Observable universe,0.573752
TOPO,Solar System,0.786775
TOPO,Robust statistics,4.44522
TOPO,Spacecraft attitude control,2.18878
TOPO,Inertial measurement unit,2.56836
TOPO,Rotation around a fixed axis,0.399929
TOPO,Mobile mapping,3.02935
TOPO,Precise Point Positioning,0.739275
TOPO,Aerial photography,0.822681
TOPO,Image sensor,1.26683
TOPO,Wind tunnel,0.836903
TOPO,Radar altimeter,0.336728
TOPO,Time series,0.770843
TOPO,Lidar,2.06762
TOPO,M-estimator,3.71153
TOPO,Navigation system,0.940512
TOPO,Simulation,2.39211
TOPO,Gyroscope,0.597166
TOPO,Altimeter,0.598127
TOPO,Calibration,1.57983
TOPO,Stochastic process,3.02659
TOPO,Georeferencing,0.700407
TOPO,Camera,0.448149
TOPO,Photogrammetry,2.01876
TOPO,Monte Carlo method,0.655608
TOPO,Terrain,0.720003
TOPO,Unmanned aerial vehicle,7.94758
TOPO,Experiment,2.11141
TOPO,Angular velocity,0.541739
TOPO,Digital elevation model,4.10024
TOPO,Receiver autonomous integrity monitoring,1.18544
TOPO,System,3.72962
TOPO,GNSS augmentation,2.07898
TOPO,Intelligent transportation system,1.17361
WIRE,Constitutive equation,1.03335
WIRE,Large eddy simulation,3.34999
WIRE,Cross section (geometry),0.526539
WIRE,Numerical weather prediction,1.37697
WIRE,Wind,1.54972
WIRE,Turbulence,2.78014
WIRE,Fokker–Planck equation,0.557363
WIRE,Boundary element method,0.489384
WIRE,Immersed boundary method,1.30725
WIRE,Finite element method,0.64642
WIRE,Lorentz transformation,0.39234
WIRE,Measurement,0.935731
WIRE,Velocity,1.66769
WIRE,Numerical analysis,1.07258
WIRE,Boundary layer,2.53481
WIRE,Reynolds number,1.08467
WIRE,Buoyancy,1.32243
WIRE,Forecasting,0.379148
WIRE,Model,0.672806
WIRE,Wind power,2.40974
WIRE,Three-dimensional space,0.847522
WIRE,Direct numerical simulation,2.53383
WIRE,Computer simulation,1.72076
WIRE,Escape velocity,0.491377
WIRE,Wind tunnel,1.08962
WIRE,IBM,1.00315
WIRE,Error,1.03395
WIRE,Simulation,1.20366
WIRE,Shear stress,0.748623
WIRE,Flow,0.767422
WIRE,Rights,0.506996
WIRE,Turbulence kinetic energy,1.0632
WIRE,Terrain,2.91158
WIRE,Experiment,2.52281
WIRE,Study,0.483967
WIRE,Weather forecasting,0.764576
WIRE,Coordinate system,1.75767
WIRE,Wind power forecasting,1.41533
WIRE,Planetary boundary layer,0.783782
PERL,Wetland,1.78568
PERL,Intimate relationship,0.773727
PERL,Clearcutting,1.04251
PERL,Spatial heterogeneity,0.701444
PERL,Forest,2.20964
PERL,Analysis,1.73442
PERL,Feedback,2.79353
PERL,Water potential,1.44504
PERL,Organic matter,5.07874
PERL,Climate change denial,5.32479
PERL,Soil fertility,1.59065
PERL,Habitat fragmentation,0.669029
PERL,Carbon dioxide scrubber,0.407547
PERL,Soil respiration,3.17841
PERL,Population density,0.566269
PERL,Field experiment,1.01067
PERL,Global warming controversy,0.658818
PERL,Soil organic matter,4.99413
PERL,Soil carbon,3.53363
PERL,Hydrology,1.31842
PERL,Landscape painting,1.47446
PERL,Human rights,2.91079
PERL,Hydropower,0.838624
PERL,Altitudinal zonation,1.03292
PERL,Heavy water,0.368534
PERL,Food web,1.39669
PERL,Bog,8.99229
PERL,Limiting factor,0.883829
PERL,Water scarcity,1.54997
PERL,Habitat,1.65401
PERL,Sewage treatment,1.5211
PERL,Species richness,5.64458
PERL,Spruce,2.27162
PERL,Human impact on the environment,2.13217
PERL,Ecosystem ecology,0.88119
PERL,Global change,0.918852
PERL,Competition,1.37343
PERL,Sustainability,1.13072
PERL,Agricultural land,1.01548
PERL,Ecosystem service,5.07287
PERL,Water content,1.29638
PERL,Cultural landscape,0.915494
PERL,Decomposition,4.41586
PERL,Tree,2.57486
PERL,Flowering plant,0.749828
PERL,Leaf,1.1281
PERL,Special Report on Emissions Scenarios,0.306181
PERL,Fungus,2.0505
PERL,Protozoa,0.570779
PERL,Multivariate statistics,1.02778
PERL,Total organic carbon,1.3796
PERL,Microbiota,0.401994
PERL,Weed,0.631746
PERL,Aquatic ecosystem,1.18119
PERL,Plant,6.18505
PERL,Management,1.71941
PERL,Grassland,9.50091
PERL,Interaction (disambiguation),1.37276
PERL,Endangered species,1.55379
PERL,Microorganism,4.82206
PERL,Landscape,7.06166
PERL,Temperature,0.758612
PERL,Primary production,2.20505
PERL,Sea level rise,1.41679
PERL,Nitrogen,1.27266
PERL,Climate change mitigation,2.83776
PERL,Negative feedback,0.906296
PERL,Positive feedback,1.88745
PERL,Normal distribution,0.659751
PERL,Sustainable agriculture,1.41037
PERL,Vegetation,15.5266
PERL,Shifting cultivation,1.78364
PERL,Species,8.87997
PERL,Nitrogen fixation,0.794292
PERL,Springtail,0.588019
PERL,Pasture,7.58651
PERL,Relative species abundance,1.89133
PERL,Keystone species,1.80904
PERL,Plant community,8.74015
PERL,Herbaceous plant,1.68766
PERL,Nutrient pollution,0.560629
PERL,PH,0.507386
PERL,Photosynthesis,1.74169
PERL,Season,1.96573
PERL,Productivity (ecology),0.483319
PERL,Landscape ecology,3.7747
PERL,Rocky Mountains,0.62152
PERL,Research,0.655298
PERL,Plant hormone,0.838839
PERL,Cattle,4.32111
PERL,Plant litter,1.99916
PERL,Climate change feedback,0.811536
PERL,Groundwater,1.68795
PERL,Switzerland,0.433384
PERL,Scientific method,1.15535
PERL,Climate change scenario,0.693754
PERL,Microbial consortium,1.07846
PERL,Snow,0.825006
PERL,Mixture,0.855871
PERL,Precipitation,1.27874
PERL,Summer,1.76007
PERL,Sustainable development,0.925548
PERL,Field,0.666427
PERL,Siberia,0.424089
PERL,Ecological footprint,0.643135
PERL,Climax community,0.829089
PERL,Plant breeding,0.930215
PERL,Spatial analysis,2.41248
PERL,Attribution of recent climate change,0.727056
PERL,Nutrient cycle,1.26004
PERL,Ecological succession,4.68109
PERL,Palynology,0.366881
PERL,Water,1.23367
PERL,Riparian zone,1.03229
PERL,Secondary succession,0.70672
PERL,Winter,2.23252
PERL,Montane ecosystems,1.86965
PERL,Macroscopic quantum phenomena,0.341887
PERL,Ecological pyramid,0.566752
PERL,Alpha diversity,1.84958
PERL,Drought,10.3007
PERL,Fertilizer,1.72196
PERL,Complex system,0.684986
PERL,Policy,1.28999
PERL,Computer simulation,0.678512
PERL,Soil,16.3757
PERL,Mountain,0.79764
PERL,Macroscopic scale,0.924291
PERL,Environmental Performance Index,0.539094
PERL,Tropical vegetation,0.576336
PERL,Natural science,0.978336
PERL,Quantitative research,0.710389
PERL,Pine,1.3534
PERL,Disturbance (ecology),1.82136
PERL,Biogeochemical cycle,1.3121
PERL,Land,2.82169
PERL,Trade-off,0.456136
PERL,Cover crop,0.53786
PERL,Decomposer,0.849288
PERL,Soil contamination,1.45285
PERL,Diversity,0.844994
PERL,Dissolved organic carbon,0.502126
PERL,Simulation,2.19843
PERL,Fagus sylvatica,1.15646
PERL,Acer pseudoplatanus,0.5431
PERL,Foraging,2.00648
PERL,Biodiversity,5.76402
PERL,Carbon sequestration,3.06166
PERL,Ecotone,1.00825
PERL,Tree line,1.25315
PERL,Fertilisation,1.43958
PERL,Pollen,3.09824
PERL,Competition (biology),0.875139
PERL,Picea abies,2.73498
PERL,Biomass (ecology),6.10915
PERL,Carbon cycle,4.1411
PERL,Climate variability and change,1.2546
PERL,Plant strategies,0.39753
PERL,Reductionism,1.73264
PERL,Temperate climate,1.175
PERL,Non-vascular plant,0.907665
PERL,Climate change,19.4564
PERL,Rights,0.695547
PERL,Species diversity,1.94428
PERL,Ecosystem diversity,0.466366
PERL,Impacts of tourism,0.379662
PERL,Biodiversity loss,2.05706
PERL,Carbon,2.74061
PERL,Microbiological culture,0.922039
PERL,Eutrophication,1.20337
PERL,Swiss Alps,1.05605
PERL,Landscape connectivity,0.565747
PERL,Region,0.692173
PERL,Land use,0.481244
PERL,Human behavior,1.4805
PERL,Forest cover,0.968908
PERL,Field research,0.530909
PERL,Biodiversity hotspot,0.487095
PERL,Community,5.18461
PERL,Terrain,0.959565
PERL,Carbon dioxide,2.25962
PERL,Altitude,1.92756
PERL,Cycling,0.802927
PERL,Nitrogen cycle,3.32431
PERL,Soil erosion,1.42806
PERL,Compost,2.16926
PERL,Carbon sink,2.12457
PERL,Experiment,6.85456
PERL,Climate,2.18912
PERL,Agriculture,1.52198
PERL,Environmental gradient,0.941408
PERL,Sphagnum,5.74941
PERL,Nutrient,1.73784
PERL,Ecological niche,1.36162
PERL,Invasive species,3.91804
PERL,Pattern,0.719133
PERL,Land cover,1.31112
PERL,Extreme weather,0.967593
PERL,Abies alba,0.506996
PERL,Organic farming,0.42081
PERL,Biomass (energy),2.84245
PERL,Deforestation,2.99337
PERL,Biogeochemistry,1.32841
PERL,Microbial loop,0.908834
PERL,Abundance (ecology),1.04354
PERL,Regeneration (biology),2.43369
PERL,Grazing,2.70969
PERL,Greenhouse,0.473309
PERL,Riparian water rights,0.457351
PERL,Bacteria,1.06001
PERL,Arable land,0.872443
PERL,Phosphorus cycle,1.72338
PERL,Litter,1.36723
PERL,Structure,1.697
PERL,Adaptation,0.894758
PERL,Ecology,1.58412
PERL,Ecosystem,12.5568
PERL,Peat,16.091
PERL,Water potential,1.44504
PERL,Geology,1.17041
PERL,Geotechnical engineering,0.706202
PERL,Organic matter,1.7596
PERL,Soil organic matter,1.23719
PERL,Hydropower,0.838624
PERL,Data,0.869344
PERL,Earthworm,1.83681
PERL,Plant,1.41328
PERL,X-ray microtomography,1.04328
PERL,Groundwater,0.498455
PERL,Soil structure,0.93007
PERL,"3D modeling",0.487149
PERL,Riparian zone,0.720558
PERL,Macroscopic quantum phenomena,0.341887
PERL,Soil,1.83099
PERL,Macroscopic scale,0.924291
PERL,Temperate climate,0.722928
PERL,Human behavior,0.388471
PERL,Field research,0.364669
PERL,Crystal structure,0.452811
PERL,Experiment,2.19042
PERL,Aggregate,0.502266
PERL,Biomass (energy),0.826408
PERL,Riparian water rights,0.457351
PERL,Structure,0.890161
PERL,Ecosystem,0.900605
LBE,Volatile organic compound,1.60265
LBE,Reclaimed water,1.2243
LBE,Cellular respiration,0.503416
LBE,Family,0.897059
LBE,Microbial ecology,0.506901
LBE,Analysis,3.91116
LBE,DNA sequencing,2.75027
LBE,Drug metabolism,0.8041
LBE,Amino acid,0.511052
LBE,Genome,4.13196
LBE,Gel electrophoresis,0.741611
LBE,Quantitative proteomics,0.911331
LBE,Human rights,0.4084
LBE,Persistent organic pollutant,2.29548
LBE,Sulfate-reducing microorganism,1.99306
LBE,Vitamin B12,0.998364
LBE,Iron,2.03216
LBE,Flavin adenine dinucleotide,0.590744
LBE,Molecular phylogenetics,0.616653
LBE,Regulation,1.53784
LBE,Anaerobic digestion,1.07944
LBE,ATP-binding cassette transporter,0.405965
LBE,Corrosion,1.77201
LBE,Industrial wastewater treatment,0.767853
LBE,Integral membrane protein,1.56943
LBE,Sewage treatment,2.55052
LBE,Chaperone (protein),0.609298
LBE,Transposon mutagenesis,0.408581
LBE,Molecular ecology,0.867013
LBE,Laboratory,0.888954
LBE,Operon,2.60204
LBE,Alternative medicine,0.419942
LBE,Active site,0.654657
LBE,Mineral,1.18002
LBE,Culture,2.63181
LBE,Enrichment culture,1.51734
LBE,Model organism,2.07585
LBE,Microbiota,0.808673
LBE,Mitochondrion,0.409376
LBE,Biomineralization,0.882632
LBE,Interaction (disambiguation),0.708497
LBE,Metabolism,8.52225
LBE,Microorganism,2.08346
LBE,Horizontal gene transfer,1.96584
LBE,Metabolic pathway,2.74477
LBE,Whole genome sequencing,0.582609
LBE,Wastewater,0.94003
LBE,Species,0.935731
LBE,Pearson correlation coefficient,0.530537
LBE,Operating system,1.05978
LBE,Organic compound,1.33569
LBE,Organic chemistry,0.425783
LBE,Relative species abundance,1.36505
LBE,Pseudogene,0.477139
LBE,Phosphorus,1.04218
LBE,Physiology,1.48918
LBE,Protein,6.58541
LBE,Water treatment,0.44521
LBE,PH,1.84416
LBE,Pollutant,0.766315
LBE,Pseudomonadota,0.613288
LBE,Restriction enzyme,1.05963
LBE,Sulfur-reducing bacteria,3.03673
LBE,Sequence,0.84138
LBE,Microbial consortium,1.86953
LBE,Stoichiometry,1.3395
LBE,Time,1.15099
LBE,Water pollution,2.10749
LBE,Electron donor,2.81936
LBE,Electron acceptor,7.86134
LBE,Cell membrane,0.891879
LBE,Alpha diversity,0.624414
LBE,Environment,0.514305
LBE,Genus,1.40166
LBE,Biochemistry,1.50642
LBE,Escherichia coli,1.76117
LBE,Bacterial growth,1.67661
LBE,Complementary colors,0.590221
LBE,Bacterial cell structure,0.467924
LBE,Bioinformatics,3.30817
LBE,Diversity,0.675995
LBE,Gene,6.73059
LBE,Human genome,2.36953
LBE,Bioremediation,2.62684
LBE,Anaerobic respiration,5.14659
LBE,Groundwater pollution,1.6389
LBE,Biodiversity,1.58696
LBE,Biodegradation,0.887945
LBE,Carbon cycle,0.715101
LBE,Energy conservation,2.38429
LBE,Polychlorinated biphenyl,0.400269
LBE,Reductionism,0.76145
LBE,Identification,0.911472
LBE,Riboswitch,0.960345
LBE,Microbial metabolism,1.0262
LBE,Energy development,0.576138
LBE,Microbiological culture,1.49021
LBE,Cofactor (biochemistry),0.888139
LBE,Genomics,2.22674
LBE,Proteomics,8.83285
LBE,Computational linguistics,0.542246
LBE,Region,0.759482
LBE,Biological system,0.95841
LBE,Gene prediction,0.445376
LBE,Carbon source,1.039
LBE,Wastewater treatment,3.00848
LBE,Carbon sink,0.441957
LBE,Experiment,2.41047
LBE,Fermentation,0.653079
LBE,Conservation of energy,0.866611
LBE,DNA,1.333
LBE,System,2.03026
LBE,Environmental degradation,0.714306
LBE,Present,0.501998
LBE,High-throughput screening,1.06353
LBE,Anaerobic exercise,0.44797
LBE,Bacteria,8.11158
LBE,Comparative genomics,0.71889
LBE,Electron transport chain,9.0968
LBE,Enzyme,4.03866
LBE,Anaerobic organism,1.71461
LBE,Structure,1.55827
LBE,Adaptation,1.21451
LBE,Evolutionary physiology,0.453946
LBE,Reductive dechlorination,1.75877
LBE,Ethylene,1.96379
IIE-GE,Microorganism,0.910825
IIE-GE,Wastewater treatment,0.545946
IIE-GE,Bacteria,2.44657
IIE-GE,Phosphorus cycle,0.335449
LBE,Microorganism,0.910825
LBE,Wastewater treatment,0.545946
LBE,Bacteria,2.44657
LBE,Phosphorus cycle,0.335449
LGB,International Union for Conservation of Nature,0.442573
LGB,Natural resource management,1.01006
LGB,Analysis,3.81543
LGB,Satellite imagery,0.997721
LGB,Geographic information system,22.9163
LGB,Climate change denial,1.21268
LGB,Geneva,3.73882
LGB,Habitat fragmentation,1.47605
LGB,Graphic design,0.305406
LGB,Population density,1.30185
LGB,Landscape painting,0.356411
LGB,Metagenomics,0.419344
LGB,Interdisciplinarity,0.658512
LGB,Longitudinal study,0.727376
LGB,Habitat,2.55177
LGB,Future,0.891842
LGB,Cultural diversity,0.687444
LGB,Consensus decision-making,0.430501
LGB,Habitat destruction,0.912981
LGB,Sheep,1.94422
LGB,Molecular ecology,1.63109
LGB,Solar irradiance,2.11836
LGB,Biophysical environment,2.25119
LGB,Elevation,0.868329
LGB,Wildlife conservation,2.24835
LGB,Global change,0.367157
LGB,Sustainability,0.501104
LGB,Environmentalism,1.12187
LGB,Geographic information system software,0.682431
LGB,Literature,0.937162
LGB,Geography,1.1949
LGB,Information,3.33814
LGB,World population,2.91101
LGB,Geographic information science,2.3386
LGB,Special Report on Emissions Scenarios,0.333634
LGB,Goat,2.03094
LGB,Organism,1.27431
LGB,Plant,2.0233
LGB,Map,1.65192
LGB,Management,1.23879
LGB,Grassland,1.01522
LGB,Interaction (disambiguation),2.62773
LGB,Endangered species,0.647418
LGB,Major,0.506996
LGB,Landscape,2.87706
LGB,Natural selection,7.3054
LGB,Global catastrophic risk,0.549584
LGB,Rural area,0.818959
LGB,Normal distribution,0.547892
LGB,Spatial ecology,0.354646
LGB,Conservation biology,3.24288
LGB,Number,0.886799
LGB,Species,5.42594
LGB,Population genetics,3.85389
LGB,Animal husbandry,0.995792
LGB,Environmental monitoring,1.05838
LGB,Built environment,0.495889
LGB,Remote sensing,2.20834
LGB,Probability,0.514283
LGB,Population,3.75856
LGB,Demographic transition,1.077
LGB,Machine learning,1.10552
LGB,Conflict of interest,0.314746
LGB,Information system,0.469156
LGB,Knowledge,0.810147
LGB,Phenotype,0.408824
LGB,Livestock,3.85151
LGB,Landscape ecology,3.6394
LGB,Research,3.99234
LGB,Individual,3.66318
LGB,Cattle,0.98203
LGB,East Africa,0.888635
LGB,Health care,1.25818
LGB,Decision-making,2.55725
LGB,Statistics,0.858805
LGB,Scientific method,3.2874
LGB,Big data,0.746038
LGB,Climate change scenario,1.34052
LGB,Space,0.723964
LGB,ArcGIS,0.694215
LGB,Precipitation,2.27117
LGB,Sustainable development,2.0067
LGB,Time,0.520153
LGB,Phenotypic plasticity,0.512343
LGB,Case study,0.835572
LGB,Empirical evidence,0.810524
LGB,Plant breeding,0.491168
LGB,Spatial analysis,29.3736
LGB,Genetic variation,1.00764
LGB,Information technology,0.648919
LGB,Environment,1.27316
LGB,Economic inequality,0.852572
LGB,Infection,1.82961
LGB,Policy,1.19735
LGB,Environmental protection,0.694597
LGB,Soil,2.58283
LGB,Decline in amphibian populations,0.8953
LGB,Geographic coordinate conversion,0.394063
LGB,High availability,0.45474
LGB,Environmental Performance Index,2.54707
LGB,Emerging technologies,0.422541
LGB,Fertile Crescent,0.891853
LGB,Coral bleaching,0.849738
LGB,Genetic diversity,3.27911
LGB,Evolutionary biology,0.956786
LGB,Institut national de l'information géographique et forestière,0.949638
LGB,Gene,1.56575
LGB,Human genome,0.315068
LGB,Regional Scale Nodes,0.642941
LGB,Biotechnology,0.702386
LGB,Biodiversity,4.00267
LGB,Indigenous peoples,1.28217
LGB,Spatial database,1.27609
LGB,Cosmopolitan distribution,0.805518
LGB,Demography,1.42073
LGB,Urban planning,0.642991
LGB,Globalization,0.536513
LGB,Agricultural soil science,0.67152
LGB,Public health,1.9547
LGB,Decision support system,0.43936
LGB,Coral,1.82998
LGB,Geographic coordinate system,4.44742
