id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isCompiledBy,ethz.relation.isReferencedBy,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.version.deposit,ethz.version.edition
"220606","20.500.11850/3","Stephenson, Jessica F.||Young, Kyle A.||Fox, Jordan||Jokela, Jukka||Cable, Joanne||Perkins, Sarah E.",,,"2018-02-16T10:15:25Z","2017-06-12T20:25:20Z||2018-02-16T10:15:25Z||2018-01-23T13:40:35Z||2018-02-16T10:14:03Z","2017-03","2017-03-13",,,,,"0962-8436||1471-2970||0080-4622","http://hdl.handle.net/20.500.11850/233135||http://hdl.handle.net/20.500.11850/129643","10.1098/rstb.2016.0093","http://hdl.handle.net/20.500.11850/242693","en","The Royal Society",,,"Gyrodactylus||Host quality||Infectious disease||Parasite fitness||Poecilia reticulata||Within-host and between-host dynamics","Host heterogeneity affects both parasite transmission to and fitness on subsequent hosts","Journal Article","Metadata only",,,"2017-06-12T20:26:33Z",,"pub:192627",,"yes",,,,,,,,,,"imp59365558c477e85930","010842482",,,,,"000397800300011","Phil. Trans. R. Soc. B","1719","Philosophical Transactions of the Royal Society B: Biological Sciences","372","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,,"20160093","London","published",,,,,"2018-02-21T10:32:29Z","2022-03-28T19:14:20Z","true","10 p.","ECIT||BATCH",,
"197479","20.500.11850/4","Kokko, Hanna||Chaturvedi, Anurag||Croll, Daniel||Fischer, Martin C.||Guillaume, Frédéric||Karrenberg, Sophie||Kerr, Ben||Rolshausen, Gregor||Stapley, Jessica",,,"2017-11-09T15:26:31Z","2017-11-09T14:54:26Z||2017-11-09T15:26:31Z||2017-06-12T19:38:17Z||2017-08-16T16:05:26Z","2017-03","2017-01-11",,,,,"0169-5347||1872-8383","http://hdl.handle.net/20.500.11850/128232||http://hdl.handle.net/20.500.11850/206758","10.1016/j.tree.2016.12.005","http://hdl.handle.net/20.500.11850/213065","en","Cell Press",,,,"Can Evolution Supply What Ecology Demands?","Review Article","Metadata only",,,"2017-06-12T19:38:38Z",,"pub:191137",,"yes",,,,,,,,,,"imp5936553d1714c11530","000036164",,,"85009177511",,"000395611900004","Trends Ecol Evol","3","Trends in Ecology & Evolution","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Published online by Elsevier.","197","187","London","published",,,,,"2017-11-23T14:15:03Z","2023-02-06T14:53:55Z","true",,"FORM||ECIT",,
"166740","20.500.11850/3","Lembrechts, Jonas J.||Alexander, Jake M.||Cavieres, Lohengrin A.||Haider, Sylvia||Lenoir, Jonathan||Kueffer, Christoph||McDougall, Keith||Naylor, Bridgett J.||Nuñez, Martín A.||Pauchard, Aníbal||Rew, Lisa J.||Nijs, Ivan||Milbau, Ann",,,"2017-07-03T14:27:51Z","2017-06-12T07:06:34Z||2017-07-03T14:27:51Z","2017-03","2016-03-23",,,,,"0906-7590||1600-0587",,"10.1111/ecog.02200","http://hdl.handle.net/20.500.11850/117144","en","Wiley",,,,"Mountain roads shift native and non-native plant species ranges","Journal Article","Metadata only",,,"2017-06-12T07:11:59Z",,"pub:179042",,"yes",,,,,,,,,,"imp593654733c1d068894","000639155",,,"84961821137",,"000398062900001",,"3","Ecography","40","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03909 - Levine, Jonathan M. (ehemalig) / Levine, Jonathan M. (former)","03706||03909||03706","03706||03909",,"364","353","Oxford","published",,,,"true","2017-07-03T14:27:58Z","2021-02-14T17:50:55Z","true",,"ECIT",,
"218603","20.500.11850/4","Rodríguez-Verdugo, Alejandra||Buckley, James||Stapley, Jessica",,,"2018-02-09T15:03:22Z","2018-01-15T15:36:46Z||2018-01-25T10:03:23Z||2017-11-09T14:57:29Z||2017-11-09T15:23:39Z||2017-11-10T07:57:50Z||2017-06-12T20:29:17Z||2017-11-23T14:17:31Z||2018-01-25T10:05:12Z||2018-02-09T15:03:22Z","2017-03","2017-03-08",,,,,"0962-1083||1365-294X","http://hdl.handle.net/20.500.11850/228913||http://hdl.handle.net/20.500.11850/206845","10.1111/mec.14045","http://hdl.handle.net/20.500.11850/235418","en","Wiley-Blackwell",,,"Adaptation||Community structure||Eco-evolutionary feedback loops||Ecologically relevant traits||Ecosystem function||Environmental change||Genome scans||Rapid evolution","The genomic basis of eco-evolutionary dynamics","Review Article","Metadata only",,"DDC - DDC::5 - Science::570 - Life sciences","2017-06-12T20:30:18Z",,"pub:192741",,"yes",,,,,,,,,,"imp5936555b12b4775016",,,,"85014603122",,"000397494300002","Mol Ecol","6","Molecular Ecology","26","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","03743||03970||03706","03970||03706||03743",,"1464","1456","Oxford","published",,,,"true","2018-01-26T15:23:03Z","2022-03-28T19:08:56Z","true",,"FORM||ECIT",,
"214137","20.500.11850/3","Leys, Marie||Keller, Irene||Robinson, Christopher T.||Räsänen, Katja",,,"2018-01-24T11:08:55Z","2018-01-24T11:08:55Z||2018-01-24T11:08:30Z||2017-06-12T19:59:06Z||2017-08-03T12:51:54Z||2018-01-23T13:39:36Z","2017-03","2017-02-06",,,,,"0962-1083||1365-294X","http://hdl.handle.net/20.500.11850/233118||http://hdl.handle.net/20.500.11850/128811","10.1111/mec.14026","http://hdl.handle.net/20.500.11850/234255","en","Wiley-Blackwell",,,"Baetis alpinus||Cohort||Morphospecies||Population genetic structure||Sympatry||Voltinism","Cryptic lineages of a common alpine mayﬂy show strong life-history divergence","Journal Article","Metadata only",,,"2017-06-12T19:59:40Z",,"pub:191739",,"yes",,,,,,,,,,"imp59365548a3abb25342",,,,"85013001156",,"000397494300017","Mol Ecol","6","Molecular Ecology","26","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"1686","1670","Oxford","published",,,,"true","2018-01-25T09:57:02Z","2022-03-28T18:59:53Z","true",,"ECIT||BATCH",,
"199659","20.500.11850/3","Flury, Pascale||Vesga, Pilar||Péchy-Tarr, Maria||Aellen, Nora||Dennert, Francesca||Hofer, Nicolas||Kupferschmied, Karent P.||Kupferschmied, Peter||Metla, Zane||Ma, Zongwang||Siegfried, Sandra||de Weert, Sandra||Bloemberg, Guido||Höfte, Monica||Keel, Christoph J.||Maurhofer, Monika",,,"2017-12-01T15:11:03Z","2017-06-12T19:58:38Z||2017-11-30T12:39:05Z||2017-12-01T07:38:12Z||2017-12-01T15:11:03Z","2017-02-03",,"Particular groups of plant-beneficial fluorescent pseudomonads are not only root colonizers that provide plant disease suppression, but in addition are able to infect and kill insect larvae. The mechanisms by which the bacteria manage to infest this alternative host, to overcome its immune system, and to ultimately kill the insect are still largely unknown. However, the investigation of the few virulence factors discovered so far, points to a highly multifactorial nature of insecticidal activity. Antimicrobial compounds produced by fluorescent pseudomonads are effective weapons against a vast diversity of organisms such as fungi, oomycetes, nematodes, and protozoa. Here, we investigated whether these compounds also contribute to insecticidal activity. We tested mutants of the highly insecticidal strains Pseudomonas protegens CHA0, Pseudomonas chlororaphis PCL1391, and Pseudomonas sp. CMR12a, defective for individual or multiple antimicrobial compounds, for injectable and oral activity against lepidopteran insect larvae. Moreover, we studied expression of biosynthesis genes for these antimicrobial compounds for the first time in insects. Our survey revealed that hydrogen cyanide and different types of cyclic lipopeptides contribute to insecticidal activity. Hydrogen cyanide was essential to full virulence of CHA0 and PCL1391 directly injected into the hemolymph. The cyclic lipopeptide orfamide produced by CHA0 and CMR12a was mainly important in oral infections. Mutants of CMR12a and PCL1391 impaired in the production of the cyclic lipopeptides sessilin and clp1391, respectively, showed reduced virulence in injection and feeding experiments. Although virulence of mutants lacking one or several of the other antimicrobial compounds, i.e., 2,4-diacetylphloroglucinol, phenazines, pyrrolnitrin, or pyoluteorin, was not reduced, these metabolites might still play a role in an insect background since all investigated biosynthetic genes for antimicrobial compounds of strain CHA0 were expressed at some point during insect infection. In summary, our study identified new factors contributing to insecticidal activity and extends the diverse functions of antimicrobial compounds produced by fluorescent pseudomonads from the plant environment to the insect host.","application/pdf","10.3929/ethz-b-000216402",,"1664-302X","http://hdl.handle.net/20.500.11850/128773||http://hdl.handle.net/20.500.11850/215753","10.3389/fmicb.2017.00100","http://hdl.handle.net/20.500.11850/216402","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","orfamide||sessilin||Gac regulatory system||Pseudomonas fluorescens||Pseudomonas protegens||Pseudomonas chlororaphis||secondary metabolites||insecticidal activity","Antimicrobial and Insecticidal: Cyclic Lipopeptides and Hydrogen Cyanide Produced by Plant-Beneficial Pseudomonas Strains CHA0, CMR12a, and PCL1391 Contribute to Insect Killing","Journal Article","Open access",,,"2017-06-12T19:59:40Z",,"pub:191700",,"yes",,,,,,,,,,"imp59365547f36a034053","010181524",,,"85014472372",,"000393219800001","Front Microbiol",,"Frontiers in Microbiology","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,,"100","Lausanne","published",,,,"true","2017-12-01T15:11:09Z","2022-03-28T18:28:24Z","true","15 p.","FORM","publishedVersion",
"199651","20.500.11850/4","Plissonneau, Clémence||Benevenuto, Juliana||Mohd-Assaad, Norfarhan||Fouché, Simone||Hartmann, Fanny E.||Croll, Daniel",,,"2017-12-01T14:56:28Z","2017-06-12T19:58:39Z||2017-11-30T12:48:06Z||2017-12-01T07:25:56Z||2017-12-01T14:56:28Z","2017-02-03",,"Epidemics caused by fungal plant pathogens pose a major threat to agro-ecosystems and impact global food security. High-throughput sequencing enabled major advances in understanding how pathogens cause disease on crops. Hundreds of fungal genomes are now available and analyzing these genomes highlighted the key role of effector genes in disease. Effectors are small secreted proteins that enhance infection by manipulating host metabolism. Fungal genomes carry 100s of putative effector genes, but the lack of homology among effector genes, even for closely related species, challenges evolutionary and functional analyses. Furthermore, effector genes are often found in rapidly evolving chromosome compartments which are difficult to assemble. We review how population and comparative genomics toolsets can be combined to address these challenges. We highlight studies that associated genome-scale polymorphisms with pathogen lifestyles and adaptation to different environments. We show how genome-wide association studies can be used to identify effectors and other pathogenicity-related genes underlying rapid adaptation. We also discuss how the compartmentalization of fungal genomes into core and accessory regions shapes the evolution of effector genes. We argue that an understanding of genome evolution provides important insight into the trajectory of host-pathogen co-evolution.","application/pdf","10.3929/ethz-b-000216386",,"1664-462X","http://hdl.handle.net/20.500.11850/128774||http://hdl.handle.net/20.500.11850/215762","10.3389/fpls.2017.00119","http://hdl.handle.net/20.500.11850/216386","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","plant pathogens||genome||population genomics||evolution||molecular||fungi||agricultural ecosystems||association mapping studies","Using Population and Comparative Genomics to Understand the Genetic Basis of Effector-Driven Fungal Pathogen Evolution","Review Article","Open access",,,"2017-06-12T19:59:40Z",,"pub:191701",,"yes",,,,,,,,,,"imp59365548057a518153","010181292",,,"85011923287",,"000393216500001","Front. Plant Sci.",,"Frontiers in Plant Science","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,,"119","Lausanne","published",,,,"true","2017-12-01T14:56:34Z","2021-02-14T21:02:41Z","true","15 p.","FORM","publishedVersion",
"200726","20.500.11850/3","Alexander, Helen K.||Mayer, Stephanie I.||Bonhoeffer, Sebastian",,,"2017-12-05T14:54:38Z","2017-10-06T02:22:26Z||2017-11-15T09:01:48Z||2017-12-05T14:54:38Z","2017-02","2016-11-11","Mutation rate is a crucial evolutionary parameter that has typically been treated as a constant in population genetic analyses. However, the propensity to mutate is likely to vary among co-existing individuals within a population, due to genetic polymorphisms, heterogeneous environmental influences, and random physiological fluctuations. We review the evidence for mutation rate heterogeneity and explore its consequences by extending classic population genetic models to allow an arbitrary distribution of mutation rate among individuals, either with or without inheritance. With this general new framework, we rigorously establish the effects of heterogeneity at various evolutionary timescales. In a single generation, variation of mutation rate about the mean increases the probability of producing zero or many simultaneous mutations on a genome. Over multiple generations of mutation and selection, heterogeneity accelerates the appearance of both deleterious and beneficial multi-point mutants. At mutation-selection balance, higher-order mutant frequencies are likewise boosted, while lower-order mutants exhibit subtler effects; nonetheless, population mean fitness is always enhanced. We quantify the dependencies on moments of the mutation rate distribution and selection coefficients, and clarify the role of mutation rate inheritance. While typical methods of estimating mutation rate will recover only the population mean, analyses assuming mutation rate is fixed to this mean could underestimate the potential for multi-locus adaptation, including medically relevant evolution in pathogenic and cancerous populations. We discuss the potential to empirically parameterize mutation rate distributions, which have to date hardly been quantified.","application/pdf","10.3929/ethz-b-000190688",,"0737-4038||1537-1719",,"10.1093/molbev/msw244","http://hdl.handle.net/20.500.11850/190688","en","Oxford University Press","Creative Commons Attribution-NonCommercial 4.0 International","http://creativecommons.org/licenses/by-nc/4.0/","population genetics||adaptation||hypermutator||transient mutagenesis||cancer||bacteria","Population Heterogeneity in Mutation Rate Increases the Frequency of Higher-Order Mutants and Reduces Long-Term Mutational Load","Journal Article","Open access",,,"2017-10-06T02:22:43Z",,,,"yes",,,,"The population biology of drug resistance: Key principles for a more sustainable use of drugs||Evolution and spread of drug resistance: A combined computational and experimental approach","268540||155866","10.13039/501100000780||10.13039/501100001711","EC||SNF","FP7||Projektförderung in Biologie und Medizin (Abteilung III)",,,,,,"85021852143",,"000396511300011","Mol Biol Evol","2","Molecular Biology and Evolution","34","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03584","03584||03584",,"436","419","Oxford","published",,,,,"2017-12-05T14:54:43Z","2021-02-14T21:09:03Z","true",,"WOS","publishedVersion",
"125360","20.500.11850/3","Pomati, Francesco||Matthews, Blake||Seehausen, Ole||Ibelings, Bas W.",,,"2017-06-12T18:04:17Z","2017-06-12T18:04:17Z","2017-02",,,,,,"0018-8158||1573-5117",,"10.1007/s10750-016-2981-6","http://hdl.handle.net/20.500.11850/125393","en","Springer",,,"Phytoplankton||Co-occurrence||Variance ratio||Eutrophication||Climate change||Community assembly","Eutrophication and climate warming alter spatial (depth) co-occurrence patterns of lake phytoplankton assemblages","Journal Article","Metadata only",,,"2017-06-12T18:04:26Z",,"pub:187994",,"yes",,,,,,,,,,"imp5936550f68dd365149","000047801",,,,,,"Hydrobiologia","1","Hydrobiologia","787","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Published online 14 September 2016.","385","375","Dordrecht","published",,,,,"2017-07-19T10:16:34Z","2021-02-14T14:52:03Z","true",,"ECIT",,
"331801","20.500.11850/3","Schaller, Jörg||Hines, Jes||Brackhage, Carsten",,,"2020-01-24T11:51:55Z","2018-01-18T13:54:09Z||2018-02-21T13:21:12Z||2020-01-24T11:51:55Z","2017-02","2016-11-27",,,,,,,"10.1016/j.aquabot.2016.11.013","http://hdl.handle.net/20.500.11850/230869","en","Elsevier",,,"Ecosystem processes||Warming effects||Litter decomposition||Nitrogen deposition||Nutrient cycle||Phragmites australis||Silica","Is initial Si concentration determining the influence of warming and N-supply on stoichiometric changes during litter decomposition?","Journal Article","Metadata only",,,"2018-01-18T13:54:10Z",,,,"no",,,,,,,,,,,,,,,,,,,"Aquatic Botany","138","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"8","1","Amsterdam","published",,,,,"2018-02-21T13:21:19Z","2020-01-24T11:52:05Z","true",,"BATCH",,
"331804","20.500.11850/3","Leal, Miguel C.||Seehausen, Ole||Matthews, Blake",,,"2020-01-24T11:58:18Z","2018-01-18T13:00:23Z||2018-02-20T10:19:50Z||2020-01-24T11:58:18Z","2017-02","2016-12-22",,,,,"0169-5347||1872-8383",,"10.1016/j.tree.2016.11.006","http://hdl.handle.net/20.500.11850/230790","en","Cell Press; Elsevier",,,,"The Ecology and Evolution of Stoichiometric Phenotypes","Journal Article","Metadata only",,,"2018-01-18T13:00:24Z",,,,"yes",,,,,,,,,,,,,,,,,"Trends Ecol Evol","2","Trends in Ecology & Evolution","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"117","108","London","published",,,,,"2018-02-20T10:19:56Z","2020-01-24T11:58:29Z","true",,"BATCH",,
"172827","20.500.11850/3","Rendueles, Olaya||Velicer, Gregory J.",,,"2017-08-15T14:33:18Z","2017-06-12T13:20:31Z||2017-08-15T14:33:18Z","2017-02","2016-09-23","Evolutionary adaptation can be achieved by mechanisms accessible to all organisms, including faster growth and interference competition, but self-generated motility offers additional possibilities. We tested whether 55 populations of the bacterium Myxococcus xanthus that underwent selection for increased fitness at the leading edge of swarming colonies adapted by swarming faster toward unused resources or by other means. Populations adapted greatly but diversified markedly in both swarming phenotypes and apparent mechanisms of adaptation. Intriguingly, although many adapted populations swarm intrinsically faster than their ancestors, numerous others do not. Some populations evolved interference competition toward their ancestors, whereas others gained the ability to facultatively increase swarming rate specifically upon direct interaction with ancestral competitors. Our results both highlight the diverse range of mechanisms by which actively motile organisms can adapt evolutionarily and help to explain the high levels of swarming-phenotype diversity found in local soil populations of M. xanthus.","application/pdf","10.3929/ethz-b-000120992",,"1751-7362||1751-7370",,"10.1038/ismej.2016.115","http://hdl.handle.net/20.500.11850/120992","en","Nature","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/",,"Evolution by flight and fight: Diverse mechanisms of adaptation by actively motile microbes","Journal Article","Open access",,,"2017-06-12T13:27:27Z",,"pub:183075",,"yes",,,,,,,,,,"imp593654be285a922811","005502685",,,"84988578976",,"000394541500022","ISME J","2","The ISME Journal","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03939||03939","03939||03939",,"568","555","Basingstoke","published",,,,,"2017-08-15T14:33:53Z","2021-02-14T18:18:46Z","true",,"ECIT","publishedVersion",
