id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.rightsHolder,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.description.software,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.internal,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"231288","20.500.11850/3","Schulz, Tobias||Lieberherr, Eva||Zabel, Astrid",,,,,"2018-04-17T15:47:48Z","2017-06-12T17:49:49Z||2017-07-03T11:53:07Z||2018-04-17T15:47:48Z","2018-04","2016-11-16",,,,,"1389-9341",,"10.1016/j.forpol.2016.10.011","http://hdl.handle.net/20.500.11850/124897","en","Elsevier",,,"National forest program||Social network analysis||Stakeholder analysis||Stakeholder participation||State-centered policy networks","Network governance in national Swiss forest policy: Balancing effectiveness and legitimacy",,"Journal Article","Metadata only",,,,,"2017-06-12T17:50:01Z",,,,,,"pub:187452",,"yes",,,,,,,,,,"imp593655069fd3546135",,"003832317","85006802651",,"000430756200006",,,"Forest Policy and Economics","89","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"53","42","Amsterdam","published",,,,,,,"2018-04-17T15:47:53Z","2020-02-15T12:24:53Z","true",,"ECIT",,,
"287516","20.500.11850/10","Wilkes-Allemann, Jerylee||Lieberherr, Eva",,,,,"2019-03-27T08:41:33Z","2019-01-25T08:41:17Z||2019-03-27T08:41:33Z","2018-04",,,,,,,,,"http://hdl.handle.net/20.500.11850/319723","en","Wageningen University, Forest and Nature Conservation Policy Group",,,,"How National Forest Programs affect policy change: A Swiss Experience",,"Other Conference Item","Metadata only","Second International Forest Policy Meeting (2IFPM), 11-13 April 2018, Wageningen, programme with abstracts",,,,"2019-01-25T08:41:27Z",,,,,,,,"yes","2nd International Forest Policy Meeting (2IFPM 2018)","April 11-13, 2018","Wageningen, The Netherlands",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,"Wageningen","published",,,,,,,"2019-03-27T08:41:44Z","2020-02-15T18:05:57Z","true","1 p.","FORM",,,
"234605","20.500.11850/3","Rashidi, Kaveh||Patt, Anthony",,,,,"2018-05-11T07:29:46Z","2017-11-27T10:51:34Z||2017-12-22T12:36:27Z||2017-10-06T04:41:42Z||2017-10-12T09:02:50Z||2017-12-05T11:36:01Z||2017-12-05T11:37:46Z||2017-12-22T12:38:49Z||2018-01-03T12:49:14Z||2018-05-11T07:29:46Z","2018-04","2017-06-06","Urban areas account for the majority of global greenhouse gas emissions, and increasingly, it is city governments that are adopting and implementing climate mitigation policies. Many municipal governments have joined two different global city networks that aim to promote climate policy development at the urban scale, and there is qualitative evidence that such networks play an important role in motivating cities to adopt climate policies and helping them to implement them. Our study objective is to test this proposition quantitatively, making use of a global database on cities’ environmental policy adoption, and also taking into account a large number of other factors that could play a role in climate policy adoption. Controlling for these other factors, we find that network membership does make a significant difference in the number of different measures that city governments adopt. We also find that there are significant differences between the two different networks, suggesting that the nature of the services that such networks offer their members can play an important role. Our findings lead to the provision of a set of global mitigation strategies: First of all, joining the city networks can lead to a generation of global strategies which can result into climate mitigation benefits. However, cities are required to select the network which provides proper tailor made policies. Second, in the absence of concrete international commitments at the local level, city networks lay the ground for global governance and enable cities to adopt policies independently and proactively. Third, consideration of co-benefits of climate policies can optimize the development of global strategies.","application/pdf","10.3929/ethz-b-000225158",,"1381-2386||1573-1596","http://hdl.handle.net/20.500.11850/213941||http://hdl.handle.net/20.500.11850/192190","10.1007/s11027-017-9747-y","http://hdl.handle.net/20.500.11850/225158","en","Springer Nature","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Climate mitigation policies||Networks||Policy diffusion||Cities||Climate change","Subsistence over symbolism: the role of transnational municipal networks on cities’ climate policy innovation and adoption",,"Journal Article","Open access",,,,,"2017-10-06T04:41:42Z",,,,,,,,"yes",,,,,,,,,,,,,"85020251058",,"000427993900003","Mitig. adapt. strategies glob. chang.","4","Mitigation and Adaptation Strategies for Global Change","23","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"523","507","Berlin","published",,,,,,,"2018-05-11T07:29:49Z","2018-12-02T09:57:29Z","true",,"FORM||SCOPUS",,"publishedVersion",
"237380","20.500.11850/3","Philip, Sjoukje Y.||Kew, Sarah F.||Hauser, Mathias||Guillod, Benoît||Teuling, Adriaan J.||Whan, Kirien||Uhe, Peter||Van Oldenborgh, Geert J.",,,,,"2018-06-04T09:26:57Z","2017-10-06T04:39:04Z||2017-10-10T15:33:34Z||2017-11-01T11:34:45Z||2018-06-04T09:26:57Z","2018-04","2017-06-17",,,,,"0930-7575||1432-0894",,"10.1007/s00382-017-3759-x","http://hdl.handle.net/20.500.11850/192163","en","Springer",,,"Temperature extremes||Land attribution||Global warming||Surface–atmosphere coupling||π-metric||VAC-metric||Soil moisture||US West Coast states","Western US high June 2015 temperatures and their relation to global warming and soil moisture",,"Journal Article","Metadata only",,,,,"2017-10-06T04:39:09Z",,,,,,,,"yes",,,,,,,,,,,,,"85020497974",,"000428600200015","Clim Dyn","7-8","Climate Dynamics","50","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03778 - Seneviratne, Sonia / Seneviratne, Sonia||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","03778||09576","03778||09576",,"2601","2587","Heidelberg","published",,,,"handle/20.500.11850/192392",,,"2018-06-04T09:27:05Z","2022-03-28T20:21:14Z","true",,"SCOPUS",,,
"237382","20.500.11850/5","Philip, Sjoukje Y.||Kew, Sarah F.||Hauser, Mathias||Guillod, Benoît||Teuling, Adriaan J.||Whan, Kirien||Uhe, Peter||Van Oldenborgh, Geert J.",,,,,"2018-06-04T09:29:59Z","2017-10-06T05:00:53Z||2017-11-01T10:10:40Z||2017-11-01T10:14:14Z||2017-11-01T11:38:39Z||2018-01-31T07:56:03Z||2018-06-04T09:29:59Z","2018-04","2017-08-20",,,,,"0930-7575||1432-0894",,"10.1007/s00382-017-3824-5","http://hdl.handle.net/20.500.11850/192392","en","Springer",,,,"Erratum to: Western US high June 2015 temperatures and their relation to global warming and soil moisture",,"Other Journal Item","Metadata only",,"DDC - DDC::5 - Science::550 - Earth sciences",,,"2017-10-06T05:00:56Z",,,,,,,,"yes",,,,,,,,,,,,,"85027871431",,"000428600200016","Clim Dyn","7-8","Climate Dynamics","50","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,"2604","2603","Heidelberg","published",,,,,"handle/20.500.11850/192163",,"2018-06-04T09:30:03Z","2022-03-28T20:21:16Z","true",,"SCOPUS",,,
"229322","20.500.11850/3","Kay, Alison L.||Bell, V.A.||Guillod, Benoît||Jones, Richard G.||Rudd, Alison C.",,,,,"2018-04-06T08:48:03Z","2018-04-06T05:27:28Z||2018-04-06T08:48:03Z","2018-04","2018-02-01",,,,,"0165-0009||1573-1480",,"10.1007/s10584-018-2145-y","http://hdl.handle.net/20.500.11850/255713","en","Springer",,,"Drought||Low flows||River flow||Hydrology||Great Britain","National-scale analysis of low flow frequency: historical trends and potential future changes",,"Journal Article","Metadata only",,,,,"2018-04-06T05:27:32Z",,,,,,,,"yes",,,,,,,,,,,,,"85044513114",,"000428427200015",,"3-4","Climatic Change","147","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,"599","585","Dordrecht","published",,,,,,,"2018-04-06T08:48:05Z","2022-03-28T19:39:39Z","true",,"SCOPUS",,,
"237373","20.500.11850/3","Marti, Michèle||Stauffacher, Michael||Matthes, Jörg||Wiemer, Stefan",,,,,"2018-06-04T09:14:13Z","2017-12-12T15:58:49Z||2018-01-10T10:18:52Z||2018-02-05T12:39:50Z||2018-06-04T09:14:13Z","2018-04","2017-08-11",,,,,"0272-4332||1539-6924",,"10.1111/risa.12875","http://hdl.handle.net/20.500.11850/220343","en","Wiley-Blackwell",,,"Attitudes||Earthquakes||Precautionary measures||Risk communication","Communicating Earthquake Preparedness: The Influence of Induced Mood, Perceived Risk, and Gain or Loss Frames on Homeowners’ Attitudes Toward General Precautionary Measures for Earthquakes",,"Journal Article","Metadata only",,,,,"2017-12-12T15:58:50Z",,,,,,,,"yes",,,,,,,,,,,,,"85045147074",,"000429727900007","Risk Anal.","4","Risk Analysis","38","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)","ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351||02818||02818","02818||02351",,"723","710","Malden, MA","published",,,,,,,"2018-06-04T09:14:17Z","2023-02-06T15:33:28Z","true",,"FORM",,,
"348377","20.500.11850/3","Knoblauch, Theresa A.K.||Stauffacher, Michael||Trutnevyte, Evelina",,,,,"2020-05-20T07:45:05Z","2017-08-28T13:21:12Z||2017-08-28T13:31:19Z||2020-05-20T07:45:05Z","2018-04","2017-08-10",,"application/pdf","10.3929/ethz-b-000181351",,"0272-4332||1539-6924",,"10.1111/risa.12872","http://hdl.handle.net/20.500.11850/181351","en","Wiley","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Energy||Geothermal||Induced seismicity||Low-probability high-consequence risk||Risk communication||Shale gas","Communicating low-probability high-consequence risk, uncertainty and expert confidence: Induced seismicity of deep geothermal energy and shale gas",,"Journal Article","Open access",,,,,"2017-08-28T13:21:13Z",,,,,,,,"yes",,,,"Risk Governance of Deep Geothermal and Hydro Energy","153931","10.13039/501100001711","SNF","NFP 70: Gesuch",,,,,"85045139065",,"000429727900006","Risk Anal.","4","Risk Analysis","38","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"709","694","Malden, MA","published",,,,,,"true","2017-08-28T13:31:20Z","2021-02-15T11:06:18Z","true","45 p.","FORM",,"submittedVersion",
"281938","20.500.11850/3","Booth, Laura||Patt, Anthony",,,,,"2019-02-19T14:03:12Z","2019-02-19T14:03:12Z","2018-03",,,,,,"0011-3530","http://hdl.handle.net/20.500.11850/295937||http://hdl.handle.net/20.500.11850/250042||http://hdl.handle.net/20.500.11850/296066||http://hdl.handle.net/20.500.11850/320585",,"http://hdl.handle.net/20.500.11850/326271","en","Current History Publ. Co.",,,,"The push for proactive climate adaptation in Europe",,"Journal Article","Metadata only",,,,,"2018-03-15T03:58:53Z",,,,,,,,"yes",,,,,,,,,,,,,"85042853566","http://www.currenthistory.com/Article.php?ID=1479","000455969200005","Curr Hist","797","Current History","117","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"113","108","New York, NY","published",,,,,,"false","2019-02-19T14:03:15Z","2019-02-19T14:03:15Z","true",,"FORM||SCOPUS||WOS",,,
"229134","20.500.11850/3","Trutnevyte, Evelina||Azevedo, Inês L.",,,,,"2018-04-05T14:22:46Z","2018-03-08T02:26:11Z||2018-04-05T14:22:46Z","2018-03","2018-02-16","Induced seismicity is a concern for multiple geoenergy applications, including low-carbon enhanced geothermal systems (EGS). We present the results of an international expert elicitation (n = 14) on EGS induced seismicity hazard and risk. Using a hypothetical scenario of an EGS plant and its geological context, we show that expert best-guess estimates of annualized exceedance probabilities of an M ≥ 3 event range from 0.2%–95% during reservoir stimulation and 0.2%–100% during operation. Best-guess annualized exceedance probabilities of M ≥ 5 event span from 0.002%–2% during stimulation and 0.003%–3% during operation. Assuming that tectonic M7 events could occur, some experts do not exclude induced (triggered) events of up to M7 too. If an induced M = 3 event happens at 5 km depth beneath a town with 10 000 inhabitants, most experts estimate a 50% probability that the loss is contained within 500 000 USD without any injuries or fatalities. In the case of an induced M = 5 event, there is 50% chance that the loss is below 50 million USD with the most-likely outcome of 50 injuries and one fatality or none. As we observe a vast diversity in quantitative expert judgements and underlying mental models, we conclude with implications for induced seismicity risk governance. That is, we suggest documenting individual expert judgements in induced seismicity elicitations before proceeding to consensual judgements, to convene larger expert panels in order not to cherry-pick the experts, and to aim for multi-organization multi-model assessments of EGS induced seismicity hazard and risk.","application/pdf","10.3929/ethz-b-000247409",,"1748-9326||1748-9318",,"10.1088/1748-9326/aa9eb2","http://hdl.handle.net/20.500.11850/247409","en","IOP Publishing","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/","enhanced geothermal systems||induced seismicity||expert elicitation||risk assessment||risk governance","Induced seismicity hazard and risk by enhanced geothermal systems: an expert elicitation approach",,"Journal Article","Open access",,,,,"2018-03-08T02:26:16Z",,,,,,,,"yes",,,,"Risk governance of electricity portfolios (RIGOROuS): Cross-technology and spatial tradeoffs of multiple risks","160563","10.13039/501100001711","SNF","Ambizione Energie",,,,,"85048266598",,"000425435300004","Environ. Res. Lett.","3","Environmental Research Letters","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,"034004","Bristol","published",,,,,,,"2018-08-03T06:15:34Z","2021-02-14T23:09:49Z","true","9 p.","WOS",,"publishedVersion",
"321305","20.500.11850/3","Pakizer, Katrin||Lieberherr, Eva",,,,,"2019-11-27T12:07:39Z","2018-12-06T13:06:44Z||2018-12-06T13:47:22Z||2018-12-06T13:48:42Z||2019-11-27T12:07:39Z","2018-03","2018-11-26",,"application/pdf","10.3929/ethz-b-000309237",,,,"10.1177/1783591718814426","http://hdl.handle.net/20.500.11850/309237","en","Intersentia; SAGE Publications","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Governance||Modular systems||Urban water management||Water governance||Modularity||Decentralization","Alternative governance arrangements for modular water infrastructure: An exploratory review",,"Journal Article","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment||DDC - DDC::3 - Social sciences::320 - Political science","JEL - JEL::O - Economic Development, Innovation, Technological Change, and Growth::O3 - Innovation; Research and Development; Technological Change; Intellectual Property Rights",,"2018-12-06T13:06:45Z","2019-11-26",,,,,,,"yes",,,,"Challenges and Opportunities of Modular water Infrastructures for Greening the Swiss Economy (COMIX)","172366","10.13039/501100001711","SNF","NFP 73: Gesuch",,,,,"85058486908",,,,"1-2","Competition and Regulation in Network Industries","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"68","53","London","published","10.3929/ethz-b-000554583",,,,,,"2018-12-06T13:47:29Z","2021-02-15T06:51:01Z","true","16 p. accepted version","FORM",,"acceptedVersion",
"296711","20.500.11850/21","Ottowitz, David||Hoyer, Stefan||Jochum, Birgit||Riegler, Monika||Preuner, Philipp||Scolobig, Anna||Supper, Robert",,,,,"2019-06-12T08:06:13Z","2018-09-24T13:20:15Z||2018-09-24T15:58:51Z||2018-10-23T12:20:15Z||2018-10-23T14:26:31Z||2019-04-03T12:01:52Z||2019-05-27T08:33:36Z||2019-06-12T08:06:13Z","2018-03",,"Das Forschungsprogramm „Earth System Sciences (ESS)“, ein Programm des Bundesministeriums für Wissenschaft, Forschung und Wirtschaft (BMWFW), durchgeführt von der ÖAW, hat die Erforschung des Systems Erde zum Ziel. Im Rahmen von Ausschreibungen werden wissenschaftliche Forschungsprojekte gefördert, die dem neusten Stand der Wissenschaft entsprechen. Das Programm ESS sieht es als seine Aufgabe, Lücken in der österreichischen Förderungslandschaft zu schließen. Dies bezieht sich etwa auf interdisziplinäre Projekte, Projekte zur Langzeitforschung sowie auf Projekte, die auf derzeit noch gering beforschte Bereiche fokussiert sind und denen wissenschaftliche",,,"978-3-7001-8308-2",,,"10.1553/ESS-Lamonds1","http://hdl.handle.net/20.500.11850/291317","de","Verlag der Österreichischen Akademie der Wissenschaften",,,,"Long-term landslide monitoring for understanding of underlying dynamic processes as basis for an End-User focused early warning",,"Report","Metadata only",,,,,"2018-09-24T13:20:18Z",,,,,,,,"yes",,,,,,,,,,,"10.1553/ESS-Lamonds1",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.",,"09451",,,,,"Wien","published",,,,,,"false","2019-04-03T12:02:09Z","2019-06-12T08:06:21Z","true","111 p.","FORM","Endbericht",,
