id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.projectLeader,dc.contributor.projectMember,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.collected,ethz.date.deposited,ethz.date.retentionend,ethz.date.retentionendDate,ethz.doipreview,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.orcidWorkCode,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"477622","20.500.11850/3","Majic, Paco",,,,,,"2022-11-29T11:24:27Z","2022-11-28T13:02:55Z||2022-11-28T13:33:18Z||2022-11-29T11:24:27Z",,"2022",,,"application/pdf","10.3929/ethz-b-000583484",,,,,"http://hdl.handle.net/20.500.11850/583484","en","Melbourne School of Continental Philosophy","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Henri Bergson","The Molecular Scaffolds of the élan vital",,"Journal Article","Open access",,,,,"2022-11-28T13:02:56Z",,,,"yes",,,,,,,,,,,,,"https://www.parrhesiajournal.org/index.php/parr/article/view/394/299",,,,"Parrhesia","36","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09613 - Payne, Joshua / Payne, Joshua","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09613 - Payne, Joshua / Payne, Joshua","02720||09613","09613",,"108","99","Melbourne","published",,,,,,,"2022-11-29T11:24:28Z","2023-02-07T08:08:43Z","true",,"FORM",,,"publishedVersion",
"479697","20.500.11850/16","Ortiz Rodríguez, Damian O.",,,,,"Alexander, Jake||Guisan, Antoine||Braunisch, Veronika","2022-12-12T06:27:41Z","2022-12-10T15:28:07Z||2022-12-12T06:27:41Z",,"2022","2022-12-12",,"application/pdf","10.3929/ethz-b-000586100",,,,,"http://hdl.handle.net/20.500.11850/586100","en","ETH Zurich","Creative Commons Attribution-NonCommercial 4.0 International","http://creativecommons.org/licenses/by-nc/4.0/",,"Habitat network models and the assessment of species occurrence-state: Lessons from amphibians in the Swiss plateau",,"Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences",,,"2022-12-10T15:28:07Z",,,,"yes",,,,,,,,,"28743",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09666 - Alexander, Jake (ehemalig) / Alexander, Jake (former)",,"09666",,,,,"Zurich","published",,,,,,,"2022-12-12T06:27:48Z","2023-02-07T08:37:20Z","true","195 p.","FORM",,,,
"480809","20.500.11850/3","Kaech, Heidi||Jud, Stephanie||Vorburger, Christoph",,,,,,"2022-12-16T13:14:46Z","2022-12-16T13:14:46Z",,"2022-01","2022-01-24","Endosymbiont-conferred resistance to parasitoids is common in aphids, but comes at a cost to the host in the absence of parasitoids. In black bean aphids (Aphis fabae), costs in terms of reduced lifespan and lifetime reproduction were demonstrated by introducing 11 isolates of the protective symbiont Hamiltonella defensa into previously uninfected aphid clones. Transfection of H. defensa isolates into a common genetic background allows to compare the costs of different endosymbiont isolates unconfounded by host genetic variation, but has been suggested to overestimate the realized costs of the endosymbiont in natural populations, because transfection creates new and potentially maladapted host–symbiont combinations that would be eliminated by natural selection in the field. In this experiment, we show that removing H. defensa isolates from their natural host clones with antibiotics results in a fitness gain that is comparable to the fitness loss from their introduction into two new clones. This suggests that estimating cost by transfecting endosymbiont isolates into a shared host genotype does not lead to gross overestimates of their realized costs, at least not in the two recipient genotypes used here. By comparing our data with data reported in previous publications using the same lines, we show that symbiont-induced costs may fluctuate over time. Thus, costs estimated after extended culture in the laboratory may not always be representative of the costs at the time of collection in the field. Finally, we report the accidental observation that two isolates from a distinct haplotype of H. defensa could not be removed by cefotaxime treatment, while all isolates from two other haplotypes were readily eliminated, which is suggestive of variation in susceptibility to this antibiotic in H. defensa.","application/pdf","10.3929/ethz-b-000531011",,"2045-7758","http://hdl.handle.net/20.500.11850/587493||http://hdl.handle.net/20.500.11850/531011","10.1002/ece3.8551","http://hdl.handle.net/20.500.11850/587749","en","Wiley","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Similar cost of Hamiltonella defensa in experimental and natural aphid-endosymbiont associations",,"Journal Article","Open access",,,,,"2022-02-07T07:37:59Z",,,,"yes",,,,,,,,,,,,"85123801684",,"000747845400061","Ecol Evol","1","Ecology and Evolution","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,,"e8551",,"published",,,,,,,"2022-12-16T13:14:48Z","2023-02-07T08:54:47Z","true","13 p.","BATCH||SCOPUS",,,"publishedVersion",
"480827","20.500.11850/3","Sieber, Natalie||Hartikainen, Hanna||Krieg, Raphael||Zenker, Armin||Vorburger, Christoph",,,,,,"2022-12-16T13:36:33Z","2022-12-16T13:36:33Z",,"2022-01","2021-11-01","Invasive species can facilitate the spread of pathogens by first providing asymptomatic host reservoirs, and then driving disease outbreaks in native populations through pathogen spillover. An example of this are invasive crayfish species in Europe (Faxonius limosus, Pacifastacus leniusculus, Procambarus clarkii), which carry the deadly plague agent (Aphanomyces astaci). Effective disease management requires comprehensive monitoring, however, pathogen detection in carrier populations with low pathogen prevalence and intensities is challenging. We simultaneously collected and analysed crayfish tissue samples of invasive crayfish populations and water samples to compare A. astaci detection in different sample types using quantitative PCR. Combined, the two sampling methods revealed A. astaci presence with DNA concentrations above limit of detection (LOD; the lowest concentration which can be detected with reasonable certainty) in 13 of 23 invasive crayfish populations. In four additional sites, A. astaci DNA concentrations below LOD were found in water. In four populations only were A. astaci concentrations above LOD detected in both sample types and in three populations in concentrations above LOD in tissue but below LOD in water. The likely reason for these discrepancies is the low A. astaci prevalence and concentration in resistant invasive crayfish, which limit detection reliability. Consistency may be improved by timing surveys with seasonal periods of high A. astaci abundance and by increasing water sampling effort. Considering the ease of collecting eDNA samples, compared to crayfish tissue sampling, eDNA methods would facilitate frequent and comprehensive surveys. However, remaining uncertainties in eDNA-based detection reveal the relevance of combining monitoring tools to improve detection of invasive pathogens and their management.","application/pdf","10.3929/ethz-b-000514989",,"1387-3547||1573-1464","http://hdl.handle.net/20.500.11850/587504||http://hdl.handle.net/20.500.11850/514989","10.1007/s10530-021-02644-y","http://hdl.handle.net/20.500.11850/587774","en","Springer","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Aphanomyces astaci||Invasive crayfish||Environmental DNA||Pathogen monitoring","Parasite DNA detection in water samples enhances crayfish plague monitoring in asymptomatic invasive populations",,"Journal Article","Open access",,,,,"2021-11-13T07:56:53Z",,,,"yes",,,,,,,,,,,,"85118378040",,"000713537000001",,"1","Biological Invasions","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"297","281","Dordrecht","published",,,,,,,"2022-12-16T13:36:35Z","2023-02-07T08:54:58Z","true",,"BATCH||WOS",,,"publishedVersion",
"480828","20.500.11850/3","Ledbetter, Trevor A.||Richman, Sarah K.||Irwin, Rebecca E.||Bronstein, Judith L.",,,,,,"2022-12-16T14:31:15Z","2022-12-15T13:22:20Z||2022-12-16T14:31:15Z",,"2022","2022-08-03","Pollinator declines worldwide are having strong negative consequences  for plants. In many communities, antagonistic flower visitors, including nectar  robbers, have likely declined in abundance as well. Given the negative effects that  these visitors can sometimes inflict, might declines in their populations benefit  plants? During the 1970s, the floral visitor community of the Colorado columbine,  Aquilegia caerulea (Ranunculaceae), was documented near Gothic, Colorado. At  that time, Bombus occidentalis, the Western Bumble bee, was one of its many  pollinators, but more commonly acted as its only known nectar robber. Bombus  occidentalis abundance has declined precipitously throughout the Western USA  since the 1970s. In 2016, we documented the floral visitor community in sites near  to those used in the original survey. We then experimentally quantified the effects  of nectar robbing, allowing us to estimate the reproductive consequences of losing  B. occidentalis. We also quantified the potential pollination services of muscid flies  (Muscidae, Diptera). The floral visitor community was dramatically different in 2016  compared to the 1970s. Bombus occidentalis, a frequent A. caerulea visitor from  1969-1976, was infrequently observed visiting the plant, and nectar robbing was  negligible. Our experiments suggested that a high level of nectar robbing would  lead to significantly reduced fruit set, although not seeds per fruit. Fly visits to  flowers were dramatically higher in 2016 compared to the 1970s. We show that, in  the absence of bumble bee pollinators, muscid flies significantly reduced fruit set  below the self-pollination rate. The negative effect of the increase in these flies  likely outweighed any positive effects A. caerulea experienced from the absence of  its nectar robber. Although the field observations were conducted in a single year,  when they are interpreted in combination with our manipulative experiments, they  suggest how A. caerulea may fare in a changing visitation landscape.","application/pdf","10.3929/ethz-b-000587429",,"1920-7603",,"10.26786/1920-7603(2022)663","http://hdl.handle.net/20.500.11850/587429","en","Enviroquest","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Bombus occidentalis||bee declines||nectar robbing||floral larceny||Aquilegia caerulea||Muscidae","What are the plant reproductive consequences of losing a nectar robber?",,"Journal Article","Open access",,,,,"2022-12-15T13:22:21Z",,,,"yes",,,,,,,,,,,,,,,,"10","Journal of Pollination Ecology","31","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09716 - Hille Ris Lambers, Janneke / Hille Ris Lambers, Janneke","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09716 - Hille Ris Lambers, Janneke / Hille Ris Lambers, Janneke","09716","09716",,"109","97","Cambridge, ON","published",,,,,,,"2022-12-16T14:31:16Z","2023-02-07T08:54:59Z","true",,"BATCH",,,"publishedVersion",
"472011","20.500.11850/16","Kowarik, Carmen",,,,,"Robinson, Christopher||Jokela, Jukka||Weber, Christine||Martin-Creuzburg, Dominik||McKie, Brendan","2022-10-17T12:58:09Z","2022-10-17T12:30:26Z||2022-10-17T12:58:09Z",,"2022","2022-10-17",,"application/pdf","10.3929/ethz-b-000576390",,,,,"http://hdl.handle.net/20.500.11850/576390","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Cross-ecosystem linkages - anthropogenic impacts on subsidy transfer from streams to riparian zones by emergent aquatic insects",,"Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::500 - Natural sciences",,,"2022-10-17T12:30:26Z",,,,"yes",,,,,,,,,"28384",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka",,"03705",,,,,"Zurich","published",,,,,,,"2022-10-17T12:58:11Z","2023-02-07T07:09:43Z","true","143 p.","FORM",,,,
"452896","20.500.11850/16","Bouman, Judith A.",,,,,"Regoes, Roland R.||Bonhoeffer, Sebastian||Antia, Rustom","2022-05-31T10:12:33Z","2022-05-31T09:49:31Z||2022-05-31T10:12:33Z",,"2022","2022-05-31",,"application/pdf","10.3929/ethz-b-000549867",,,,,"http://hdl.handle.net/20.500.11850/549867","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Mathematical modelling of viral infections using sequence, clinical and serological data",,"Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences",,,"2022-05-31T09:49:37Z",,,,"yes",,,,,,,,,"28410",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian",,"03584",,,,,"Zurich","published",,,,,,,"2022-05-31T10:12:42Z","2023-02-07T03:20:01Z","true","148 p.","FORM",,,,
"454051","20.500.11850/3","Figueiredo, Alexandre R.T.||Özkaya, Özhan||Kümmerli, Rolf||Kramer, Jos",,,,,,"2022-06-08T15:24:20Z","2022-06-08T10:42:14Z||2022-06-08T15:24:20Z",,"2022-01","2021-11-09","Microbial invasions can compromise ecosystem services and spur dysbiosis and disease in hosts. Nevertheless, the mechanisms determining invasion outcomes often remain unclear. Here, we examine the role of iron-scavenging siderophores in driving invasions of Pseudomonas aeruginosa into resident communities of environmental pseudomonads. Siderophores can be ‘public goods’ by delivering iron to individuals possessing matching receptors; but they can also be ‘public bads’ by withholding iron from competitors lacking these receptors. Accordingly, siderophores should either promote or impede invasion, depending on their effects on invader and resident growth. Using supernatant feeding and invasion assays, we show that invasion success indeed increased when the invader could use its siderophores to inhibit (public bad) rather than stimulate (public good) resident growth. Conversely, invasion success decreased the more the invader was inhibited by the residents’ siderophores. Our findings identify siderophores as a major driver of invasion dynamics in bacterial communities under iron-limited conditions.","application/pdf","10.3929/ethz-b-000551326",,"1461-023X||1461-0248",,"10.1111/ele.13912","http://hdl.handle.net/20.500.11850/551326","en","Wiley-Blackwell","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","bacterial interactions||bacterial public goods||biological invasion||cheating||community ecology||competition||microbial ecology||Pseudomonas||pyoverdine||siderophores","Siderophores drive invasion dynamics in bacterial communities through their dual role as public good versus public bad",,"Journal Article","Open access",,,,,"2022-06-08T10:42:20Z",,,,"no",,,,,,,,,,,,"85118828206",,"000716087800001","Ecol. lett.","1","Ecology Letters","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03939","03939",,"150","138","Oxford","published",,,,,,,"2022-06-08T15:24:27Z","2023-02-07T03:27:35Z","true",,"FORM",,,"publishedVersion",
"454843","20.500.11850/14","La Fortezza, Marco||Schaal, Kaitlin A.||Velicer, Gregory J.",,"Herron, Matthew D.||Conlin, Peter L.||Ratcliff, William C.",,,,"2022-06-15T15:22:27Z","2022-06-15T12:24:59Z||2022-06-15T12:55:54Z||2022-06-15T15:22:27Z",,"2022","2022-06-08",,,,"978-0-429-35190-7||978-0-367-35696-5||978-1-032-20779-7",,,"10.1201/9780429351907-8","http://hdl.handle.net/20.500.11850/552530","en","CRC Press",,,,"Group Formation: On the Evolution of Aggregative Multicellularity",,"Book Chapter","Metadata only","The Evolution of Multicellularity",,,,"2022-06-15T12:25:04Z",,,,"yes",,,,,,,,,,,,"85140178907",,,,,"Evolutionary Cell Biology",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03939","03939",,"110","89","Boca Raton, FL","published",,,,,,,"2022-06-15T12:56:00Z","2023-02-07T03:33:25Z","true",,"FORM",,,,
"460777","20.500.11850/16","Benz, Fabienne",,,,,"Hall, Alex||Ackermann, Martin||San Millán, Álvaro","2022-07-28T08:28:50Z","2022-07-27T13:02:02Z||2022-07-28T07:39:53Z||2022-07-28T08:28:50Z",,"2022","2022-07-28",,"application/pdf","10.3929/ethz-b-000560446",,,,,"http://hdl.handle.net/20.500.11850/560446","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Evolutionary and genetic drivers of and barriers to the spread of antibiotic-resistance plasmids",,"Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences",,,"2022-07-27T13:02:09Z",,,,"yes",,,,,,,,,"28433",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09497 - Hall, Alex / Hall, Alex","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09497 - Hall, Alex / Hall, Alex","09497","09497",,,,"Zurich","published",,,,,,,"2022-07-28T08:28:57Z","2023-02-07T04:53:56Z","true","290 p.","FORM",,,,
"460364","20.500.11850/14","Guggisberg, Alessia||Mansion, Guilhem",,"Hotea, Meda Diana||Gasser, Michael",,,,"2022-07-26T07:32:06Z","2022-07-13T09:32:52Z||2022-07-13T09:34:00Z||2022-07-20T06:29:46Z||2022-07-26T07:32:06Z",,"2022",,,,,"978-3-7319-1149-4",,,,"http://hdl.handle.net/20.500.11850/557843","de","Michael Imhof Verlag",,,,"Herbarien als kartografische Quellen - Reise des Schweizer Botanikers Hans Ernst Hess ins Vorkriegsangola",,"Book Chapter","Metadata only","Landschaften des Wissens",,,,"2022-07-13T09:32:58Z",,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00025 - Bereich VP Infrastruktur / Domain VP Infrastructure::00060 - Abt. ETH-Bibliothek / ETH-Bibliothek||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander::08670 - Gruppe Biosystematik und Sammlungen","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander::08670 - Gruppe Biosystematik und Sammlungen","00060||02720||03706||08670","03706||08670",,"231","212","Petersberg","published",,,"20.500.11850/557776.3",,,,"2022-07-13T09:34:07Z","2023-02-07T04:49:37Z","true",,"FORM",,,,
"451293","20.500.11850/3","Lyu, Shengman||Alexander, Jake M.",,,,,,"2022-05-17T11:37:03Z","2022-05-17T02:47:50Z||2022-05-17T11:37:03Z",,"2022","2022-05-06","Competition plays an important role in shaping species' spatial distributions. However, it remains unclear where and how competition regulates species' range limits. In a field experiment with plants originating from low and high elevations and conducted across an elevation gradient in the Swiss Alps, we find that both lowland and highland species can better persist in the presence of competition within, rather than beyond, their elevation ranges. These findings suggest that competition helps set both lower and upper elevation range limits of these species. Furthermore, the reduced ability of pairs of lowland or highland species to coexist beyond their range edges is mainly driven by diminishing niche differences; changes in both niche differences and relative fitness differences drive weakening competitive dominance of lowland over highland species with increasing elevation. These results highlight the need to account for competitive interactions and investigate underlying coexistence mechanisms to understand current and future species distributions.","application/pdf","10.3929/ethz-b-000547520",,"2041-1723",,"10.1038/s41467-022-30013-3","http://hdl.handle.net/20.500.11850/547520","en","Nature","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Competition contributes to both warm and cool range edges",,"Journal Article","Open access",,,,,"2022-05-17T02:48:23Z",,,,"yes",,,,"Novel`interactions and species’ responses to climate change","678841","10.13039/501100000780","EC","H2020",,,,"85129718385",,"000791826000022","Nat Commun","1","Nature Communications","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09666 - Alexander, Jake (ehemalig) / Alexander, Jake (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09666 - Alexander, Jake (ehemalig) / Alexander, Jake (former)","09666","09666",,,"2502","London","published",,,,,,,"2022-05-17T11:37:17Z","2023-02-07T03:07:40Z","true","9 p.","WOS",,,"publishedVersion",
"459334","20.500.11850/16","Alciatore, Giacomo",,,,,"Ulrich, Yuko||Bonhoeffer, Sebastian||Cremer, Sylvia","2022-07-19T06:09:04Z","2022-07-18T18:53:42Z||2022-07-19T06:09:04Z",,"2022","2022-07-19",,"application/pdf","10.3929/ethz-b-000558574",,,,,"http://hdl.handle.net/20.500.11850/558574","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","automated tracking||clonal raider ant||social insects||Behavioural ecology","Interplay between group composition, individual behaviour and network structure in the clonal raider ant",,"Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences",,,"2022-07-18T18:54:13Z",,,,"yes",,,,,,,,,"28385",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09725 - Ulrich, Yuko (ehemalig) / Ulrich, Yuko (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09725 - Ulrich, Yuko (ehemalig) / Ulrich, Yuko (former)","09725","09725",,,,"Zurich","published",,,,,,,"2022-07-19T06:09:15Z","2023-02-07T04:42:34Z","true","97 p.","FORM",,,,
"450322","20.500.11850/3","Sillani, Francesco||Schlegg, Ramis||Schmid, Manfred||MacDonald, Eric||Wegener, Konrad",,,,,,"2022-05-10T10:24:24Z","2022-01-03T03:51:32Z||2022-05-10T10:24:24Z",,"2022-01","2021-12-26","Powder bed fusion of polymers is becoming increasingly adopted by a variety of industries to tailor the strength, weight and functionality of end-use products. To meet the high standards of the modern manufacturing industry, parts built with powder bed fusion require consistent properties and to be free of defects, which is intrinsically connected to the quality of the powder bed prior to melting. The hypothesis of this work is that the roughness of the top surface of an unmelted powder bed can serve as a proxy for the powder bed density, which is known to correlate with final part density. In this study, a laser line scan profilometer is integrated onto the recoater arm of a custom powder test bench, which is able to automatically create layers of powder. A diverse group of polymers was investigated including polyamide 12 (PA12), polyamide 11 (PA11), polypropylene (PP), and a thermoplastic elastomer (TPU) under different recoating speed in order to increase the variance of the dataset. Data analytics were employed to compare roughness to measured powder bed density and a statically significant correlation was established between them.","application/pdf","10.3929/ethz-b-000522611",,"2073-4360",,"10.3390/polym14010081","http://hdl.handle.net/20.500.11850/522611","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","polymer powder bed fusion||laser profilometry||powder layer density||roughness||powder layer topography","Powder Surface Roughness as Proxy for Bed Density in Powder Bed Fusion of Polymers",,"Journal Article","Open access",,,,,"2022-01-03T03:51:43Z",,,,"yes",,,,,,,,,,,,"85121869241",,"000750920100001","Polymers (Basel)","1","Polymers","14","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625","09625",,,"81","Basel","published",,,,,,,"2022-05-10T10:24:55Z","2023-02-07T02:30:45Z","true","10 p.","SCOPUS",,,"publishedVersion",
