id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.orcidWorkCode,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isIdenticalTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"267517","20.500.11850/41","Fischer, Martin C.",,,"2018-12-04T14:52:45Z","2018-12-04T08:58:56Z||2018-12-04T14:52:45Z","2018-04-16",,,,,,,,,"http://hdl.handle.net/20.500.11850/308445","en",,,,,"Plant genomics of adaptation to highly heterogeneous Alpine environments","Presentation","Metadata only",,,"2018-12-04T08:59:01Z",,,"yes","Colloquium Plant Science at University of Bern","April 16, 2018","Berne, Switzerland",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Talk",,,,"unpublished",,,,,,,,"2018-12-04T14:52:52Z","2018-12-04T14:52:52Z","true",,"FORM",,
"232579","20.500.11850/3","Payne, Joshua L.||Khalid, Fahad||Wagner, Andreas",,,"2018-04-25T12:07:04Z","2018-04-25T02:10:00Z||2018-04-25T07:11:59Z||2018-04-25T12:07:04Z","2018-04-10","2018-03-26",,"application/pdf","10.3929/ethz-b-000260391",,"0027-8424||1091-6490",,"10.1073/pnas.1719138115","http://hdl.handle.net/20.500.11850/260391","en","National Academy of Sciences of the United States of America","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","gene regulation||evolution||empirical genotype-phenotype map||transcription factors||RNA binding proteins","RNA-mediated gene regulation is less evolvable than transcriptional regulation","Journal Article","Open access",,,"2018-04-25T02:10:15Z",,,"yes",,,,,,,,,,,,,,,,"000429540300019","Proc Natl Acad Sci U S A","15","Proceedings of the National Academy of Sciences of the United States of America","115","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09613 - Payne, Joshua / Payne, Joshua","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09613 - Payne, Joshua / Payne, Joshua","09613","09613",,"E3490","E3481","Washington, DC","published",,,,,,,,"2018-04-25T07:12:01Z","2022-03-28T19:49:45Z","true","10 p.","WOS",,"publishedVersion"
"232495","20.500.11850/3","Klein, Eili Y.||Van Boeckel, Thomas P.||Martinez, Elena M.||Pant, Suraj||Gandra, Sumanth||Levin, Simon A.||Goossens, Herman||Laxminarayan, Ramanan",,,"2018-04-25T08:36:37Z","2018-04-25T02:36:55Z||2018-04-25T08:36:37Z","2018-04-10","2018-03-26","Tracking antibiotic consumption patterns over time and across countries could inform policies to optimize antibiotic prescribing and minimize antibiotic resistance, such as setting and enforcing per capita consumption targets or aiding investments in alternatives to antibiotics. In this study, we analyzed the trends and drivers of antibiotic consumption from 2000 to 2015 in 76 countries and projected total global antibiotic consumption through 2030. Between 2000 and 2015, antibiotic consumption, expressed in defined daily doses (DDD), increased 65% (21.1–34.8 billion DDDs), and the antibiotic consumption rate increased 39% (11.3–15.7 DDDs per 1,000 inhabitants per day). The increase was driven by low- and middle-income countries (LMICs), where rising consumption was correlated with gross domestic product per capita (GDPPC) growth (P = 0.004). In high-income countries (HICs), although overall consumption increased modestly, DDDs per 1,000 inhabitants per day fell 4%, and there was no correlation with GDPPC. Of particular concern was the rapid increase in the use of last-resort compounds, both in HICs and LMICs, such as glycylcyclines, oxazolidinones, carbapenems, and polymyxins. Projections of global antibiotic consumption in 2030, assuming no policy changes, were up to 200% higher than the 42 billion DDDs estimated in 2015. Although antibiotic consumption rates in most LMICs remain lower than in HICs despite higher bacterial disease burden, consumption in LMICs is rapidly converging to rates similar to HICs. Reducing global consumption is critical for reducing the threat of antibiotic resistance, but reduction efforts must balance access limitations in LMICs and take account of local and global resistance patterns.","application/pdf","10.3929/ethz-b-000260393",,"0027-8424||1091-6490",,"10.1073/pnas.1717295115","http://hdl.handle.net/20.500.11850/260393","en","National Academy of Sciences","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","antimicrobial resistance||low-income countries||defined daily doses||antibiotic stewardship||antibiotics","Global increase and geographic convergence in antibiotic consumption between 2000 and 2015","Journal Article","Open access",,,"2018-04-25T02:37:16Z",,,"yes",,,,,,,,,,,,,,,,"000429540300017","Proc Natl Acad Sci U S A","15","Proceedings of the National Academy of Sciences of the United States of America","115","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03584","03584",,"E3470","E3463","Washington, DC","published",,,,,,,,"2018-04-25T08:36:43Z","2022-03-28T19:49:29Z","true",,"WOS",,"publishedVersion"
"245398","20.500.11850/3","Harvey, Jeffrey A.||van den Berg, Daphne||Ellers, Jacintha||Kampen, Remko||Crowther, Thomas W.||Roessingh, Peter||Verheggen, Bart||Nuijten, Rascha J.M.||Post, Eric||Lewandowsky, Stephan||Stirling, Ian||Balgopal, Meena||Amstrup, Steven C.||Mann, Michael E.",,,"2018-07-25T14:23:49Z","2018-01-10T09:24:50Z||2018-01-29T16:26:57Z||2018-07-25T14:23:49Z","2018-04-01","2017-11-29","Increasing surface temperatures, Arctic sea-ice loss, and other evidence of anthropogenic global warming (AGW) are acknowledged by every major scientific organization in the world. However, there is a wide gap between this broad scientific consensus and public opinion. Internet blogs have strongly contributed to this consensus gap by fomenting misunderstandings of AGW causes and consequences. Polar bears (Ursus maritimus) have become a “poster species” for AGW, making them a target of those denying AGW evidence. Here, focusing on Arctic sea ice and polar bears, we show that blogs that deny or downplay AGW disregard the overwhelming scientific evidence of Arctic sea-ice loss and polar bear vulnerability. By denying the impacts of AGW on polar bears, bloggers aim to cast doubt on other established ecological consequences of AGW, aggravating the consensus gap. To counter misinformation and reduce this gap, scientists should directly engage the public in the media and blogosphere.","application/pdf","10.3929/ethz-b-000227007",,,,"10.1093/biosci/bix133","http://hdl.handle.net/20.500.11850/227007","en","Oxford University Press (OUP)","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","advocacy||communication||contrarian||global warming||skeptic||social media","Internet Blogs, Polar Bears, and Climate-Change Denial by Proxy","Journal Article","Open access",,,"2018-01-10T09:24:51Z",,,"yes",,,,,,,,,,,,,,,,,,"4","BioScience","68","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625","09625",,"287","281","Oxford","published",,,,,,,,"2018-07-25T14:23:59Z","2021-02-15T00:47:21Z","true","7 p.","FORM",,"publishedVersion"
"274114","20.500.11850/3","Matthews, Blake||Best, Rebecca J.||Feulner, Philine G.D.||Narwani, Anita||Limberger, Romana",,,"2019-01-16T15:31:12Z","2019-01-15T15:40:24Z||2019-01-16T15:31:12Z","2018-04","2017-12-14",,,,,"0831-2796||1480-3321",,"10.1139/gen-2017-0044","http://hdl.handle.net/20.500.11850/316066","en","National Research Council of Canada",,,"ecosystem function||genomics||eco-evolutionary dynamics||evolutionary rescue||hybridization||phenotypic plasticity","Evolution as an ecosystem process: insights from genomics","Journal Article","Metadata only",,,"2019-01-15T15:40:25Z",,,"yes",,,,,,,,,,,,,,,,,"Genome (Ott., Print)","4","Genome","61","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"309","298","Ottawa","published",,,,,,,"false","2019-01-16T15:31:21Z","2019-01-16T15:31:21Z","true",,"BATCH",,
"298247","20.500.11850/3","Crowther, Thomas W.||Boddy, Lynne||Maynard, Daniel S.",,,"2019-06-21T13:59:29Z","2018-01-10T09:21:40Z||2018-01-10T11:43:08Z||2018-03-16T17:18:05Z||2019-06-21T13:59:29Z","2018-04","2017-12-06",,,,,,,"10.1016/j.funeco.2017.10.007","http://hdl.handle.net/20.500.11850/227003","en","Elsevier",,,"Agar||Experiments||Reductionist","The use of artificial media in fungal ecology","Journal Article","Metadata only",,,"2018-01-10T09:21:41Z",,,"yes",,,,,,,,,,,,,,,,"000427333300011",,,"Fungal Ecology","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625","09625",,"91","87","London","published",,,,,,,"false","2018-04-01T10:06:29Z","2019-06-21T13:59:37Z","true",,"FORM",,
"229675","20.500.11850/3","Maynard, Daniel S.||Covey, Kristofer R.||Crowther, Thomas W.||Sokol, Noah W.||Morrison, Eric W.||Frey, Serita D.||Van Diepen, Linda T.A.||Bradford, Mark A.",,,"2018-04-09T10:44:52Z","2018-04-08T04:28:12Z||2018-04-09T10:44:52Z","2018-04","2018-02-21",,,,,"0012-9658||1939-9170",,"10.1002/ecy.2165","http://hdl.handle.net/20.500.11850/256157","en","Wiley",,,"basidiomycete||biodiversity||community assembly||co-occurrence||diversity-function||interference competition","Species associations overwhelm abiotic conditions to dictate the structure and function of wood-decay fungal communities","Journal Article","Metadata only",,,"2018-04-08T04:28:23Z",,,"yes",,,,,,,,,,,,,,"85042213737",,"000428878200005","Ecol.","4","Ecology","99","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625","09625",,"811","801","Hoboken, NJ","published",,,,,,,,"2018-04-09T10:45:00Z","2020-02-15T12:17:15Z","true",,"SCOPUS",,
"237163","20.500.11850/4","Schwelm, Arne||Badstöber, Julia||Bulman, Simon||Desoignies, Nicolas||Etemadi, Mohammad||Falloon, Richard E.||Gachon, Claire M.M.||Legreve, Anne||Lukeš, Julius||Merz, Ueli||Nenarokova, Anna||Strittmatter, Martina||Sullivan, Brooke K.||Neuhauser, Sigrid",,,"2018-06-01T07:41:16Z","2017-11-30T12:23:51Z||2017-11-30T14:24:20Z||2018-06-01T07:41:16Z","2018-04","2017-10-11",,"application/pdf","10.3929/ethz-b-000215730",,"1464-6722||1364-3703",,"10.1111/mpp.12580","http://hdl.handle.net/20.500.11850/215730","en","Wiley-Blackwell","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","algae||protist||plant pathogens||plasmodiophorids||stramenopiles||phytomonas||phytomyxae","Not in your usual Top 10: protists that infect plants and algae","Review Article","Open access",,,"2017-11-30T12:23:53Z",,,"yes",,,,,,,,,,,,,,"85043692635",,"000427484100021","Mol. plant pathol.","4","Molecular Plant Pathology","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,"1044","1029","Oxford","published",,,,,,,,"2018-06-01T07:41:19Z","2020-02-15T13:21:46Z","true","16 p.","FORM",,"publishedVersion"
"274252","20.500.11850/3","Martín, Eduardo J.||Ryo, Masahiro||Doering, Michael||Robinson, Christopher T.",,,"2019-01-17T09:02:55Z","2019-01-17T09:02:55Z","2018-04","2018-04-07","Removal of lateral constraints to restore rivers has become increasingly common in river resource management, but little is known how the interaction of de-channelization with flow influences ecosystem structure and function. We evaluated the ecosystem effects of river widening to improve sediment relations in the Thur River, Switzerland, 12 years after implementation. We tested if restored and non-restored reaches differed in water physico-chemistry, hyporheic function, primary production, and macroinvertebrate density and composition in relation to the flow regime. Our results showed that (i) spatio-temporal variation in sediment respiration and macroinvertebrate taxonomic richness were driven by interactions between restoration and flow; (ii) riverbed conditions including substrate size, organic matter content, and groundwater–surface water exchange changed due to restoration, but (iii) physico-chemistry, hydraulic conditions, and primary production were not altered by restoration. Importantly, our study revealed that abiotic conditions, except channel morphology, changed only marginally, whereas other ecosystem attributes responded markedly to changes in flow-restoration interactions. These results highlight integrating a more holistic ecosystem perspective in the design and monitoring of restoration projects such as river widening in resource management, preferably in relation to flow-sediment regimes and interactions with the biotic components of the ecosystem.","application/pdf","10.3929/ethz-b-000258195",,"2073-4441","http://hdl.handle.net/20.500.11850/258195||http://hdl.handle.net/20.500.11850/316065","10.3390/w10040439","http://hdl.handle.net/20.500.11850/316614","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","flow regime||river restoration||sediment regime||sediment respiration||periphyton||macroinvertebrates||ecosystem structure and function||channelization","Evaluation of restoration and flow interactions on river structure and function: Channel widening of the Thur River, Switzerland","Journal Article","Open access",,,"2018-04-16T04:07:07Z",,,"yes",,,,,,,,,,,,,,"85045124420",,"000434954900093",,"4","Water","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,,"439","Basel","published",,,,,,,,"2019-01-17T09:03:16Z","2022-03-28T22:04:52Z","true","13 p.","SCOPUS||BATCH",,"publishedVersion"
"274308","20.500.11850/3","Hertäg, Corinne||Vorburger, Christoph",,,"2019-01-17T09:59:58Z","2019-01-17T09:59:58Z","2018-04","2018-01-09",,,,,"0269-8463||1365-2435","http://hdl.handle.net/20.500.11850/257532||http://hdl.handle.net/20.500.11850/316058","10.1111/1365-2435.13040","http://hdl.handle.net/20.500.11850/316670","en","Wiley-Blackwell",,,"aphids||defensive symbionts||insect communities||Interspecific competition||Parasitoids||population dynamics||resistance","Defensive symbionts mediate species coexistence in phytophagous insects","Journal Article","Metadata only",,,"2018-04-13T04:33:53Z",,,"yes",,,,"Symbiont-mediated coevolution in an insect host-parasitoid system","146341","10.13039/501100001711","SNF","SNF-Förderungsprofessuren: Fortsetzungsgesuche",,,,,,"85041048734",,"000429323400020","Funct. Ecol.","4","Functional Ecology","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03970||03705","03970||03705",,"1064","1057","Oxford","published",,,,,,,,"2019-01-17T10:00:06Z","2023-02-06T16:45:16Z","true",,"SCOPUS||BATCH",,
"237412","20.500.11850/3","Ma, Xin||Keller, Beat||McDonald, Bruce A.||Palma-Guerrero, Javier||Wicker, Thomas",,,"2018-06-04T11:09:42Z","2017-11-30T12:31:43Z||2017-11-30T15:26:59Z||2018-02-07T07:44:23Z||2018-06-04T11:09:42Z","2018-04","2018-02-13",,,,,"0894-0282",,"10.1094/mpmi-10-17-0245-r","http://hdl.handle.net/20.500.11850/215742","en","American Phytopathological Society",,,"Comparative transcriptomics||Triticum  aestivum  L||Receptor like kinases||Senescence||Zymoseptoria tritici","Comparative transcriptomics reveals how wheat responds to infection by Zymoseptoria tritici","Journal Article","Metadata only",,,"2017-11-30T12:31:44Z",,,"yes",,,,,,,,,,,,,,"85044245647",,"000427306500003","Mol. Plant-Microb. Interact.","4","Molecular Plant-Microbe Interactions","31","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516||03516","03516||03516",,"431","420","St. Paul, MN","published",,,,,,,"true","2018-06-04T11:09:46Z","2018-12-02T10:59:45Z","true",,"FORM",,
"229748","20.500.11850/3","Nair, Ramith R.||Fiegna, Francesca||Velicer, Gregory J.",,,"2018-04-09T12:50:09Z","2018-04-09T04:01:51Z||2018-04-09T12:50:09Z","2018-03-28",,"Microbial genotypes with similarly high proficiency at a cooperative behaviour in genetically pure groups often exhibit fitness inequalities caused by social interaction in mixed groups. Winning competitors in this scenario have been referred to as ‘cheaters’ in some studies. Such interaction-specific fitness inequalities, as well as social exploitation (in which interaction between genotypes increases absolute fitness), might evolve due to selection for competitiveness at the focal behaviour or might arise non-adaptively due to pleiotropy, hitchhiking or genetic drift. The bacterium Myxococcus xanthus sporulates during cooperative development of multicellular fruiting bodies. Using M. xanthus lineages that underwent experimental evolution in allopatry without selection on sporulation, we demonstrate that interaction-specific fitness inequalities and facultative social exploitation during development readily evolved indirectly among descendant lineages. Fitness inequalities between evolved genotypes were not caused by divergence in developmental speed, as faster-developing strains were not over-represented among competition winners. In competitions between ancestors and several evolved strains, all evolved genotypes produced more spores than the ancestors, including losers of evolved-versus-evolved competitions, indicating that adaptation in non-developmental contexts pleiotropically increased competitiveness for spore production. Overall, our results suggest that fitness inequalities caused by social interaction during cooperative processes may often evolve non-adaptively in natural populations.","application/pdf","10.3929/ethz-b-000256178",,"0080-4649||0950-1193||1471-2954||0962-8452",,"10.1098/rspb.2018.0054","http://hdl.handle.net/20.500.11850/256178","en","The Royal Society","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","evo-devo||facultative cheating||fruiting bodies||multicellular development||non-adaptive evolution","Indirect evolution of social fitness inequalities and facultative social exploitation","Journal Article","Open access",,,"2018-04-09T04:01:53Z",,,"yes",,,,,,,,,,,,,,"85044779893",,"000428940600017","Proc R Soc Lond B Biol Sci","1875","Proceedings of the Royal Society B: Biological Sciences","285","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03939","03939",,,"20180054","London","published",,,,,,,,"2018-04-09T12:50:12Z","2023-02-06T15:22:43Z","true","10 p.","SCOPUS",,"publishedVersion"
"258127","20.500.11850/22","van den Hoogen, Johan||Govers, Francine",,,"2018-10-15T12:34:31Z","2018-10-12T06:38:28Z||2018-10-15T12:34:31Z","2018-03-27",,"Few techniques have revolutionized the molecular biology field as much as genome editing using CRISPR/Cas9. Recently, a CRISPR/Cas9 system has been developed for Phytophthora sojae, and since then it has been employed in two other Phytophthora spp. Here, we report our progress on efforts to establish the system in Phytophthora infestans. Using the original constructs as developed for P. sojae, we did not obtain any transformants displaying a mutagenized target gene. We made several modifications to the CRISPR/Cas9 system to pinpoint the reason for failure and also explored the delivery of pre-assembled ribonucleoprotein complexes. This report summarizes an extensive experimental effort pursuing the application of a CRISPR/Cas9 system for targeted mutagenesis in P. infestans and concludes with suggestions for future directions.","application/pdf","10.3929/ethz-b-000294846",,,,"10.1101/274829","http://hdl.handle.net/20.500.11850/294846","en","Cold Spring Harbor Laboratory","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/",,"Attempts to implement CRISPR/Cas9 for genome editing in the oomycete Phytophthora infestans","Working Paper","Open access",,,"2018-10-12T06:38:30Z",,,"yes",,,,,,,,,,,,"43019049",,,,,,,"bioRxiv",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625","09625",,,"274829","Cold Spring Harbor, NY","published",,,,,,,,"2018-10-15T12:34:37Z","2022-03-28T21:27:17Z","true","13 p.","FORM",,
"230130","20.500.11850/3","Amherd, Michaela||Velicer, Gregory J.||Rendueles, Olaya",,,"2018-04-11T08:50:22Z","2018-04-06T03:29:47Z||2018-04-06T11:54:00Z||2018-04-11T08:50:22Z","2018-03-14","2018-01-24",,,,,"1045-2249||1465-7279",,"10.1093/beheco/arx184","http://hdl.handle.net/20.500.11850/255649","en","Oxford University Press",,,"bet hedging||bottleneck||multicellular development||natural variation||phenotypic heterogeneity","Spontaneous nongenetic variation of group size creates cheater-free groups of social microbes","Journal Article","Metadata only",,,"2018-04-06T03:30:05Z",,,"yes",,,,,,,,,,,,,,"85044224781",,"000427885600020","Behav Ecol","2","Behavioral Ecology","29","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03939","03939",,"403","393","Oxford","published",,,,,,,,"2018-04-11T08:50:24Z","2023-02-06T15:23:20Z","true",,"WOS",,
