id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"106832","20.500.11850/10","Kirchner, James W.",,,"2017-06-11T21:10:07Z","2017-06-11T21:10:07Z","2015",,,,,,"1029-7006||1607-7962",,"http://hdl.handle.net/20.500.11850/106865","en","Copernicus",,,,"Seasonal tracer cycles, mean travel time, and young water in heterogeneous and nonstationary catchments","Other Conference Item","Metadata only",,,"2017-06-11T21:10:47Z",,"pub:167281",,"yes","EGU General Assembly 2015","April 12-17, 2015","Vienna, Austria",,,,,,,"imp593653afbde9170528",,,,,"GRA",,"Geophysical Research Abstracts","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,"EGU2015-7186","Katlenburg-Lindau","published",,"2017-07-13T14:55:04Z","2018-11-02T20:33:09Z","true","1 p.","ECIT",,
"111476","20.500.11850/12","Ghazoul, Jaboury",,,"2017-06-11T23:37:53Z","2017-06-11T23:37:53Z","2015",,,,,"978-0-19-870617-5",,,"http://hdl.handle.net/20.500.11850/111509","en","Oxford University Press",,,,"Forests: A Very Short Introduction","Monograph","Metadata only",,,"2017-06-11T23:38:24Z",,"pub:172936",,"yes",,,,,,,,,,"imp593654068f9ba70212","010423836",,,,,,"Very Short Introductions","431","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,,,"Oxford","published",,"2017-07-26T20:46:25Z","2018-11-02T21:53:22Z","true","150 p.","ECIT",,
"112149","20.500.11850/3","Gautier, Denis||Garcia, Claude||Negi, Swati||Wardell, Andrews D.",,,"2017-06-11T23:55:35Z","2017-06-11T23:55:35Z","2015",,,,,,"1465-5489","10.1505/146554815815834831","http://hdl.handle.net/20.500.11850/112182","en","Commonwealth Forestry Association",,,,"The limits and failures of existing forest governance standards in semi–arid contexts","Journal Article","Metadata only",,,"2017-06-11T23:58:31Z",,"pub:173692",,"yes",,,,,,,,,,"imp5936541062bba78681","002043935",,,"000377995800008",,"S2","International Forestry Review","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","08697","08697",,"126","114","Oxford","published",,"2017-07-13T07:00:01Z","2018-11-02T22:12:07Z","true",,"ECIT",,
"106837","20.500.11850/10","Schneider, Johannes M.",,,"2017-06-11T21:10:08Z","2017-06-11T21:10:08Z","2015",,,,,,,,"http://hdl.handle.net/20.500.11850/106870","en","American Geophysical Union",,,,"Streambed Roughness, Flow Velocity, and Sediment Transport Rates in a Steep Mountain Channel","Other Conference Item","Metadata only",,,"2017-06-11T21:10:47Z",,"pub:167286",,"yes","Fall Meeting of the American Geophysical Union (AGU Fall Meeting 2015)","December 14-18, 2015","San Francisco, CA, USA",,,,,,,"imp593653afcb9a331004",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,,"San Francisco, CA","published",,"2017-07-13T15:27:43Z","2018-11-02T20:33:13Z","true",,"ECIT",,
"104417","20.500.11850/3","Locatelli, Bruno||Pavageau, Charlotte||Pramova, Emilia||Di Gregorio, Monica",,,"2017-06-11T19:26:13Z","2017-06-11T19:26:13Z","2015",,,,,,"1757-7780||1757-7799","10.1002/wcc.357","http://hdl.handle.net/20.500.11850/104450","en","Wiley",,,,"Integrating climate change mitigation and adaptation in agriculture and forestry: Opportunities and trade-offs","Journal Article","Metadata only",,,"2017-06-11T19:26:23Z",,"pub:163431",,"yes",,,,,,,,,,"imp5936537e2bfac59476","007428737","84945441892",,,"Wiley interdiscip. rev. , Clim. chang.","6","Wiley Interdisciplinary Reviews. Climate Change","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723","Published online 9 September 2015.","598","585","Malden","published",,"2017-07-19T11:52:33Z","2018-11-02T19:59:04Z","true",,"ECIT",,
"281056","20.500.11850/16","Bircher, Nicolas",,"Cailleret, Maxime||Bugmann, Harald","2019-02-14T10:19:33Z","2017-06-12T01:50:31Z||2017-10-27T10:30:01Z||2019-02-14T10:19:33Z","2015","2016",,"application/pdf","10.3929/ethz-a-010596194",,,,"http://hdl.handle.net/20.500.11850/113628","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","SUCCESSION + VEGETATION DYNAMICS (PLANT SOCIOLOGY)||MODELLRECHNUNG UND COMPUTERANWENDUNGEN IN FORSTWIRTSCHAFT UND HOLZINDUSTRIE||SUKZESSION + VEGETATIONSDYNAMIK (PFLANZENSOZIOLOGIE)||FORSTBIOLOGIE + FORSTÖKOLOGIE + STANDORTFAKTOREN (FORSTWIRTSCHAFT)||MATHEMATICAL MODELING AND SIMULATION IN ECOLOGY||THEORY OF FOREST GROWTH, REGISTRATION OF FOREST GROWTH AND STAND STRUCTURE (FORESTRY)||GLOBAL CHANGE + GLOBAL WARMING (CLIMATOLOGY)||GLOBAL CHANGE + KLIMAERWÄRMUNG (KLIMATOLOGIE)||FOREST BIOLOGY + FOREST ECOLOGY (ECOLOGY)||MATHEMATICAL MODELING AND COMPUTER APPLICATIONS IN FORESTRY AND TIMBER INDUSTRY||WALDWACHSTUMSLEHRE, ERFASSUNG VON WALDWACHSTUM UND BESTANDESSTRUKTUR (FORSTWIRTSCHAFT)||SWITZERLAND (CENTRAL EUROPE). SWISS CONFEDERATION||SCHWEIZ (MITTELEUROPA). SCHWEIZERISCHE EIDGENOSSENSCHAFT||FOREST BIOLOGY + FOREST ECOLOGY + SITE FACTORS (FORESTRY)||MODELLRECHNUNG UND SIMULATION IN DER ÖKOLOGIE||WALDBIOLOGIE + WALDÖKOLOGIE (ÖKOLOGIE)","To die or not to die","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences||DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture||DDC - DDC::5 - Science::570 - Life sciences","2017-06-12T01:51:36Z",,"pub:175329","eth:48685","yes",,,,,,,,,"22775","imp59366b887326f52560||imp5936542bac62c27550","010596194",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","02350||03535","03535",,,,"Zürich","published",,"2017-07-13T04:11:56Z","2021-02-15T03:37:42Z","true","1 Band","ECOL||ECIT","Forest dynamics in Switzerland under climate change",
"99068","20.500.11850/3","Mohr, Christian H.||Manga, Michael||Wang, Chi-yuen||Kirchner, James W.||Bronstert, Axel",,,"2017-06-11T16:34:27Z","2017-06-11T16:34:27Z","2015",,,,,,"0091-7613||1943-2682","10.1130/G36261.1","http://hdl.handle.net/20.500.11850/99101","en","Geological Society of America",,,,"Shaking water out of soil","Journal Article","Metadata only",,,"2017-06-11T16:34:41Z",,"pub:155039",,"yes",,,,,,,,,,"imp59365303375a426352","000035660","84923271067",,"000352096700006","Geology","3","Geology","43","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798","Received 10 September 2014, Revision received 5 December 2014, Accepted 12 December 2014, Published online 2 February 2015.","210","207","Boulder, CO","published",,"2017-07-12T22:34:15Z","2021-02-14T12:45:13Z","true",,"ECIT",,
"201383","20.500.11850/16","Smoorenburg, Maarten",,"Naef, Felix||Kirchner, James W.","2017-12-06T17:21:43Z","2017-06-11T21:24:56Z||2017-12-06T17:21:43Z","2015","2015",,"application/pdf","10.3929/ethz-a-010553048",,,,"http://hdl.handle.net/20.500.11850/107413","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","SCHÄCHEN VALLEY (CANTON OF URI)||HYDROGEOLOGIE + GRUNDWASSERHYDROLOGIE||WATER BALANCE OF DRAINAGE BASINS (HYDROLOGY)||FLOODS + FLOOD RUNOFF + MAXIMUM RUNOFF (HYDROLOGY)||WASSERHAUSHALT VON EINZUGSGEBIETEN, FLUSSGEBIETEN (HYDROLOGIE)||HYDROLOGICAL MODELS + MATHEMATICAL MODELLING IN HYDROLOGY||SCHÄCHEN-TAL (KANTON URI)||HOCHWASSER + HOCHWASSERABFLUSS + MAXIMALABFLUSS (HYDROLOGIE)||HYDROGEOLOGY + GROUNDWATER HYDROLOGY||NATURAL HAZARDS + NATURAL CATASTROPHES||NIEDERSCHLAG-ABFLUSSVERHÄLTNIS (HYDROLOGIE)||NATURGEFAHREN + NATURKATASTROPHEN||HYDROLOGISCHE MODELLE + HYDROLOGISCHE MODELLRECHNUNG||RAINFALL-RUNOFF RELATION (HYDROLOGY)||SWISS ALPS||SCHWEIZER ALPEN","Flood behavior in alpine catchments examined and predicted from dominant runoff processes","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::5 - Science::550 - Earth sciences","2017-06-11T21:25:07Z",,"pub:168009","eth:48329","yes",,,,,,,,,"23010","imp593653ba78b4847967||imp59366b80d17a957547","010553048",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","02115||03798","03798",,,,"Zürich","published",,"2017-07-12T19:12:35Z","2021-02-14T21:13:57Z","true","1 Band","ECOL||ECIT",,
"106827","20.500.11850/10","Botter, Gianluca||Benettin, Paolo||McGuire, Kevin J.||Kirchner, James W.||Rinaldo, Andrea",,,"2017-06-11T21:10:04Z","2017-06-11T21:10:04Z","2015",,,,,,"1029-7006||1607-7962",,"http://hdl.handle.net/20.500.11850/106860","en","Copernicus",,,,"Modeling river hydrochemistry through dynamic travel time distributions","Other Conference Item","Metadata only",,,"2017-06-11T21:10:47Z",,"pub:167276",,"yes","EGU General Assembly 2015","April 12-17, 2015","Vienna, Austria",,,,,,,"imp593653afa6ec856928",,,,,"GRA",,"Geophysical Research Abstracts","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,"EGU2015-5838","Katlenburg-Lindau","published",,"2017-07-13T14:54:52Z","2018-11-02T20:33:03Z","true","1 p.","ECIT",,
"231862","20.500.11850/3","Lévesque, Mathieu||Rigling, Andreas||Brang, Peter",,,"2018-04-20T12:44:09Z","2018-02-15T14:56:57Z||2018-04-20T12:44:09Z","2015",,,,,,,"10.4267/2042/59955","http://hdl.handle.net/20.500.11850/241255","fr","AgroParisTech",,,,"Réponse à la sécheresse de conifères indigènes et exotiques : une étude dendroécologique","Journal Article","Metadata only",,,"2018-02-15T14:56:57Z",,,,"no",,,,,,,,,,,,,,,,,"Revue Forestière Française","5","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,"420","407","Nancy","published",,"2018-04-20T12:44:12Z","2020-12-02T15:28:47Z","true",,"FORM",,
"201322","20.500.11850/16","Beer, Alexander R.",,"Kirchner, James W.","2017-12-06T15:17:47Z","2017-06-11T18:04:05Z||2017-12-06T15:17:47Z","2015","2015",,"application/pdf","10.3929/ethz-a-010470967",,,,"http://hdl.handle.net/20.500.11850/102019","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","SEDIMENT TRANSPORT IN RIVERS (HYDROLOGY)||SEDIMENTTRANSPORT IN FLÜSSEN (HYDROLOGIE)||EROSION DURCH FLÜSSIGKEITSSTRÖMUNG (MATERIALPRÜFUNG)||EROSION BY FLOW OF LIQUIDS (MATERIALS TESTING)||ALPTHAL (KANTON SCHWYZ)||SEDIMENTTRANSPORT/FLUVIATILER SEDIMENTRANSPORT (ABLAGERUNGSMILIEU)||WILDBÄCHE + GIESSBÄCHE (WASSERBAU)||GEOLOGICAL ACTION OF FLOWING WATER + FLUVIATILE FACIES (SEDIMENTARY ENVIRONMENT)||GEOLOGISCHE TÄTIGKEIT FLIESSENDEN WASSERS + FLUSSFACIES + FLUSSSEDIMENTE (ABLAGERUNGSMILIEU)||MOUNTAIN STREAMS + TORRENTS (HYDRAULIC ENGINEERING)||SEDIMENT TRANSPORT/FLUVIATILE SEDIMENT TRANSPORT (SEDIMENTARY ENVIRONMENT)||GESCHIEBEFÜHRUNG, GESCHIEBETRIEB (WASSERBAU)||ALPTHAL (CANTON OF SCHWYZ)||BEDLOAD TRANSPORT (HYDRAULIC ENGINEERING)","Fluvial bedrock erosion: high-quality field measurements and interpretations","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::560 - Paleontology, paleozoology||DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::5 - Science::550 - Earth sciences","2017-06-11T18:04:44Z",,"pub:160136","eth:47850","yes",,,,,,,,,"22627","imp59366b79299a951017||imp593653464a78a36264","010470967",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","02350||03798","03798",,,,"Zürich","published",,"2017-07-13T10:59:21Z","2021-02-14T21:13:05Z","true","1 Band","ECOL||ECIT",,
"106835","20.500.11850/10","Kirchner, James W.||Beer, Alexander R.||Heimann, Florian U.M.||Rickenmann, Dieter||Schneider, Johannes M.||von Boetticher, Albrecht||Turowski, Jens M.",,,"2017-06-11T21:10:08Z","2017-06-11T21:10:08Z","2015",,,,,,,,"http://hdl.handle.net/20.500.11850/106868","en","American Geophysical Union",,,,"Flow, Sediment Transport, and Erosion in Steep Mountain Channels: an Alpine Symphony","Other Conference Item","Metadata only",,,"2017-06-11T21:10:47Z",,"pub:167284",,"yes","Fall Meeting of the American Geophysical Union (AGU Fall meeting 2015)","December 14-18, 2015","San Francisco, CA, USA",,,,,,,"imp593653afc708a94577",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,,"San Francisco, CA","published",,"2017-07-13T15:27:34Z","2020-02-14T15:55:42Z","true",,"ECIT",,
"117195","20.500.11850/14","Campbell, Mason||Magrach, Ainhoa||Laurance, William F.","Parthasarathy, N.",,"2017-06-12T07:15:14Z","2017-06-12T07:15:14Z","2015",,,,,"978-3-319-14592-1||978-3-319-14591-4","2352-474X||2352-4758","10.1007/978-3-319-14592-1_13","http://hdl.handle.net/20.500.11850/117228","en","Springer",,,"Climate change||Disturbance||Fragmentation||Hunting||Lianas||Logging||Vines","Liana Diversity and the Future of Tropical Forests","Book Chapter","Metadata only","Biodiversity of Lianas",,"2017-06-12T07:22:15Z",,"pub:179129",,"yes",,,,,,,,,,"imp593654749f84f98097","010276880",,,"000376612700014",,,"Sustainable Development and Biodiversity","5","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723",,"274","255","Cham","published",,"2017-07-15T07:55:34Z","2018-11-02T23:24:43Z","true",,"ECIT",,
"80290","20.500.11850/3","Zimmer, Martin||Auge, Harald||Wühlisch, Georg von||Schueler, Silvio||Haase, Josephine",,,"2017-06-11T04:43:46Z","2017-06-11T04:43:46Z","2015",,,,,,"1755-0874||1755-1668","10.1080/17550874.2013.871655","http://hdl.handle.net/20.500.11850/80323","en","Taylor & Francis",,,"Common garden||Fagus sylvatica; leaf litter||Phenolic compounds||Protein-precipitating capacity||Total phenolic content","Environment rather than genetic background explains intraspecific variation in the protein-precipitating capacity of phenolic compounds in beech litter","Journal Article","Metadata only",,,"2017-06-11T04:44:16Z",,"pub:126042",,"yes",,,,,,,,,,"imp5936519ba234b78166","005919897","84922799862",,,"Plant ecol. divers.","1","Plant Ecology and Diversity","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723","03723","Received 14 February 2013, Accepted 23 November 2013, Published online 22 January 2014.","79","73","Abingdon","published",,"2017-07-13T11:42:40Z","2018-11-02T13:26:20Z","true",,"ECIT",,
"155347","20.500.11850/16","Moeser, Charles David",,"Jonas, Tobias||Bugmann, Harald","2017-06-14T03:33:34Z","2017-06-14T03:33:34Z","2015","2016",,"application/pdf","10.3929/ethz-a-010578498",,,,"http://hdl.handle.net/20.500.11850/155380","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","KRONENDACH (FORSTÖKOLOGIE)||SCHNEE + EISNADELN + GRAUPELN (METEOROLOGIE)||SCHNEESCHMELZE (HYDROLOGIE)||NIEDERSCHLAGSMENGE + ISOHYETEN + REGENMENGE (METEOROLOGIE)||ABFLUSSMENGE IN FLÜSSEN (HYDROLOGIE)||DAVOS, KREIS UND ORT (KANTON GRAUBÜNDEN)||FOREST CANOPY (FOREST ECOLOGY)||SNOW + SLEET + GRANULAR SNOW + ICE NEEDLES (METEOROLOGY)||SNOW MELT (HYDROLOGY)||PRECIPITATION AMOUNT + ISOHYETS (METEOROLOGY)||RIVER DISCHARGE (HYDROLOGY)||DAVOS, SUB-DISTRICT AND LOCALITY (CANTON OF GRISONS)","The Influence of Forest Canopy Structure on Snow Hydrology","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture||DDC - DDC::5 - Science::550 - Earth sciences","2017-06-14T03:44:21Z",,,"eth:48479","yes",,,,,,,,,"23034","imp59366b844ccaa34794","010578498",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","02350||03535","03535","Dissertation. ETH-Zürich. 2015. Nr. 23034.",,,"Zürich","published",,"2017-07-18T17:25:31Z","2021-02-14T16:40:20Z","true","1 Band","ECOL",,
