id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.documents,ethz.relation.hasPart,ethz.relation.isDocumentedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"200628","20.500.11850/16","Schollée, Jennifer E.",,"McNeill, Kristopher||Hollender, Juliane","2017-12-05T13:26:36Z","2017-06-12T20:29:27Z||2017-12-05T13:26:36Z","2016","2017",,"application/pdf","10.3929/ethz-a-010871597",,,,,"http://hdl.handle.net/20.500.11850/129768","en","ETH Zürich",,"In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","WASTEWATER + WASTEWATER TREATMENT||SPRAY-MASSENSPEKTROMETRIE||DEGRADATION, DECOMPOSITION, TRANSFORMATION, PERSISTENCE OF POLLUTANTS (ENVIRONMENTAL PROBLEMS)||UMKEHRPHASENCHROMATOGRAPHIE||SPRAY MASS SPECTROMETRY||WATER ANALYSIS (ANALYTICAL CHEMISTRY)||ABBAU, ZERSETZUNG, UMWANDLUNG, PERSISTENZ VON UMWELTSCHADSTOFFEN (UMWELTPROBLEME)||REVERSED PHASE CHROMATOGRAPHY||ABWASSER + ABWASSERBEHANDLUNG||ORGANISCH-CHEMISCHE UMWELTSCHADSTOFFE||ORGANIC ENVIRONMENTAL POLLUTANTS||WASSERANALYSE (ANALYTISCHE CHEMIE)","Data Analysis for Non-target Screening to Prioritize, Characterize, and Identify Micropollutant Transformation Products formed in Wastewater Treatment","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::624 - Civil engineering","2017-06-12T20:30:18Z",,"pub:192754","eth:50733","yes",,,,,,,,,"23693","imp59366baf18be269262||imp5936555b4b4d019665","010871597",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,,,"Zürich","published",,,,,,,,,,,"2017-07-13T11:06:09Z","2021-02-14T21:07:43Z","true","250","ECOL||ECIT",,,
"119770","20.500.11850/3","Frölicher, Thomas L.",,,"2017-06-12T11:28:55Z","2017-06-12T11:28:55Z","2016",,,,,,"1758-6798",,"10.1038/nclimate3053","http://hdl.handle.net/20.500.11850/119803","en","Nature Publishing Group",,,,,"Climate response: Strong warming at high emissions","Journal Article","Metadata only",,,"2017-06-12T11:36:03Z",,"pub:181837",,"yes",,,,,,,,,,"imp593654a8915cf56204","006397317","84983651741",,"000382136600009","Nat. Clim. Chang.","9","Nature Climate Change","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Published online 23 May 2016.","824","823","London","published",,,,,,,,,,,"2017-07-12T18:26:16Z","2022-03-28T15:07:38Z","true",,"ECIT",,,
"122650","20.500.11850/14","Stamm, Christian||Räsänen, Katja||Burdon, Francis J.||Altermatt, Florian||Jokela, Jukka||Joss, Adriano||Ackermann, Martin||Eggen, Rik I.L.","Dumbrell, Alex J.||Kordas, Rebecca L.||Woodward, Guy",,"2017-06-12T16:01:11Z","2017-06-12T16:01:11Z","2016",,,,,"978-0-08-100935-2","0065-2504",,"10.1016/bs.aecr.2016.07.002","http://hdl.handle.net/20.500.11850/122683","en","Elsevier",,,,"Experiments||Micropollutants||Stress ecology||Trophic interactions||Wastewater||Water quality","Unravelling the Impacts of Micropollutants in Aquatic Ecosystems: Interdisciplinary Studies at the Interface of Large-Scale Ecology","Book Chapter","Metadata only","Large-Scale Ecology: Model Systems to Global Perspectives",,"2017-06-12T16:06:23Z",,"pub:185010",,"yes",,,,,,,,,,"imp593654df30a0642671","000029094","84994600157",,,"Adv. Ecol. Res.",,"Advances in Ecological Research","55","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","03705||03743","03705||03743",,"223","183","Amsterdam","published",,,,,,,,,,,"2017-07-13T09:22:45Z","2022-03-28T15:17:16Z","true",,"ECIT",,,
"125985","20.500.11850/28","Haumann, Alexander||Gruber, Nicolas||Münnich, Matthias||Frenger, Ivy||Kern, Stefan",,,"2017-06-12T18:21:29Z","2017-06-12T18:21:29Z","2016",,,,,,,,"10.16904/8","http://hdl.handle.net/20.500.11850/126018","en","ETH Zürich",,,,,"Antarctic sea-ice freshwater fluxes associated with freezing, transport, and melting","Other Publication","Metadata only",,,"2017-06-12T18:22:07Z",,"pub:188687",,"yes",,,,,,,,,,"imp593655198e72940041",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Data set.",,,"Zürich","published",,,"10.3929/ethz-b-000166276",,,,,,,,"2017-07-18T18:15:58Z","2022-03-28T15:27:42Z","true",,"ECIT",,,
"125986","20.500.11850/10","Haumann, Alexander||Gruber, Nicolas||Münnich, Matthias||Eberenz, Samuel||Nissen, Cara||Landschützer, Peter",,,"2017-06-12T18:21:29Z","2017-06-12T18:21:29Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126019","en",,,,,,"Strengthening of the Southern Ocean Carbon Sink through Recent Changes in Freshwater Forcing","Other Conference Item","Metadata only",,,"2017-06-12T18:22:07Z",,"pub:188688",,"yes","2016 Ocean Sciences Meeting","February 21-26, 2016","New Orleans, LA, USA",,,,,,,"imp59365519914ad27070",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Online Abstract: PC43A-07.",,,,"published",,,,,,,,,,,"2017-07-18T17:43:45Z","2022-03-28T15:27:43Z","true",,"ECIT",,,
"125992","20.500.11850/9","Haumann, Alexander||Gruber, Nicolas||Münnich, Matthias||Eberenz, Samuel",,,"2017-06-12T18:21:32Z","2017-06-12T18:21:32Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126025","en",,,,,,"Strengthening of the Southern Ocean carbon sink through freshwater forcing","Conference Poster","Metadata only",,,"2017-06-12T18:22:07Z",,"pub:188694",,"yes","9th IBP PhD Congress","April 1, 2016","ETH Zürich, Switzerland",,,,,,,"imp59365519a935b57455",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,,,"unpublished",,,,,,,,,,,"2017-07-12T11:35:47Z","2022-03-28T15:27:44Z","true",,"ECIT",,,
"108170","20.500.11850/3","O'Brien, Colleen J.||Vogt, Meike||Gruber, Nicolas",,,"2017-06-11T21:47:45Z","2017-06-11T21:47:45Z","2016-01",,,,,,"0079-6611",,"10.1016/j.pocean.2015.10.003","http://hdl.handle.net/20.500.11850/108203","en","Elsevier",,,,,"Global coccolithophore diversity: Drivers and future change","Journal Article","Metadata only",,,"2017-06-11T21:47:54Z",,"pub:168998",,"yes",,,,,,,,,,"imp593653ca4c84435819","000035650","84951995626",,"000368221100003","Prog. Oceanogr.",,"Progress in Oceanography","140","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Published online 20 October 2015.","42","27","Amsterdam","published",,,,,,,,,,,"2017-07-17T08:10:05Z","2022-03-28T14:22:28Z","true",,"ECIT",,,
"249291","20.500.11850/10","Schroth, Martin Herbert||Zhu, Biqing||Henneberger, Ruth||Zeyer, Josef",,,"2018-08-21T08:59:33Z","2017-06-12T19:12:55Z||2017-08-22T14:03:23Z||2018-08-21T08:59:33Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/127198","en","American Geophysical Union","248669",,,,"Origin of Methane Entrapped in Calcareous Alpine Proglacial Sediments","Other Conference Item","Metadata only",,,"2017-06-12T19:13:31Z",,"pub:190022",,"yes","AGU Fall Meeting 2016","December 12-16, 2016","San Francisco, CA, USA",,,,,,,"imp5936552c0439165915",,,"https://agu.confex.com/agu/fm16/meetingapp.cgi/Paper/157150",,,,"AGU Fall Meeting Abstracts",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Conference lecture on December 15, 2016",,"B41C-0434","s.l.","published",,,,,,,,,,,"2018-08-21T08:59:37Z","2022-03-28T21:03:57Z","true","1 p.","ECIT",,,
"249380","20.500.11850/10","Aminzadeh, Milad||Or, Dani",,,"2018-08-21T14:20:06Z","2017-06-12T17:58:50Z||2018-08-21T14:20:06Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/125130","en","American Geophysical Union",,,,,"The complementary relationship for estimating actual evaporation from heterogeneous land surfaces","Other Conference Item","Metadata only",,,"2017-06-12T17:59:30Z",,"pub:187701",,"yes","AGU Fall Meeting 2016","December 12-16, 2016","San Francisco, CA, USA",,,,,,,"imp5936550ab22a431334",,,"https://agu.confex.com/agu/fm16/meetingapp.cgi/Paper/134172",,,,"AGU Fall Meeting Abstracts",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,"H14B-08","s.l.","published",,,,,,,,,,,"2018-08-21T14:20:07Z","2022-03-28T21:04:11Z","true","1 p.","ECIT",,,
"223022","20.500.11850/10","Haumann, Alexander",,,"2018-03-05T15:57:32Z","2017-06-12T18:21:30Z||2017-06-28T09:48:00Z||2018-02-28T11:09:50Z||2018-03-05T15:57:32Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126021","en","National Academies Press",,,,,"Dependence of Antarctic Sea-Ice Trends on Zonally Asymmetric Atmospheric Circulation Changes and Ocean Stratification","Other Conference Item","Metadata only","Antarctic Sea Ice Variability in the Southern Ocean-Climate System : Proceedings of a Workshop",,"2017-06-12T18:22:07Z",,"pub:188690",,"yes","Antarctic Sea Ice Workshop","January 11-12, 2016","Boulder, Colorado, USA",,,,,,,"imp593655199808788194",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Seminar talk on January 12, 2016","68","67","Washington, D.C.","published",,,,,,,,,,,"2018-03-05T15:57:36Z","2022-03-28T19:19:55Z","true",,"ECIT",,,
"405522","20.500.11850/10","Bickel, Samuel||Or, Dani",,,"2021-06-09T09:06:21Z","2017-06-12T18:34:30Z||2021-06-09T08:18:02Z||2021-06-09T09:06:21Z","2016",,,"application/pdf","10.3929/ethz-b-000126582",,,,,"http://hdl.handle.net/20.500.11850/126582","en","International Symposium on Microbial Ecology",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"The microgeography of microbial life in soil across climates and biomes","Other Conference Item","Open access","Abstract Book: 2016 International Symposium on Microbial Ecology (ISME 16)",,"2017-06-12T18:35:25Z",,"pub:189344",,"yes","International Symposium on Microbial Ecology (ISME 2016)","August 21-26, 2016","Montreal, Canada",,,,,,,"imp593655225e80465371",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,"354","354","Montreal","published",,,,,,,,,,,"2017-07-19T10:27:16Z","2022-03-29T08:42:57Z","true","1 p. poster","ECIT",,"acceptedVersion",
"415782","20.500.11850/3","Leese, Florian||Altermatt, Florian||Bouchez, Agnès||Ekrem, Torbjørn||Hering, Daniel||Meissner, Kristian||Mergen, Patricia||Pawlowski, Jan||Piggott, Jeremy Jay||Rimet, Frédéric||Steinke, Dirk||Taberlet, Pierre||Weigand, Alexander M.||Abarenkov, Kessy||Beja, Pedro||Bervoets, Lieven||Björnsdóttir, Snaedís||Boets, Pieter||Boggero, Angela||Bones, Atle Magnar||Deiner, Kristy||et al.",,,"2021-08-26T13:39:45Z","2021-08-26T10:04:48Z||2021-08-26T13:39:45Z","2016","2016-11-29","The protection, preservation and restoration of aquatic ecosystems and their functions are of global importance. For European states it became legally binding mainly through the EU-Water Framework Directive (WFD). In order to assess the ecological status of a given water body, aquatic biodiversity data are obtained and compared to a reference water body. The quantified mismatch obtained determines the extent of potential management actions. The current approach to biodiversity assessment is based on morpho-taxonomy. This approach has many drawbacks such as being time consuming, limited in temporal and spatial resolution, and error-prone due to the varying individual taxonomic expertise of the analysts. Novel genomic tools can overcome many of the aforementioned problems and could complement or even replace traditional bioassessment. Yet, a plethora of approaches are independently developed in different institutions, thereby hampering any concerted routine application. The goal of this Action is to nucleate a group of researchers across disciplines with the task to identify gold-standard genomic tools and novel eco-genomic indices for routine application in biodiversity assessments of European fresh- and marine water bodies. Furthermore, DNAqua-Net will provide a platform for training of the next generation of European researchers preparing them for the new technologies. Jointly with water managers, politicians, and other stakeholders, the group will develop a conceptual framework for the standard application of eco-genomic tools as part of legally binding assessments.","application/pdf","10.3929/ethz-b-000502277",,"2367-7163",,"10.3897/rio.2.e11321","http://hdl.handle.net/20.500.11850/502277","en","Pensoft",,"Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"DNAqua-Net: Developing new genetic tools for bioassessment and monitoring of aquatic ecosystems in Europe","Journal Article","Open access",,,"2021-08-26T10:04:54Z",,,,"no",,,,,,,,,,,,,,,,,"Research Ideas and Outcomes","2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09719 - Deiner, Kristy / Deiner, Kristy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09719 - Deiner, Kristy / Deiner, Kristy","09719","09719",,,"e11321","Sofia","published",,,,,,,,,,,"2021-08-26T13:39:52Z","2022-03-29T11:19:46Z","true","24 p.","FORM",,"publishedVersion",
"342484","20.500.11850/16","Haumann, Alexander",,"Gruber, Nicolas||Haug, Gerald H.||Münnich, Matthias||Meredith, Michael P.","2020-04-02T09:24:58Z","2017-06-27T09:23:13Z||2017-06-27T09:47:35Z||2017-07-03T12:40:27Z||2020-04-02T09:24:58Z","2016","2017-06-27",,"application/pdf","10.3929/ethz-b-000166276",,,,,"http://hdl.handle.net/20.500.11850/166276","en","ETH Zurich",,"In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Climate||Climate change||Southern Ocean||Sea ice||Freshwater fluxes||Southern Ocean stratification||Carbon dioxide||Climate variability||Oceanography||Ocean circulation||Ocean carbon cycle||Ocean modeling||Regional climate modeling||Satellite observations||Salinity||Temperature||Density","Southern Ocean response to recent changes in surface freshwater fluxes","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences","2017-06-27T09:23:14Z",,,,"yes",,,,,,,,,"23987",,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,,"Zurich","published","10.16904/8",,,,,,,,"10.1002/2014GL061659||10.1038/nature19101||10.3929/ethz-b-000120143",,"2017-06-27T09:49:43Z","2022-03-29T01:43:31Z","true","262 p.","FORM",,,
"325372","20.500.11850/4","Vereecken, Harry||Schnepf, Andrea||Hopmans, Jan||Javaux, Mathieu||Or, Dani||Roose, Tiina||Vanderborght, Jan||Vanderborght, J.||Young, Michael H.||Amelung, W.||Aitkenhead, Matthew||Allison, Steven D.||Assouline, Shmuel||Baveye, Philippe C.||Berli, Markus||Brüggemann, Nicolas||Finke, Peter||Flury, Markus||Gaiser, Thomas||Govers, Gerard||Ghezzehei, Teamrat A.||Hallett, P.D.||Hendricks Franssen, Harrie-Jan||Heppell, James P.||Horn, Rainer||Huisman, Johan Alexander||Jacques, Diederik||Jonard, François||Kollet, Stefan||Lafolie, François||Lamorski, Krzysztof||Leitner, Daniel||McBratney, Alex||Minasny, Budiman B.||Montzka, Carsten||Nowak, Wolfgang||Pachepsky, Y.||Padarian, José||Romano, N.||Roth, Kurt||Rothfuss, Y.||Rowe, E.C.||Schwen, Andreas||Šimůnek, Jirka||Tiktak, A.||van Dam, Jos C.||van der Zee, Sjoerd||Vogel, Hans-Jörg||Vrugt, Jasper A.",,,"2019-12-17T15:08:54Z","2017-06-12T06:30:31Z||2017-11-14T14:45:08Z||2019-12-17T15:08:54Z","2016","2016-05-13","The remarkable complexity of soil and its importance to a wide range of ecosystem services presents major challenges to the modeling of soil processes. Although major progress in soil models has occurred in the last decades, models of soil processes remain disjointed between disciplines or ecosystem services, with considerable uncertainty remaining in the quality of predictions and several challenges that remain yet to be addressed. First, there is a need to improve exchange of knowledge and experience among the different disciplines in soil science and to reach out to other Earth science communities. Second, the community needs to develop a new generation of soil models based on a systemic approach comprising relevant physical, chemical, and biological processes to address critical knowledge gaps in our understanding of soil processes and their interactions. Overcoming these challenges will facilitate exchanges between soil modeling and climate, plant, and social science modeling communities. It will allow us to contribute to preserve and improve our assessment of ecosystem services and advance our understanding of climate-change feedback mechanisms, among others, thereby facilitating and strengthening communication among scientific disciplines and society. We review the role of modeling soil processes in quantifying key soil processes that shape ecosystem services, with a focus on provisioning and regulating services. We then identify key challenges in modeling soil processes, including the systematic incorporation of heterogeneity and uncertainty, the integration of data and models, and strategies for effective integration of knowledge on physical, chemical, and biological soil processes. We discuss how the soil modeling community could best interface with modern modeling activities in other disciplines, such as climate, ecology, and plant research, and how to weave novel observation and measurement techniques into soil models. We propose the establishment of an international soil modeling consortium to coherently advance soil modeling activities and foster communication with other Earth science disciplines. Such a consortium should promote soil modeling platforms and data repository for model development, calibration and intercomparison essential for addressing contemporary challenges.","application/pdf","10.3929/ethz-b-000116746",,"1539-1663",,"10.2136/vzj2015.09.0131","http://hdl.handle.net/20.500.11850/116746","en","SSSA",,"Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/",,"Modeling Soil Processes: Review, Key Challenges, and New Perspectives","Review Article","Open access",,,"2017-06-12T06:34:08Z",,"pub:178630",,"yes",,,,,,,,,,"imp5936546b979ff82925","004545631","84968548363",,"000378332400003","Vadose Zone J.","5","Vadose Zone Journal","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,"Madison, WI","published",,,,,,,,,,,"2017-07-15T18:52:42Z","2022-03-29T00:30:05Z","true","57 p.","ECIT",,"publishedVersion",
