id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"103135","20.500.11850/10","Haghighi, Erfan||Or, Dani",,,"2017-06-11T18:42:56Z","2017-06-11T18:42:56Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/103168","en",,,,,"Evaporative fluxes from wavy porous surfaces","Other Conference Item","Metadata only",,,"2017-06-11T18:42:59Z",,"pub:161368",,"yes","MUSIS on Interfaces and Interfacial Displacement in Unsaturated Porous Media","March, 10-12, 2015","Potsdam, Germany",,,,,,,"imp59365361a314587661",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812","Oral Presentation.",,,,"unpublished",,,,,,,,,"2017-07-15T09:37:12Z","2021-02-14T13:10:55Z","true",,"ECIT",,
"111371","20.500.11850/10","Sander, Michael",,,"2017-06-11T23:34:57Z","2017-06-11T23:34:57Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/111404","en","Conventus Congressmanagement & Marketing GmbH",,,,"Electron transfer to and from dissolved and particulate organic matter: From electrochemical interrogation to redox dynamics in peatlands","Other Conference Item","Metadata only",,,"2017-06-11T23:35:36Z",,"pub:172806",,"yes","5th International Symposium on Soil Organic Matter, SOM 2015","September 20 - 24, 2015","Göttingen, Germany",,,,,,,"imp59365404bee3759816",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Conference lecture on 23 September 2015.",,,"Göttingen","unpublished",,,,,,,,,"2017-07-12T18:18:11Z","2021-02-14T13:53:21Z","true",,"ECIT",,
"109419","20.500.11850/10","Mikutta, C.||Rothwell, J.",,,"2017-06-11T22:40:32Z","2017-06-11T22:40:32Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/109452","en","25th Annual Goldschmidt Conference (Gt 2015)",,,,"Speciation of atmospherically deposited arsenic in peat bogs","Other Conference Item","Metadata only",,,"2017-06-11T22:41:01Z",,"pub:170549",,"no","25th Annual Goldschmidt Conference (Gt 2015)","August 16-21, 2015","Prague, Czech Republic",,,,,,,"imp593653e28e96989932",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03541","03541","Conference Lecture on 17 August 2015.",,,"Prague","unpublished",,,,,,,,,"2017-07-20T16:47:47Z","2018-11-02T21:21:05Z","true",,"ECIT",,
"108615","20.500.11850/10","Hoogland, Frouke||Lehmann, Peter||Mokso, Rajmund||Or, Dani",,,"2017-06-11T22:04:50Z","2017-06-11T22:04:50Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/108648","en","American Geophysical Union",,,,"Foam-like drainage dynamics follow rapid passage of fluid displacement fronts in porous media","Other Conference Item","Metadata only",,,"2017-06-11T22:05:30Z",,"pub:169642",,"yes","Fall Meeting of the American Geophysical Union (AGU Fall meeting 2015)","December 14-18, 2015","San Francisco, CA, USA",,,,,,,"imp593653d2d80fb22503",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,"San Francisco, CA","published",,,,,,,,,"2017-07-19T10:51:21Z","2021-02-14T13:42:18Z","true",,"ECIT",,
"103137","20.500.11850/9","Papritz, Andreas Jürg||Ramirez-Lopez, L.||Baltensweiler, Andri||Walthert, Lorenz",,,"2017-06-11T18:45:07Z","2017-06-11T18:45:07Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/103170","de","Swiss Soil Science Society",,,,"Kartierung physikalischer Eigenschaften Schweizer Waldböden mit geostatistischen Methoden","Conference Poster","Metadata only",,,"2017-06-11T18:46:08Z",,"pub:161370",,"yes","Annual Meeting of Swiss Soil Science Society","February 5-6, 2015","Basel, Switzerland",,,,,,,"imp59365361a5fa461271",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,"Basel","unpublished",,,,,,,,,"2017-07-26T05:32:58Z","2021-02-14T13:10:57Z","true",,"ECIT",,
"103125","20.500.11850/3","Ruiz, Siul||Mead, Benjamin||Palmre, Viljar||Kim, Kwang J.||Yim, Woosoon",,,"2017-06-11T18:42:51Z","2017-06-11T18:42:51Z","2015",,,,,,"1361-665X||0964-1726",,"10.1088/0964-1726/24/1/015007","http://hdl.handle.net/20.500.11850/103158","en","Institute of Physics",,,,"A cylindrical ionic polymer-metal composite-based robotic catheter platform: modeling, design and control","Journal Article","Metadata only",,,"2017-06-11T18:42:59Z",,"pub:161357",,"yes",,,,,,,,,,"imp593653617a9a363447",,,,,"Smart Mater. Struc.","1","Smart Materials and Structures","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,"015007","Bristol","published",,,,,"handle/20.500.11850/103159",,,,"2017-07-31T12:22:26Z","2021-02-14T13:10:47Z","true","11 p.","ECIT",,
"112246","20.500.11850/8","Benderev, A.||Gerginov, P.||Antonov, D.||Meir, N. van||Kreschmar, R.",,,"2017-06-12T00:01:00Z","2017-06-12T00:01:00Z","2015",,,,,"978-619-7105-32-2",,,"10.5593/SGEM2015/B12/S2.026","http://hdl.handle.net/20.500.11850/112279","en","International Multidisciplinary Scientific Geoconference",,,,"Conceptual Hydrogeological Model of the Ogosta River Floodplain (Western Balkan, Bulgaria) and its Application for Predicting of Groundwater Contamination with Arsenic","Conference Paper","Metadata only","Proceedings of the 15th International Multidisciplinary Scientific GeoConference SGEM 2015",,"2017-06-12T00:05:08Z",,"pub:173797",,"no","15th International Multidisciplinary Scientific GeoConference, SGEM 2015","18-24, June, 2015","Albena, Bulgaria",,,,,,,"imp593654120456182858",,,,,,,,"2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03541 - Kretzschmar, Ruben / Kretzschmar, Ruben","03541","03541",,"202","195","Albena","published",,,,,,,,,"2017-07-13T11:36:30Z","2018-11-02T22:13:37Z","true",,"ECIT",,
"108140","20.500.11850/5","Gruber, Nicolas||Frölicher, Thomas L.||Joos, Fortunat||Jaccard, Samuel",,,"2017-06-11T21:47:27Z","2017-06-11T21:47:27Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/108173","de","EDA",,,,"Das polare Fenster im Mittelpunkt des Interesses","Other Journal Item","Metadata only",,,"2017-06-11T21:47:54Z",,"pub:168964",,"yes",,,,,,,,,,"imp593653c9bcbca79698",,,,,,,"Schweizer Polarforschung: Pioniergeist, Leidenschaft und Spitzenleistungen",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"27","26","Bern","published",,,,,,,,,"2017-07-13T15:01:57Z","2018-11-02T20:56:01Z","true",,"ECIT",,
"110010","20.500.11850/21","Wernli, Heini||Gruber, Nicolas||Romppainen-Martius, Olivia||Sodemann, Harald||Welker, Christoph",,,"2017-06-11T22:57:29Z","2017-06-11T22:57:29Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/110043","en","Swiss Federal Department of Foreign Affairs",,,,"Swiss contribution to modeling of polar oceanic and atmospheric circulations","Report","Metadata only","Swiss polar research: Pioneering spirit, passion and excellence",,"2017-06-11T22:57:53Z",,"pub:171192",,"yes",,,,,,,,,,"imp593653ecdb13865398",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03731||03854","03731||03854",,"11","10","Bern","published",,,,,,,,,"2017-07-24T09:36:15Z","2019-01-02T06:42:01Z","true",,"ECIT",,
"242810","20.500.11850/16","Baumgartner, Rebekka",,"McNeill, Kristopher||Sander, Michael||Kohler, Hans-Peter||Bucheli, Thomas","2018-07-10T07:45:35Z","2017-06-14T02:13:14Z||2017-08-23T09:09:47Z||2018-07-10T07:45:35Z","2015","2015-07-01",,"application/pdf","10.3929/ethz-a-010470971",,,,,"http://hdl.handle.net/20.500.11850/155146","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","ABBAU, ZERSETZUNG, UMWANDLUNG, PERSISTENZ VON UMWELTSCHADSTOFFEN (UMWELTPROBLEME)||KRACKEN + SPALTUNGSREAKTIONEN + ABBAUREAKTIONEN (CHEMISCHE REAKTIONEN)||FLUORORGANISCHE VERBINDUNGEN||HALOGENIERUNG + DEHALOGENIERUNG (CHEMISCHE REAKTIONEN)||BIOLOGISCH ABBAUBARE KUNSTSTOFFE||POLYESTER + GLYPTALE + SÄURE-ALKOHOL POLYKONDENSATE (KUNSTSTOFFE)||HYDROLYSE (BIOCHEMISCHE REAKTIONEN)||BODENMIKROBIOLOGIE + BODENMIKROFLORA (BODENBIOLOGIE)||DEGRADATION, DECOMPOSITION, TRANSFORMATION, PERSISTENCE OF POLLUTANTS (ENVIRONMENTAL PROBLEMS)||CRACKING + DEGRADATION REACTIONS (CHEMICAL REACTIONS)||FLUORINE-ORGANIC COMPOUNDS||HALOGENATION + DEHALOGENATION (CHEMICAL REACTIONS)||BIODEGRADABLE PLASTICS||POLYESTERS + GLYPTALS + ACID ALCOHOL POLYCONDENSATES (PLASTICS)||HYDROLYSIS/BIOCHEMICAL REACTIONS||SOIL MICROBIOLOGY + SOIL MICROFLORA (SOIL BIOLOGY)","Transformations of novel and unconventional organic compounds in engineered and natural systems: Fluoroaromatics and biodegradable polyesters","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::540 - Chemistry||DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-06-14T02:21:50Z","2018-07-01",,"eth:47851","yes",,,,,,,,,"22364","imp59366b792fea685870","010470971",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","02350||03850","03850",,,,"Zurich","published",,,,,,,,,"2017-07-31T13:08:16Z","2021-02-15T00:38:41Z","true","257 p.","ECOL",,
"104578","20.500.11850/21","Nussbaum, Madlene||Papritz, Andreas Jürg",,,"2017-06-11T19:31:12Z","2017-06-11T19:31:12Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/104611","de","ETH Zürich, Institute of Biogeochemistry and Pollutant Dynamics (IBP)",,,,"Transferfunktion pH H2O-CaCl2","Report","Metadata only",,,"2017-06-11T19:31:43Z",,"pub:163749",,"yes",,,,,,,,,,"imp5936538168df039293",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,"Zürich","unpublished",,,,,,,,,"2017-07-13T06:01:54Z","2021-02-14T13:19:55Z","true",,"ECIT",,
"250883","20.500.11850/9","Janssen, Elisabeth M.-L.",,,"2018-08-30T12:29:48Z","2017-06-11T23:35:00Z||2018-08-30T12:29:48Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/111412","en",,,,,"Effects of Antioxidants on Photoionization of Biomolecules","Conference Poster","Metadata only",,,"2017-06-11T23:35:36Z",,"pub:172815",,"yes","International Ultraviolet Association (IUVA) UV Research Frontiers Conference 2015","May 19-22, 2015","Leeuwarden, Netherlands",,,,,,,"imp59365404d4d7459261",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,,,,"unpublished",,,,,,,,,"2018-08-30T12:29:50Z","2018-08-30T12:29:50Z","true",,"ECIT",,
"103138","20.500.11850/9","Papritz, Andreas Jürg||Ramirez-Lopez, L.||Baltensweiler, Andri||Walthert, Lorenz",,,"2017-06-11T18:45:08Z","2017-06-11T18:45:08Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/103171","de","German Soil Science Society",,,,"Kartierung physikalischer Eigenschaften Schweizer Waldböden mit geostatistischen Methoden","Conference Poster","Metadata only",,,"2017-06-11T18:46:08Z",,"pub:161371",,"yes","Workshop of working group 'Digital Soil Mapping' of German Soil Science Society","March 31, 2015","Tübingen, Germany",,,,,,,"imp59365361a7ba919190",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,"Tübingen","unpublished",,,,,,,,,"2017-07-31T12:31:13Z","2021-02-14T13:10:58Z","true",,"ECIT",,
"106196","20.500.11850/3","Suess, Elke||Mehlhorn, Judith||Planer-Friedrich, Britta",,,"2017-06-11T20:30:45Z","2017-06-11T20:30:45Z","2015",,,,,,"0883-2927||1872-9134",,"10.1016/j.apgeochem.2014.11.017","http://hdl.handle.net/20.500.11850/106229","en","Elsevier",,,,"Anoxic, ethanolic, and cool - An improved method for thioarsenate preservation in iron-rich waters","Journal Article","Metadata only",,,"2017-06-11T20:30:53Z",,"pub:166333",,"yes",,,,,,,,,,"imp593653a2cb5b270697","000034369",,,"000363465600018","Appl. geochem.",,"Applied Geochemistry","62","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","03933","03933",,"233","224","Amsterdam","published",,,,,,,,,"2017-07-13T17:57:52Z","2018-11-02T20:24:27Z","true",,"ECIT",,
"100795","20.500.11850/9","Tecon, Robin||Or, Dani",,,"2017-06-11T17:24:33Z","2017-06-11T17:24:33Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/100828","en","European Science Foundation",,,,"Interaction and self-organization of mutualistic bacterial consortia on hydrated surfaces","Conference Poster","Metadata only",,,"2017-06-11T17:25:13Z",,"pub:158337",,"yes","ESF-EMBO Symposium on Bacterial Networks, BacNet 15","May 9-14, 2015","Sant Feliu de Guíxols, Spain",,,,,,,"imp5936532b629cc33340",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,"Sant Feliu de Guíxols","published",,,,,,,,,"2017-07-13T02:49:25Z","2021-02-14T12:55:57Z","true",,"ECIT",,
"103130","20.500.11850/10","Or, Dani||Ruiz, Siul||Schymanski, Stan",,,"2017-06-11T18:42:54Z","2017-06-11T18:42:54Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/103163","en","European Geosciences Union",,,,"The mechanics and energetics of soil bioturbation by earthworms and plant roots-Impacts on soil structure generation and maintenance","Other Conference Item","Metadata only",,,"2017-06-11T18:42:59Z",,"pub:161363",,"yes","European Geosciences Union, General Assembly 2015","April 12-17, 2015","Vienna, Austria",,,,,,,"imp593653619322682853",,,,,,,"EGU General Assembly Conference Abstracts","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,"5120","Wien","published",,,,,,,,,"2017-07-18T17:25:46Z","2021-02-14T13:10:50Z","true","1 p.","ECIT",,
"112485","20.500.11850/10","von Känel, Lukas||Frölicher, Thomas L.||Gruber, Nicolas",,,"2017-06-12T00:13:12Z","2017-06-12T00:13:12Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/112518","en","American Geophysical Union",,,,"Patterns of the Oceanic Redistribution of Heat and Carbon during Global Warming Hiatus Periods in a Large Earth System Model Ensemble","Other Conference Item","Metadata only",,,"2017-06-12T00:14:44Z",,"pub:174073",,"yes","Fall Meeting of the American Geophysical Union (AGU Fall meeting 2015)","December 14-18, 2015","San Francisco, CA, USA",,,,,,,"imp593654156893876185",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,,"San Francisco, CA","published",,,,,,,,,"2017-07-14T16:34:34Z","2018-11-02T22:17:40Z","true",,"ECIT",,
