id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.projectLeader,dc.contributor.projectManager,dc.contributor.projectMember,dc.contributor.researchGroup,dc.contributor.researcher,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isDerivedFrom,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"301073","20.500.11850/4","Leslie, Michael D.||Ridoli, Melanie||Murphy, Jennifer G.||Borduas-Dedekind, Nadine",,,,,,,,,,,"2019-07-12T12:46:34Z","2019-06-03T03:56:13Z||2019-06-03T09:01:14Z||2019-07-12T12:46:34Z","2019-05-01","2019-03-26",,"application/pdf","10.3929/ethz-b-000345063",,"2050-7887||2050-7895",,"10.1039/c9em00003h","http://hdl.handle.net/20.500.11850/345063","en","RSC Publ.","Creative Commons Attribution-NonCommercial 3.0 Unported","http://creativecommons.org/licenses/by-nc/3.0/",,"Isocyanic acid (HNCO) and its fate in the atmosphere: a review",,"Review Article","Open access",,,,"2019-06-03T03:56:19Z",,,,,"yes",,,,,,,,,,,,,"85066095669",,"000468787800003","Environ Sci Process Impacts","5","Environmental Science: Processes & Impacts","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,"808","793","Cambrigde","published",,,,,,,,,,,,,"true","2019-06-03T09:01:27Z","2023-02-06T17:25:49Z","true",,"SCOPUS",,,"publishedVersion",
"295532","20.500.11850/3","Righetti, Damiano||Vogt, Melke||Gruber, Nicolas||Psomas, Achilleas||Zimmermann, Niklaus E.",,,,,,,,,,,"2019-06-03T12:28:37Z","2019-06-01T02:30:07Z||2019-06-03T12:28:37Z","2019-05-01","2019-05-15","Despite their importance to ocean productivity, global patterns of marine phytoplankton diversity remain poorly characterized. Although temperature is considered a key driver of general marine biodiversity, its specific role in phytoplankton diversity has remained unclear. We determined monthly phytoplankton species richness by using niche modeling and >540,000 global phytoplankton observations to predict biogeographic patterns of 536 phytoplankton species. Consistent with metabolic theory, phytoplankton richness in the tropics is about three times that in higher latitudes, with temperature being the most important driver. However, below 19°C, richness is lower than expected, with ~8°– 14°C waters (~35° to 60° latitude) showing the greatest divergence from theoretical predictions. Regions of reduced richness are characterized by maximal species turnover and environmental variability, suggesting that the latter reduces species richness directly, or through enhancing competitive exclusion. The nonmonotonic relationship between phytoplankton richness and temperature suggests unanticipated complexity in responses of marine biodiversity to ocean warming.","application/pdf","10.3929/ethz-b-000344965",,"2375-2548",,"10.1126/sciadv.aau6253","http://hdl.handle.net/20.500.11850/344965","en","AAAS","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Global pattern of phytoplankton diversity driven by temperature and environmental variability",,"Journal Article","Open access",,,,"2019-06-01T02:30:15Z",,,,,"yes",,,,,,,,,,,,,"85065869076",,"000470125000017","Sci Adv","5","Science Advances","5","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,"eaau6253","Washington, DC","published",,,,,"10.3929/ethz-b-000383503",,,,,,,,"true","2019-06-03T12:28:54Z","2021-02-15T04:41:42Z","true","11 p.","SCOPUS",,,"publishedVersion",
"297767","20.500.11850/3","Carter, Brendan R.||Feely, Richard A.||Wanninkhof, Rik H.||Kouketsu, Shinya||Sonnerup, Rolf E.||Pardo, Paula C.||Sabine, Christopher L.||Johnson, Gregory C.||Sloyan, Bernadette M.||Murata, Akihiko M.||Mecking, Sabine||Tilbrook, Bronte D.||Speer, Kevin G.||Talley, Lynne D.||Millero, Frank J.||Wijffels, Susan||MacDonald, Alison M.||Gruber, Nicolas||Bullister, John L.",,,,,,,,,,,"2019-06-19T09:22:15Z","2019-06-19T02:13:56Z||2019-06-19T09:22:15Z","2019-05","2019-04-29","We estimate anthropogenic carbon (Canth) accumulation rates in the Pacific Ocean between 1991 and 2017 from 14 hydrographic sections that have been occupied two to four times over the past few decades, with most sections having been recently measured as part of the Global Ocean Ship‐based Hydrographic Investigations Program. The rate of change of Canth is estimated using a new method that combines the extended multiple linear regression method with improvements to address the challenges of analyzing multiple occupations of sections spaced irregularly in time. The Canth accumulation rate over the top 1,500 m of the Pacific increased from 8.8 (±1.1, 1σ) Pg of carbon per decade between 1995 and 2005 to 11.7 (±1.1) PgC per decade between 2005 and 2015. For the entire Pacific, about half of this decadal increase in the accumulation rate is attributable to the increase in atmospheric CO2, while in the South Pacific subtropical gyre this fraction is closer to one fifth. This suggests a substantial enhancement of the accumulation of Canth in the South Pacific by circulation variability and implies that a meaningful portion of the reinvigoration of the global CO2 sink that occurred between ~2000 and ~2010 could be driven by enhanced ocean Canth uptake and advection into this gyre. Our assessment suggests that the accuracy of Canth accumulation rate reconstructions along survey lines is limited by the accuracy of the full suite of hydrographic data and that a continuation of repeated surveys is a critical component of future carbon cycle monitoring.","application/pdf","10.3929/ethz-b-000348409",,"0886-6236||1944-9224",,"10.1029/2018GB006154","http://hdl.handle.net/20.500.11850/348409","en","American Geophysical Union","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/",,"Pacific Anthropogenic Carbon Between 1991 and 2017",,"Journal Article","Open access",,,,"2019-06-19T02:14:02Z",,,,,"yes",,,,,,,,,,,,,,,"000470318300005","Glob. biogeochem. cycles","5","Global Biogeochemical Cycles","33","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"617","597","Washington, DC","published",,,,,,,,,,,,,"true","2019-06-19T09:22:47Z","2021-02-15T04:49:48Z","true",,"WOS",,,"publishedVersion",
"337100","20.500.11850/10","Sander, Michael",,,,,,,,,,,"2020-02-20T14:12:54Z","2020-01-20T16:26:31Z||2020-02-20T14:05:16Z||2020-02-20T14:12:54Z","2019-04-29",,,,,,,,,"http://hdl.handle.net/20.500.11850/392336","en",,,,,"Microbial bio-transformation of synthetic polymers in agricultural soils: Development of analytical tools to advance a mechanistic process understanding",,"Other Conference Item","Metadata only",,,,"2020-01-20T16:26:39Z",,,,,"yes","TransCon2019","April 28 - May 3, 2019","Ascona, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Conference lecture on 29 April 2019",,,,"unpublished",,,,,,,,,,,,,,"2020-02-20T14:05:29Z","2021-02-15T08:11:59Z","true",,"FORM",,,,
"337040","20.500.11850/41","Wefing, Anne-Marie",,,,,,,,,,,"2020-02-20T11:47:44Z","2020-01-27T09:00:56Z||2020-02-20T11:47:44Z","2019-04-26",,,,,,,,,"http://hdl.handle.net/20.500.11850/394089","en",,,,,"Tracing Atlantic Waters in the Fram Strait and the Arctic Ocean using 129I and 236U",,"Presentation","Metadata only",,,,"2020-01-27T09:01:04Z",,,,,"yes","IBP PhD Congress 2019","April 26, 2019","Dübendorf, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Presentation on 26 April 2019",,,,"unpublished",,,,,,,,,,,,,,"2020-02-20T11:47:56Z","2020-02-20T11:47:56Z","true",,"FORM",,,,
"341564","20.500.11850/10","Köhn, Eike||Münnich, Matthias||Vogt, Meike||Gruber, Nicolas",,,,,,,,,,,"2020-03-27T08:00:30Z","2020-01-27T09:06:41Z||2020-03-27T08:00:30Z","2019-04-26",,,,,,,,,"http://hdl.handle.net/20.500.11850/394095","en","ETH Zurich",,,,"Oxygen extreme events in the Eastern Tropical Pacific",,"Other Conference Item","Metadata only","IBP PhD Congress 2019. Poster abstracts 2019",,,"2020-01-27T09:06:49Z",,,,,"yes","IBP PhD Congress 2019","April 26, 2019","Dübendorf, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"26","26","Zurich","published",,,,,,"https://ibp.ethz.ch/education/PhD.html",,,,,,,,"2020-03-27T08:00:58Z","2021-02-15T09:41:21Z","true",,"FORM",,,,
"341691","20.500.11850/10","Hofmann Elizondo, Urs",,,,,,,,,,,"2020-03-27T13:46:30Z","2020-01-21T17:23:13Z||2020-03-27T13:46:30Z","2019-04-26",,,,,,,,,"http://hdl.handle.net/20.500.11850/392785","en","ETH Zurich",,,,"Marine biomes based on global species occurrence projections",,"Other Conference Item","Metadata only","IBP PhD Congress 2019. Poster abstracts 2019",,,"2020-01-21T17:23:23Z",,,,,"yes","IBP PhD Congress 2019","April 26, 2019","Dübendorf, Switzerland",,,,"X-EBUS: Extreme Ocean Weather Events and their Role for Ocean Biogeochemistry and Ecosystems in Eastern Boundary Upwelling Systems","175787","10.13039/501100001711","SNF","Projekte MINT",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,"20","20","Zurich","published",,,,,,,,,,,,,,"2020-03-27T13:46:40Z","2022-03-29T01:39:44Z","true",,"FORM",,,,
"294569","20.500.11850/4","Lombard, Fabien||Boss, Emmanuel||Waite, Anya M.||Vogt, Meike||Uitz, Julia||Stemmann, Lars||Sosik, Heidi M.||Schulz, Jan||Romagnan, Jean-Baptiste||Picheral, Marc||Pearlman, Jay||Ohman, Mark D.||Niehoff, Barbara||Möller, Klas O.||Miloslavich, Patricia||Lara-Lpez, Ana||Kudela, Raphael||Lopes, Rubens M.||Kiko, Rainer||Karp-Boss, Lee||Jaffe, Jules S.||Iversen, Morten H.||Irisson, Jean-Olivier||Fennel, Katja||Hauss, Helena||Guidi, Lionel||Gorsky, Gaby||Giering, Sarah L.C.||Gaube, Peter||Gallager, Scott||Dubelaar, George||Cowen, Robert K.||Carlotti, François||Briseño-Avena, Christian||Berline, Léo||Benoit-Bird, Kelly||Bax, Nicholas||Batten, Sonia||Ayata, Sakina-Dorothée||Artigas, Luis F.||Appeltans, Ward",,,,,,,,,,,"2019-05-23T15:15:34Z","2019-05-23T04:24:25Z||2019-05-23T15:15:34Z","2019-04-25",,"In this paper we review the technologies available to make globally quantitative observations of particles in general—and plankton in particular—in the world oceans, and for sizes varying from sub-microns to centimeters. Some of these technologies have been available for years while others have only recently emerged. Use of these technologies is critical to improve understanding of the processes that control abundances, distributions and composition of plankton, provide data necessary to constrain and improve ecosystem and biogeochemical models, and forecast changes in marine ecosystems in light of climate change. In this paper we begin by providing the motivation for plankton observations, quantification and diversity qualification on a global scale. We then expand on the state-of-the-art, detailing a variety of relevant and (mostly) mature technologies and measurements, including bulk measurements of plankton, pigment composition, uses of genomic, optical and acoustical methods as well as analysis using particle counters, flow cytometers and quantitative imaging devices. We follow by highlighting the requirements necessary for a plankton observing system, the approach to achieve it and associated challenges. We conclude with ranked action-item recommendations for the next 10 years to move toward our vision of a holistic ocean-wide plankton observing system. Particularly, we suggest to begin with a demonstration project on a GO-SHIP line and/or a long-term observation site and expand from there, ensuring that issues associated with methods, observation tools, data analysis, quality assessment and curation are addressed early in the implementation. Global coordination is key for the success of this vision and will bring new insights on processes associated with nutrient regeneration, ocean production, fisheries and carbon sequestration.","application/pdf","10.3929/ethz-b-000343600",,"2296-7745",,"10.3119/fmars.2019.00196","http://hdl.handle.net/20.500.11850/343600","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","plankton||imaging||OceanObs||autonomous platforms||global observing||EOVs||ECVs","Globally Consistent Quantitative Observations of Planktonic Ecosystems",,"Review Article","Open access",,,,"2019-05-23T04:24:29Z",,,,,"yes",,,,,,,,,,,,,,,"000467010900001",,,"Frontiers in Marine Science","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,"196","Lausanne","published",,,,,,,,,,,,,"true","2019-05-23T15:15:46Z","2023-02-06T17:08:20Z","true","21 p.","WOS",,,"publishedVersion",
"327911","20.500.11850/3","Benedetti, Fabio||Jalabert, Laëtitia||Sourisseau, Marc||Becker, Beatriz||Cailliau, Caroline||Desnos, Corinne||Elineau, Amanda||Irisson, Jean-Olivier||Lombard, Fabien||Picheral, Marc||Stemmann, Lars||Pouline, Patrick",,,,,,,,,,,"2020-01-10T10:36:15Z","2020-01-10T10:30:19Z||2020-01-10T10:36:15Z","2019-04-24",,"Marine Protected Areas have become a major tool for the conservation of marine biodiversity and resources. Yet our understanding of their efficacy is often limited because it is measured for a few biological components, typically top predators or species of commercial interest. To achieve conservation targets, marine protected areas can benefit from ecosystem-based approaches. Within such an approach, documenting the variation of plankton indicators and their covariation with climate is crucial as plankton represent the base of the food webs. With this perspective, we sought to document the variations in the emerging properties of the plankton to better understand the dynamics of the pelagic fishes, mammals and seabirds that inhabit the region. For the first time, we analyze the temporal variations of the entire plankton community of one of the widest European protected areas, the Parc Naturel Marin de la Mer d’Iroise. We used data from several sampling transects carried out in the Iroise Sea from 2011 to 2015 to explore the seasonal and inter-annual variations of phytoplankton and mesozooplankton abundance, composition and size, as well as their covariation with abiotic variables, through multiple multivariate analyses. Overall, our observations are coherent with the plankton dynamics that have been observed in other regions of the North-East Atlantic. We found that both phytoplankton and zooplankton show consistent seasonal patterns in taxonomic composition and size structure but also display inter-annual variations. The spring bloom was associated with a higher contribution of large chain-forming diatoms compared to nanoflagellates, the latter dominating in fall and summer. Dinoflagellates show marked inter-annual variations in their relative contribution. The community composition of phytoplankton has a large impact on the mesozooplankton together with the distance to the coast. The size structure of the mesozooplankton community, examined through the ratio of small to large copepods, also displays marked seasonal patterns. We found that larger copepods (members of the Calanidae) are more abundant in spring than in summer and fall. We propose several hypotheses to explain the observed temporal patterns and we underline their importance for understanding the dynamics of other components of the food-web (such as sardines). Our study is a first step toward the inclusion of the planktonic compartment into the planning of the resources and diversity conservation within the Marine Protected Area.","application/pdf","10.3929/ethz-b-000341187",,"2296-7745","http://hdl.handle.net/20.500.11850/389118||http://hdl.handle.net/20.500.11850/341187","10.3389/fmars.2019.00214","http://hdl.handle.net/20.500.11850/341187||http://hdl.handle.net/20.500.11850/389192","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Plankton||Marine Protected Area||size structure||Seasonality||Copepod","The Seasonal and Inter-Annual Fluctuations of Plankton Abundance and Community Structure in a North Atlantic Marine Protected Area",,"Journal Article","Open access",,"DDC - DDC::5 - Science::570 - Life sciences",,"2019-05-08T10:54:30Z",,,,,"yes",,,,,,,,,,,,,"85064661606",,"000465455700002",,,"Frontiers in Marine Science","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","02721||03731","03731",,,"214","Lausanne","published",,,,,,,,,,,,,"true","2020-01-10T10:30:28Z","2021-02-15T07:15:03Z","true","16 p.","FORM||WOS",,,"publishedVersion",
"280013","20.500.11850/3","Guédron, Stéphane||Tolu, Julie||Brisset, Elodie||Sabatier, Pierre||Perrot, Vincent||Bouchet, Sylvain||Develle, Anne Lise||Bindler, Richard||Cossa, Daniel||Fritz, Sherilyn C.||Baker, Philip A.",,,,,,,,,,,"2019-02-07T14:42:49Z","2019-02-01T09:08:58Z||2019-02-07T14:42:49Z","2019-04-20","2019-01-24",,,,,"0048-9697||1879-1026",,"10.1016/j.scitotenv.2019.01.294","http://hdl.handle.net/20.500.11850/322416","en","Elsevier",,,"Mercury||Paleolimnology||Holocene||Anthropogenic activities and volcanism||Organic biomarkers","Late Holocene volcanic and anthropogenic mercury deposition in the western Central Andes (Lake Chungará, Chile)",,"Journal Article","Metadata only",,,,"2019-02-01T09:09:04Z",,,,,"yes",,,,,,,,,,,,,"85060585873",,"000459163900093","Sci. Total Environ.",,"Science of The Total Environment","662","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","03933","03933",,"914","903","Amsterdam","published",,,,,,,,,,,,,,"2019-02-07T14:42:59Z","2022-03-28T22:14:56Z","true",,"FORM",,,,
"338551","20.500.11850/10","Brennan, Killian||Borduas-Dedekind, Nadine||David, Robert",,,,,,,,,,,"2020-03-03T13:23:49Z","2020-01-20T11:21:29Z||2020-03-03T13:23:49Z","2019-04-12",,,"application/pdf","10.3929/ethz-b-000392044",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/392044","en","Copernicus Publications","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Heterogeneity of ice nucleating particles measured in Swiss alpine snow samples",,"Other Conference Item","Open access",,,,"2020-01-20T11:21:37Z",,,,,"yes","EGU General Assembly 2019","April 7-12, 2019","Vienna, Austria",,,,"Organic aerosols’ impact on aerosol-cloud interactions in mixed-phase clouds","179703","10.13039/501100001711","SNF","Ambizione",,,,,"GRA",,"Geophysical Research Abstracts","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Poster presented on 12 April 2019",,"EGU2019-479","Göttingen","published",,,,,,,,,,,,,,"2020-03-03T13:24:01Z","2021-02-15T08:29:35Z","true","1 p.","FORM",,,"publishedVersion",
"336908","20.500.11850/41","Sander, Michael",,,,,,,,,,,"2020-02-19T14:42:12Z","2020-01-20T16:24:55Z||2020-02-19T14:42:12Z","2019-04-11",,,,,,,,,"http://hdl.handle.net/20.500.11850/392334","en",,,,,"Adsorption processes and enzymatic transformations at solid-water interfaces: An environmental chemist’s perspective on using quartz crystal microbalance with dissipation monitoring",,"Presentation","Metadata only",,,,"2020-01-20T16:25:03Z",,,,,"yes","5th Meeting of Swiss Analytical Scientists (CHanalysis 2019)","April 11-12, 2019","Beatenberg, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850","Conference lecture on 11 April 2019",,,,"unpublished",,,,,,,,,,,,,,"2020-02-19T14:42:22Z","2021-02-15T08:10:07Z","true",,"FORM",,,,
"327849","20.500.11850/9","Papritz, Andreas Jürg||Lehmann, Peter||Gupta, Surya||Bonetti, Sara||Or, Dani",,,,,,,,,,,"2020-01-10T08:27:38Z","2020-01-10T06:04:19Z||2020-01-10T06:19:37Z||2020-01-10T06:21:37Z||2020-01-10T08:27:38Z","2019-04-11",,,"application/pdf","10.3929/ethz-b-000389078",,,,,"http://hdl.handle.net/20.500.11850/389078","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Estimating parameters of soil hydraulic functions by nonlinear programming",,"Conference Poster","Open access",,,,"2020-01-10T06:04:32Z",,,,,"yes","EGU General Assembly 2019","April 7-12, 2019","Vienna, Austria",,,,,,,,,,,,,,,"Geophysical Research Abstracts","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812","Poster presented on April 11, 2019",,"EGU2019-12377","Göttingen","published",,,,,,,,,,,,,,"2020-01-10T06:19:47Z","2021-02-15T07:14:48Z","true","1 p.","FORM",,,"publishedVersion",
