id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.projectLeader,dc.contributor.projectMember,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.description.software,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isContinuedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"234281","20.500.11850/3","van Vliet, Simon||Dal Co, Alma||Winkler, Annina R.||Spriewald, Stefanie||Stecher, Bärbel||Ackermann, Martin",,,,,,,,"2018-05-08T12:37:03Z","2018-04-28T04:44:12Z||2018-05-08T12:37:03Z",,"2018-04-25","2018-04-11",,,,,"2405-4720",,"10.1016/j.cels.2018.03.009","http://hdl.handle.net/20.500.11850/261491","en","Cell Press",,,,"Spatially Correlated Gene Expression in Bacterial Groups: The Role of Lineage History, Spatial Gradients, and Cell-Cell Interactions","Journal Article","Metadata only",,,,"2018-04-28T04:44:28Z",,,,,,"yes",,,,,,,,,,,,,"85045758432",,"000432192100012","Cell Syst","4","Cell Systems","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03743 - Ackermann, Martin / Ackermann, Martin","03743","03743",,"507.e6","496","Cambridge, MA","published",,,,,,,,,,,,,,,"2018-05-08T12:37:07Z","2023-02-06T15:29:36Z","true",,"SCOPUS",,,,
"290365","20.500.11850/9","Righetti, Damiano||Vogt, Meike||Gruber, Nicolas||Psomas, Achilleas||Zimmermann, Niklaus E.",,,,,,,,"2019-04-15T14:35:00Z","2019-01-29T15:24:00Z||2019-04-09T13:14:58Z||2019-04-15T14:35:00Z",,"2018-04-19",,,,,,,,,"http://hdl.handle.net/20.500.11850/321023","en","Swiss Global Change Day",,,,"Global and latitudinal biodiversity of marine phytoplankton","Conference Poster","Metadata only",,,,"2019-01-29T15:24:02Z",,,,,,"yes","19thSwiss Global Change Day","April 19, 2018","Bern, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,,"S.l.","published",,,,,,,,,,,,,,,"2019-04-15T14:35:14Z","2019-04-15T14:35:14Z","true",,"FORM",,,,
"284600","20.500.11850/41","Gruber, Nicolas",,,,,,,,"2019-03-08T16:13:25Z","2019-01-29T14:43:08Z||2019-03-08T16:13:25Z",,"2018-04-18",,,,,,,,,"http://hdl.handle.net/20.500.11850/320983","en",,,,,"Decadal variability of the Southern Ocean carbon sink","Presentation","Metadata only",,,,"2019-01-29T14:43:13Z",,,,,,"yes","Lecture at the Yale University","April 18, 2018","New Haven, CT, USA",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,,,"unpublished",,,,,,,,,,,,,,"false","2019-03-08T16:13:35Z","2019-03-08T16:13:35Z","true",,"FORM",,,,
"288408","20.500.11850/10","Righetti, Damiano||Vogt, Meike||Gruber, Nicolas||Guilhaumon, Francois||Ayata, Sakina-Dorothée",,,,,,,,"2019-04-01T16:21:18Z","2019-01-29T15:20:25Z||2019-03-22T13:58:49Z||2019-04-01T16:21:18Z",,"2018-04-13",,,,,,,,,"http://hdl.handle.net/20.500.11850/321019","en",,,,,"Patterns of phytoplankton diversity and cell size in the global ocean","Other Conference Item","Metadata only",,,,"2019-01-29T15:20:44Z",,,,,,"yes","The Annual Meeting of the Specialist Group for Macroecology","April 10-13, 2018","Birmensdorf, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","Conference lecture on 13 April 2018",,,,"unpublished",,,,,,,,,,,,,,,"2019-04-01T16:21:28Z","2023-02-06T16:59:56Z","true",,"FORM",,,,
"248918","20.500.11850/21","Brugger, Fritz||Müller, Stefanie||Zanetti, Jessica||Winkler, Mirko||Knoblauch, Astrid||Wehrli, Bernhard",,,,,,,,"2018-08-16T13:27:39Z","2018-08-15T14:10:16Z||2018-08-15T15:02:21Z||2018-08-16T06:13:58Z||2018-08-16T10:13:45Z||2018-08-16T13:27:39Z",,"2018-04-11","2018-08-16","Artisanal and small-scale gold mining (ASGM) has become part of the livelihood strategy for a large part of the rural population in Burkina Faso. This interdisciplinary and exploratory research on four mining sites in the Center North region of Burkina Faso investigates the impact on soil and water caused by the widespread use of mercury and cyanide in the extraction process. Hotspots of contamination are found at the processing and tailing sites. Further, it quantifies the health burden of the mining community due to cyanide exposure. The results show elevated cyanide concentrations and related health patterns for workers exposed to cyanide. Finally, the socio-economic analysis reveals different mechanisms how agriculture and ASGM activities interact at the household level and how labor and capital is allocated. The findings suggest to expand development support from a predominantly agricultural focus towards an explicit livelihood approach that includes ASGM reality. This includes engagement on the ASGM work site for awareness rising in health and environmental issues as well as supporting means to more effectively and sustainably combine mining and agriculture.","application/pdf","10.3929/ethz-b-000282708",,,,,"http://hdl.handle.net/20.500.11850/282708","en","NADEL Center for Development and Cooperation, ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Mining contamination||Cyanide||Burkina Faso||Gold||Health||Rural development||Mercury||Environmental impact","Small-scale gold mining in Burkina Faso: Health effects, environmental burden and socio-economic interactions with agriculture","Report","Open access",,,,"2018-08-15T14:10:17Z",,,,,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02045 - Dep. Geistes-, Sozial- u. Staatswiss. / Dep. of Humanities, Social and Pol.Sc.::01859 - Lehre Geistes-, Sozial- und Staatswiss.::01857 - SR Geistes-,Sozial- und Staatsw.::01865 - MAS ETH Entwicklung und Zusammenarbeit / MAS ETH in Development and Cooperation","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03328 - Wehrli, Bernhard (emeritus) / Wehrli, Bernhard (emeritus)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02045 - Dep. Geistes-, Sozial- u. Staatswiss. / Dep. of Humanities, Social and Pol.Sc.::01859 - Lehre Geistes-, Sozial- und Staatswiss.::01857 - SR Geistes-,Sozial- und Staatsw.::01865 - MAS ETH Entwicklung und Zusammenarbeit / MAS ETH in Development and Cooperation","03328||01865","03328||01865",,,,"Zurich","published",,,,,,,,,,,,,,,"2018-08-16T06:14:04Z","2023-02-06T15:46:19Z","true","36 p.","FORM",,"Project Report",,
"273465","20.500.11850/10","Bickel, Samuel||Or, Dani",,,,,,,,"2019-01-15T07:24:47Z","2019-01-14T16:20:14Z||2019-01-15T07:24:47Z",,"2018-04-10",,,"application/pdf","10.3929/ethz-b-000315679",,,,,"http://hdl.handle.net/20.500.11850/315679","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Climate and soil properties affect diversity and abundance of soil microbial life across scales – from grains to biomes","Other Conference Item","Open access",,,,"2019-01-14T16:20:17Z",,,,,,"yes","EGU General Assembly 2018","April 8-13, 2018","Vienna, Austria",,,,,,,,,,,,,,,,"20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812","Poster presented on April 10, 2018",,"EGU2018-8486","Göttingen","published",,,,,,,,,,,,,,,"2019-01-15T07:25:06Z","2021-02-15T03:18:29Z","true","1 p.; poster 1 p.","FORM",,,"publishedVersion",
"245280","20.500.11850/10","Tecon, Robin||Ebrahimi, Ali||Kleyer, Hannah||Or, Dani",,,,,,,,"2018-07-25T08:34:27Z","2018-07-25T08:16:40Z||2018-07-25T08:34:27Z",,"2018-04-10",,,,,,,,,"http://hdl.handle.net/20.500.11850/278094","en","Copernicus Publications",,,,"Hydration conditions affect cell-to-cell bacterial interactions in porous media","Other Conference Item","Metadata only",,,,"2018-07-25T08:16:43Z",,,,,,"yes","EGU General Assembly 2018","April 8-13, 2017","Vienna, Austria",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,"EGU2018-6380","Gottingen","published",,,,,,,,,,,,,,,"2018-07-25T08:34:29Z","2022-03-28T20:42:39Z","true","1 p.","FORM",,,,
"289550","20.500.11850/10","Nissen, Cara||Vogt, Meike||Münnich, Matthias||Gruber, Nicolas",,,,,,,,"2019-04-09T12:28:03Z","2019-01-29T15:58:46Z||2019-04-09T12:28:03Z",,"2018-04-06",,,,,,,,,"http://hdl.handle.net/20.500.11850/321053","en","ETH Zürich",,,,"Coccolithophore controls on the Southern Ocean biogeochemistry","Other Conference Item","Metadata only","IBP PhD Congress Poster Abstracts 2018",,,"2019-01-29T15:58:50Z",,,,,,"yes","11th IBP PhD Congress","April 6, 2018","Zurich, Switzerland",,,,"SOGate: Phytoplankton ecosystem control of the Southern Ocean biogeochemical gate","153452","10.13039/501100001711","SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731","The Poster was presented in the Poster Session A, under the number A20.","30","30","Zürich","published",,,,,,,,,,,,,,,"2019-04-09T12:28:07Z","2019-04-09T12:28:07Z","true",,"FORM",,,,
"276161","20.500.11850/9","Ben Said, Sami||Tecon, Robin||Or, Dani",,,,,,,,"2019-01-23T11:25:08Z","2019-01-23T11:11:39Z||2019-01-23T11:25:08Z",,"2018-04-06",,,"application/pdf","10.3929/ethz-b-000318909",,,,,"http://hdl.handle.net/20.500.11850/318909","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"The assembly of misfits: harnessing the power of microbial ecology","Conference Poster","Open access",,,,"2019-01-23T11:11:43Z",,,,,,"yes","Institute of Biogeochemistry and Pollutant Dynamics Congress PhD (IBP PhD 2018)","April 10, 2018","Dübendorf, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,,,"Zurich","published",,,,,,,,,,,,,,,"2019-01-23T11:25:20Z","2021-02-15T03:24:47Z","true","1 p.","FORM",,,"publishedVersion",
"276380","20.500.11850/41","Davis, Caroline",,,,,,,,"2019-01-24T08:31:50Z","2019-01-23T16:36:09Z||2019-01-24T08:31:50Z",,"2018-04-06",,,,,,,,,"http://hdl.handle.net/20.500.11850/319084","en",,,,,"Environmental Photodegradation of diarylamines reveals an unexpected kinetic solvent isotope effect","Presentation","Metadata only",,,,"2019-01-23T16:36:14Z",,,,,,"yes","11th IBP PhD Congress 2018","April 6, 2018","Zurich, Switzerland",,,,"Electron transfer properties of photoexcited natural organic matter","156198","10.13039/501100001711","SNF","Projekte MINT",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,,,,"unpublished",,,,,,,,,,,,,,,"2019-01-24T08:32:14Z","2022-03-28T22:08:18Z","true",,"FORM",,,,
"289565","20.500.11850/10","Feinberg, Aryeh I.||Stenke, Andrea||Peter, Thomas||Winkel, Lenny H.E.",,,,,,,,"2019-04-09T13:01:12Z","2019-01-29T19:52:03Z||2019-04-09T12:59:37Z||2019-04-09T13:01:12Z",,"2018-04-06",,,,,,,,,"http://hdl.handle.net/20.500.11850/321140","en","ETH Zürich",,,,"Evidence for long-range atmospheric selenium transport","Other Conference Item","Metadata only","IBP PhD Congress Poster Abstracts 2018",,,"2019-01-29T19:52:18Z",,,,,,"yes","11th IBP PhD Congress","April 6, 2018","Zurich, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03933 - Winkel, Lenny / Winkel, Lenny","03933","03933","The Poster was presented in the Poster Session B, under the number B20.","51","51","Zürich","published",,,,,,,,,,,,,,,"2019-04-09T12:59:56Z","2019-04-09T13:01:20Z","true",,"FORM",,,,
"461268","20.500.11850/3","Heckel, Benjamin||McNeill, Kristopher||Elsner, Martin",,,,,,,,"2022-08-02T09:05:50Z","2018-04-16T04:07:39Z||2018-04-17T10:44:17Z||2022-08-02T09:05:50Z",,"2018-04-06","2018-02-26","Chlorinated ethenes are toxic groundwater contaminants. Although they can be dechlorinated by microorganisms, reductive dehalogenases, and their corrinoid cofactor, biochemical reaction mechanisms remain unsolved. This study uncovers a mechanistic shift revealed by contrasting compound-specific carbon (ε13C) and chlorine (ε37Cl) isotope effects between perchloroethene, PCE (ε37Cl = −4.0‰) and cis-dichloroethene, cis-DCE (ε37Cl = −1.5‰), and a pH-dependent shift for trichloroethene, TCE (from ε37Cl = −5.2‰ at pH 12 to ε37Cl = −1.2‰ at pH 5). Different pathways are supported also by pH-dependent reaction rates, TCE product distribution, and hydrogen isotope effects. Mass balance deficits revealed reversible and irreversible cobalamin-substrate association, whereas high-resolution mass spectrometry narrowed down possible structures to chloroalkyl and chlorovinyl cobalamin complexes. Combined experimental evidence is inconsistent with initial electron transfer or alkyl or vinyl complexes as shared intermediates of both pathways. In contrast, it supports cobalamin chlorocarbanions as key intermediates from which Cl– elimination produces vinyl complexes (explaining rates and products of TCE at high pH), whereas protonation generates less reactive alkyl complexes (explaining rates and products of TCE at low pH). Multielement isotope effect analysis holds promise to identify these competing mechanisms also in real dehalogenases, microorganisms, and even contaminated aquifers.","application/pdf","10.3929/ethz-b-000258198",,"2155-5435",,"10.1021/acscatal.7b02945","http://hdl.handle.net/20.500.11850/258198","en","American Chemical Society","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","outer-sphere single-electron transfer||reductive dehalogenation||kinetic isotope effect||groundwater contamination||chlorinated ethenes||trichloroethene||mechanistic study||cobalamin","Chlorinated Ethene Reactivity with Vitamin B12 Is Governed by Cobalamin Chloroethylcarbanions as Crossroads of Competing Pathways","Journal Article","Open access",,,,"2018-04-16T04:07:51Z",,,,,,"yes",,,,,,,,,,,,,"85045097954",,"000430154100050","ACS Catal.","4","ACS Catalysis","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03850 - McNeill, Kristopher / McNeill, Kristopher","03850","03850",,"3066","3054","Washington, DC","published",,,,,,,,,,,,,,,"2018-04-17T10:44:19Z","2023-02-07T04:57:25Z","true",,"SCOPUS",,,"publishedVersion",
"455691","20.500.11850/22","Nissen, Cara||Vogt, Meike||Münnich, Matthias||Gruber, Nicolas||Haumann, Alexander",,,,,,,,"2022-06-21T13:57:37Z","2018-11-20T08:46:22Z||2018-11-21T10:17:17Z||2022-06-21T13:57:37Z",,"2018-04-06",,"The biogeography of Southern Ocean phytoplankton controls not only the local biogeochemistry, but also the export of macronutrients to lower latitudes and depth. Of particular relevance is the interaction between coccolithophores and diatoms, with the former being prevalent along the ""Great Calcite Belt"" (40–60°S), while diatoms tend to dominate the regions south of 60°S. To address the factors controlling coccolithophore distribution and the competition between them and diatoms, we use a regional high-resolution model (ROMS-BEC) for the Southern Ocean (24–78°S) that has been extended to include an explicit representation of coccolithophores. We assess the relative importance of bottom-up (temperature, nutrients, light) and top-down (grazing by zooplankton) factors in controlling Southern Ocean coccolithophore biogeography over the course of the growing season. In our simulations, coccolithophores are an important member of the Southern Ocean phytoplankton community, contributing 15% to annually integrated net primary productivity south of 30°S. Coccolithophore biomass is highest north of 50°S in late austral summer, when light levels are high and diatoms become silicate limited. Furthermore, we find top-down factors to be a major control on the relative abundance of diatoms and coccolithophores in the Southern Ocean. Consequently, when assessing potential future changes in Southern Ocean coccolithophore abundance, both abiotic (temperature, light, nutrients, pH) and biotic factors (interaction with diatoms and zooplankton) need to be considered.","application/pdf","10.3929/ethz-b-000304764",,"1810-6277||1810-6285",,"10.5194/bg-2018-157","http://hdl.handle.net/20.500.11850/304764","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Factors controlling coccolithophore biogeography in the Southern Ocean","Working Paper","Open access",,,,"2018-11-20T08:46:29Z",,,,,,"yes",,,,,,,"SOGate: Phytoplankton ecosystem control of the Southern Ocean biogeochemical gate","153452||153452||153452||153452||153452","10.13039/501100001711||10.13039/501100001711||10.13039/501100001711||10.13039/501100001711||10.13039/501100001711","SNF||SNF||SNF||SNF||SNF","Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)||Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)||Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)||Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)||Projektförderung in Mathematik, Natur- und Ingenieurwissenschaften (Abteilung II)",,,,,"Biogeosci. discuss.",,"Biogeosciences Discussions",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas","03731","03731",,,,"Göttingen","published",,,,,,,,"10.3929/ethz-b-000307938",,,"10.3929/ethz-b-000304530",,,,"2018-11-21T10:17:30Z","2023-02-07T03:40:13Z","true","37 p.","FORM",,,,
"417519","20.500.11850/10","Borer, Benedict||Ataman, Meric||Or, Dani",,,,,,,,"2021-09-08T11:51:39Z","2019-01-07T09:47:55Z||2019-04-05T13:42:37Z||2020-04-07T13:15:23Z||2021-09-08T11:51:39Z",,"2018-04",,,,,"978-3-9816002-1-6",,,,"http://hdl.handle.net/20.500.11850/313922","en","Conventus Congressmanagement & Marketing GmbH",,,,"A marriage made in soil –  combining individual based models with metabolic networks to quantify bacterial life in heterogeneous habitats","Other Conference Item","Metadata only","Abstract Book of the Annual Conference of the Association for General and Applied Microbiology 2018",,,"2019-01-07T09:48:04Z",,,,,,"yes","Annual Conference of the Association for General and Applied Microbiology 2018 (VAAM 2018)","April 15-18, 2018","Wolfsburg, Germany",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03812","03812",,"100","100","Jena","published",,,,,,,"https://www.dghm-vaam.de/general-information/downloads-links-announcements/",,,,,,,,"2021-09-08T11:52:18Z","2021-09-08T11:52:18Z","true",,"FORM",,,,
