id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.other,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isNewVersionOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"252964","20.500.11850/3","Luetscher, Marc||Boch, Ronny||Sodemann, Harald||Spötl, Christoph||Cheng, H.||Edwards, R.L.||Frisia, Silvia||Hof, Florian||Müller, Wolfgang",,,,"2018-09-12T10:10:11Z","2017-06-11T17:54:10Z||2018-09-12T10:10:11Z","2015","2015-02-27","The European Alps are an effective barrier for meridional moisture transport and are thus uniquely placed to record shifts in the North Atlantic storm track pattern associated with the waxing and waning of Late-Pleistocene Northern Hemisphere ice sheets. The lack of well-dated terrestrial proxy records spanning this time period, however, renders the reconstruction of past atmospheric patterns difficult. Here we present a precisely dated, continuous terrestrial record of meteoric precipitation in Europe between 30 and 14.7 ka. In contrast to present-day conditions, our speleothem data provide strong evidence for preferential advection of moisture from the South across the Alps supporting a southward shift of the storm track during the local Last Glacial Maximum (that is, 26.5–23.5 ka). Moreover, our age control indicates that this circulation pattern preceded the Northern Hemisphere precession maximum by ~3 ka, suggesting that obliquity may have played a considerable role in the Alpine ice aggradation.","application/pdf","10.3929/ethz-b-000101727",,"2041-1723",,"10.1038/ncomms7344","http://hdl.handle.net/20.500.11850/101727","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"North Atlantic storm track changes during the Last Glacial Maximum recorded by Alpine speleothems","Journal Article","Open access",,,"2017-06-11T17:54:46Z",,"pub:159686",,"yes",,,,,,,,,,"imp5936533fe21ec78918","007044158","84923924979",,,"Nat Commun",,"Nature Communications","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,,"6344","London","published",,,,,,"2017-07-15T06:18:03Z","2020-02-15T14:59:23Z","true","6 p.","ECIT",,"publishedVersion"
"155200","20.500.11850/18","Vogel, Martha-Marie",,,,"2017-06-14T02:38:16Z","2017-06-14T02:38:16Z","2015","2015",,"application/pdf","10.3929/ethz-a-010512953",,,,,"http://hdl.handle.net/20.500.11850/155233","en","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","KLIMAMODELLE + PROXY DATA (KLIMATOLOGIE)||WETTER + ATMOSPHÄRISCHE BILDUNGEN UND STÖRUNGEN (METEOROLOGIE)||CLIMATE MODELS + PROXY DATA (CLIMATOLOGY)||WEATHER + ATMOSPHERIC FORMATIONS AND DISTURBANCES (METEOROLOGY)","A European heat wave hotter than 2003","Master Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences","2017-06-14T02:49:07Z",,,"eth:48064","yes",,,,,,,,,,"imp59366b7cc8c2186132","010512953",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science",,"02717",,"Master Thesis May 2015.",,,"Zürich","published",,,,,,"2017-07-18T11:03:16Z","2021-02-14T16:37:48Z","true","Online-Ressource","ECOL",,
"110010","20.500.11850/21","Wernli, Heini||Gruber, Nicolas||Romppainen-Martius, Olivia||Sodemann, Harald||Welker, Christoph",,,,"2017-06-11T22:57:29Z","2017-06-11T22:57:29Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/110043","en","Swiss Federal Department of Foreign Affairs",,,,"Swiss contribution to modeling of polar oceanic and atmospheric circulations","Report","Metadata only","Swiss polar research: Pioneering spirit, passion and excellence",,"2017-06-11T22:57:53Z",,"pub:171192",,"yes",,,,,,,,,,"imp593653ecdb13865398",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03731 - Gruber, Nicolas / Gruber, Nicolas||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03731||03854","03731||03854",,"11","10","Bern","published",,,,,,"2017-07-24T09:36:15Z","2019-01-02T06:42:01Z","true",,"ECIT",,
"109701","20.500.11850/21","Cetti, Cecilia||Buzzi, Matteo||Sprenger, Michael",,,,"2017-06-11T22:48:57Z","2017-06-11T22:48:57Z","2015",,,,,,"1422-1381",,,"http://hdl.handle.net/20.500.11850/109734","en","MeteoSwiss",,,,"Climatology of Alpine north foehn","Report","Metadata only",,,"2017-06-11T22:49:34Z",,"pub:170856",,"yes",,,,,,,,,,"imp593653e79124983011","010492797",,,,,,"Scientific Report / MeteoSwiss","100","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,,,"Zürich","published",,,,,,"2017-07-19T10:32:55Z","2018-11-02T21:25:35Z","true","76 p.","ECIT",,
"99803","20.500.11850/3","Ickes, Luisa||Welti, André||Hoose, Corinna||Lohmann, Ulrike",,,,"2017-06-11T16:53:54Z","2017-06-11T16:53:54Z","2015",,,,,,"1463-9084||1463-9076",,"10.1039/C4CP04184D","http://hdl.handle.net/20.500.11850/99836","en","Royal Society of Chemistry",,,,"Classical nucleation theory of homogeneous freezing of water: thermodynamic and kinetic parameters","Journal Article","Metadata only",,,"2017-06-11T16:54:28Z",,"pub:156293",,"yes",,,,,,,,,,"imp593653141a05185721","002005974",,,"000349697200001","Phys. Chem. Chem. Phys.","8","Physical Chemistry Chemical Physics","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690","03690","Received 17 September 2014, Accepted 22 December 2014, First published online 22 December 2014.","5537","5514","Cambridge","published",,,,,,"2017-07-13T02:52:29Z","2020-02-14T15:11:59Z","true",,"ECIT",,
"96238","20.500.11850/3","Papritz, Lukas||Pfahl, Stephan||Sodemann, Harald||Wernli, Heini",,,,"2017-06-11T15:25:50Z","2017-06-11T15:25:50Z","2015-01",,,,,,"0894-8755||1520-0442",,"10.1175/JCLI-D-14-00482.1","http://hdl.handle.net/20.500.11850/96271","en","American Meteorological Society",,,"Southern Ocean||Cold air surges||Downslope winds||Extratropical cyclones||Mesocyclones||Surface fluxes","A Climatology of Cold Air Outbreaks and Their Impact on Air-Sea Heat Fluxes in the High-Latitude South Pacific","Journal Article","Metadata only",,,"2017-06-11T15:26:05Z",,"pub:150874",,"yes",,,,,,,,,,"imp593652ce45f8476456","000490902","84920265480",,"000347061200020","J. climate","1","Journal of Climate","28","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854","Manuscript received 10 July 2014, In final form 30 September 2014.","364","342","Boston, MA","published",,,,,,"2017-07-15T00:13:23Z","2019-01-02T06:28:05Z","true",,"ECIT",,
"180368","20.500.11850/16","Kupiszewski, Piotr",,,"Baltensperger, Urs||Lohmann, Ulrike","2017-09-28T12:32:27Z","2017-06-12T01:58:37Z||2017-09-28T12:32:27Z","2015","2016",,"application/pdf","10.3929/ethz-a-010603378",,,,,"http://hdl.handle.net/20.500.11850/113710","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","CLOUD STRUCTURE + CLOUD FORMATION (METEOROLOGY)||JUNGFRAUJOCH (BERNER ALPEN)||FEINSTAUB IN DER ATMOSPHÄRE, PM10, KLEINER ALS 10 MIKRON (METEOROLOGIE)||PARTICULATE MATTER, PM10, LESS THAN 10 MICRONES (METEOROLOGY)||METEOROLOGICAL INSTRUMENTS||JUNGFRAUJOCH (BERNESE ALPS)||WISSENSCHAFTLICHE EXPERIMENTE + WISSENSCHAFTLICHE VERSUCHE||SCIENTIFIC EXPERIMENTS||AEROSOLS, SOLID AND LIQUID PARTICLES (ENVIRONMENTAL PROBLEMS)||WOLKENEIGENSCHAFTEN-MESSGERÄTE (METEOROLOGIE)||METEOROLOGISCHE INSTRUMENTE||AEROSOLE, FLÜSSIGE UND FESTE VERUNREINIGUNGSPARTIKEL DER LUFT (UMWELTPROBLEME)||ICE PARTICLES IN CLOUDS (METEOROLOGY)||CLOUD CHARACTERISTICS DETERMINING INSTRUMENTS (METEOROLOGY)||EISPARTIKEL IN WOLKEN (METEOROLOGIE)||KONDENSATIONSKERNE (METEOROLOGIE)||CONDENSATION NUCLEI (METEOROLOGY)||WOLKENSTRUKTUR + WOLKENBILDUNG + WOLKENAUFLÖSUNG (METEOROLOGIE)","Design and application of a novel Ice Selective Inlet and physical and chemical characterization of ice residuals in mixed-phase clouds","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-06-12T02:00:31Z",,"pub:175439","eth:48712","yes",,,,,,,,,"23143","imp5936542d7ec6178666||imp59366b890025f32022","010603378",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike",,"03690",,,,,"Zürich","published",,,,,,"2017-07-18T11:19:34Z","2021-02-14T18:55:01Z","true","1 Band","ECOL||ECIT",,
"172799","20.500.11850/16","Rajczak, Jan W.",,,"Schär, Christoph Joseph||Kotlarski, Sven","2017-08-15T13:42:00Z","2017-06-11T23:02:42Z||2017-08-15T13:42:00Z","2015","2016",,"application/pdf","10.3929/ethz-a-010578914",,,,,"http://hdl.handle.net/20.500.11850/110265","en","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","CLIMATOLOGY||VARIATIONS OF PRECIPITATION (METEOROLOGY)||CLIMATE MODELS + PROXY DATA (CLIMATOLOGY)||SCENARIOS + MODELS OF THE FUTURE||ALPENGEBIET (EUROPA)||SZENARIEN + ZUKUNFTSMODELLE||GLOBAL CHANGE + GLOBAL WARMING (CLIMATOLOGY)||ALPINE REGION (EUROPE)||NIEDERSCHLAGSSCHWANKUNGEN + REGENSCHWANKUNGEN (METEOROLOGIE)||GLOBAL CHANGE + KLIMAERWÄRMUNG (KLIMATOLOGIE)||KLIMATOLOGIE||KLIMAMODELLE + PROXY DATA (KLIMATOLOGIE)","Translating regional climate model data for use in Alpine impact research","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences","2017-06-11T23:02:54Z",,"pub:171456","eth:48465","yes",,,,,,,,,"22746","imp593653f0d067911815||imp59366b84b882e18921","010578914",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science",,"03360||02350",,,,,"Zürich","published",,,,,,"2017-07-13T09:58:03Z","2021-02-14T18:18:33Z","true","236 p.","ECOL||ECIT",,
"169556","20.500.11850/16","Hassanzadeh, Hanieh",,,"Schär, Christoph Joseph||Schmidli, Jürg","2017-07-20T10:50:37Z","2017-06-11T18:35:21Z||2017-07-20T10:50:37Z","2015","2015",,"application/pdf","10.3929/ethz-a-010483593",,,,,"http://hdl.handle.net/20.500.11850/102887","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","NIEDERSCHLAG/EINFLUSS DER TOPOGRAPHIE (METEOROLOGIE)||KONVEKTION (METEOROLOGIE)||LUFTFEUCHTIGKEIT (METEOROLOGIE)||SOMMER (JAHRESZEITEN)||HUMIDITY (METEOROLOGY)||PRECIPITATION, STRUCTURE, FORMATION AND DISSOLUTION (METEOROLOGY)||METEOROLOGISCHE MODELLE||METEOROLOGICAL MODELS||NIEDERSCHLAGSSTRUKTUR, BILDUNG UND AUFLÖSUNG (METEOROLOGIE)||SUMMER (SEASONS)||CONVECTION (METEOROLOGY)||PRECIPITATION/INFLUENCE OF TOPOGRAPHY (METEOROLOGY)","Idealized studies of summertime moist convection over topography","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment","2017-06-11T18:36:16Z",,"pub:161047","eth:47926","yes",,,,,,,,,"22489","imp5936535acfa6f55098||imp59366b7a866bf90383","010483593",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science",,"03360||02350",,,,,"Zürich","published",,,,,,"2017-07-13T04:05:49Z","2021-02-14T18:02:32Z","true","1 Band","ECOL||ECIT",,
"109247","20.500.11850/8","Gray, Suzanne L.||Wernli, Heini",,,,"2017-06-11T22:24:02Z","2017-06-11T22:24:02Z","2015",,,,,"978-92-63-11156-2||92-63-11156-1",,,,"http://hdl.handle.net/20.500.11850/109280","en","World Meteorological Organization",,,,"Dynamics and predictability of middle latitude weather systems and their higher and lower latitude interactions","Conference Paper","Metadata only","Seamless Prediction of the Earth System: From Minutes to Months",,"2017-06-11T22:24:16Z",,"pub:170350",,"yes","World Weather Open Science Conference, WWOSC 2014","August 16-21, 2014","Montréal, Canada",,,,,,,"imp593653df6983c64922",,,,,,,"Publications of the WMO","1156","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03854 - Wernli, Johann Heinrich / Wernli, Johann Heinrich","03854","03854",,"99","77","Geneva","published",,,,,,"2017-07-19T10:29:54Z","2019-01-02T06:41:16Z","true",,"ECIT",,
"181057","20.500.11850/16","Pousse-Nottelmann, Sara",,,"Brunner, Dominik Wilhelm||Lohmann, Ulrike","2017-10-03T14:36:49Z","2017-06-11T20:15:20Z||2017-10-03T14:36:49Z","2015","2015",,"application/pdf","10.3929/ethz-a-010540540",,,,,"http://hdl.handle.net/20.500.11850/105703","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","CLOUD STRUCTURE + CLOUD FORMATION (METEOROLOGY)||SPRAY + AEROSOLE (METEOROLOGIE)||AEROSOLE, FLÜSSIGE UND FESTE VERUNREINIGUNGSPARTIKEL DER LUFT (UMWELTPROBLEME)||METEOROLOGISCHE MODELLE||AQUEOUS VAPOUR + HYDROMETEORS (METEOROLOGY)||WASSERDAMPF + HYDROMETEORE (METEOROLOGIE)||METEOROLOGICAL MODELS||AEROSOLS, SOLID AND LIQUID PARTICLES (ENVIRONMENTAL PROBLEMS)||CHEMICAL REACTIONS IN THE ATMOSPHERE (METEOROLOGY)||WOLKENSTRUKTUR + WOLKENBILDUNG + WOLKENAUFLÖSUNG (METEOROLOGIE)||SPRAY + AEROSOLS (METEOROLOGY)||CHEMISCHE REAKTIONEN IN DER ATMOSPHÄRE (METEOROLOGIE)","Regional Modeling of Aerosol Processing in Liquid and Mixed-phase Clouds","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences","2017-06-11T20:15:48Z",,"pub:165482","eth:48194","yes",,,,,,,,,"22236","imp5936539804dc951091||imp59366b7f4cb0a35049","010540540",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02240 - Center for Climate Systems Modeling / Center for Climate Systems Modeling||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","02350||02240||03690","03690",,,,"Zürich","published",,,,,,"2017-07-15T06:07:22Z","2021-02-14T19:00:25Z","true","1 Band","ECOL||ECIT",,
"101057","20.500.11850/3","Kumar, Pankaj||Kotlarski, Sven||Moseley, Christopher||Sieck, Kevin||Frey, Holger||Stoffel, Markus||Jacob, Daniela",,,,"2017-06-11T17:36:17Z","2017-06-11T17:36:17Z","2015",,,,,,"0094-8276||1944-8007",,,"http://hdl.handle.net/20.500.11850/101090","en","American Geophysical Union",,,,"Response of Karakoram-Himalayan glaciers to climate variability and climatic change: A regional climate model assessment","Journal Article","Metadata only",,,"2017-06-11T17:37:18Z",,"pub:158742",,"yes",,,,,,,,,,"imp593653315b96e99166","000047284",,,"000353170000026","Geophys. Res. Lett.","6","Geophysical Research Letters","42","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360","Published online by Wiley. Received 6 February 2015, Accepted 24 February 2015, Accepted article online 26 February 2015, Published online 27 March 2015.","1825","1818","Washington","published",,,,,,"2017-07-15T08:27:18Z","2021-02-14T12:57:15Z","true",,"ECIT",,
"101652","20.500.11850/3","Herger, Nadja||Sanderson, Benjamin M.||Knutti, Reto",,,,"2017-06-11T17:53:41Z","2017-06-11T17:53:41Z","2015",,,,,,"0094-8276||1944-8007",,"10.1002/2015GL063569","http://hdl.handle.net/20.500.11850/101685","en","American Geophysical Union ; Wiley",,,,"Improved pattern scaling approaches for the use in climate impact studies","Journal Article","Metadata only",,,"2017-06-11T17:54:46Z",,"pub:159642",,"yes",,,,,,,,,,"imp5936533ed10da52632","000047284","84930473295",,"000355878300053","Geophys. Res. Lett.","9","Geophysical Research Letters","42","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","03777","03777","Received 19 February 2015, Accepted 2 April 2015, Accepted article online 7 April 2015, Published online 5 May 2015.","3494","3486","Washington, DC","published",,,,,,"2017-07-13T09:05:35Z","2021-02-14T13:02:44Z","true",,"ECIT",,
"95188","20.500.11850/3","Jerez, Sonia||Thais, Françoise||Tobin, Isabelle||Wild, Martin||Colette, Augustin||Yiou, Pascal||Vautard, Robert",,,,"2017-06-11T14:59:51Z","2017-06-11T14:59:51Z","2015",,,,,,"1364-0321",,"10.1016/j.rser.2014.09.041","http://hdl.handle.net/20.500.11850/95221","en","Elsevier",,,"Euro-Cordex||Europe||Plants||Solar photovoltaic power||Spatial distribution of renewable energy||Wind power","The CLIMIX model: A tool to create and evaluate spatially-resolved scenarios of photovoltaic and wind power development","Journal Article","Metadata only",,,"2017-06-11T15:00:00Z",,"pub:149406",,"yes",,,,,,,,,,"imp593652bac64e831129","001886907","84908340691",,"000348084800001","Renew. sustain. energy rev.",,"Renewable and Sustainable Energy Reviews","42","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03360 - Schär, Christoph / Schär, Christoph","03360","03360",,"15","1","Amsterdam","published",,,,,,"2017-08-01T17:21:00Z","2018-11-02T17:29:33Z","true",,"ECIT",,
"187098","20.500.11850/21","Richner, Hans||Dürr, Bruno",,,,"2017-10-18T15:11:55Z","2017-06-11T17:37:10Z||2017-10-18T15:11:55Z","2015","2015",,"application/pdf","10.3929/ethz-a-010439615",,,,,"http://hdl.handle.net/20.500.11850/101176","en","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","METEOROLOGY||ALPS (EUROPEAN MOUNTAINS)||GLARNER ALPEN (WESTALPEN)||OROGRAPHIC WIND DISTURBANCES (METEOROLOGY)||FOEHN + BOHOROKWIND + WARME FALLWINDE (METEOROLOGIE)||GLARUS ALPS (WESTERN ALPS)||ALPEN (EUROPÄISCHE GEBIRGE)||FOEHN + BOHOROK WIND + WARM CATABATIC WINDS (METEOROLOGY)||OROGRAPHISCHE WINDSTÖRUNGEN (METEOROLOGIE)||METEOROLOGIE","Facts and fallacies related to dimmerfoehn","Report","Open access",,"DDC - DDC::3 - Social sciences::333.7 - Natural resources, energy and environment||DDC - DDC::5 - Science::550 - Earth sciences","2017-06-11T17:37:18Z",,"pub:158830","eth:47745","yes",,,,,,,,,,"imp59366b7712c4168246||imp593653335319890876","010439615",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03690 - Lohmann, Ulrike / Lohmann, Ulrike","03690||02717","03690",,,,"Zürich","published",,,,,,"2017-07-15T06:21:02Z","2021-02-14T19:30:37Z","true","4 p.","ECOL||ECIT",,
