id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.orcidWorkCode,ethz.identifier.patent,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isPartOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.version.deposit
"298248","20.500.11850/3","Thurner, Martin||Beer, Christian||Crowther, Thomas W.||Falster, Daniel||Manzoni, Stefano||Prokushkin, Anatoly||Schulze, Ernst-Detlef",,,,,"2019-06-21T14:00:52Z","2019-05-04T01:09:06Z||2019-05-07T09:39:19Z||2019-06-21T14:00:52Z","2019-05","2019-02-27","Aim  Information on the amount of carbon stored in the living tissue of tree stems (sapwood) is crucial for carbon and water cycle applications. Here, we aim to investigate sapwood‐to‐stem proportions and differences therein between tree genera and derive a sapwood biomass map. Location  Northern Hemisphere boreal and temperate forests. Time period  2010. Major taxa studied  Twenty‐five common tree genera. Methods  First, we develop a theoretical framework to estimate sapwood biomass for a given stem biomass by applying relationships between sapwood cross‐sectional area (CSA) and stem CSA and between stem CSA and stem biomass. These measurements are extracted from a biomass and allometry database (BAAD), an extensive literature review and our own studies. The established allometric relationships are applied to a remote sensing‐based stem biomass product in order to derive a spatially continuous sapwood biomass map. The application of new products on the distribution of stand density and tree genera facilitates the synergy of satellite and forest inventory data. Results  Sapwood‐to‐stem CSA relationships can be modelled with moderate to very high modelling efficiency for different genera. The total estimated sapwood biomass equals 12.87 ± 6.56 petagrams of carbon (PgC) in boreal (mean carbon density: 1.13 ± 0.58 kgC m−2) and 15.80 ± 9.10 PgC in temperate (2.03 ± 1.17 kgC m−2) forests. Spatial patterns of sapwood‐to‐stem biomass proportions are crucially driven by the distribution of genera (spanning from 20–30% in Larix to > 70% in Pinus and Betula forests). Main conclusions  The presented sapwood biomass map will be the basis for large‐scale estimates of plant respiration and transpiration. The enormous spatial differences in sapwood biomass proportions reveal the need to consider the functionally more important sapwood instead of the entire stem biomass in global carbon and water cycle studies. Alterations in tree species distribution, induced by forest management or climate change, can strongly affect the available sapwood biomass even if stem biomass remains unchanged.","application/pdf","10.3929/ethz-b-000340610","1466-822X||1466-8238",,"10.1111/geb.12883","http://hdl.handle.net/20.500.11850/340610","en","Wiley","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","biomass allometry||boreal forest||heartwood biomass||sapwood biomass||sapwood cross‐sectional area||stand density||stem biomass||temperate forest||tree species distribution","Sapwood biomass carbon in northern boreal and temperate forests","Journal Article","Open access",,,"2019-05-04T01:09:21Z",,,,"yes",,,,,,,,,,,,,"85062325786",,"000465964000008","Glob. Ecol. Biogeogr.","5","Global Ecology and Biogeography","28","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625","09625",,"660","640","Oxford","published",,,,,,,"2019-05-07T09:39:32Z","2021-02-15T04:51:25Z","true",,"SCOPUS",,"publishedVersion"
"340050","20.500.11850/10","Fischer, Martin C.",,,,,"2020-03-13T10:44:30Z","2019-12-17T09:07:58Z||2020-03-13T10:44:30Z","2019-05",,,,,,,,"http://hdl.handle.net/20.500.11850/385997","en",,,,,"Genetic Diversity Monitoring in Switzerland: A feasibility study","Other Conference Item","Metadata only",,,"2019-12-17T09:08:07Z",,,,"yes","Genetic Diversity Monitoring Workshop","May 27, 2019","Zurich, Switzerland",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,,,,"unpublished",,,,,,,"2020-03-13T10:44:42Z","2020-03-13T10:44:42Z","true",,"FORM",,
"292712","20.500.11850/3","Maynard, Daniel S.||Bradford, Mark A.||Covey, Kristofer R.||Lindner, Daniel||Glaeser, Jessie||Talbert, Douglas A.||Tinker, Paul J.||Walker, Donald M.||Crowther, Thomas W.",,,,,"2019-05-08T14:38:57Z","2019-05-08T10:54:19Z||2019-05-08T14:38:57Z","2019-05","2019-02-25",,,,"2058-5276",,"10.1038/s41564-019-0361-5","http://hdl.handle.net/20.500.11850/341188","en","Nature Publishing Group",,,,"Consistent trade-offs in fungal trait expression across broad spatial scales","Journal Article","Metadata only",,,"2019-05-08T10:54:30Z",,,,"yes",,,,,,,,,,,,,"85062106121",,"000465477000017","Nat Microbiol","5","Nature Microbiology","4","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09625 - Crowther, Thomas Ward / Crowther, Thomas Ward","09625","09625",,"853","846","London","published",,,,,,,"2019-05-08T14:39:05Z","2022-03-28T22:54:43Z","true",,"WOS",,
"331257","20.500.11850/3","Pennekamp, Frank||Iles, Alison C.||Garland, Joshua||Brennan, Georgina||Brose, Ulrich||Gaedke, Ursula||Jacob, Ute||Kratina, Pavel||Matthews, Blake||Munch, Stephan||Novak, Mark||Palamara, Gian Marco||Rall, Björn C.||Rosenbaum, Benjamin||Tabi, Andrea||Ward, Colette||Williams, Richard||Ye, Hao||Petchey, Owen L.",,,,,"2020-01-22T13:56:05Z","2020-01-22T10:59:05Z||2020-01-22T13:56:05Z","2019-05","2019-01-23","Successfully predicting the future states of systems that are complex, stochastic, and potentially chaotic is a major challenge. Model forecasting error (FE) is the usual measure of success; however model predictions provide no insights into the potential for improvement. In short, the realized predictability of a specific model is uninformative about whether the system is inherently predictable or whether the chosen model is a poor match for the system and our observations thereof. Ideally, model proficiency would be judged with respect to the systems’ intrinsic predictability, the highest achievable predictability given the degree to which system dynamics are the result of deterministic vs. stochastic processes. Intrinsic predictability may be quantified with permutation entropy (PE), a model‐free, information‐theoretic measure of the complexity of a time series. By means of simulations, we show that a correlation exists between estimated PE and FE and show how stochasticity, process error, and chaotic dynamics affect the relationship. This relationship is verified for a data set of 461 empirical ecological time series. We show how deviations from the expected PE–FE relationship are related to covariates of data quality and the nonlinearity of ecological dynamics. These results demonstrate a theoretically grounded basis for a model‐free evaluation of a system's intrinsic predictability. Identifying the gap between the intrinsic and realized predictability of time series will enable researchers to understand whether forecasting proficiency is limited by the quality and quantity of their data or the ability of the chosen forecasting model to explain the data. Intrinsic predictability also provides a model‐free baseline of forecasting proficiency against which modeling efforts can be evaluated.","application/pdf","10.3929/ethz-b-000393006","0012-9615||1557-7015||1741-7015",,"10.1002/ecm.1359","http://hdl.handle.net/20.500.11850/393006","en","Wiley","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Empirical dynamic modelling||Forecasting||Information theory||Permutation entropy||Population dynamics||Time series analysis","The intrinsic predictability of ecological time series and its potential to guide forecasting","Journal Article","Open access",,,"2020-01-22T10:59:12Z",,,,"yes",,,,,,,,,,,,,,,,"Ecol. monogr.","2","Ecological Monographs","89","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,,"e01359","Hoboken, NJ","published",,,,,,,"2020-01-22T13:56:18Z","2022-03-29T00:49:17Z","true","17 p.","BATCH",,"publishedVersion"
"485213","20.500.11850/3","Lorrain, Cécile||Gonçalves dos Santos, Karen Cristine||Germain, Hugo||Hecker, Arnaud||Duplessis, Sébastien",,,,,"2023-01-17T10:47:40Z","2023-01-12T09:56:00Z||2023-01-17T10:47:40Z","2019-05","2018-12-16","Rust fungi (Pucciniales) are the largest group of plant pathogens and represent one of the most devastating threats to agricultural crops worldwide. Despite the economic importance of these highly specialized pathogens, many aspects of their biology remain obscure, largely because rust fungi are obligate biotrophs. The rise of genomics and advances in high-throughput sequencing technology have presented new options for identifying candidate effector genes involved in pathogenicity mechanisms of rust fungi. Transcriptome analysis and integrated bioinformatics tools have led to the identification of key genetic determinants of host susceptibility to infection by rusts. Thousands of genes encoding secreted proteins highly expressed during host infection have been reported for different rust species, which represents significant potential towards understanding rust effector function. Recent high-throughput in planta expression screen approaches (effectoromics) have pushed the field ahead even further towards predicting high-priority effectors and identifying avirulence genes. These new insights into rust effector biology promise to inform future research and spur the development of effective and sustainable strategies for managing rust diseases.",,,"0028-646X||1469-8137",,"10.1111/nph.15641","http://hdl.handle.net/20.500.11850/591925","en","Wiley-Blackwell",,,"effectoromic screens||fungal genomics||heterologous systems||pathogenesis||Pucciniales||rust effectors||virulence","Advances in understanding obligate biotrophy in rust fungi","Journal Article||Journal Article","Metadata only",,,"2023-01-12T09:56:00Z",,,,"no",,,,,,,,,,"97819822",,,,,,"New Phytol.","3","New Phytologist","222","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03516","03516",,"1206","1190","Oxford","published",,,,,,,"2023-01-17T10:47:41Z","2023-01-17T10:47:41Z","true",,"FORM",,
"292861","20.500.11850/3","Büntgen, Ulf||Lendorff, Helm||Lendorff, Andreas||Leuchtmann, Adrian||Peter, Martina||Bagi, Istvan||Egli, Simon",,,,,"2019-05-09T11:56:43Z","2019-05-09T00:54:03Z||2019-05-09T11:56:43Z","2019-05",,,,,"1540-9295||1540-9309",,"10.1002/fee.2033","http://hdl.handle.net/20.500.11850/341318","en","Wiley",,,,"Truffles on the move","Journal Article","Metadata only",,,"2019-05-09T00:54:07Z",,,,"yes",,,,,,,,,,,,,"85065032934",,"000476954400004","Front. ecol. environ.","4","Frontiers in Ecology and the Environment","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander::08670 - Gruppe Biosystematik und Sammlungen","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander::08670 - Gruppe Biosystematik und Sammlungen","03706||08670","03706||08670",,"202","200","Hoboken, NJ","published",,,,,,,"2019-05-09T11:56:51Z","2023-02-06T17:05:36Z","true",,"SCOPUS",,
"294363","20.500.11850/3","Fortuna, Miguel A.||Barbour, Matthew A.||Zaman, Luis||Hall, Alex||Buckling, Angus||Bascompte, Jordi",,,,,"2019-05-22T15:41:35Z","2019-05-18T00:56:05Z||2019-05-22T15:41:35Z","2019-05","2019-04-06",,,,"0014-3820||1558-5646",,"10.1111/evo.13731","http://hdl.handle.net/20.500.11850/342842","en","Wiley",,,"antagonistic interactions||community structure||ecological networks||host range||resistance||specialization","Coevolutionary dynamics shape the structure of bacteria-phage infection networks","Journal Article","Metadata only",,,"2019-05-18T00:56:13Z",,,,"yes",,,,,,,,,,,,,"85064534877",,"000467303100010","Evolution","5","Evolution","73","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09497 - Hall, Alex / Hall, Alex","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::09497 - Hall, Alex / Hall, Alex","09497","09497",,"1011","1001","Oxford","published",,,,,,,"2019-05-22T15:41:49Z","2023-02-06T17:08:13Z","true",,"SCOPUS",,
"294362","20.500.11850/3","McLeod, David||Day, Troy",,,,,"2019-05-22T15:30:41Z","2019-05-18T00:55:55Z||2019-05-22T15:30:41Z","2019-05","2019-03-12",,,,"0014-3820||1558-5646",,"10.1111/evo.13718","http://hdl.handle.net/20.500.11850/342841","en","Wiley",,,"infectious disease||sexually transmitted infections||sterility||stochasticity||virulence evolution","Why is sterility virulence most common in sexually transmitted infections? Examining the role of epidemiology","Journal Article","Metadata only",,,"2019-05-18T00:55:59Z",,,,"yes",,,,,,,,,,,,,"85063391993",,"000467303100001","Evolution","5","Evolution","73","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03584","03584",,"882","872","Oxford","published",,,,,,,"2019-05-22T15:30:56Z","2023-02-06T17:08:12Z","true",,"SCOPUS",,
"296738","20.500.11850/3","Pulido, Hannier||Mauck, Kerry E.||De Moraes, Consuelo M.||Mescher, Mark C.",,,,,"2019-06-12T09:54:04Z","2019-06-10T19:18:15Z||2019-06-12T09:54:04Z","2019-05","2019-05-22",,,,"0080-4649||0950-1193||1471-2954||0962-8452",,"10.1098/rspb.2019.0211","http://hdl.handle.net/20.500.11850/346482","en","The Royal Society",,,"bean pod mottle virus||Pediobious foveolatus||plant volatiles||beneficial rhizobacteria||Pathogen||Epilachna varivestis","Combined effects of mutualistic rhizobacteria counteract virus-induced suppression of indirect plant defences in soya bean","Journal Article","Metadata only",,,"2019-06-10T19:18:24Z",,,,"yes",,,,,,,,,,,,,"85066474024",,"000470114900004","Proc R Soc Lond B Biol Sci","1903","Proceedings of the Royal Society B: Biological Sciences","286","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03970 - De Moraes, Consuelo / De Moraes, Consuelo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03970||03939","03970||03939",,,"20190211","London","published",,,,,,,"2019-06-12T09:54:13Z","2023-02-06T17:11:51Z","true","10 p.","SCOPUS",,
"322829","20.500.11850/41","Städler, Thomas",,,,,"2019-12-05T09:28:29Z","2019-12-05T08:31:35Z||2019-12-05T09:28:29Z","2019-04-25",,,,,,,,"http://hdl.handle.net/20.500.11850/382872","en",,,,,"Evolutionary inference from DNA sequence data: why the spatial sampling scheme matters","Presentation","Metadata only",,,"2019-12-05T08:31:43Z",,,,"yes","Invited talk at the Museo de Historia Natural, UNMSM","April 25, 2019","Lima, Peru",,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Presentation held on April 25, 2019",,,,"published",,,,,,,"2019-12-05T09:28:47Z","2019-12-05T09:28:47Z","true",,"FORM",,
"292470","20.500.11850/3","Stravs, Michael A.||Pomati, Francesco||Hollender, Juliane",,,,,"2019-05-07T07:42:05Z","2019-05-04T01:05:10Z||2019-05-07T07:42:05Z","2019-04-16","2019-03-15",,,,"0013-936X||1520-5851",,"10.1021/acs.est.8b07018","http://hdl.handle.net/20.500.11850/340585","en","American Chemical Society",,,,"Biodiversity Drives Micropollutant Biotransformation in Freshwater Phytoplankton Assemblages","Journal Article","Metadata only",,,"2019-05-04T01:05:35Z",,,,"yes",,,,,,,,,,,,,"85064124547",,"000465190300026","Environ. Sci. Technol.","8","Environmental Science & Technology","53","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"4273","4265","Washington, DC","published",,,,,,,"2019-05-07T07:42:14Z","2023-02-06T17:05:03Z","true",,"SCOPUS",,
"324045","20.500.11850/3","Lürig, Moritz D.||Best, Rebecca J.||Svitok, Marek||Jokela, Jukka||Matthews, Blake",,,,,"2019-12-11T09:50:10Z","2019-12-10T14:59:19Z||2019-12-11T09:50:10Z","2019-04","2019-01-21",,,,"0021-8790||1365-2656",,"10.1111/1365-2656.12950","http://hdl.handle.net/20.500.11850/384404","en","Wiley",,,"Asellus aquaticus||Computer vision||Crypsis||Divergent selection||Macrophytes||Phenotypic divergence||Phenotypic plasticity||Shallow lakes","The role of plasticity in the evolution of cryptic pigmentation in a freshwater isopod","Journal Article","Metadata only",,,"2019-12-10T14:59:30Z",,,,"yes",,,,,,,,,,,,,,,,"J. anim. ecol.","4","The Journal of Animal Ecology","88","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"623","612","Oxford","published",,,,,,,"2019-12-11T09:50:26Z","2021-02-15T07:02:41Z","true",,"FORM",,
"281605","20.500.11850/3","Meyer, Gregor||Maurhofer, Monika||Frossard, Emmanuel||Gamper, Hannes A.||Mäder, Paul||Mészáros, Éva||Schönholzer-Mauclaire, Laurie||Symanczik, Sarah||Oberson, Astrid",,,,,"2019-02-18T15:44:46Z","2019-02-10T11:23:12Z||2019-02-18T15:44:46Z","2019-04","2019-01-22",,,,"0038-0717||1879-3428",,"10.1016/j.soilbio.2019.01.015","http://hdl.handle.net/20.500.11850/324074","en","Elsevier",,,"Phosphorus||33P labeling||Phosphorus solubilizing bacteria||Calcareous soil||Pseudomonas protegens CHA0","Pseudomonas protegens CHA0 does not increase phosphorus uptake from 33P labeled synthetic hydroxyapatite by wheat grown on calcareous soil","Journal Article","Metadata only",,,"2019-02-10T11:23:15Z",,,,"yes",,,,,,,,,,,,,"85060952360",,"000459841300025","Soil biol. biochem.",,"Soil Biology and Biochemistry","131","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03516 - McDonald, Bruce / McDonald, Bruce","03427||03516","03427||03516",,"228","217","Amsterdam","published",,,,,,,"2019-02-18T15:44:52Z","2021-02-15T03:39:13Z","true",,"SCOPUS",,
"266816","20.500.11850/4","Hafer, Nina||Vorburger, Christoph",,,,,"2018-11-30T10:44:17Z","2018-11-16T05:44:46Z||2018-11-30T10:44:17Z","2019-04","2018-09-01",,,,,,"10.1016/j.cois.2018.08.008","http://hdl.handle.net/20.500.11850/304185","en","Elsevier",,,,"Diversity begets diversity: do parasites promote variation in protective symbionts?","Review Article","Metadata only",,,"2018-11-16T05:44:54Z",,,,"yes",,,,,,,,,,,,,"85053204430",,"000468411500004",,,"Current Opinion in Insect Science","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705",,"14","8","Amsterdam","published",,,,,,,"2018-11-30T10:44:30Z","2020-02-15T16:09:53Z","true",,"SCOPUS",,
