id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.date.updated,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.software,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.documents,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isCompiledBy,ethz.relation.isDerivedFrom,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.references,ethz.repository,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"341872","20.500.11850/3","Nichiforel, Liviu||Wilkes-Allemann, Jerylee||et al.",,,,,"2020-03-30T07:55:43Z","2020-03-30T04:06:04Z||2020-03-30T07:55:43Z","2020-06","2020-03-25",,"In the last two decades, attention on forests and ownership rights has increased in different domains of international policy, particularly in relation to achieving the global sustainable development goals. This paper looks at the changes in forest-specific legislation applicable to regular productive forests, across 28 European countries. We compare the legal framework applicable in the mid-1990s with that applicable in 2015, using the Property Rights Index in Forestry (PRIF) to measure changes across time and space. The paper shows that forest owners in most western European countries already had high decision-making power in the mid-1990s, following deregulation trends from the 1980s; and for the next two decades, distribution of rights remained largely stable. For these countries, the content and direction of changes indicate that the main pressure on forest-focused legislation comes from environmental discourses (e.g. biodiversity and climate change policies). In contrast, former socialist countries in the mid-1990s gave lower decision-making powers to forest owners than in any of the Western Europe countries; over the next 20 years these show remarkable changes in management, exclusion and withdrawal rights. As a result of these changes, there is no longer a clear line between western and former socialist countries with respect to the national governance systems used to address private forest ownership. Nevertheless, with the exception of Baltic countries which have moved towards the western forest governance system, most of the former socialist countries still maintain a state-centred approach in private forest management. Overall, most of the changes we identified in the last two decades across Europe were recorded in the categories of management rights and exclusion rights. These changes reflect the general trend in European forest policies to expand and reinforce the landowners’ individual rights, while preserving minimal rights for other categories of forest users; and to promote the use of financial instruments when targeting policy goals related to the environmental discourse.","application/pdf","10.3929/ethz-b-000407139",,"1389-9341",,"10.1016/j.forpol.2020.102146","http://hdl.handle.net/20.500.11850/407139","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Forest governance||Institutional changes","Two decades of forest-related legislation changes in European countries analysed from a property rights perspective",,"Journal Article","Open access",,,,,"2020-03-30T04:06:15Z",,,,,"yes",,,,,,,,,,,,"85082106153",,"000533575500006",,,"Forest Policy and Economics","115","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,"102146","Amsterdam","published",,,,,,,,,,,,,,,"2020-03-30T07:55:58Z","2021-02-15T09:43:49Z","true","16 p.","SCOPUS",,,"publishedVersion",
"359388","20.500.11850/5","Lieu, Jenny||Hanger-Kopp, Susanne||van Vliet, Oscar||Sorman, Alevgul H.",,,,,"2020-08-07T07:07:24Z","2020-07-03T19:12:31Z||2020-08-07T07:07:24Z","2020-06","2020-05-15",,,"application/pdf","10.3929/ethz-b-000424345",,"2210-4224",,"10.1016/j.eist.2020.04.009","http://hdl.handle.net/20.500.11850/424345","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/",,"Assessing risks of low-carbon transition pathways",,"Other Journal Item","Open access",,,,,"2020-07-03T19:12:36Z",,,,,"yes",,,,,,,,,,,,"85084564063",,"000540750600019",,,"Environmental Innovation and Societal Transitions","35","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","02351||09451","02351||09451","Editorial.","270","261","Amsterdam","published",,,,,,,,"handle/20.500.11850/461737",,,,,,,"2020-08-07T07:07:41Z","2021-02-15T15:57:05Z","true","10 p.","WOS",,,"publishedVersion",
"342883","20.500.11850/3","Wilkes-Allemann, Jerylee||Ludvig, Alice||Hogl, Karl",,,,,"2020-04-06T07:28:25Z","2020-04-06T01:38:11Z||2020-04-06T07:28:25Z","2020-06","2020-04-01",,,,,,"1389-9341",,"10.1016/j.forpol.2020.102158","http://hdl.handle.net/20.500.11850/408375","en","Elsevier",,,"Innovation development||Outdoor recreation||Stakeholder inclusion||Forest infrastructure||Service provision||Interest negotiations","Innovation development in forest ecosystem services: A comparative mountain bike trail study from Austria and Switzerland",,"Journal Article","Metadata only",,,,,"2020-04-06T01:38:18Z",,,,,"yes",,,,,,,,,,,,"85082558600",,"000533575500002",,,"Forest Policy and Economics","115","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,"102158","Amsterdam","published",,,,,,,,,,,,,,,"2020-04-06T07:28:36Z","2021-02-15T09:58:46Z","true","9 p.","SCOPUS",,,,
"347446","20.500.11850/3","Booth, Laura||Schueller, Lynn A.||Scolobig, Anna||Marx, Sina",,,,,"2020-05-13T14:31:18Z","2020-05-03T02:52:08Z||2020-05-04T11:19:32Z||2020-05-13T14:31:18Z","2020-06","2020-04-21",,"The existing implementation gap currently dividing the policy domains of Climate Change Adaptation (CCA) and Disaster Risk Reduction (DRR), can be attributed to institutional barriers; diverging political priorities; inter-sectoral misperceptions and miscommunication; unequal funding sources and varying operational timescales at national, European and international levels. A recurring question raised amongst strategic policy makers tackling climate-related risks in both sectors asks: Can reducing these divergences and seeking new streamlining synergies assist in closing the implementation gap and deliver better integrated Disaster Risk Management (DRM) policies? Specifically, can such synergising action extend to strengthening of trans-border and trans-disciplinary resilience?  The ESPREssO Project explores these questions through a two-year stakeholder engagement process-collecting opinion from European CCA and DRR stakeholders, using novel methods such as crisis simulation exercises (serious games), questionnaires, interviews and international Think Tanks to identify mutual barriers and recommend ways both sectors can overcome them. We prioritise the various solutions with stakeholders, drawing on international and intersectoral CCA and DRR perspectives to refine a set of key recommendations for synergising action.  Results prioritise the importance of clear communication, maintaining political support and inclusion of the currently under-utilised private sector in positively establishing closer cooperation between CCA and DRR. The benefits of strengthening CCA-DRR inter-sectoral links are explored as essential pathways for better-informing hazard mitigation planning under a changing global climate and in aligning localised and strategic efforts. The emphasis is on working in support of each other, avoiding unnecessary duplication of effort and harmonising competing activities.","application/pdf","10.3929/ethz-b-000412728",,"2212-4209",,"10.1016/j.ijdrr.2020.101616","http://hdl.handle.net/20.500.11850/412728","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Climate change adaptation (CCA)||Disaster risk reduction (DRR)||ESPREssO project","Stakeholder solutions for building interdisciplinary and international synergies between Climate Change Adaptation and Disaster Risk Reduction",,"Journal Article","Open access",,,,,"2020-05-03T02:52:12Z",,,,,"yes",,,,,"Enhancing Synergies for disaster PRevention in the EurOpean Union","700342","10.13039/501100007352","SBFI","H2020",,,"85083852960",,"000540295100004",,,"International Journal of Disaster Risk Reduction","46","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,"101616","Amsterdam","published",,,,,,,,,,,,,,,"2020-05-04T11:19:44Z","2021-02-15T11:00:17Z","true","12 p.","SCOPUS",,,"publishedVersion",
"428029","20.500.11850/21","Weko, Silvia||Eicke, Laima||Quitzow, Rainer||Bersalli, Germán||Lira, Flávio||Marian, Adela||Süsser, Diana||Thapar, Sapan||Xue, Bing",,,,,"2021-12-03T10:18:22Z","2021-12-02T13:50:23Z||2021-12-03T10:18:22Z","2020-06",,,,"application/pdf","10.3929/ethz-b-000518250",,,,"10.2312/IASS.2020.027","http://hdl.handle.net/20.500.11850/518250","en","Institute for Advanced Sustainability Studies (IASS)","Creative Commons Attribution-ShareAlike 4.0 International","http://creativecommons.org/licenses/by-sa/4.0/",,"Covid-19 and Carbon Lock-In",,"Report","Open access",,,,,"2021-12-02T13:50:29Z",,,,,"no",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,"Potsdam","published",,,,,,,,,,,,,,,"2021-12-03T10:18:31Z","2022-03-29T16:24:01Z","true","43 p.","FORM",,"Impacts on the Energy transition",,
"388067","20.500.11850/3","van Vliet, Oscar P.R.||Hanger-Kopp, Susanne||Nikas, Alexandros||Spijker, Eise||Carlsen, Henrik||Doukas, Haris||Lieu, Jenny",,,,,"2021-01-27T07:49:26Z","2018-11-06T15:32:01Z||2018-11-14T11:20:32Z||2019-03-12T12:39:19Z||2019-07-02T12:35:46Z||2019-10-18T14:48:09Z||2020-03-03T13:04:42Z||2020-06-11T13:27:14Z||2021-01-27T07:49:26Z","2020-06","2020-05-12",,"Identifying the risks that could impact a low-carbon transition is a prerequisite to assessing and managing these risks. We systematically characterise risks associated with decarbonisation pathways in fifteen case studies conducted in twelve countries around the world. We find that stakeholders from business, government, NGOs, and others supplied some 40 % of these risk inputs, significantly widening the scope of risks considered by academics and experts. Overall, experts and academics consider more economic risks and assess these with quantitative methods and models, while other stakeholders consider political risks more. To avoid losing sight of risks that cannot be easily quantified and modelled, including some economic risks, impact assessment modelling should be complemented with qualitative research and active stakeholder engagement. A systematic risk elicitation facilitates communication with stakeholders, enables better risk mitigation, and increases the chance of a sustainable transition.","application/pdf","10.3929/ethz-b-000301437",,"2210-4224",,"10.1016/j.eist.2020.04.001","http://hdl.handle.net/20.500.11850/301437","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Stakeholders||Climate policy||Risk assessment||Low-carbon transitions||Modelling||Integrated assessment models","The importance of stakeholders in scoping risk assessments – lessons from low-carbon transitions",,"Journal Article","Open access",,,,,"2018-11-06T15:32:03Z",,,,,"yes",,,,,"Transition pathways and risk analysis for chlimate change mitigation and adaptation strategies","642260","10.13039/501100007352","SBFI","H2020",,,"85084146077",,"000540750900004",,,"Environmental Innovation and Societal Transitions","35","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","09451||02351","09451||02351",,"413","400","Amsterdam","published",,,,,,,,"20.500.11850/461737",,,,,,,"2020-06-11T13:27:26Z","2022-03-29T04:58:57Z","true",,"FORM",,,"publishedVersion",
"393166","20.500.11850/28","Grabs, Janina||Brown, Nick",,,,,"2021-03-02T14:57:40Z","2021-01-19T10:39:38Z||2021-03-02T14:57:40Z","2020-05-29",,,,,,,,,,"http://hdl.handle.net/20.500.11850/463653","en","Daily Coffee News",,,,"A chat with Janina Grabs on the New Book 'Selling Sustainability Short'",,"Other Publication","Metadata only",,,,,"2021-01-19T10:39:45Z",,,,,"yes",,,,,,,,,,,,,,,,,"Daily Coffee News",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659","09659",,,,"s.l.","published",,,,,,,,,,,,,,,"2021-03-02T14:57:49Z","2023-02-06T21:32:06Z","true",,"FORM",,,,
"438656","20.500.11850/18","Rüegsegger, Clémence",,,,"Bresch, David N.||Knüsel, Benedikt||Eberenz, Samuel","2022-02-04T12:07:00Z","2022-01-31T09:59:20Z||2022-01-31T12:31:18Z||2022-02-04T12:07:00Z","2020-05-12",,,"Despite the significance of climate impact models outputs for society, thus far no systematic overview of assumptions and uncertainties contained in these models has been made. A detailed discussion of the uncertainties they entail would however be beneficial for sounder decisions under uncertainty. In this thesis, I develop a framework that allows for a structured and rigorous analysis of model assumptions and of the epistemic and ethical uncertainty they lead to. The framework consists of two steps: a reconstruction of the model’s justification scheme with regard to its adequacy-for-purpose assumption, and an evaluation and prioritization of the previously detected assumptions. I present a practical application of this framework on one example of climate impact modeling, namely the model CLIMADA. The practical application stresses the importance of the adequacy-for-purpose assumption and reveals that an overall model evaluation is not judicious. Rather, specific evaluations on a case-by-case basis are needed. While model’s quality and overall uncertainty cannot be generalized, many assumptions found in the San Salvador case study could nonetheless be generalized to the use of CLIMADA in general and to other climate impact models as most of the problematics are recurrent in this kind of models. The framework provides a good way to spark discussions on the most ambiguous assumptions to help decision-makers make sounder decisions under uncertainty, particularly regarding climate risk management options. It helps to go beyond the probabilistic assessment of uncertainties and proves useful in discussing ethical uncertainty inherent to climate impact models while not forgetting about epistemic uncertainty ubiquitous in climate change science and its modelling process. This thesis provides users, developers and decision-makers with questions to be asked and discussions to be conducted in order to foster an adequate use of the model.","application/pdf","10.3929/ethz-b-000529985",,,,,"http://hdl.handle.net/20.500.11850/529985","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Assumptions and Uncertainty in Climate Impact Modeling",,"Master Thesis","Open access",,,,,"2022-01-31T09:59:25Z",,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,,"Zurich","published",,,,,,,,,,,,,,,"2022-02-04T12:07:08Z","2022-03-29T18:39:42Z","true","60 p.","FORM",,,,
"387398","20.500.11850/12","Grabs, Janina",,,,,"2021-01-25T09:14:11Z","2021-01-19T10:32:01Z||2021-01-25T09:14:11Z","2020-05","2020-04",,,,,"978-1-108-83503-9||978-1-108-87532-5",,,"10.1017/9781108875325","http://hdl.handle.net/20.500.11850/463645","en","Cambridge University Press",,,,"Selling sustainability short?",,"Monograph","Metadata only",,,,,"2021-01-19T10:32:09Z",,,,,"yes",,,,,,,,,,,,,,,,,"Organizations and the Natural Environment",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659","09659",,,,"Cambridge","published",,,"handle/20.500.11850/463661",,,,,,,,,,,,"2021-01-25T09:14:46Z","2023-02-06T21:21:22Z","true","352 p.","FORM",,"The private governance of labor and the environment in the coffee sector",,
"343757","20.500.11850/3","Eberenz, Samuel||Stocker, Dario||Röösli, Thomas||Bresch, David N.",,,,,"2020-04-14T15:40:11Z","2020-04-14T15:36:22Z||2020-04-14T15:40:11Z","2020-04-09",,,"One of the challenges in globally consistent assessments of physical climate risks is the fact that asset exposure data are either unavailable or restricted to single countries or regions. We introduce a global high-resolution asset exposure dataset responding to this challenge. The data are produced using “lit population” (LitPop), a globally consistent methodology to disaggregate asset value data proportional to a combination of nightlight intensity and geographical population data. By combining nightlight and population data, unwanted artefacts such as blooming, saturation, and lack of detail are mitigated. Thus, the combination of both data types improves the spatial distribution of macroeconomic indicators. Due to the lack of reported subnational asset data, the disaggregation methodology cannot be validated for asset values. Therefore, we compare disaggregated gross domestic product (GDP) per subnational administrative region to reported gross regional product (GRP) values for evaluation. The comparison for 14 industrialized and newly industrialized countries shows that the disaggregation skill for GDP using nightlights or population data alone is not as high as using a combination of both data types. The advantages of LitPop are global consistency, scalability, openness, replicability, and low entry threshold. The open-source LitPop methodology and the publicly available asset exposure data offer value for manifold use cases, including globally consistent economic disaster risk assessments and climate change adaptation studies, especially for larger regions, yet at considerably high resolution. The code is published on GitHub as part of the open-source software CLIMADA (CLIMate ADAptation) and archived in the ETH Data Archive with the link https://doi.org/10.5905/ethz-1007-226 (Bresch et al., 2019b). The resulting asset exposure dataset for 224 countries is archived in the ETH Research Repository with the link https://doi.org/10.3929/ethz-b-000331316 (Eberenz et al., 2019).","application/pdf","10.3929/ethz-b-000409595",,"1866-3516||1866-3508",,"10.5194/essd-12-817-2020","http://hdl.handle.net/20.500.11850/409595","en","Copernicus Publication","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Asset exposure data for global physical risk assessment",,"Journal Article","Open access",,,,,"2020-04-14T15:36:32Z",,,,,"yes",,,,,,,,,,,,"85083358782",,"000526031800001","Earth syst. sci. data","2","Earth System Science Data","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,"833","817","Göttingen","published",,"10.3929/ethz-b-000331316",,"10.3929/ethz-b-000489485",,,,,,,,"10.5905/ethz-1007-226",,,"2020-04-14T15:40:24Z","2021-02-15T10:11:45Z","true","17 p.","FORM",,,"publishedVersion",
"394082","20.500.11850/3","Pickering, Bryn||Grams, Christian M.||Pfenninger, Stefan",,,,,"2021-03-10T12:53:46Z","2021-03-10T12:53:46Z","2020-04","2020-04-01",,"The future European electricity system will depend heavily on variable renewable generation, including wind power. To plan and operate reliable electricity supply systems, an understanding of wind power variability over a range of spatio-temporal scales is critical. In complex terrain, such as that found in mountainous Switzerland, wind speeds are influenced by a multitude of meteorological phenomena, many of which occur on scales too fine to capture with commonly used meteorological reanalysis datasets. Past work has shown that anticorrelation at a continental scale is an important way to help balance variable generation. Here, we investigate systematically for the first time the possibility of balancing wind variability by exploiting anticorrelation between weather patterns in complex terrain. We assess the capability for the Consortium for Small-scale Modeling (COSMO)-REA2 and COSMO-REA6 reanalyses (with a 2 and 6 km horizontal resolution, respectively) to reproduce historical measured data from weather stations, hub height anemometers, and wind turbine electricity generation across Switzerland. Both reanalyses are insufficient to reproduce site-specific wind speeds in Switzerland's complex terrain. We find however that mountain-valley breezes, orographic channelling, and variability imposed by European-scale weather regimes are represented by COSMO-REA2. We discover multi-day periods of wind electricity generation in regions of Switzerland which are anticorrelated with neighbouring European countries. Our results suggest that significantly more work is needed to understand the impact of fine scale wind power variability on national and continental electricity systems, and that higher-resolution reanalyses are necessary to accurately understand the local variability of renewable generation in complex terrain.","application/pdf","10.3929/ethz-b-000409844",,"1748-9326||1748-9318","http://hdl.handle.net/20.500.11850/465674||http://hdl.handle.net/20.500.11850/465643||http://hdl.handle.net/20.500.11850/409844","10.1088/1748-9326/ab70bd","http://hdl.handle.net/20.500.11850/473824","en","Institute of Physics","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Wind electricity generation||European weather regimes||Regional meteorological reanalysis||Switzerland","Sub-national variability of wind power generation in complex terrain and its correlation with large-scale meteorology",,"Journal Article","Open access",,,,,"2020-04-16T01:16:43Z",,,,,"yes",,,,,,,,,,,,,,"000523508700001","Environ. Res. Lett.","4","Environmental Research Letters","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,"044025","Bristol","published",,,,,,,,,,,,,,,"2021-03-10T12:53:58Z","2022-03-29T05:42:08Z","true","13 p.","FORM||WOS",,,"publishedVersion",
