id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.projectLeader,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.arxiv,ethz.identifier.diss,ethz.identifier.orcidWorkCode,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.compiles,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isCompiledBy,ethz.relation.isPartOf,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"392035","20.500.11850/3","Grabs, Janina",,,,,"2021-02-23T07:47:29Z","2021-02-20T04:45:33Z||2021-02-23T07:47:29Z","2021-05-01","2021-02-08","The private regulation of agri-food value chains through sustainability standards has proliferated in recent decades, promising producers to differentiate themselves and gain preferential market access. However, in a number of producing countries, laws exist that mirror and go beyond what private labels demand. These countries have two options for placing their sustainable products in the market: signal their national system's equivalence to private schemes, or utilize the existing regulatory framework as favorable preconditions for widespread certification. In framing this choice as a collective reputation challenge, this study analyzes under which conditions states and parastatal actors opt for either approach, provides evidence of the strategies used, and draws conclusions on their respective success and on-the-ground outcomes. Using an in-depth comparative case study of the coffee sectors of Costa Rica and Colombia, the study finds that the divergence in institutional strategies can be explained by three factors: sector-specific institutional capacities; a country's place in the commodity marketplace, which determines the expected added pay-off of certification; and a country's overall international image.","application/pdf","10.3929/ethz-b-000470657",,"0301-4797||1095-8630",,"10.1016/j.jenvman.2021.112053","http://hdl.handle.net/20.500.11850/470657","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Transnational private governance||Sustainability||Global value chains||Marketing||Global south","Signaling Southern sustainability: When do actors use private or public regulatory authority to market tropical commodities?",,"Journal Article","Open access",,,,"2021-02-20T04:45:39Z",,,,"yes",,,,,,,,,,,,,"85100589969",,"000632616200006","J. environ. manag.",,"Journal of Environmental Management","285","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659","09659",,,"112053","Amsterdam","published",,,,,,,,,,,"2021-02-23T07:47:44Z","2023-02-06T21:30:09Z","true","13 p.","SCOPUS",,"publishedVersion",
"450489","20.500.11850/5","Creutzburg, Leonard||Lieberherr, Eva||Baerlocher, Bianca",,,,,"2022-05-11T10:47:27Z","2022-03-04T12:50:15Z||2022-05-11T10:47:27Z","2021-05",,,,,,,,,"http://hdl.handle.net/20.500.11850/535372","de","Verband Zürcher Forstpersonal",,,,"Die Leitideen des Forstpolizeigesetzes",,"Other Journal Item","Metadata only",,,,"2022-03-04T12:50:21Z",,,,"yes",,,,,,,,,,,,,,,,,"5","Zürcher Wald","2021","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"14","10","Elgg","published",,,,,,"https://www.zueriwald.ch/zeitschrift/archiv-zuercher-wald/",,,,,"2022-05-11T10:48:04Z","2023-02-07T02:42:34Z","true",,"FORM",,,
"468121","20.500.11850/3","Huber, Laura||Ström Hallenberg, Gunilla||Lunha, Kamonwan||Leangapichart, Thongpan||Jiwakanon, Jatesada||Hickman, Rachel A.||Magnusson, Ulf||Sunde, Marianne||Järhult, Josef D.||Van Boeckel, Thomas P.",,,,,"2022-09-16T13:27:54Z","2021-05-28T03:32:58Z||2021-05-28T05:42:01Z||2021-05-28T06:10:57Z||2022-09-16T13:27:54Z","2021-04-28",,"In Thailand, pig production has increased considerably in the last decades to meet a growing demand for pork. Antimicrobials are used routinely in intensive pig production to treat infections and increase productivity. However, the use of antimicrobials also contributes to the rise of antimicrobial resistance with potential consequences for animal and human health. Here, we quantify the association between antimicrobial use and resistance rates in extensive and intensive farms with a focus on geographic proximity between farm and drugstores. Of the 164 enrolled farms, 79% reported using antimicrobials for disease prevention, treatment, or as a feed additive. Antimicrobial-resistant E. coli were present in 63% of farms. These drugs included critically important antimicrobials, such as quinolones and penicillins. Medium-scale farms with intensive animal production practices showed higher resistance rates than small-scale farms with extensive practices. Farms with drug-resistant Escherichia coli were located closer to drugstores and a had a higher proportion of disease than farms without drug-resistant E. coli. We found no association between the presence of resistance in humans and antimicrobial use in pigs. Our findings call for actions to improve herd health to reduce the need for antimicrobials and systematic training of veterinarians and drugstore owners on judicious use of antimicrobials in animals to mitigate resistance.","application/pdf","10.3929/ethz-b-000487126",,"2297-1769",,"10.3389/fvets.2021.659051","http://hdl.handle.net/20.500.11850/487126","en","Frontiers Media","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Escherichia coli||antimicrobial resistance||antimicrobial use||pig||intensive production","Geographic Drivers of Antimicrobial Use and Resistance in Pigs in Khon Kaen Province, Thailand",,"Journal Article","Open access",,,,"2021-05-28T03:33:03Z",,,,"yes",,,,"Piloting on-site interventions for reducing antimicrobial use in livestock farming in emerging economies","180179","10.13039/501100001711","SNF","ERA-NET + EJP",,,,,"85105919803",,"000649285500001","Front. Vet. Sci.",,"Frontiers in Veterinary Science","8","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09673 - Van Boeckel, Thomas (ehemalig) / Van Boeckel, Thomas (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09673 - Van Boeckel, Thomas (ehemalig) / Van Boeckel, Thomas (former)","09673","09673",,,"659051","Lausanne","published",,,,,,,,,,"true","2021-05-28T05:42:07Z","2023-02-07T06:22:10Z","true","9 p.","SCOPUS",,"publishedVersion",
"434721","20.500.11850/21","Van Boeckel, Thomas P.||Penny, Melissa A.",,,,,"2022-01-17T13:55:11Z","2022-01-17T12:20:54Z||2022-01-17T13:55:11Z","2021-04-21",,,"application/pdf","10.3929/ethz-b-000526222",,,,,"http://hdl.handle.net/20.500.11850/526222","en","National COVID-19 Science Task Force","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"An epidemic of delays: Estimating the impact of releasing control measures on the backlog of admission in intensive care units in Switzerland",,"Report","Open access",,,,"2022-01-17T12:21:03Z",,,,"yes",,,,,,,,,,,,,,,,,,"Policy Brief",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09673 - Van Boeckel, Thomas (ehemalig) / Van Boeckel, Thomas (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09673 - Van Boeckel, Thomas (ehemalig) / Van Boeckel, Thomas (former)","09673","09673",,,,"Zurich","published",,,,,,,,,,,"2022-01-17T13:55:18Z","2023-02-06T23:50:35Z","true","4 p.","FORM",,,
"436774","20.500.11850/18","Otth, Laura",,,,"Bresch, David N.||McCaughey, Jamie W","2022-01-26T07:13:12Z","2022-01-14T16:35:36Z||2022-01-16T15:21:15Z||2022-01-26T07:13:12Z","2021-04-19",,,"application/pdf","10.3929/ethz-b-000525807",,,,,"http://hdl.handle.net/20.500.11850/525807","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Analyzing the Sensitivity of Climate Impact Model Outputs to Ethical and Epistemic Uncertainties",,"Master Thesis","Open access",,,,"2022-01-14T16:35:43Z",,,,"yes",,,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,,"Zurich","published",,,,,,,,,,,"2022-01-26T07:13:21Z","2022-01-26T07:13:21Z","true","73 p.","FORM",,,
"399329","20.500.11850/3","Dallo, Irina||Marti, Michèle",,,,,"2021-04-27T09:10:16Z","2021-04-05T02:53:00Z||2021-04-15T14:35:08Z||2021-04-27T09:10:16Z","2021-04-15","2021-03-18","In the age of nearly instant information and high-bandwidth communication, public expectations regarding the availability of authoritative short-term and real-time hazard information are evolving rapidly. Despite the existence of numerous apps covering hazard information, little research has been conducted to assess what the public actually expects from such an app. Perceived usefulness is crucial as the public will only use apps offering an added value to them. Several studies have identified that people prefer an app combining relevant hazards instead of single hazard apps. Therefore, we focused our analysis on multi-hazard apps. With seven virtual interactive workshops, we assessed the public's information needs and app feature preferences. With respect to the content of multi-hazard apps, our results show that participants would mainly combine natural hazards but also have an interest in integrating anthropogenic and socio-natural hazards. To this end, participants advocate sending push notifications for low-probability hazards via general-purpose apps (e.g., weather apps) to reach a larger audience. Despite the desired diversity of hazard information, participants wish for an app focusing on relevant information only and redirecting users to other authorized sources for further information. Participants define the following as relevant information: location, time, hazard severity, behavioral recommendations and the contact details of emergency services. In addition, they wish for the following features: push notifications, a help button, a sharing function, a chat forum, an “I am safe” button, and a “Report an event” button.","application/pdf","10.3929/ethz-b-000477428",,"2212-4209",,"10.1016/j.ijdrr.2021.102197","http://hdl.handle.net/20.500.11850/477428","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","User needs||App content and features||Multi-hazard apps||Virtual interactive workshops","Why should I use a multi-hazard app? Assessing the public's information needs and app feature preferences in a participatory process",,"Journal Article","Open access",,,,"2021-04-05T02:53:08Z",,,,"yes",,,,"Real-time Earthquake Risk Reduction for Europe","821115","10.13039/501100000780","EC","H2020",,,,,"85103340574",,"000647708500014",,,"International Journal of Disaster Risk Reduction","57","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)","02351||02818","02351||02818",,,"102197","Amsterdam","published",,,"20.500.11850/447231",,,,,,,,"2021-04-15T14:35:22Z","2023-02-06T21:44:22Z","true","13 p.","SCOPUS",,"publishedVersion",
"399326","20.500.11850/5","Dallo, Irina||Marti, Michèle",,,,,"2021-04-27T09:00:51Z","2020-10-22T08:59:38Z||2020-10-27T10:20:28Z||2020-10-27T10:22:37Z||2021-02-15T14:38:37Z||2021-02-16T05:36:20Z||2021-02-16T05:46:42Z||2021-04-27T09:00:51Z","2021-04-15","2021-03-18",,"application/pdf","10.3929/ethz-b-000447231",,"2212-4209",,,"http://hdl.handle.net/20.500.11850/447231","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Supplementary material: Why should I use a multi-hazard app? Assessing the public's information needs and app feature preferences in a participatory process",,"Other Journal Item","Open access",,,,"2020-10-22T08:59:48Z",,,"2030-10-27T10:20:39Z","yes",,,,"Real-time Earthquake Risk Reduction for Europe","821115||821115||821115||821115||821115||821115||821115||821115||821115||821115||821115","10.13039/501100000780||10.13039/501100000780||10.13039/501100000780||10.13039/501100000780||10.13039/501100000780||10.13039/501100000780||10.13039/501100000780||10.13039/501100000780||10.13039/501100000780||10.13039/501100000780||10.13039/501100000780","EC||EC||EC||EC||EC||EC||EC||EC||EC||EC||EC","H2020||H2020||H2020||H2020||H2020||H2020||H2020||H2020||H2020||H2020||H2020",,,,,,,,,,"International Journal of Disaster Risk Reduction","57","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab||ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)","ETH Zürich::00002 - ETH Zürich::00003 - Schulleitung und Dienste::00022 - Bereich VP Forschung / Domain VP Research::02818 - Schweiz. Erdbebendienst (SED) / Swiss Seismological Service (SED)||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351||02818","02818||02351",,,"102197","Amsterdam","published",,,,,,"10.3929/ethz-b-000477428",,,,,"2020-10-27T10:20:40Z","2023-02-06T21:44:21Z","true","63 p. accepted version","FORM",,"acceptedVersion",
"439207","20.500.11850/28","Grabs, Janina||Bennett, Elizabeth A.",,,,,"2022-02-09T08:26:40Z","2022-01-10T12:59:16Z||2022-02-09T08:26:40Z","2021-04-13",,,,,,,,,"http://hdl.handle.net/20.500.11850/524267","en","Specialty Coffee Association",,,,"Profit Sharing: Towards a Just and Stable Future for Coffee Growers",,"Other Publication","Metadata only",,,,"2022-01-10T12:59:23Z",,,,"yes",,,,,,,,,,,,,,"https://sca.coffee/sca-news/25/issue-14/profit-sharing-towards-a-just-and-stable-future-for-coffee-growers",,,"14","25: SCA Magazine",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659","09659",,,,"Santa Ana, CA","published",,,,,,,,,,,"2022-02-09T08:27:01Z","2023-02-07T00:11:50Z","true",,"FORM",,,
"401464","20.500.11850/3","Superti, Valeria||Houmani, Cynthia||Hansmann, Ralph||Baur, Ivo||Binder, Claudia R.",,,,,"2021-05-11T08:25:28Z","2021-05-03T02:43:46Z||2021-05-11T08:25:28Z","2021-04","2021-04-07","With increasing urbanisation, new approaches such as the Circular Economy (CE) are needed to reduce resource consumption. In Switzerland, Construction & Demolition (C&D) waste accounts for the largest portion of waste (84%). Beyond limiting the depletion of primary resources, implementing recycling strategies for C&D waste (such as using recycled aggregates to produce recycled concrete (RC)), can also decrease the amount of landfilled C&D waste. The use of RC still faces adoption barriers. In this research, we examined the factors driving the adoption of recycled products for a CE in the C&D sector by focusing on RC for structural applications. We developed a behavioural framework to understand the determinants of architects’ decisions to recommend RC. We collected and analysed survey data from 727 respondents. The analyses focused on architects’ a priori beliefs about RC, behavioural factors affecting their recommendations of RC, and project-specific contextual factors that might play a role in the recommendation of RC. Our results show that the factors that mainly facilitate the recommendation of RC by architects are: a senior position, a high level of RC knowledge and of the Minergie label, beliefs about the reduced environmental impact of RC, as well as favourable prescriptive social norms expressed by clients and other architects. We emphasise the importance of a holistic theoretical framework in approaching decision-making processes related to the adoption of innovation, and the importance of the agency of each involved actor for a transition towards a circular construction sector.","application/pdf","10.3929/ethz-b-000481969",,"2071-1050",,"10.3390/su13084113","http://hdl.handle.net/20.500.11850/481969","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","circular economy||construction and demolition||survey||recycled concrete","Strategies for a Circular Economy in the Construction and Demolition Sector: Identifying the Factors Affecting the Recommendation of Recycled Concrete",,"Journal Article","Open access",,,,"2021-05-03T02:43:52Z",,,,"yes",,,,,,,,,,,,,"85104685207",,"000645342000001",,"8","Sustainability","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,,"4113","Basel","published",,,,,,,,,,,"2021-05-11T08:25:39Z","2022-03-29T07:20:59Z","true","32 p.","SCOPUS",,"publishedVersion",
"423892","20.500.11850/4","Quatrini, Simone",,,,,"2021-11-02T11:46:29Z","2021-02-05T20:12:19Z||2021-02-12T15:29:22Z||2021-03-29T15:52:19Z||2021-11-02T11:46:29Z","2021-04","2021-01-27","Transitioning to a sustainable future with inclusive, green economies and resilient ecosystems requires huge investments. The rescue packages imposed by the COVID-19 crisis make the pursuit of global sustainability goals even more dependent on urgent investment decisions to be taken by the public and private sector. This article examines some of the basic conditions for scaling up sustainable finance, focussing in particular on decision-support tools (DSTs) that guide investment decisions, such as metrics, rankings, ratings and standards. It identifies key DST strengths and weaknesses via a literature review of 100 publications containing expert opinions of sustainable finance scientists and professionals. This is complemented by a comparative analysis of three DSTs that represent the state of the art in their respective typologies: RobecoSAM’s Country Sustainability Rankings, IFC Performance Standards, and ETH’s Impact ÆSSURANCE Sovereign Ratings. The analysis reveals that: (i) experts express a strong, persistent criticism of current sustainability assessment practice, (ii) three main weaknesses characterize most DSTs: credibility deficit, narrow focus, and time-horizon limitations, and (iii) by using an integrated impact assessment framework, superior forecasting capacity and distributed verification techniques assisted by artificial intelligence, the Impact ÆSSURANCE rating model is a promising solution to scale up sustainable finance. © 2020 Published by Elsevier B.V.","application/pdf","10.3929/ethz-b-000468142",,"2212-0416",,"10.1016/j.ecoser.2020.101240","http://hdl.handle.net/20.500.11850/468142","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Sustainable finance||Impact assessment||Ecosystem services||ESG||Materiality||Artificial intelligence","Challenges and opportunities to scale up sustainable finance after the COVID-19 crisis: Lessons and promising innovations from science and practice Author links open overlay panel",,"Review Article","Open access",,,,"2021-02-05T20:12:43Z",,,,"yes",,,,,,,,,,,,,"85100435599",,,,,"Ecosystem Services","48","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,"101240","Amsterdam","published",,,,,,,,,,,"2021-03-29T15:52:29Z","2022-03-29T15:07:02Z","true","15 p.","FORM",,"publishedVersion",
"389469","20.500.11850/3","Creutzburg, Leonard||Lieberherr, Eva",,,,,"2021-02-03T10:38:00Z","2021-01-27T06:30:36Z||2021-02-01T08:26:13Z||2021-02-03T10:38:00Z","2021-04","2021-01-20","Forests play a fundamental role in climate change mitigation. While there are calls to store carbon by increasing the forest stock, other actors oppose this, arguing that carbon stored in processed timber is more adequate. Applying an adapted version of the policy network analysis (PNA) framework, we uncover both the actors' policy preferences regarding the goal conflict between carbon storage in the forest versus in timber products as well as the actors' perceived importance and information sharing in the forest policy network in a Swiss region (canton Lucerne) via an online stakeholder survey. We find that an increase of carbon storage in the forest does not stand a chance in the Lucerne forest policy network, being rejected by nearly two-thirds of the actors. A majority views increased harvesting for wood products as a superior climate change mitigation measure than harvesting less for carbon storage. We also find that these proponents of wood are more central actors within the policy networks than those in favour of carbon storage in the forest. These findings are relevant for a context where the majority of the forest is privately owned and where interests in timber harvesting might dominate those on carbon storage. The analysis reflects the challenging situation within the timber market, where measures for increased wood harvesting might provide a more acceptable policy option than carbon sequestration for private forest owners. © 2021 The Author(s)","application/pdf","10.3929/ethz-b-000465835",,"1389-9341",,"10.1016/j.forpol.2021.102395","http://hdl.handle.net/20.500.11850/465835","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Forest policy||Carbon storage||Goal conflict||Social network analysis (SNA)||Switzerland","To log or not to log? Actor preferences and networks in Swiss forest policy",,"Journal Article","Open access",,,,"2021-01-27T06:30:50Z",,,,"yes",,,,"Analyzing TRade-offs between sustainable Ecanomy and Environmental objectiues (ATREE)","172388","10.13039/501100001711","SNF","NFP 73: Gesuch",,,,,"85099523868",,"000623403400004",,,"Forest Policy and Economics","125","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,"102395","Amsterdam","published",,,,,,,,,,,"2021-02-01T08:26:32Z","2022-03-29T05:04:13Z","true","12 p.","SCOPUS",,"publishedVersion",
"396675","20.500.11850/3","Kam, Pui Man||Aznar-Siguan, Gabriela||Schewe, Jacob||Milano, Leonardo||Ginnetti, Justin||Willner, Sven||McCaughey, Jamie W||Bresch, David N.",,,,,"2021-03-31T18:40:53Z","2021-03-31T13:33:46Z||2021-03-31T18:40:53Z","2021-04","2021-03-24","Every year, millions of people around the world are being displaced from their homes due to climate-related disasters. River flooding is responsible for a large part of this displacement. Previous studies have shown that river flood risk is expected to change as a result of global warming and its effects on the hydrological cycle. At the same time, future scenarios of socio-economic development imply substantial population increases in many of the areas that presently experience disaster-induced displacement. Here we show that both global warming and population change are projected to lead to substantial increases in flood-induced displacement risk over the coming decades. We use a global climate-hydrology-inundation modelling chain, including multiple alternative climate and hydrological models, to quantify the effect of global warming on displacement risk assuming either current or projected future population distributions. Keeping population fixed at present levels, we find roughly a 50% increase in global displacement risk for every degree of global warming. Adding projected population changes further exacerbates these increases globally and in most world regions, with the relative global flood displacement risk is increasing by roughly 350% at the end of the 21st century, compared to an increase of 150% without the contribution of population change. While the resolution of the global models is limited, the effect of global warming is robust across greenhouse gas concentration scenarios, climate models and hydrological models. These findings indicate a need for rapid action on both climate mitigation and adaptation agendas in order to reduce future risks to vulnerable populations.","application/pdf","10.3929/ethz-b-000477179",,"1748-9326||1748-9318",,"10.1088/1748-9326/abd26c","http://hdl.handle.net/20.500.11850/477179","en","IOP Publishing","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Flooding||Climate change||Displacement||Impact modelling||Risk||Vulnerability","Global warming and population change both heighten future risk of human displacement due to river floods",,"Journal Article","Open access",,,,"2021-03-31T13:34:19Z",,,,"yes",,,,,,,,,,,,,"85103452752",,"000632366000001","Environ. Res. Lett.","4","Environmental Research Letters","16","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,"044026","Bristol","published",,,,,,,,,,,"2021-03-31T18:41:28Z","2022-03-29T06:09:16Z","true","10 p.","FORM",,"publishedVersion",
