id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.description.software,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.internal,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isDerivedFrom,ethz.relation.isDocumentedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"324091","20.500.11850/10","Fleming, Kevin||Abad, Jaime||Schueller, Lynn||Booth, Laura||Baills, Audrey||Scolobig, Anna||Petrovic, Bojana||Zuccaro, Giulio||Leone, Mattia",,,,,"2019-12-11T10:56:28Z","2019-12-09T15:49:25Z||2019-12-11T10:56:28Z",,"2019-04-12",,,"application/pdf","10.3929/ethz-b-000384113",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/384113","en","Copernicus Publications","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"The use of serious games for information elicitation from Disaster Risk Reduction and Climate Change Adaption stakeholders",,"Other Conference Item","Open access",,,"2019-12-09T15:49:36Z",,,,,,"yes","EGU General Assembly 2019","April 7-12, 2019","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451","Conference lecture on 12 April 2019",,"EGU2019-13926","Göttingen","published",,,,,,,,,,,,"2019-12-11T10:56:39Z","2019-12-11T10:56:39Z","true","1 p.","FORM",,,"publishedVersion",
"299563","20.500.11850/3","Makov, Tamar||Meylan, Grégoire||Powell, Jon T.||Shepon, Alon",,,,,"2019-07-02T10:05:08Z","2017-12-18T11:22:35Z||2018-03-09T16:57:45Z||2018-03-16T09:51:27Z||2018-09-27T11:51:47Z||2018-11-06T16:04:19Z||2018-12-21T14:20:02Z||2019-03-08T11:43:30Z||2019-07-02T10:05:08Z",,"2019-04","2016-11-25",,,,,"0921-3449||1879-0658",,"10.1016/j.resconrec.2016.11.010","http://hdl.handle.net/20.500.11850/221999","en","Elsevier",,,"LCA||Bottled water||Decentralized water systems||Water station||Water fountain||Climate change","Better than bottled water? - Energy and climate change impacts of on-the-go drinking water stations",,"Journal Article","Metadata only",,,"2017-12-18T11:22:35Z",,,,,,"yes",,,,,,,,,,,,"85060488413",,"000458222600034","Resour. Conserv. Recycl.","2019","Resources, Conservation and Recycling","143","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"328","320","Amsterdam","published",,,,,,,,,,,,"2019-03-08T11:43:47Z","2021-02-15T05:03:52Z","true",,"FORM",,,,
"331090","20.500.11850/5","Eyhorn, Frank||Muller, Adrian||Reganold, John P.||Frison, Emile||Herren, Hans R.||Luttikholt, Louise||Mueller, Alexander||Sanders, Jürn||Scialabba, Nadia El-Hage||Seufert, Verena||Smith, Pete",,,,,"2020-01-22T09:32:01Z","2020-01-15T03:24:11Z||2020-01-22T09:32:01Z",,"2019-04","2019-04-09",,,,,"2398-9629",,"10.1038/s41893-019-0266-6","http://hdl.handle.net/20.500.11850/390542","en","Nature Publishing Group",,,,"Sustainability in global agriculture driven by organic farming",,"Other Journal Item","Metadata only",,,"2020-01-15T03:24:14Z",,,,,,"yes",,,,,,,,,,,,,,"000463925700003","Nat Sustain","4","Nature Sustainability","2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,"255","253","London","published",,,,,,,,,,,,"2020-01-22T09:32:13Z","2021-02-15T07:35:22Z","true",,"WOS",,,,
"315361","20.500.11850/41","Andriamihaja, Onintsoa R.||Metz, Florence||Zaehringer, Julie G.||Fischer, Manuel||Messerli, Peter",,,,,"2019-10-24T13:17:04Z","2019-10-24T13:13:26Z||2019-10-24T13:17:04Z",,"2019-04",,,,,,,,,"http://hdl.handle.net/20.500.11850/372584","en","University of Bern",,,"Land system science||land governance||Land competition||telecoupling||Social network analysis||Madagascar","Environmental vs. economic claims on land in telecoupled systems: How distant actors increase local land competition in north-eastern Madagascar",,"Presentation","Metadata only",,,"2019-10-24T13:13:38Z",,,,,,"yes","4th Open Science Meeting of the Global Land Programme, Transforming Land Systems for People and Nature","April 24-26, 2019","Bern, Switzerland",,,,,,,,,,"https://www.conftool.com/osm2019/index.php?page=browseSessions&form_session=64#paperID571",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693","Presented on Thursday 25. April 2019.",,"671","Bern","published",,,,,,,,,,,,"2019-10-24T13:17:14Z","2019-10-24T13:17:14Z","true",,"FORM",,,,
"315359","20.500.11850/10","Metz, Florence",,,,,"2019-10-24T12:58:50Z","2019-10-14T13:13:44Z||2019-10-24T12:58:50Z",,"2019-04",,,,,,,,,"http://hdl.handle.net/20.500.11850/370391","en","University of Bern",,,"social network analysis","Using social network analysis in telecoupling research: opportunities and challenges",,"Other Conference Item","Metadata only","Conference Program of the 4th Open Science Meeting 2019",,"2019-10-14T13:13:54Z",,,,,,"yes","4th Open Science Meeting of the Global Land Programme, Transforming Land Systems for People and Nature","April 24-26, 2019","Bern, Switzerland",,,,,,,,,,"https://www.conftool.com/osm2019/index.php?page=browseSessions&form_session=107#paperID356",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693","The Abstract was presented on Thursday 25. April 2019.",,"356","Bern","published",,,,,,,,,,,,"2019-10-24T12:58:59Z","2019-10-24T12:58:59Z","true","1 p.","FORM","Presentation",,,
"291165","20.500.11850/3","Grovermann, Christian||Wossen, Tesfamicheal||Muller, Adrian||Nichterlein, Karin",,,,,"2019-04-24T09:03:53Z","2019-04-19T01:42:31Z||2019-04-24T09:03:53Z",,"2019-04-01",,"Agricultural innovation is an essential component in the transition to more sustainable and resilient farming systems across the world. Innovations generally emerge from collective intelligence and action, but innovation systems are often poorly understood. This study explores the properties of innovation systems and their contribution to increased eco-efficiency in agriculture. Using aggregate data and econometric methods, the eco-efficiency of 79 countries was computed and a range of factors relating to research, extension, business and policy was examined. Despite data limitations, the analysis produced some interesting insights. For instance public research spending has a positive significant effect for emerging economies, while no statistically significant effect was found for foreign aid for research. However, foreign aid for extension is important in less developed economies. These and other results suggest the importance of context-specific interventions rather than a “one size fits all” approach. Overall, the analysis illustrated the potential of a macro-level diagnostic approach for assessing the role of innovation systems for sustainability in agriculture.","application/pdf","10.3929/ethz-b-000338786",,"1932-6203",,"10.1371/journal.pone.0214115","http://hdl.handle.net/20.500.11850/338786","en","Public Library of Science (PLoS)","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Eco-efficiency and agricultural innovation systems in developing countries: Evidence from macro-level analysis",,"Journal Article","Open access",,,"2019-04-19T01:42:32Z",,,,,,"yes",,,,,,,,,,,,"85064078522",,,"PLoS ONE","4","PLoS ONE","14","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,"e0214115","San Francisco, CA","published",,,,,,,,,,,,"2019-04-24T09:04:07Z","2023-02-06T17:03:11Z","true","16 p.","SCOPUS",,,"publishedVersion",
"302972","20.500.11850/3","Klein, Julia A.||Tucker, Catherine M.||Steger, Cara E.||Nolin, Anne||Reid, Robin||Hopping, Kelly A.||Yeh, Emily T.||Pradhan, Meeta S.||Taber, Andrew||Molden, David||Ghate, Rucha||Choudhury, Dhrupad||Alcántara-Ayala, Irasema||Lavorel, Sandra||Müller, Birgit||Grêt-Regamey, Adrienne||Boone, Randall B.||Bourgeron, Patrick||Castellanos, Edwin||Chen, Xiaodong||Dong, Shikui||Keiler, Margreth||Seidl, Roman||Thorn, Jessica||Yager, Karina",,,,,"2019-07-30T05:29:34Z","2019-07-30T05:29:34Z",,"2019-04","2019-01-24",,,,,"1462-9011||1873-6416","http://hdl.handle.net/20.500.11850/322366||http://hdl.handle.net/20.500.11850/319560||http://hdl.handle.net/20.500.11850/355322||http://hdl.handle.net/20.500.11850/324589","10.1016/j.envsci.2018.12.034","http://hdl.handle.net/20.500.11850/319560||http://hdl.handle.net/20.500.11850/324589","en","Elsevier",,,"Disasters||Governance||Mountains||Nepal||Resilience||Sustainable development","An integrated community and ecosystem-based approach to disaster risk reduction in mountain systems",,"Journal Article","Metadata only",,,"2019-01-24T15:42:14Z",,,,,,"yes",,,,,,,,,,,,"85060343706",,"000474672500015","Environ. Sci. Policy",,"Environmental Science & Policy","94","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02656 - Inst. f. Raum- und Landschaftsentw. / Inst Spatial and Landscape Development::03823 - Grêt-Regamey, Adrienne / Grêt-Regamey, Adrienne||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02100 - Dep. Architektur / Dep. of Architecture::02655 - Netzwerk Stadt und Landschaft D-ARCH||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02656 - Inst. f. Raum- und Landschaftsentw. / Inst Spatial and Landscape Development::03823 - Grêt-Regamey, Adrienne / Grêt-Regamey, Adrienne||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","03823||02655||02351","03823||02351",,"152","143","Kidlington","published",,,,,,,,,,,,"2019-07-30T05:29:42Z","2023-02-06T17:27:59Z","true",,"WOS||SCOPUS||BATCH",,,,
"347530","20.500.11850/14","van Vliet, Oscar",,"Hanger-Kopp, Susanne||Lieu, Jenny||Nikas, Alexandros",,,"2020-05-14T07:56:36Z","2019-12-05T13:36:36Z||2019-12-09T13:20:40Z||2020-05-14T07:56:36Z",,"2019-03-04","2019-02-21",,,,"978-0-429-85877-2||978-0-429-45878-1||978-1-351-24561-6||978-1-138-31158-9",,,"10.4324/9780429458781-9","http://hdl.handle.net/20.500.11850/383025","en","Routledge",,,,"Switzerland: Risks associated with implementing a national energy strategy",,"Book Chapter","Metadata only","Narratives of Low-Carbon Transitions. Understanding Risks and Uncertainties",,"2019-12-05T13:36:47Z",,,,,,"yes",,,,,,,,,,,,,,,,,"Routledge Studies in Energy Transitions",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"156","139","Milton Park","published",,,,,,,"10.3929/ethz-b-000383102",,,,,"2019-12-09T13:20:51Z","2020-05-14T07:57:10Z","true",,"FORM",,,,
"286326","20.500.11850/24","Baumann, Isabelle||Garcia, Victor||Metz, Florence",,,,,"2019-03-20T08:43:24Z","2018-12-18T15:45:33Z||2019-02-21T13:48:36Z||2019-03-20T08:43:24Z",,"2019-03","2018-11-29",,,,,"1424-7755||1420-3529||1662-6370",,"10.1111/spsr.12336","http://hdl.handle.net/20.500.11850/311753","en","Wiley-Blackwell",,,,"Heat, Greed and Human Need: Climate Change, Capitalism and Sustainable Wellbeing , Ian Gough , Cheltenham, Edward Elgar Publishing ( 2017), 264 p., ISBN 978‐1‐785‐36512‐6",,"Book Review","Metadata only",,,"2018-12-18T15:45:35Z",,,,,,"yes",,,,,,,,,,,,,,"000461559700009",,"1","Swiss Political Science Review","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"100","95","Oxford","published",,,,,,,,,,,,"2019-03-20T08:43:39Z","2020-02-15T17:55:32Z","true",,"FORM",,,,
"379507","20.500.11850/4","Knüsel, Benedikt||Zumwald, Marius||Baumberger, Christoph||Hirsch Hadorn, Gertrude||Fischer, Erich M.||Bresch, David N.||Knutti, Reto",,,,,"2020-12-10T10:26:07Z","2019-03-04T03:52:23Z||2019-03-04T16:34:23Z||2020-12-10T09:29:27Z||2020-12-10T10:26:07Z",,"2019-03-01","2019-02-25",,"application/pdf","10.3929/ethz-b-000328717",,"1758-6798",,"10.1038/s41558-019-0404-1","http://hdl.handle.net/20.500.11850/328717","en","Nature Publishing Group","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Applying big data beyond small problems in climate research",,"Review Article","Open access",,,"2019-03-04T03:52:26Z",,,,,,"yes",,,,,"Combining theory with Big Data? The case of uncertainty in prediction of trends in extreme weather and impacts","167215","10.13039/501100001711","SNF","NFP 75: Gesuch",,,"85062085448",,"000459579300012","Nat. Clim. Chang.","3","Nature Climate Change","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02717 - Institut für Atmosphäre und Klima / Inst. Atmospheric and Climate Science::03777 - Knutti, Reto / Knutti, Reto","09576||03777","09576||03777",,"202","196","London","published",,,,,,,"10.3929/ethz-b-000399735",,,,,"2019-03-04T16:34:26Z","2022-03-29T04:16:55Z","true","24 p. accepted version","SCOPUS",,,"acceptedVersion",
"345935","20.500.11850/31","Eberenz, Samuel||Stocker, Dario||Röösli, Thomas||Bresch, David N.","Eberenz, Samuel",,"Bresch, David N.",,"2020-04-30T15:28:00Z","2019-03-14T09:51:15Z||2019-03-18T08:45:33Z||2019-03-28T12:46:02Z||2020-04-09T14:29:37Z||2020-04-14T15:53:01Z||2020-04-28T20:05:57Z||2020-04-29T09:50:45Z||2020-04-29T10:30:42Z||2020-04-30T15:28:00Z","2019-03","2019-03","2019-03-18","The modeling of economic disaster risk on a global scale requires high-resolution maps of exposed asset values. We have developed a generic and scalable method to downscale national asset value estimates proportional to a combination of nightlight intensity and population data. Here, we make gridded asset exposure data for 224 countries at a resolution of 30 arcsec available for download.    For more information, please refer to the accompanying publication. Please cite this publication, if you are using the data:  Eberenz, S., Stocker, D., Röösli, T., and Bresch, D. N.: Asset exposure data for global physical risk assessment, Earth Syst. Sci. Data, 12, 817–833, https://doi.org/10.5194/essd-12-817-2020, 2020.","text/plain||text/csv||application/x-tar","10.3929/ethz-b-000331316",,,,,"http://hdl.handle.net/20.500.11850/331316","en","ETH Zurich","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Asset exposure data||Exposed assets||Global||Night lights||Population data||Produced capital||Downscaling||Downscaling approach","LitPop: Global Exposure Data for Disaster Risk Assessment",,"Dataset","Open access",,"DDC - DDC::3 - Social sciences::300 - Social sciences","2019-03-14T09:51:24Z",,"indefinite","292278994-08-17T07:12:55Z","Gridded physical asset values per country. National total physical asset values downscaled proportionally to the normalised product of nightlight intensity (Lit, based on NASA Earth at Night [1]) and population count (Pop, based on Gridded Population of the World, Version 4.1 [2]). Gridded exposure is computed with the LitPop-module of the probabilistic natural catastrophe damage model CLIMADA [3]. Please refer to the accompanying publication [4] and the tutorial [5] for more information. National total physical asset values are produced capital of 2014 from The World Bank's ""Wealth Accounting"" [6] (available for 140 countries). Alternatively, non-financial wealth is estimated from the country's GDP in 2014 and the GDP-to-wealth ratios as estimated in the Credit Suisse Research Institute's ""Global Wealth Report 2017"" [7] (used for 84 countries). Gridded normalised Lit and Pop are provided for 14 selected country as used in the validation of the LitPop exposure data model [2]. The Python 3.6 script to reproduce this data is available at https://github.com/CLIMADA-project/climada_papers.  References:  [1] NASA Earth Observatory, 2017. Earth at Night: Flat Maps. Avaible at: earthobservatory.nasa.gov/features/NightLights/page3.php. (last access: January 2020)  [2] Socioeconomic Data and Applications Center (SEDAC): Country-level Information and Sources Revision 10, avail- able at: https://beta.sedac.ciesin.columbia.edu/data/set/ gpw-v4-admin-unit-center-points-population-estimates-rev10/docs, 2017. (last access: 4 April 2020)  [3] Python version of CLIMADA. https://github.com/CLIMADA-project/climada_python/ (last accessed April 2020)  [4] Publication: https://doi.org/10.5194/essd-12-817-2020 (last accessed April 2020)  [5] Tutorial: https://climada-python.readthedocs.io/en/latest/tutorial/climada_entity_LitPop.html (last accessed April 2020)  [6] The World Bank. ""Wealth Accounting"": https://datacatalog.worldbank.org/dataset/wealth-accounting (last accessed April 2020)  [7] Credit Suisse Research Institute. ""Global Wealth Report 2017"", 2017. https://www.credit-suisse.com/corporate/en/articles/news-and-expertise/global-wealth-report-2017-201711.html (last accessed March 2019)","CLIMADA – global weather and climate risk assessment platform. Open-source software (Python 3.6+), available on GitHub: https://github.com/CLIMADA-project/climada_python https://github.com/CLIMADA-project/climada_papers","yes",,,,"global",,,,,,,"LitPop",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,,"Zurich",,,,"10.3929/ethz-b-000398592||10.3929/ethz-b-000489485",,"10.3929/ethz-b-000409595",,,,,,,"2019-03-18T16:37:38Z","2022-03-29T02:01:33Z","true","16.63 GB","FORM",,"Asset exposure data for global physical risk assessment",,"v1.2 (2020-04-09)"
"279808","20.500.11850/3","Cortner, O.||Garrett, Rachael D.||Valentim, Judson F.||Ferreira, João J.M.M.||Niles, Meredith T.||Reis, Julio C.||Gil, Juliana D.B.",,,,,"2019-02-06T15:01:14Z","2019-02-01T04:49:49Z||2019-02-06T15:01:14Z",,"2019-03","2019-01-25",,,,,"0264-8377||1873-5754",,"10.1016/j.landusepol.2019.01.006","http://hdl.handle.net/20.500.11850/322355","en","Elsevier",,,"Innovation||Integrated Systems||Sustainable agriculture||Pasture intensification||Technology diffusion||Farmer decision-making||Supply chains","Perceptions of integrated crop-livestock systems for sustainable intensification in the Brazilian Amazon",,"Journal Article","Metadata only",,,"2019-02-01T04:49:54Z",,,,,,"yes",,,,,,,,,,,,"85060338801",,"000459358100075","Land Use Policy",,"Land Use Policy","82","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659","09659",,"853","841","Amsterdam","published",,,,,,,,,,,,"2019-02-06T15:01:42Z","2023-02-06T16:49:44Z","true",,"SCOPUS",,,,
"446562","20.500.11850/16","Kalinina, Anna",,,,"Robinson, Christopher T.||Patt, Anthony||Burgherr, Peter||Spada, Matteo||Gunn, Russell M.","2022-04-06T09:49:11Z","2019-04-02T13:07:10Z||2019-04-02T14:33:18Z||2022-04-06T09:49:11Z",,"2019-03","2019-04-02",,"application/pdf","10.3929/ethz-b-000335616",,,,,"http://hdl.handle.net/20.500.11850/335616","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Risk Assessment of Hydropower in Switzerland: Uncertainty Quantification in the Modelling of Dam-Break Consequences",,"Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::624 - Civil engineering","2019-04-02T13:07:12Z","2022-04-02",,,,,"yes",,,,,,,,,,"25822",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.",,"09451",,,,,"Zurich","published",,,,,,,,,,,,"2019-04-02T14:33:53Z","2023-02-07T00:43:07Z","true","210 p.","FORM",,,,
