id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.pubmed,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isReferencedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"110895","20.500.11850/3","Pankratova, Nadezda||Crespo, Gastón A.||Afshar, Majid G.||Crespi, Miquel C.||Jeanneret, Stéphane||Cherubini, Thomas||Tercier-Waeber, Mary-Lou||Pomati, Francesco||Bakker, Eric",,,"2017-06-11T23:22:15Z","2017-06-11T23:22:15Z","2015-05",,,,,,"2050-7887||2050-7895",,"10.1039/C5EM00038F","http://hdl.handle.net/20.500.11850/110928","en","Royal Society of Chemistry",,,,"Potentiometric sensing array for monitoring aquatic systems","Journal Article","Metadata only",,,"2017-06-11T23:22:47Z",,"pub:172226",,"yes",,,,,,,,,,"imp593653fd1aa1565658","009779476",,,,,"Environ Sci Process Impacts","5","Environmental Science: Processes & Impacts","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Received 21 January 2015, Accepted 24 March 2015, Published online 25 March 2015.","914","906","Cambridge","published",,"true","2017-07-13T07:19:36Z","2023-02-06T13:13:28Z","true",,"ECIT",,,
"110899","20.500.11850/3","Pomati, Francesco||Tellenbach, Christoph||Matthews, Blake||Venail, Patrick||Ibelings, Bas W.||Ptacnik, Robert",,,"2017-06-11T23:22:17Z","2017-06-11T23:22:17Z","2015-05",,,,,,"0046-5070||1365-2427",,"10.1111/fwb.12416","http://hdl.handle.net/20.500.11850/110932","en","Wiley-Blackwell",,,"Lakes||Long-term datasets||Phytoplankton||Richness||Taxonomic aggregation","Challenges and prospects for interpreting long‐term phytoplankton diversity changes in Lake Zurich (Switzerland)","Journal Article","Metadata only",,,"2017-06-11T23:22:47Z",,"pub:172234",,"yes",,,,,,,,,,"imp593653fd3706627176",,,,,,"Freshw. biol.","5","Freshwater Biology","60","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Published online 20 March 2015.","1059","1052","Oxford","published",,"true","2017-07-13T07:09:45Z","2021-02-14T13:52:23Z","true",,"ECIT",,,
"110893","20.500.11850/5","Narwani, Anita||Matthews, Blake||Fox, Jeremy||Venail, Patrick",,,"2017-06-11T23:22:13Z","2017-06-11T23:22:13Z","2015-05",,,,,,"0269-8463||1365-2435",,"10.1111/1365-2435.12431","http://hdl.handle.net/20.500.11850/110926","en","Wiley-Blackwell",,,,"Using phylogenetics in community assembly and ecosystem functioning research","Other Journal Item","Metadata only",,,"2017-06-11T23:22:47Z",,"pub:172223",,"yes",,,,,,,,,,"imp593653fd0ebad83270",,,,,,"Funct. Ecol.","5","Functional Ecology","29","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Published online 18 May 2015.","591","589","Oxford","published",,"true","2017-07-19T12:45:35Z","2023-02-06T13:13:25Z","true",,"ECIT",,,
"110913","20.500.11850/3","Venail, Patrick||Gross, Kevin||Oakley, Todd H.||Narwani, Anita||Allan, Eric||Flombaum, Pedro||Isbell, Forest||Joshi, Jasmin||Reich, Peter B.||Tilman, David||van Ruijven, Jasper||Cardinale, Bradley J.",,,"2017-06-11T23:22:27Z","2017-06-11T23:22:27Z","2015-05",,,,,,"0269-8463||1365-2435",,"10.1111/1365-2435.12432","http://hdl.handle.net/20.500.11850/110946","en","Wiley-Blackwell",,,"Biodiversity||Community biomass||Data synthesis||Ecosystem functioning||Grasslands||Phylogenetic diversity||Relatedness||Stability","Species richness, but not phylogenetic diversity, influences community biomass production and temporal stability in a re-examination of 16 grassland biodiversity studies","Journal Article","Metadata only",,,"2017-06-11T23:22:47Z",,"pub:172256",,"no",,,,,,,,,,"imp593653fd8cc2772438",,,,,,"Funct. Ecol.","5","Functional Ecology","29","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka","03705","03705","Published online 28 March 2015.","626","615","Oxford","published",,"true","2017-07-18T14:38:02Z","2023-02-06T13:13:31Z","true",,"ECIT",,,
"108711","20.500.11850/3","Stapley, Jessica||Santure, Anna W.||Dennis, Stuart R.",,,"2017-06-11T22:07:26Z","2017-06-11T22:07:26Z","2015-05",,,,,,"0962-1083||1365-294X",,"10.1111/mec.13089","http://hdl.handle.net/20.500.11850/108744","en","Wiley-Blackwell",,,,"Transposable elements as agents of rapid adaptation may explain the genetic paradox of invasive species","Journal Article","Metadata only",,,"2017-06-11T22:08:08Z",,"pub:169756",,"no",,,,,,,,,,"imp593653d4b4e1b38311",,,,,,"Mol Ecol","9","Molecular Ecology","24","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706","Published online 16 February 2015.","2252","2241","Oxford","published",,"true","2017-07-13T10:03:25Z","2018-11-02T21:08:11Z","true",,"ECIT",,,
"100481","20.500.11850/3","Rahnamaeian, Mohammad||Cytryńska, Małgorzata||Zdybicka-Barabas, Agnieszka||Dobslaff, Kristin||Wiesner, Jochen||Twyman, Richard M.||Zuchner, Thole||Sadd, Ben M.||Regoes, Roland R.||Schmid-Hempel, Paul||Vilcinskas, Andreas",,,"2017-06-11T17:15:44Z","2017-06-11T17:15:44Z","2015-05",,,,,,"0080-4649||0950-1193||1471-2954||0962-8452",,"10.1098/rspb.2015.0293","http://hdl.handle.net/20.500.11850/100514","en","The Royal Society",,,"Antimicrobial Peptides||Innate immunity||Insects||Abaecin||Hymenoptaecin||Bumble bees","Insect antimicrobial peptides show potentiating functional interactions against Gram-negative bacteria","Journal Article","Metadata only",,,"2017-06-11T17:16:30Z",,"pub:157719",,"yes",,,,,,,,,,"imp59365323f2d2754282","000557240",,"84926351932",,"000353351000026","Proc R Soc Lond B Biol Sci","1806","Proceedings of the Royal Society B: Biological Sciences","282","03330 - Schmid-Hempel, Paul||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03330 - Schmid-Hempel, Paul||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03584","03584",,,"20150293","London","published",,"true","2017-07-14T20:08:06Z","2020-02-14T15:16:42Z","true","10 p.","ECIT",,,
"390986","20.500.11850/3","San Millan, Alvaro||Toll Riera, Macarena||Qi, Qin||MacLean, R. Craig",,,"2021-02-15T12:46:01Z","2021-02-12T15:09:36Z||2021-02-15T12:46:01Z","2015-04-21",,"Horizontal gene transfer (HGT) plays a key role in bacterial evolution, especially with respect to antibiotic resistance. Fitness costs associated with mobile genetic elements (MGEs) are thought to constrain HGT, but our understanding of these costs remains fragmentary, making it difficult to predict the success of HGT events. Here we use the interaction between P. aeruginosa and a costly plasmid (pNUK73) to investigate the molecular basis of the cost of HGT. Using RNA-Seq, we show that the acquisition of pNUK73 results in a profound alteration of the transcriptional profile of chromosomal genes. Mutations that inactivate two genes encoded on chromosomally integrated MGEs recover these fitness costs and transcriptional changes by decreasing the expression of the pNUK73 replication gene. Our study demonstrates that interactions between MGEs can compromise bacterial fitness via altered gene expression, and we argue that conflicts between mobile elements impose a general constraint on evolution by HGT.","application/pdf","10.3929/ethz-b-000469302",,"2041-1723",,"10.1038/ncomms7845","http://hdl.handle.net/20.500.11850/469302","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Interactions between horizontally acquired genes create a fitness cost in Pseudomonas aeruginosa","Journal Article","Open access",,,"2021-02-12T15:09:46Z",,,,"no",,,,,,,,,,,,,,,,"Nat Commun","1","Nature Communications","6","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.",,"03939",,,,"6845","London","published",,,"2021-02-15T12:46:12Z","2022-03-29T05:13:22Z","true","8 p.","FORM",,"publishedVersion",
"259085","20.500.11850/3","Trtikova, Miluse||Wikmark, Odd Gunnar||Zemp, Niklaus||Widmer, Alex||Hilbeck, Angelika",,,"2018-10-18T13:02:01Z","2017-06-11T17:18:39Z||2018-10-18T13:02:01Z","2015-04-08",,"Bt protein content in transgenic insect resistant (Bt) maize may vary between tissues within plants and between plants growing under different environmental conditions. However, it is unknown whether and how Bt protein content correlates with transgene expression, and whether this relationship is influenced by stressful environmental conditions. Two Bt maize varieties containing the same transgene cassette (MON 810) were grown under optimal and stressful conditions. Before and during stress exposure, the upper leaves were analysed for transgene expression using quantitative RT-PCR and for Bt content using ELISA. Under optimal conditions there was no significant difference in the transgene expression between the two investigated Bt maize varieties whereas Bt protein content differed significantly. Transgene expression was correlated with Bt protein content in only one of the varieties. Under stressful environmental conditions we found similar transgene expressions as under optimal conditions but Bt content responded differently. These results suggest that Bt content is not only controlled by the transgene expression but is also dependent on the genetic background of the maize variety. Under stressful conditions the concentration of Bt protein is even more difficult to predict.","application/pdf","10.3929/ethz-b-000100630",,"1932-6203",,"10.1371/journal.pone.0123011","http://hdl.handle.net/20.500.11850/100630","en","Public Library of Science","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Transgene Expression and Bt Protein Content in Transgenic Bt Maize (MON810) under Optimal and Stressful Environmental Conditions","Journal Article","Open access",,,"2017-06-11T17:19:22Z",,"pub:157982",,"yes",,,,,,,,,,"imp59365326bce7160080","006206116",,,,"000352478400091","PLoS ONE","4","PLoS ONE","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,,"e0123011","San Francisco, CA, USA","published",,,"2017-07-19T13:15:38Z","2021-02-15T02:13:25Z","true","9 p.","ECIT",,"publishedVersion",
"296172","20.500.11850/3","Fuentes-Hernandez, Ayari||Plucain, Jessica||Gori, Fabio||Peña-Miller, Rafael||Reding, Carlos||Jansen, Gunther||Schulenburg, Hinrich||Gudelj, Ivana||Beardmore, Robert",,,"2019-06-07T09:05:01Z","2017-06-11T21:50:47Z||2019-06-07T09:05:01Z","2015-04-08",,"We need to find ways of enhancing the potency of existing antibiotics, and, with this in mind, we begin with an unusual question: how low can antibiotic dosages be and yet bacterial clearance still be observed? Seeking to optimise the simultaneous use of two antibiotics, we use the minimal dose at which clearance is observed in an in vitro experimental model of antibiotic treatment as a criterion to distinguish the best and worst treatments of a bacterium, Escherichia coli. Our aim is to compare a combination treatment consisting of two synergistic antibiotics to so-called sequential treatments in which the choice of antibiotic to administer can change with each round of treatment. Using mathematical predictions validated by the E. coli treatment model, we show that clearance of the bacterium can be achieved using sequential treatments at antibiotic dosages so low that the equivalent two-drug combination treatments are ineffective. Seeking to treat the bacterium in testing circumstances, we purposefully study an E. coli strain that has a multidrug pump encoded in its chromosome that effluxes both antibiotics. Genomic amplifications that increase the number of pumps expressed per cell can cause the failure of high-dose combination treatments, yet, as we show, sequentially treated populations can still collapse. However, dual resistance due to the pump means that the antibiotics must be carefully deployed and not all sublethal sequential treatments succeed. A screen of 136 96-h-long sequential treatments determined five of these that could clear the bacterium at sublethal dosages in all replicate populations, even though none had done so by 24 h. These successes can be attributed to a collateral sensitivity whereby cross-resistance due to the duplicated pump proves insufficient to stop a reduction in E. coli growth rate following drug exchanges, a reduction that proves large enough for appropriately chosen drug switches to clear the bacterium.","application/pdf","10.3929/ethz-b-000108234",,"1544-9173||1545-7885",,"10.1371/journal.pbio.1002104","http://hdl.handle.net/20.500.11850/108234","en","Public Library of Science","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Using a Sequential Regimen to Eliminate Bacteria at Sub-Lethal Antibiotic Dosages","Journal Article","Open access",,,"2017-06-11T21:51:44Z",,"pub:169031",,"yes",,,,,,,,,,"imp593653caa890c62016","004606893",,,,,"PLoS biol.","4","PLoS Biology","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03939 - Velicer, Gregory J. / Velicer, Gregory J.","03939","03939",,,"e1002104","Lawrence, KS","published",,,"2017-07-18T18:33:06Z","2019-06-07T09:05:11Z","true","17 p.","ECIT",,"publishedVersion",
"110890","20.500.11850/3","Melián, Carlos J.||Seehausen, Ole||Eguíluz, Víctor M.||Fortuna, Miguel A.||Deiner, Kristy",,,"2017-06-11T23:22:11Z","2017-06-11T23:22:11Z","2015-04",,,,,,"0906-7590||1600-0587",,"10.1111/ecog.01162","http://hdl.handle.net/20.500.11850/110923","en","Wiley",,,,"Diversification and biodiversity dynamics of hot and cold spots","Journal Article","Metadata only",,,"2017-06-11T23:22:47Z",,"pub:172220",,"no",,,,,,,,,,"imp593653fcf381a25925","000639155",,,,,,"4","Ecography","38","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09719 - Deiner, Kristy / Deiner, Kristy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03705 - Jokela, Jukka / Jokela, Jukka||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09719 - Deiner, Kristy / Deiner, Kristy","03705||09719","03705||09719","Published online 9 February 2015.","401","393","Oxford","published",,,"2017-07-18T15:00:16Z","2021-02-14T13:52:19Z","true",,"ECIT",,,
"297148","20.500.11850/3","Muir, Graham||Ruiz-Duarte, Paola||Hohmann, Nora||Mable, Barbara K.||Novikova, Polina N.||Schmickl, Roswitha||Guggisberg, Alessia||Koch, Marcus A.",,,"2019-06-14T16:39:54Z","2017-06-11T17:12:39Z||2019-06-14T16:39:54Z","2015-04","2015-03-25","Reciprocal crosses between species often display an asymmetry in the fitness of F1 hybrids. This pattern, referred to as isolation asymmetry or Darwin's corollary to Haldane's rule, is a general feature of reproductive isolation in plants, yet factors determining its magnitude and direction remain unclear. We evaluated reciprocal species crosses between two naturally hybridizing diploid species of Arabidopsis to assess the degree of isolation asymmetry at different postmating life stages. We found that pollen from Arabidopsis arenosa will usually fertilize ovules from Arabidopsis lyrata; the reverse receptivity being less complete. Maternal A. lyrata parents set more F1 hybrid seed, but germinate at lower frequency, reversing the asymmetry. As predicted by theory, A. lyrata (the maternal parent with lower seed viability in crosses) exhibited accelerated chloroplast evolution, indicating that cytonuclear incompatibilities may play a role in reproductive isolation. However, this direction of asymmetrical reproductive isolation is not replicated in natural suture zones, where delayed hybrid breakdown of fertility at later developmental stages, or later‐acting selection against A. arenosa maternal hybrids (unrelated to hybrid fertility, e.g., substrate adaptation) may be responsible for an excess of A. lyrata maternal hybrids. Exogenous selection rather than cytonuclear incompatibilities thus shapes the asymmetrical postmating isolation in nature.","application/pdf","10.3929/ethz-b-000100478",,"2045-7758",,"10.1002/ece3.1474","http://hdl.handle.net/20.500.11850/100478","en","Wiley","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Asymmetric reproductive isolation||Cytonuclear incompatibilities||Darwin's corollary to Haldane's rule||Hybrid inviability||Postzygotic selection","Exogenous selection rather than cytonuclear incompatibilities shapes asymmetrical fitness of reciprocal Arabidopsis hybrids","Journal Article","Open access",,,"2017-06-11T17:12:50Z",,"pub:157682",,"yes",,,,,,,,,,"imp593653231b5fb86453","007041168",,"84928197145",,"000354209300016","Ecol Evol","8","Ecology and Evolution","5","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","03706","03706",,"1745","1734","S.l.","published",,,"2017-07-13T09:31:12Z","2023-02-06T17:17:02Z","true",,"ECIT",,"publishedVersion",
"262193","20.500.11850/3","Yang, Wan-Lin||Kouyos, Roger D.||Böni, Jürg||Yerly, Sabine||Klimkait, Thomas||Aubert, Vincent||Scherrer, Alexandra U.||Shilaih, Mohaned||Hinkley, Trevor||Petropoulos, Christos J.||Bonhoeffer, Sebastian||Günthard, Huldrych F.||Swiss HIV Cohort Study (SHCS)",,,"2018-11-06T16:47:53Z","2017-06-11T17:12:08Z||2018-11-06T16:47:53Z","2015-03-23",,"Transmission of drug-resistant pathogens presents an almost-universal challenge for fighting infectious diseases. Transmitted drug resistance mutations (TDRM) can persist in the absence of drugs for considerable time. It is generally believed that differential TDRM-persistence is caused, at least partially, by variations in TDRM-fitness-costs. However, in vivo epidemiological evidence for the impact of fitness costs on TDRM-persistence is rare.  Here, we studied the persistence of TDRM in HIV-1 using longitudinally-sampled nucleotide sequences from the Swiss-HIV-Cohort-Study (SHCS). All treatment-naïve individuals with TDRM at baseline were included. Persistence of TDRM was quantified via reversion rates (RR) determined with interval-censored survival models. Fitness costs of TDRM were estimated in the genetic background in which they occurred using a previously published and validated machine-learning algorithm (based on in vitro replicative capacities) and were included in the survival models as explanatory variables.  In 857 sequential samples from 168 treatment-naïve patients, 17 TDRM were analyzed. RR varied substantially and ranged from 174.0/100-person-years;CI=[51.4, 588.8] (for 184V) to 2.7/100-person-years;[0.7, 10.9] (for 215D). RR increased significantly with fitness cost (increase by 1.6[1.3,2.0] per standard deviation of fitness costs). When subdividing fitness costs into the average fitness cost of a given mutation and the deviation from the average fitness cost of a mutation in a given genetic background, we found that both components were significantly associated with reversion-rates.  Our results show that the substantial variations of TDRM persistence in the absence of drugs are associated with fitness-cost differences both among mutations and among different genetic backgrounds for the same mutation.","application/pdf","10.3929/ethz-b-000100422",,"1553-7374||1553-7366",,"10.1371/journal.ppat.1004722","http://hdl.handle.net/20.500.11850/100422","en","Public Library of Science (PLoS)","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Persistence of Transmitted HIV-1 Drug Resistance Mutations Associated with Fitness Costs and Viral Genetic Backgrounds","Journal Article","Open access",,,"2017-06-11T17:12:50Z",,"pub:157487",,"yes",,,,,,,,,,"imp59365321d768b23456","005409548",,"84926435102",,"000352201900043","PLoS Pathog","3","PLoS Pathogens","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03584","03584",,,"e1004722","Lawrence, KS","published",,,"2017-07-18T09:55:25Z","2022-03-28T21:36:08Z","true","13 p.","ECIT",,"publishedVersion",
"274277","20.500.11850/3","Fu, Feng||Nowak, Martin A.||Bonhoeffer, Sebastian",,,"2019-01-17T09:35:28Z","2017-06-11T17:19:03Z||2019-01-17T09:35:28Z","2015-03-19",,"Acquired resistance is one of the major barriers to successful cancer therapy. The development of resistance is commonly attributed to genetic heterogeneity. However, heterogeneity of drug penetration of the tumor microenvironment both on the microscopic level within solid tumors as well as on the macroscopic level across metastases may also contribute to acquired drug resistance. Here we use mathematical models to investigate the effect of drug heterogeneity on the probability of escape from treatment and the time to resistance. Specifically we address scenarios with sufficiently potent therapies that suppress growth of all preexisting genetic variants in the compartment with the highest possible drug concentration. To study the joint effect of drug heterogeneity, growth rate, and evolution of resistance, we analyze a multi-type stochastic branching process describing growth of cancer cells in multiple compartments with different drug concentrations and limited migration between compartments. We show that resistance is likely to arise first in the sanctuary compartment with poor drug penetrations and from there populate non-sanctuary compartments with high drug concentrations. Moreover, we show that only below a threshold rate of cell migration does spatial heterogeneity accelerate resistance evolution, otherwise deterring drug resistance with excessively high migration rates. Our results provide new insights into understanding why cancers tend to quickly become resistant, and that cell migration and the presence of sanctuary sites with little drug exposure are essential to this end.","application/pdf","10.3929/ethz-b-000100667",,"1553-734X||1553-7358",,"10.1371/journal.pcbi.1004142","http://hdl.handle.net/20.500.11850/100667","en","Public Library of Science","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Spatial Heterogeneity in Drug Concentrations Can Facilitate the Emergence of Resistance to Cancer Therapy","Journal Article","Open access",,,"2017-06-11T17:19:22Z",,"pub:158024",,"yes",,,,,,,,,,"imp59365327a0ba371306","005410277",,,,"000352195700036","PLOS comput. biol.","3","PLoS Computational Biology","11","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03584 - Bonhoeffer, Sebastian / Bonhoeffer, Sebastian","03584","03584",,,"e1004142","San Francisco, CA, USA","published",,,"2017-07-17T11:02:24Z","2020-02-15T16:39:31Z","true","22 p.","ECIT",,"publishedVersion",
