id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.code.jel,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"212812","20.500.11850/21","Wilkes-Allemann, Jerylee||Steinmann, Kathrin||Zabel, Astrid||Lieberherr, Eva",,,"2018-01-23T08:35:06Z","2018-01-22T14:45:19Z||2018-01-23T08:35:06Z","2017-06",,,"application/pdf","10.3929/ethz-b-000232473",,,,,"http://hdl.handle.net/20.500.11850/232473","de","ETH Zürich, Natural Resource Policy Group (NARP)","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Zwischenbericht 2016 zur Waldpolitik 2020",,"Report","Open access",,,,"2018-01-22T14:45:20Z",,,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,"Zürich","published",,"20.500.11850/232551",,,,,"true","2018-01-23T08:35:18Z","2021-02-14T21:59:38Z","true","144 p.","FORM",,"Projektbericht im Auftrag des Bundesamtes für Umwelt (BAFU)",,
"201531","20.500.11850/3","Mitchell, Daniel||Davini, Paolo||Harvey, Ben||Massey, Neil||Haustein, Karsten||Woollings, Tim||Jones, Richard||Otto, Fredi||Guillod, Benoît||Sparrow, Sarah||Wallom, David||Allen, Myles",,,"2017-12-07T11:18:49Z","2017-12-06T13:33:34Z||2017-12-07T11:18:49Z","2017-06","2017-08-23","Atmospheric modes of variability relevant for extreme temperature and precipitation events are evaluated in models currently being used for extreme event attribution. A 100 member initial condition ensemble of the global circulation model HadAM3P is compared with both the multi-model ensemble from the Coupled Model Inter-comparison Project, Phase 5 (CMIP5) and the CMIP5 atmosphere-only counterparts (AMIP5). The use of HadAM3P allows for huge ensembles to be computed relatively fast, thereby providing unique insights into the dynamics of extremes. The analysis focuses on mid Northern Latitudes (primarily Europe) during winter, and is compared with ERA-Interim reanalysis. The tri-modal Atlantic eddy-driven jet distribution is remarkably well captured in HadAM3P, but not so in the CMIP5 or AMIP5 multi-model mean, although individual models fare better. The well known underestimation of blocking in the Atlantic region is apparent in CMIP5 and AMIP5, and also, to a lesser extent, in HadAM3P. Pacific blocking features are well produced in all modeling initiatives. Blocking duration is biased towards models reproducing too many short-lived events in all three modelling systems. Associated storm tracks are too zonal over the Atlantic in the CMIP5 and AMIP5 ensembles, but better simulated in HadAM3P with the exception of being too weak over Western Europe. In all cases, the CMIP5 and AMIP5 performances were almost identical, suggesting that the biases in atmospheric modes considered here are not strongly coupled to SSTs, and perhaps other model characteristics such as resolution are more important. For event attribution studies, it is recommended that rather than taking statistics over the entire CMIP5 or AMIP5 available models, only models capable of producing the relevant dynamical phenomena be employed.","application/pdf","10.3929/ethz-b-000218359",,"0930-7575||1432-0894",,"10.1007/s00382-016-3308-z","http://hdl.handle.net/20.500.11850/218359","en","Springer","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Event attribution||Dynamics||Mid-latitudes||Extreme","Assessing mid-latitude dynamics in extreme event attribution systems",,"Journal Article","Open access",,,,"2017-12-06T13:33:35Z",,,,,,"yes",,,,,,,,,,,,,,,"Clim Dyn","11-12","Climate Dynamics","48","ETH Zürich||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,"3901","3889","Heidelberg","published",,,,,,,"true","2017-12-07T11:19:01Z","2019-02-02T13:54:54Z","true",,"FORM",,,"publishedVersion",
"249262","20.500.11850/10","Wilkes-Allemann, Jerylee||Lieberherr, Eva||Baerlocher, Bianca",,,"2018-08-21T07:24:32Z","2018-01-03T09:26:03Z||2018-08-21T07:24:32Z","2017-05-30",,,,,,,,,"http://hdl.handle.net/20.500.11850/225089","en",,,,,"Governing peri-urban forestry:  filling the regulation gap with Swiss Nature-discovery parks?",,"Other Conference Item","Metadata only",,,,"2018-01-03T09:26:04Z",,,,,,"yes","2. Tagung Parkforschung Schweiz","May 20, 2017","Bern Switzerland",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,,"unpublished",,,,,,,,"2018-08-21T07:24:49Z","2020-02-15T14:29:11Z","true",,"FORM",,,,
"210763","20.500.11850/3","Guillod, Benoît||Jones, Richard G.||Bowery, Andy||Haustein, Karsten||Massey, Neil R.||Mitchell, Daniel M.||Otto, Friederike E.L.||Sparrow, Sarah N.||Uhe, Peter||Wallom, David C. H.||Wilson, Simon||Allen, Myles R.",,,"2018-01-17T14:34:08Z","2017-12-06T13:36:28Z||2017-12-06T15:36:17Z||2018-01-17T14:34:08Z","2017-05-05",,,"application/pdf","10.3929/ethz-b-000218367",,"1991-9603||1991-959X",,"10.5194/gmd-10-1849-2017","http://hdl.handle.net/20.500.11850/218367","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"weather@home 2: validation of an improved global–regional climate modelling system",,"Journal Article","Open access",,,,"2017-12-06T13:36:28Z",,,,,,"yes",,,,,,,,,,,,,,,"Geosci. model dev.","5","Geoscientific Model Development","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,"1872","1849","Göttingen","published",,,,,,,"true","2017-12-06T15:36:39Z","2023-02-06T15:05:39Z","true",,"FORM",,,"publishedVersion",
"129678","20.500.11850/3","DeCarolis, Joseph||Daly, Hannah||Dodds, Paul||Keppo, Ilkka||Li, Francis||McDowall, Will||Pye, Steve||Strachan, Neil||Trutnevyte, Evelina||Usher, Will||Winning, Matthew||Yeh, Sonia||Zeyringer, Marianne",,,"2017-06-12T20:26:13Z","2017-06-12T20:26:13Z","2017-05",,,,,,"0306-2619||1872-9118",,"10.1016/j.apenergy.2017.03.001","http://hdl.handle.net/20.500.11850/129711","en","Elsevier Science",,,"Energy system models||Modelling guidance||Uncertainty","Formalizing best practice for energy system optimization modelling",,"Journal Article","Metadata only",,,,"2017-06-12T20:26:34Z",,,,"pub:192696",,"yes",,,,,,,,,,"imp5936555a1e32271123","010839231","85014864017",,,"Appl. Energy",,"Applied Energy","194","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351","Published online 11 March 2017.","198","184","New York, NY","published",,,,,,,,"2017-07-18T13:33:25Z","2021-02-14T15:05:56Z","true",,"ECIT",,,,
"218839","20.500.11850/22","Riegler, Monika||Vogler, Christina||Neumueller, Sonata||Komendantova, Nadejda",,,"2018-02-12T16:08:23Z","2017-06-12T18:16:22Z||2017-09-13T11:41:13Z||2017-09-13T11:42:02Z||2017-10-31T15:03:28Z||2017-11-30T12:32:26Z||2018-02-12T16:08:23Z","2017-05",,,"application/pdf","10.3929/ethz-b-000125801",,,"http://hdl.handle.net/20.500.11850/125801||http://hdl.handle.net/20.500.11850/203010",,"http://hdl.handle.net/20.500.11850/215748","en","IIASA","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Engaging inhabitants into energy transition in climate and  energy model (CEM) regions: case studies of Freistadt,  Ebreichsdorf and Baden",,"Working Paper","Open access","Engaging inhabitants into energy transition in climate and energy model (CEM) regions",,,"2017-06-12T18:17:12Z",,,,"pub:188440",,"yes",,,,,,,,,,"imp59365516100ef31271",,,"http://pure.iiasa.ac.at/14473/",,,,"LINKS Working Paper","WP-17-003","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,"Laxenburg, Austria","published",,,,,,,,"2017-11-30T12:36:46Z","2018-11-06T09:33:31Z","true","44 p.","ECIT||FORM",,,,
"130065","20.500.11850/3","Berntsen, Philip B.||Trutnevyte, Evelina",,,"2017-06-12T20:40:09Z","2017-06-12T20:40:09Z","2017-05",,,,,,"0360-5442||1873-6785",,"10.1016/j.energy.2017.03.043","http://hdl.handle.net/20.500.11850/130098","en","Elsevier",,,"Diversity||Electricity||Energy policy||Energy scenarios||Energy system models||Modeling to Generate Alternatives","Ensuring diversity of national energy scenarios: Bottom-up energy system model with Modeling to Generate Alternatives",,"Journal Article","Metadata only",,,,"2017-06-12T20:40:34Z",,,,"pub:193099",,"yes",,,,,,,,,,"imp59365561bba3c79451","010838811","85016032062",,"000404305900069","Energy",,"Energy","126","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351","Published online 27 March 2017.","898","886","Amsterdam","published",,,,,,,,"2017-07-15T20:46:10Z","2020-02-14T18:06:34Z","true",,"ECIT",,,,
"468747","20.500.11850/21","Jörin, Jonas||Pfister, Olivia||Six, Johan||Silip, Jupikely J.",,,"2022-09-21T09:38:37Z","2017-11-21T15:47:06Z||2018-05-11T14:50:02Z||2018-05-11T14:56:25Z||2018-06-08T08:14:58Z||2022-09-21T09:38:37Z","2017-05",,,,,,,,,"http://hdl.handle.net/20.500.11850/211714","en","ETH Zurich",,,,"Resilience in the palm oil value chain in Sabah, Malaysia.",,"Report","Metadata only",,,,"2017-11-21T15:47:09Z",,,,,,"yes",,,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,,"Zurich","published",,,,,,,,"2018-06-08T08:15:00Z","2023-02-07T06:28:10Z","true","6 p.","FORM",,,,
"247234","20.500.11850/10","Baumberger, Christoph",,,"2018-08-06T12:09:20Z","2017-11-23T19:31:42Z||2018-08-06T12:09:20Z","2017-04-03",,,,,,,,,"http://hdl.handle.net/20.500.11850/213290","en",,,,,"Building Confidence in Climate Model Projections: An Analysis of Inferences from Fit",,"Other Conference Item","Metadata only",,,,"2017-11-23T19:31:44Z",,,,,,"yes","Colloquium of the Institute for Atmosphere and Climate","April 3, 2017","Zurich, Switzerland",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804","Lecture on 3 April 2017",,,,"unpublished",,,,,,,,"2018-08-06T12:09:23Z","2018-08-06T12:09:23Z","true",,"FORM",,,,
"128427","20.500.11850/3","Hoffmann, Sabine||Pohl, Christian||Hering, Janet G.",,,"2017-06-12T19:45:47Z","2017-06-12T19:45:47Z","2017-04",,,,,,"0048-7333||1873-7625",,"10.1016/j.respol.2017.01.004","http://hdl.handle.net/20.500.11850/128460","en","Elsevier",,,"Actor involvement||Knowledge integration||Research management||Sustainability||Synthesis||Transdisciplinary research","Exploring transdisciplinary integration within a large research program: Empirical lessons from four thematic synthesis processes",,"Journal Article","Metadata only",,,,"2017-06-12T19:46:59Z",,,,"pub:191370",,"yes",,,,,,,,,,"imp59365541a008357172","000053804","85010282127",,"000395613400013","Res. policy","3","Research Policy","46","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351","Published online 24 January 2017.","692","678","Amsterdam","published",,,,,,,,"2017-07-15T04:35:24Z","2020-02-14T17:59:49Z","true",,"ECIT",,,,
"249881","20.500.11850/8","Lieberherr, Eva||de Buren, Guillaume||Schweizer, Rémi",,,"2018-08-24T08:38:09Z","2018-01-16T12:52:15Z||2018-08-24T08:38:09Z","2017-04",,,,,,,,,"http://hdl.handle.net/20.500.11850/229386","de",,,,,"Waldrelevante Förderung in der EU: Umsetzungsstrategien",,"Conference Paper","Metadata only",,,,"2018-01-16T12:52:16Z",,,,,,"yes","49. Europäisches Forstpolitiktreffen","April","Stupava, Slovakia",,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,,,"published",,,,,,,,"2018-08-24T08:38:12Z","2020-02-15T14:31:58Z","true",,"FORM",,,,
"306217","20.500.11850/3","Garrett, Rachael||Niles, Meredith||Gil, Juliana||Dy, Philip||Reis, Julio||Valentim, Judson",,,"2019-08-22T13:28:35Z","2019-08-21T13:52:45Z||2019-08-22T13:28:35Z","2017-03-22",,"The reintegration of crop and livestock systems within the same land area has the potential to improve soil quality and reduce water and air pollution, while maintaining high yields and reducing risk. In this study, we characterize the degree to which federal policies in three major global food production regions that span a range of socioeconomic contexts, Brazil, New Zealand, and the United States, incentivize or disincentivize the use of integrated crop and livestock practices (ICLS). Our analysis indicates that Brazil and New Zealand have the most favorable policy environment for ICLS, while the United States provides the least favorable environment. The balance of policy incentives and disincentives across our three cases studies mirrors current patterns of ICLS usage. Brazil and New Zealand have both undergone a trend toward mixed crop livestock systems in recent years, while the United States has transitioned rapidly toward continuous crop and livestock production. If transitions to ICLS are desired, particularly in the United States, it will be necessary to change agricultural, trade, environmental, biofuels, and food safety policies that currently buffer farmers from risk, provide too few incentives for pollution reduction, and restrict the presence of animals in crop areas. It will also be necessary to invest more in research and development in all countries to identify the most profitable ICLS technologies in each region.","application/pdf","10.3929/ethz-b-000359713",,"2071-1050",,"10.3390/su9030473","http://hdl.handle.net/20.500.11850/359713","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Sustainable agriculture||Agroecology||United States||New Zealand||Brazil","Policies for Reintegrating Crop and Livestock Systems: A Comparative Analysis",,"Journal Article","Open access",,,,"2019-08-21T13:52:53Z",,,,,,"no",,,,,,,,,,,,,,,,"3","Sustainability","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09659 - Garrett, Rachael / Garrett, Rachael","09659","09659",,,"473","Basel","published",,,,,,,,"2019-08-22T13:28:47Z","2023-02-06T17:32:52Z","true","22 p.","FORM",,,"publishedVersion",
"198912","20.500.11850/3","Mudombi, Shakespear||Fabricius, Christo||Van Zyl-Bulitta, Verena||Patt, Anthony",,,"2017-11-29T13:57:40Z","2017-11-27T10:53:29Z||2017-11-29T13:56:06Z||2017-11-29T13:57:40Z","2017-03",,"Global environmental change will have major impacts on ecosystems and human livelihoods while challenging the adaptive capacity of individuals and communities. Social learning, an ongoing adaptive process of knowledge generation, reflection and synthesis, may enhance people’s awareness about climate change and its impacts, with positive outcomes for their adaptive capacity. The objectives of this study were to assess the prevalence of factors promoting social learning in climate change adaptation initiatives in South Africa. An online survey was used to obtain the views of decision makers in government and non-governmental organisations about the presence of personal factors and organisational factors that promote social learning. Descriptive analysis was used to assess these issues. The findings provide some evidence of social learning in climate change adaptation projects in South Africa, with the majority of respondents indicating that personal social learning indicators were present. Mechanisms for improved conflict resolution were, however, less prevalent. The organisational and governance-related barriers to implementation also presented significant challenges. Some of the main organisational barriers were short timeframes for implementing projects, inadequate financial resources, political interference, shortcomings in governance systems and lack of knowledge and expertise in organisations. There is a need for organisations to promote social learning by ensuring that their organisational environment and governance structures are conducive for their employees to embrace social learning. This will help contribute to the overall success of climate change adaptation initiatives.","application/pdf","10.3929/ethz-b-000213942",,"1996-1421||2072-845X",,"10.4102/jamba.v9i1.292","http://hdl.handle.net/20.500.11850/213942","en","AOSIS","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","adaptation||climate change||social learning||South Africa","The use of and obstacles to social learning in climate change adaptation initiatives in South Africa",,"Journal Article","Open access",,,,"2017-11-27T10:53:30Z",,,,,,"yes",,,,,,,,,,,,,,,,"1","Jàmbá: Journal of Disaster Risk Studies","9","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,,"a292","Durbanville, South Africa","published",,,,,,,,"2017-11-29T13:57:46Z","2021-02-14T20:57:56Z","true","8 p.","FORM",,,"publishedVersion",
"208382","20.500.11850/3","Labordena, Mercè||Patt, Anthony||Bazilian, Morgan||Howells, Mark||Lilliestam, Johan",,,"2017-12-15T17:28:10Z","2017-11-27T11:00:47Z||2017-12-15T17:28:10Z||2017-10-06T02:28:06Z||2017-11-07T14:59:56Z||2017-10-24T13:48:20Z","2017-03","2016-12-09","Sub-Saharan Africa (SSA) needs additional affordable and reliable electricity to fuel its social and economic development. Ideally, all of this new supply is carbon-neutral. The potentials for renewables in SSA suffice for any conceivable demand, but the wind power and photovoltaic resources are intermittent and difficult to integrate in the weak electricity grids. Here, we investigate the potential for supplying SSA demand centers with dispatchable electricity from concentrating solar power (CSP) stations equipped with thermal storage. We show that, given anticipated cost reductions from technological improvements, power from CSP could be competitive with coal power in Southern Africa by 2025; but in most SSA countries, power from CSP may not be competitive. We also show that variations in risk across countries influences the cost of power from CSP more than variations in solar resources. If policies to de-risk CSP investment to financing cost levels found in industrialized countries were successfully implemented, power from CSP could become cheaper than coal power by 2025 in all SSA countries. Policies to increase institutional capacity and cooperation among SSA countries could reduce costs further. With dedicated policy measures, therefore, CSP could become an economically attractive electricity option for all SSA countries.","application/pdf","10.3929/ethz-b-000190784",,"0301-4215","http://hdl.handle.net/20.500.11850/205820||http://hdl.handle.net/20.500.11850/199918||http://hdl.handle.net/20.500.11850/190784||http://hdl.handle.net/20.500.11850/213949","10.1016/j.enpol.2016.12.008","http://hdl.handle.net/20.500.11850/227451","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Renewable electricity trade||Sub-Saharan Africa||Geographic analysis||Transmission||Concentrating solar power","Impact of political and economic barriers for concentrating solar power in Sub-Saharan Africa",,"Journal Article","Open access",,,,"2017-10-06T02:28:15Z",,,,,,"yes",,,,"Desertection - Social challenges of trans-Mediterranean renewable power cooperation","313553","10.13039/501100000780","EC","FP7",,,,"85004008380",,"000397357200007","Energy Policy","102","Energy Policy","102","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09617 - Lilliestam, Johan (ehemalig) / Lilliestam, Johan (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09617 - Lilliestam, Johan (ehemalig) / Lilliestam, Johan (former)","09451||00012||09617","09451||09617",,"72","52","Amsterdam","published",,,,,,,,"2018-01-11T08:17:54Z","2021-02-14T21:44:29Z","true",,"FORM||WOS",,,"publishedVersion",
