id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.internal,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.urn,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isDerivedFrom,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"343599","20.500.11850/3","Bos, Swen P.M.||Cornioley, Tina||Dray, Anne||Waeber, Patrick O.||Garcia, Claude A.",,,,"2020-04-14T06:35:38Z","2020-04-14T01:36:29Z||2020-04-14T06:35:38Z","2020-03","2020-03-20","Understanding landscape change starts with understanding what motivates farmers to transition away from one system, shifting cultivation, into another, like plantation crops. Here we explored the resource allocation strategies of the farmers of the Karbi tribe in Northeast India, who practice a traditional shifting cultivation system called jhum. Through a participatory modelling framework, we co-developed a role-playing game of the local farming system. In the game, farmers allocated labour and cash to meet household needs, while also investing in new opportunities like bamboo, rubber and tea, or the chance to improve their living standards. Farmers did embrace new options where investment costs, especially monetary investments, are low. Returns on these investments were not automatically re-invested in further long-term, more expensive and promising opportunities. Instead, most of the money is spend on improving household living standards, particularly the next generation’s education. The landscape changed profoundly based on the farmers’ strategies. Natural ecological succession was replaced by an improved fallow of marketable bamboo species. Plantations of tea and rubber became more prevalent as time progressed while old practices ensuring food security were not yet given up.","application/pdf","10.3929/ethz-b-000409325",,"2071-1050",,"10.3390/su12062438","http://hdl.handle.net/20.500.11850/409325","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Karbi Anglong (India)||jhum||landscape change||socio-ecological system||role-playing games||companion modelling","Exploring livelihood strategies of shifting cultivation farmers in assam through games","Journal Article","Open access",,,"2020-04-14T01:36:33Z",,,,"yes",,,,,,,,,,,,"85082863462",,,"000523751400285",,"6","Sustainability","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury::08697 - Gruppe Forest Management & Development / Forest Management & Development Group","08697","08697",,,"2438","Basel","published",,,,,,,,,,,,"2020-04-14T06:35:49Z","2021-02-15T10:06:30Z","true","17 p.","SCOPUS",,,"publishedVersion"
"352513","20.500.11850/5","Knapp, Julia||Kelleher, Christa",,,,"2020-06-22T07:05:48Z","2020-06-19T09:19:06Z||2020-06-22T07:05:48Z","2020-03","2020-03-11",,,,,"0043-1397||1944-7973",,"10.1029/2019WR026257","http://hdl.handle.net/20.500.11850/421247","en","American Geophysical Union",,,,"A Perspective on the Future of Transient Storage Modeling: Let's Stop Chasing Our Tails","Other Journal Item","Metadata only",,,"2020-06-19T09:19:15Z",,,,"yes",,,,,,,,,,,,,,,"000538000800049","Water Resour. Res.","3","Water Resources Research","56","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,,"e2019WR026257","Washington, DC","published",,,,,,,,,,,,"2020-06-22T07:05:58Z","2021-02-15T14:58:43Z","true","7 p.","WOS",,,
"472426","20.500.11850/3","Descombes, Patrice||Kergunteuil, Alan||Glauser, Gaetan||Rasmann, Sergio||Pellissier, Loïc",,,,"2022-10-20T06:52:41Z","2019-10-19T14:44:34Z||2019-10-21T08:58:36Z||2020-02-26T11:39:00Z||2022-10-20T06:52:41Z","2020-03","2019-09-13","1. Plants protect themselves against herbivore attacks with physical traits and toxic secondary metabolites. Levels of plant defences and herbivore performance might shift under climate warming, particularly in alpine habitats, where herbivore pressure is currently low. Plant responses to warming should be driven by species-specific shifts in physical and chemical defence traits.  2. We investigated the association between plant leaf physical and chemical traits and herbivory under current and warmer climates in three grasslands along a subalpine to alpine gradient. Specifically, we measured the rate of in situ natural herbivory, and performed bioassays to measure overall plant species-level resistance using the extreme generalist non-native caterpillar Spodoptera littoralis. We simulated warmer conditions by using open-top chambers and assessed the effect of warming on leaf physical and chemical traits, and how trait changes affect caterpillar performance.  3. Natural herbivory and caterpillar performance were associated with plant physical traits, including specific leaf area, and with ordination axes representing dimensions of the plant chemical profile. We found that the warming treatment independently decreased the number of distinct chemical compounds per species, and marginally increased specific leaf area. Changes in leaf functional traits were not systematically associated with changes in caterpillar performance.  4. Synthesis. Plant physical traits and chemical profiles are both related to natural herbivory and plant resistance against Spodoptera littoralis. While leaf physical and chemical traits of high elevation plants were modified by the warming treatment, these changes did not result in predictable effects on plant resistance against herbivores.",,,,"0022-0477",,"10.1111/1365-2745.13286","http://hdl.handle.net/20.500.11850/371718","en","Wiley",,,"Climate change||Functional traits||Herbivore||Liquid chromatography||Metabolomics||Open-top chamber||Phylogenetic signal||Plant-herbivore interactions","Plant physical and chemical traits associated with herbivory in situ and under a warming treatment","Journal Article","Metadata only",,,"2019-10-19T14:44:38Z",,,,"yes",,,,"Lif3web: The present and future spatial structure of tri-trophic networks","162604","10.13039/501100001711","SNF","Projekte Lebenswissenschaften",,,,"85073925950",,,"000489452600001","J. Ecol.","2","Journal of Ecology","108","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553||02722","09553",,"749","733","Oxford","published",,,,,,,,,,,"true","2020-02-26T11:39:12Z","2023-02-07T07:15:46Z","true",,"WOS",,,
"340346","20.500.11850/3","Pfeiffer, Marco||Padarian, José||Osorio, Rodrigo||Bustamante, Nelson||Federico Olmedo, Guillermo||Guevara, Mario A.||Aburto, Felipe A.||Albornoz, Francisco||Antilen, Monica||Araya, Elías||Arellano, Eduardo||Barret, Maialen||Barrera, Juan A.||Boeckx, Pascal||Briceño, Margarita||Bunning, Sally||Cabrol, Lea||Casanova, Manuel||Cornejo, Pablo||Corradini, Fabio||Doetterl, Sebastian",,,,"2020-03-16T13:12:15Z","2020-03-15T02:33:03Z||2020-03-16T13:12:15Z","2020-02-26",,"A critical aspect of predicting soil organic carbon (SOC) concentrations is the lack of available soil information; where information on soil characteristics is available, it is usually focused on regions of high agricultural interest. To date, in Chile, a large proportion of the SOC data have been collected in areas of intensive agricultural or forestry use; however, vast areas beyond these forms of land use have few or no soil data available.</p> Here we present a new SOC database for the country, which is the result of an unprecedented national effort under the framework of the Global Soil Partnership. This partnership has helped build the largest database of SOC to date in Chile, named the Chilean Soil Organic Carbon database (CHLSOC), comprising 13 612 data points compiled from numerous sources, including unpublished and difficult-to-access data. The database will allow users to fill spatial gaps where no SOC estimates were publicly available previously. Presented values of SOC range from <span classCombining double low line""inline-formula""><math xmlnsCombining double low line""http://www.w3.org/1998/Math/MathML"" idCombining double low line""M1"" displayCombining double low line""inline"" overflowCombining double low line""scroll"" dspmathCombining double low line""mathml""><mrow><mn mathvariantCombining double low line""normal"">6</mn><mo>×</mo><msup><mn mathvariantCombining double low line""normal"">10</mn><mrow><mo>-</mo><mn mathvariantCombining double low line""normal"">5</mn></mrow></msup></mrow></math><span><svg:svg xmlns:svgCombining double low line""http://www.w3.org/2000/svg"" widthCombining double low line""42pt"" heightCombining double low line""13pt"" classCombining double low line""svg-formula"" dspmathCombining double low line""mathimg"" md5hashCombining double low line""b1782066ce81100f36024e7accf0f59d""><svg:image xmlns:xlinkCombining double low line""http://www.w3.org/1999/xlink"" xlink:hrefCombining double low line""essd-12-457-2020-ie00001.svg"" widthCombining double low line""42pt"" heightCombining double low line""13pt"" srcCombining double low line""essd-12-457-2020-ie00001.png""/></svg:svg></span></span> % to 83.3 %, reflecting the variety of ecosystems that exist in Chile.</p> The database has the potential to inform and test current models that predict SOC stocks and dynamics at larger spatial scales, thus enabling benefits from the richness of geochemical, topographic and climatic variability in Chile.</p> The database is freely available to registered users at <a hrefCombining double low line""https://doi.org/10.17605/OSF.IO/NMYS3"">https://doi.org/10.17605/OSF.IO/NMYS3</a> (Pfeiffer et al., 2019b) under the Creative Commons Attribution 4.0 International Public License. © 2020. This work is distributed under the Creative Commons Attribution 4.0 License.","application/pdf","10.3929/ethz-b-000404921",,"1866-3516||1866-3508",,"10.5194/essd-12-457-2020","http://hdl.handle.net/20.500.11850/404921","en","Copernicus Publications","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"CHLSOC: The Chilean Soil Organic Carbon database, a multi-institutional collaborative effort","Journal Article","Open access",,,"2020-03-15T02:33:08Z",,,,"yes",,,,,,,,,,,,"85080893229",,,"000518136900002","Earth syst. sci. data","1","Earth System Science Data","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","09646","09646",,"468","457","Göttingen","published",,,,"10.3929/ethz-b-000385701",,,,,,,,"2020-03-16T13:12:28Z","2022-03-29T01:20:12Z","true",,"SCOPUS",,,"publishedVersion"
"336156","20.500.11850/3","Philippon, Mélody||Van Hinsbergen, Douwe J.J.||Boschman, Lydian||Gossink, Lidewij A.W.||Cornée, Jean-Jacques||BouDagher-Fadel, Marcelle||Léticée, Jean-Len||Lebrun, Jean-Frederic||Munch, Philippe",,,,"2020-02-14T10:44:42Z","2020-02-14T03:19:21Z||2020-02-14T10:44:42Z","2020-02-20","2020-01-23",,,,,"0040-1951||1879-3266",,"10.1016/j.tecto.2020.228323","http://hdl.handle.net/20.500.11850/399328","en","Elsevier",,,"Trench curvature||Forearc||Block rotation","Caribbean intra-plate deformation: Paleomagnetic evidence from St. Barthélemy Island for post-Oligocene rotation in the Lesser Antilles forearc","Journal Article","Metadata only",,,"2020-02-14T03:19:25Z",,,,"yes",,,,,,,,,,,,"85078943847",,,"000518706600007","Tectonophysics",,"Tectonophysics","777","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09553 - Pellissier, Loïc / Pellissier, Loïc","09553||02722","09553",,,"228323","Amsterdam","published",,,,,,,,,,,,"2020-02-14T10:44:53Z","2023-02-06T18:18:27Z","true","13 p.","SCOPUS",,,
"319166","20.500.11850/3","Brüllhardt, Martin||Rotach, Peter||Schleppi, Patrick||Bugmann, Harald",,,,"2019-11-15T10:35:57Z","2019-11-15T08:20:11Z||2019-11-15T10:35:57Z","2020-02-15",,,,,,"0168-1923||1873-2240",,"10.1016/j.agrformet.2019.107843","http://hdl.handle.net/20.500.11850/377821","en","Elsevier",,,"Hemispherical photography||Unmanned aerial system||Forest canopy||Radiative transfer||Photogrammetry||Vertical light availability profile","Vertical light transmission profiles in structured mixed deciduous forest canopies assessed by UAV-based hemispherical photography and photogrammetric vegetation height models","Journal Article","Metadata only",,,"2019-11-15T08:20:23Z",,,,"yes",,,,,,,,,,,,"85074878526",,,"000525808600021","Agric. for. meteorol.",,"Agricultural and Forest Meteorology","281","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03535","03535",,,"107843","Amsterdam","published",,,,,,,,,,,,"2020-02-15T22:34:37Z","2021-02-15T06:43:40Z","true","11 p.","FORM",,,
"337269","20.500.11850/5","Kirchner, James W.||Berghuijs, Wouter R.||Allen, Scott T.||Hrachowitz, Markus||Hut, Rolf||Rizzo, Donna M.",,,,"2020-02-21T11:24:30Z","2020-02-21T03:22:05Z||2020-02-21T11:24:30Z","2020-02-13","2020-02-12",,,,,"0028-0836||1476-4687",,"10.1038/s41586-020-1940-6","http://hdl.handle.net/20.500.11850/400877","en","Nature Publishing Group",,,,"Streamflow response to forest management","Other Journal Item","Metadata only",,,"2020-02-21T03:22:11Z",,,,"yes",,,,,,,,,,,,"85079335980",,,"000513110500001",,"7794","Nature","578","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.","03798","03798",,"E15","E12","London","published",,,,,,,,,,,,"2020-02-21T11:24:41Z","2022-03-29T01:03:21Z","true",,"SCOPUS",,,
"323634","20.500.11850/3","Synek, Michal||Janda, Pavel||Mikoláš, Martin||Nagel, Thomas A.||Schurman, Jonathan S.||Pettit, Joseph L.||Trotsiuk, Volodymyr||Morrissey, Robert C.||Bače, Radek||Čada, Vojtěch||Brang, Peter||Bugmann, Harald||Begovič, Krešimir||Chaskovskyy, Oleh||Dušátko, Martin||Frankovič, Michal||Kameniar, Ondrej||Kníř, Tomáš||Kozák, Daniel||Langbehn, Thomas||Málek, Jakub||Rodrigo, Ruffy||Saulnier, Mélanie||Teodosiu, Marius||Vostarek, Ondřej||Svoboda, Miroslav",,,,"2019-12-09T13:06:17Z","2019-12-09T12:56:04Z||2019-12-09T13:06:17Z","2020-02","2019-12-05",,,,,"0378-1127||1872-7042",,"10.1016/j.foreco.2019.117734","http://hdl.handle.net/20.500.11850/383978","en","Elsevier",,,,"Contrasting patterns of natural mortality in primary Picea forests of the Carpathian Mountains","Journal Article","Metadata only",,,"2019-12-09T12:56:13Z",,,,"yes",,,,,,,,,,,,"85075971361",,,"000509611900012","For. Ecol. Manag.",,"Forest Ecology and Management","457","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03535 - Bugmann, Harald / Bugmann, Harald","03648||03535","03648||03535",,,"117734","Amsterdam","published",,,,,,,,,,,,"2019-12-09T13:06:30Z","2021-02-15T07:01:24Z","true","9 p.","FORM",,,
"341911","20.500.11850/3","Morgan, Emma J.||Kaiser-Bunbury, Christopher N.||Edwards, Peter J.||Scharmann, Mathias||Widmer, Alex||Fleischer-Dogley, Frauke||Kettle, Chris J.",,,,"2020-03-30T09:04:02Z","2020-03-28T10:31:19Z||2020-03-30T09:04:02Z","2020-02","2019-12-18","Lodoicea maldivica (coco de mer) is a long-lived dioecious palm in which male and female plants are visually indistinguishable when immature, only becoming sexually dimorphic as adults, which in natural forest can take as much as 50 years. Most adult populations in the Seychelles exhibit biased sex ratios, but it is unknown whether this is due to different proportions of male and female plants being produced or to differential mortality. In this study, we developed sex-linked markers in Lodoicea using ddRAD sequencing, enabling us to reliably determine the gender of immature individuals. We screened 589 immature individuals to explore sex ratios across life stages in Lodoicea. The two sex-specific markers resulted in the amplification of male-specific bands (Lm123977 at 405 bp and Lm435135 at 130 bp). Our study of four sub-populations of Lodoicea on the islands of Praslin and Curieuse revealed that the two sexes were produced in approximately equal numbers, with no significant deviation from a 1:1 ratio before the adult stage. We conclude that sex in Lodoicea is genetically determined, suggesting that Lodoicea has a chromosomal sex determination system in which males are the heterogametic sex (XY) and females are homogametic (XX). We discuss the potential causes for observed biased sex ratios in adult populations, and the implications of our results for the life history, ecology and conservation management of Lodoicea.","application/pdf","10.3929/ethz-b-000407051",,"2041-2851",,"10.1093/aobpla/plz079","http://hdl.handle.net/20.500.11850/407051","en","Oxford University Press","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Borasseae||Conservation management||ddRAD sequencing||Dioecy||Lodoicea maldivica||Palm||Reproductive ecology||Sex-linked markers||Sex ratios||Seychelles Islands","Identification of sex-linked markers in the sexually cryptic coco de mer: are males and females produced in equal proportions?","Journal Article","Open access",,,"2020-03-28T10:31:25Z",,,,"yes",,,,,,,,,,,,"85096579107",,,"000519580100008",,"1","AoB Plants","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02720 - Institut für Integrative Biologie / Institute of Integrative Biology::03706 - Widmer, Alexander / Widmer, Alexander","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03723 - Ghazoul, Jaboury / Ghazoul, Jaboury","03723||03706","03723",,,"plz079","Oxford","published",,,,,,,,,,,,"2020-03-30T09:04:30Z","2021-02-15T09:44:30Z","true","9 p.","WOS",,,"publishedVersion"
"313821","20.500.11850/3","Paul-Limoges, Eugénie||Wolf, Sebastian||Schneider, Fabian D.||Longo, Marcos||Moorcroft, Paul||Gharun, Mana||Damm, Alexander",,,,"2019-10-14T16:18:00Z","2019-10-14T13:38:46Z||2019-10-14T16:18:00Z","2020-01-15","2019-10-07",,,,,"0168-1923||1873-2240",,"10.1016/j.agrformet.2019.107786","http://hdl.handle.net/20.500.11850/370399","en","Elsevier",,,"Transpiration||Evaporation||Subcanopy||Below canopy||Sap flow||Vapor pressure deficit","Partitioning evapotranspiration with concurrent eddy covariance measurements in a mixed forest","Journal Article","Metadata only",,,"2019-10-14T13:38:56Z",,,,"yes",,,,,,,,,,,"62740899","85072869571",,,"000525807000023","Agric. for. meteorol.",,"Agricultural and Forest Meteorology","280","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::03798 - Kirchner, James W. / Kirchner, James W.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03798||03648","03798||03648",,,"107786","Amsterdam","published",,,,,,,,,,,,"2019-10-14T16:18:10Z","2021-02-15T06:15:42Z","true","12 p.","FORM",,,
"329085","20.500.11850/5","Doetterl, Sebastian||Drake, Travis||Bauters, Marijn||Van Oost, Kristof||Barthel, Matti||Hoyt, Alison",,,,"2020-01-15T09:21:21Z","2020-01-15T08:26:45Z||2020-01-15T09:21:21Z","2020-01-14","2020-01-06",,"application/pdf","10.3929/ethz-b-000390585",,,,,"http://hdl.handle.net/20.500.11850/390585","en","Adjacent Digital Politics Ltd.","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Congo||Tropical Africa||Soil||Biogeochemistry||Carbon||Greenhouse Gases","Environmental research in the heart of Africa: The Congo Biogeochemistry Observatory","Other Journal Item","Open access",,,"2020-01-15T08:26:52Z",,,,"yes",,,,,,,,,,,,,,"https://www.openaccessgovernment.org/environmental-research-africa/80096/",,,"25","Open Access Government","Jan20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02722 - Institut für Terrestrische Oekosysteme / Institute of Terrestrial Ecosystems::09646 - Dötterl, Sebastian / Dötterl, Sebastian","09646","09646",,"329","328","Crewe","published",,,,,,,,,,,,"2020-01-15T09:21:33Z","2022-03-29T00:35:28Z","true","2 p.","FORM",,"The role of the changing Tropics for future global carbon dynamics","publishedVersion"
