id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.researchGroup,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"119029","20.500.11850/10","Frossard, Emmanuel||Oberson, Astrid||Liebisch, Frank||Gamper, Hannes A.",,,,"2017-06-12T10:14:18Z","2017-06-12T10:14:18Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/119062","fr","Schweizerische Gesellschaft für Pflanzenbauwissenschaften (SGPW)",,,,"Stratégies de nutrition des cultures dans le cadre de l'intensification écologique",,"Other Conference Item","Metadata only","Forschung und Entwicklung für eine bedarfsgerechte und umweltschonende Pflanzenernährung - Recherche et développement pour une nutrition des plantes adaptée aux besoins et respectueuse de l'environnement",,"2017-06-12T10:16:52Z",,"pub:181049",,"yes","24. Jahrestagung der Schweiz. Gesellschaft für Pflanzenbauwissenschaften (SGPW)","March 17, 2016","Zollikofen, Switzerland",,,,,,,"imp59365499b9caf33673",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03894||03427","03894||03427",,"4","4","Zollikofen","published",,,,,,,,"2017-07-19T09:51:08Z","2018-11-02T23:52:53Z","true",,"ECIT",,,
"112772","20.500.11850/3","Colombi, Tino||Walter, Achim",,,,"2017-06-12T00:35:09Z","2017-06-12T00:35:09Z","2016",,,,,,"1445-4408||1445-4416",,"10.1071/fp15194","http://hdl.handle.net/20.500.11850/112805","en","CSIRO",,,"Phenotype||Root anatomy||Root architecture||Shovelomics||Soil compaction||X-ray computed tomography","Root responses of triticale and soybean to soil compaction in the field are reproducible under controlled conditions",,"Journal Article","Metadata only",,,"2017-06-12T00:38:01Z",,"pub:174414",,"yes",,,,,,,,,,"imp5936541aae73161325","004240289","84955161453",,"000368036300003","Funct. Plant Biol.","2","Functional Plant Biology","43","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03894 - Walter, Achim / Walter, Achim","03894","03894",,"128","114","Collingwood","published",,,,,,,,"2017-07-26T19:00:48Z","2018-11-02T22:22:10Z","true",,"ECIT",,,
"118729","20.500.11850/10","Hgaza, Valery K.||Diby, L.N.||Sangakkara, R.||Aké, S.||Frossard, Emmanuel",,,,"2017-06-12T09:42:28Z","2017-06-12T09:42:28Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/118762","en","2016 World Congress on Root and Tuber Crops (WCRTC)",,,,"Source - sink relationships in water yam",,"Other Conference Item","Metadata only",,,"2017-06-12T09:45:21Z",,"pub:180728",,"yes","2016 World Congress on Root and Tuber Crops (WCRTC)","January 18-22, 2016","Guangxi, China",,,,,,,"imp593654934b11b40496",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427",,,"S14-09","Guangxi","published",,,,,,,,"2017-07-15T07:06:10Z","2018-11-02T23:48:37Z","true","15 slides","ECIT",,,
"114884","20.500.11850/3","Murphy, Ryan P.||Montes Molina, Joaquín A.||Govaerts, Bram||Six, Johan||Kessel, Chris van||Fonte, Steven J.",,,,"2017-06-12T03:48:10Z","2017-06-12T03:48:10Z","2016",,,,,,"0929-1393||1873-0272",,"10.1016/j.apsoil.2016.03.014","http://hdl.handle.net/20.500.11850/114917","en","Elsevier",,,"Soil aggregation||Conservation agriculture||Phospholipid fatty acid analysis||15N||Soil quality||Zea mays","Crop residue retention enhances soil properties and nitrogen cycling in smallholder maize systems of Chiapas, Mexico",,"Journal Article","Metadata only",,,"2017-06-12T03:48:55Z",,"pub:176726",,"yes",,,,,,,,,,"imp593654490751276210","000969136","84962159727",,"000375123100013","Appl. soil ecol.",,"Applied Soil Ecology","103","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","03982","03982","Available online 8 April 2016.","116","110","Amsterdam","published",,,,,,,,"2017-07-20T14:27:10Z","2020-02-14T16:41:37Z","true",,"ECIT",,,
"119990","20.500.11850/10","Meyer, Gregor||Bünemann, Else K.||Frossard, Emmanuel||Maurhofer, Monika||Mäder, Patrick||Oberson, Astrid",,,,"2017-06-12T11:51:09Z","2017-06-12T11:51:09Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/120023","en","Phosphorus Research Science Campus Rostock",,,,"Can inoculation with Pseudomonas protegens CHAO enhance the mobilization of scarcely soluble phophorus from soil and uptake by Lolium multiflorum?",,"Other Conference Item","Metadata only","Book of abstracts - 8th Intern. Phosphorus Workshop, IPW8, Phosphorus 2020 - Challenges for Synthesis, Agriculture, and Ecosystems, Rostock, Germany, September 12-16, 2016",,"2017-06-12T11:55:59Z",,"pub:182073",,"yes","8th International Phosphorous Workshop (IPW8 2016)","September 12-16, 2016","Rostock, Germany",,,,,,,"imp593654acadb1221569",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427",,"111","111","Rostock","published",,,,,,,,"2017-07-20T18:15:50Z","2021-02-14T14:30:37Z","true",,"ECIT",,,
"125241","20.500.11850/14","Andres, Christian||Comoé, Hermann||Beerli, Anna||Schneider, Monika||Rist, Stephan","Lichtfouse, Eric",,,"2017-06-12T18:01:46Z","2017-06-12T18:01:46Z","2016",,,,,"978-3-319-26776-0||978-3-319-26777-7","2210-4410",,"10.1007/978-3-319-26777-7_3","http://hdl.handle.net/20.500.11850/125274","en","Springer",,,,"Cacao in Monoculture and dynamic agroforestry",,"Book Chapter","Metadata only","Sustainable Agriculture Reviews. Volume 19",,"2017-06-12T18:02:07Z",,"pub:187861",,"yes",,,,,,,,,,"imp5936550d2521667815","010639163",,,,,,"Sustainable Agriculture Reviews","12","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","03982","03982","Published online 20 February 2016.","153","121","Cham","published",,,,,,,,"2017-07-19T08:39:35Z","2021-02-14T14:51:55Z","true",,"ECIT",,,
"255780","20.500.11850/3","Hunt, John E.||Laubach, Johannes||Barthel, Matti||Fraser, Anitra||Phillips, Rebecca L.",,,,"2018-10-01T16:03:41Z","2017-06-12T08:29:48Z||2018-10-01T16:03:41Z","2016","2016-05-18","Intensification of pastoral agriculture is occurring rapidly across New Zealand, including increasing use of irrigation and fertiliser application in some regions. While this enables greater gross primary production (GPP) and livestock grazing intensity, the consequences for the net ecosystem carbon budget (NECB) of the pastures are poorly known. Here, we determined the NECB over one year for an irrigated, fertilised and rotationally grazed dairy pasture and a neighbouring unirrigated, unfertilised, winter-grazed pasture. Primary terms in the NECB calculation were: net ecosystem production (NEP), biomass carbon removed by grazing cows and carbon (C) input from their excreta. Annual NEP was measured using the eddy-covariance method. Carbon removal was estimated with plate-meter measurements calibrated against biomass collections, pre- and post-grazing. Excreta deposition was calculated from animal feed intake. The intensively managed pasture gained C (NECB = 103±42g Cm−2yr−1) but would have been subject to a non-significant C loss if cattle excreta had not been returned to the pasture. The unirrigated pasture was C-neutral (NECB = −13±23g Cm−2yr−1). While annual GPP of the former was almost twice that of the latter (2679 vs. 1372g Cm−2yr−1), ecosystem respiration differed by only 68% between the two pastures (2271 vs. 1352g Cm−2yr−1). The ratio of GPP to the total annual water input of the irrigated pasture was 37% greater than that of the unirrigated pasture, i.e. the former used the water input more efficiently than the latter to produce biomass. The NECB results agree qualitatively with those from many other eddy-covariance studies of grazed grasslands, but they seem to be at odds with long-term carbon-stock studies of other New Zealand pastures.","application/pdf","10.3929/ethz-b-000117996",,"1726-4170||1726-4170",,"10.5194/bg-13-2927-2016","http://hdl.handle.net/20.500.11850/117996","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Carbon budgets for an irrigated intensively grazed dairy pasture and an unirrigated winter-grazed pasture",,"Journal Article","Open access",,,"2017-06-12T08:30:55Z",,"pub:179934",,"yes",,,,,,,,,,"imp593654844601c17128","006289717","84977613756",,"000378354900005",,"10","Biogeosciences","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03982 - Six, Johan / Six, Johan","03982","03982",,"2944","2927","Göttingen","published",,,,,,,,"2017-07-26T04:01:54Z","2021-02-15T01:56:33Z","true",,"ECIT",,"publishedVersion",
"250465","20.500.11850/10","Garland, Gina||Bünemann, Else K.||Oberson, A.||Frossard, E.||Snapp, S.||Chikowo, R.||Six, J.",,,,"2018-08-28T14:05:25Z","2017-06-12T11:41:45Z||2018-08-28T14:05:25Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/119926","en",,,,,"Phosphorus cycling within soil aggregate fractions: maize-pigeon pea as a case study",,"Other Conference Item","Metadata only","Organic Phosphorus Workshop 2016 - Organic Phosphorus in the Environment: Solutions for Phosphorus Security: Program",,"2017-06-12T11:46:07Z",,"pub:181972",,"yes","Organic Phosphorus Workshop 2016 - Organic Phosphorus in the Environment: Solutions for Phosphorus Security","September 5-9, 2016","Windermere, Lake District, United Kingdom",,,,,,,"imp593654ab0515819507",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427","Conference lecture on 5 September 2016",,,,"unpublished",,,,,,,,"2018-08-28T14:05:31Z","2021-02-15T01:26:08Z","true",,"ECIT",,,
"254059","20.500.11850/10","Oettle, Noel||Myeza, Siya||Romoneda I Massagué, Josep||Gamper, Hannes A.",,,,"2018-09-19T09:32:05Z","2017-06-12T16:44:29Z||2018-09-19T09:18:40Z||2018-09-19T09:32:05Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/123210","en","Arid Zone Ecology Forum (AZEF)",,,"Ecological intensification||Innovation||Symbioses","Looking beneath the surface",,"Other Conference Item","Metadata only","Arid Zone Ecology Forum (AZEF2016), Prince Albert, South Africa, October 3-6, 2016",,"2017-06-12T16:45:38Z",,"pub:185591",,"yes","Arid Zone Ecology Forum Annual General Meeting: Celebrating 30 years of research at Tierberg LTER (AZEF 2016)","October 3-6, 2016","Prince Albert, South Africa",,,,,,,"imp593654e898e0097005",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427",,"20","19","Prince Albert","published",,,,,,,,"2018-09-19T09:18:43Z","2018-09-19T09:32:07Z","true","1 p.","ECIT",,,
"254108","20.500.11850/3","Balogh, János||Papp, Marianna||Pintér, Krisztina||Fóti, Szilvia||Posta, Katalin||Eugster, Werner||Nagy, Zoltán",,,,"2018-09-19T12:48:41Z","2017-06-12T13:13:49Z||2018-09-19T12:48:41Z","2016","2016-09-19","Summer droughts projected to increase in central Europe due to climate changes strongly influence the carbon cycle of ecosystems. Persistent respiration activities during drought periods are responsible for a significant carbon loss, which may turn the ecosystem from a sink into a source of carbon. There are still gaps in our knowledge regarding the characteristic changes taking place in the respiration of the different components of the ecosystem in response to drought events.  In the present study, we combined a physical separation of soil respiration components with continuous measurements of soil CO2 efflux and its isotopic (13C) signals at a dry grassland site in Hungary. The physical separation of soil respiration components was performed by means of inox meshes and tubes inserted into the soil. The root-excluded and root- and mycorrhiza-excluded treatments served to measure the isotopic signals of the rhizospheric, mycorrhizal fungi and heterotrophic components, respectively.  In the dry grassland investigated in the study the three components of the soil CO2 efflux decreased at different rates under drought conditions. During drought the contribution made by the heterotrophic components was the highest (54±8%; mean ±SE). Rhizospheric component was the most sensitive to soil drying with its relative contribution to the total soil respiration dropping from 66±7 (non-stressed) to 35±17% (mean ±SE) under drought conditions. According to our results the heterotrophic component of soil respiration is the major contributor to the respiration activities during drought events in the dry grassland ecosystem studied.","application/pdf","10.3929/ethz-b-000120958",,"1726-4170||1726-4170",,"10.5194/bg-13-5171-2016","http://hdl.handle.net/20.500.11850/120958","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Autotrophic component of soil respiration is repressed by drought more than the heterotrophic one in dry grasslands",,"Journal Article","Open access",,,"2017-06-12T13:15:15Z",,"pub:183041",,"yes",,,,,,,,,,"imp593654bd7f7d997111","006289717","84988695238",,"000383965400001",,"18","Biogeosciences","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03648 - Buchmann, Nina / Buchmann, Nina","03648","03648",,"5182","5171","Goettingen","published",,"10.3929/ethz-b-000108972",,,,,,"2017-07-19T12:15:48Z","2021-02-15T01:48:22Z","true",,"ECIT",,"publishedVersion",
"254158","20.500.11850/3","Senanayake, Ravinda L.",,,,"2018-09-19T15:59:22Z","2017-06-12T09:43:33Z||2018-09-19T15:59:22Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/118778","si","Department of Agriculture, Government of Sri Lanka",,,,"Water yam cultivation in dry zone of Sri Lanka",,"Journal Article","Metadata only",,,"2017-06-12T09:45:21Z",,"pub:180744",,"yes",,,,,,,,,,"imp59365493910ac71484",,,,,,,"Wadula: Technical Bulletin",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427",,"36","32","s.l.","published",,,,,,,,"2018-09-19T15:59:25Z","2018-09-19T15:59:25Z","true",,"ECIT",,,
"122873","20.500.11850/9","Mészáros, Éva||Pistocchi, Chiara||Taburini, Federica||Bünemann, Else K.||Frossard, Emmanuel",,,,"2017-06-12T16:21:25Z","2017-06-12T16:21:25Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/122906","en","Enzymes in the Environment Conference",,,,"Phosphatase genes and activity under low- and high-phosphorus availability conditions in temperate forest soils",,"Conference Poster","Metadata only",,,"2017-06-12T16:23:49Z",,"pub:185242",,"yes","5th Enzymes in The Environment Conference 2016","July 24-28, 2016","Bangor, Wales",,,,,,,"imp593654e3680d588183",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427",,,,"Bangor","published",,,,,,,,"2017-07-13T06:44:06Z","2021-02-14T14:44:24Z","true",,"ECIT",,,
"169711","20.500.11850/10","Erbe, Malena||Ni, G.||Pausch, Hubert||Emmerling, R.||Meuwissen, T.H.E.||Cavero, D.||Götz, K.-U.||Simianer, H.",,,,"2017-07-21T08:36:17Z","2017-07-04T15:50:23Z||2017-07-21T08:36:17Z","2016",,,,,"978-90-8686-284-9||978-90-8686-830-8","1382-6077",,,"http://hdl.handle.net/20.500.11850/168283","en","Wageningen Academic Publishers",,,,"Experiences from genomic prediction with imputed sequence data from different species",,"Other Conference Item","Metadata only","Book of Abstracts of the 67th Annual Meeting of the European Federation of Animal Science",,"2017-07-04T15:50:24Z",,,,"no","67th Annual Meeting of the European Federation of Animal Science (EAAP 2016)","August 29 - September 2, 2016","Belfast, United Kingdom",,,,,,,,,,,,"Annu. meet. Eur. Assoc. Anim. Prod.",,"EAAP Book of Abstracts","22","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09575 - Pausch, Hubert / Pausch, Hubert","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::09575 - Pausch, Hubert / Pausch, Hubert","09575","09575",,"103","103","Wageningen","published",,,,,,,,"2017-07-21T08:36:20Z","2018-11-05T15:11:22Z","true",,"FORM",,,
"169157","20.500.11850/8","Begheyn, Rachel||Vangsgaard, Kirsten||Roulund, Niels||Studer, Bruno","Roldán-Ruiz, Isabel||Baert, Joost||Reheul, Dirk",,,"2017-07-18T08:07:20Z","2017-06-11T20:09:26Z||2017-07-18T08:07:20Z","2016",,,,,"978-3-319-28930-4||3-319-28930-6",,,"10.1007/978-3-319-28932-8_23","http://hdl.handle.net/20.500.11850/105487","en","Springer",,,,"Efficient doubled haploid production in perennial ryegrass (Lolium perenne L.)",,"Conference Paper","Metadata only","Breeding in a World of Scarcity: Proceedings of the 2015 Meeting of the Section “Forage Crops and Amenity Grasses” of Eucarpia. Part II",,"2017-06-11T20:10:02Z",,"pub:165104",,"yes","31st International EUCARPIA Symposium Section Fodder Crops and Amenity Grasses: Breeding in a World of Scarcity","September 13-17, 2015","Ghent, Belgium",,,,,,,"imp59365393cce0113896",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03969 - Studer, Bruno / Studer, Bruno","03969","03969",,"155","151","Cham","published",,,,,,,,"2017-07-13T02:53:31Z","2017-07-18T08:07:24Z","true",,"ECIT",,,
"123176","20.500.11850/10","Gamper, Hannes A.||Ali, M.A.||Bernasconi, Z.||Ramoneda I Massagué, J.||Frossard, E.",,,,"2017-06-12T16:44:28Z","2017-06-12T16:44:28Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/123209","en","Swiss Mycorrhiza Symposium (SMS2016)",,,,"Making indigenous arbuscular mycorrhizal fungi beneficial for crop plants - Can soil mixing help?",,"Other Conference Item","Metadata only",,,"2017-06-12T16:45:38Z",,"pub:185590",,"yes","Swiss Mycorrhiza Symposium (SMS2016)","September 21, 2016","Zürich, Switzerland",,,,,,,"imp593654e896a1052711",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02703 - Institut für Agrarwissenschaften / Institute of Agricultural Sciences::03427 - Frossard, Emmanuel / Frossard, Emmanuel","03427","03427","Conference lecture on 21 September 2016.",,,"Zürich","unpublished",,,,,,,,"2017-07-18T10:04:36Z","2018-11-03T00:48:28Z","true",,"ECIT",,,
