id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.producer,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"277867","20.500.11850/10","Botter, Martina||Burlando, Paolo||Fatichi, Simone",,,,,,"2019-01-29T14:26:39Z","2019-01-15T16:25:27Z||2019-01-29T14:26:39Z","2018-04",,,"application/pdf","10.3929/ethz-b-000316111",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/316111","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Solutes concentrations and C-Q relations across Swiss rivers: natural and anthropogenic drivers of solute export at the catchment scale",,"Other Conference Item","Open access",,,"2019-01-15T16:25:34Z",,,,,"yes","EGU General Assembly 2018","April 8-13, 2018","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","20","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Poster abstract. Poster presented on 9 April 2018.",,"EGU2018-13104","Göttingen","published",,,,,,,,,,,,,"2019-01-29T14:27:04Z","2020-02-15T16:51:08Z","true","1 p.","FORM",,,"publishedVersion",
"225145","20.500.11850/3","Mehr, Jonas||Vadenbo, Carl||Steubing, Bernhard||Hellweg, Stefanie",,,,,,"2018-03-13T13:01:13Z","2018-01-18T03:57:27Z||2018-03-12T10:39:13Z||2018-03-13T13:01:13Z","2018-04","2018-01-11",,,,,"0921-3449||1879-0658",,"10.1016/j.resconrec.2017.12.026","http://hdl.handle.net/20.500.11850/230555","en","Elsevier",,,"Wood value chain||Cascade use||Dynamic environmental optimization||Material flow analysis (MFA)||Modular life cycle assessment (LCA)","Environmentally optimal wood use in Switzerland—Investigating the relevance of material cascades",,"Journal Article","Metadata only",,,"2018-01-18T03:57:28Z",,,,,"yes",,,,,,,,,,,,"85040227159",,"000426411700016","Resour. Conserv. Recycl.",,"Resources, Conservation and Recycling","131","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"191","181","Amsterdam","published",,,,,,,,,,,,,"2018-03-13T13:01:17Z","2021-02-14T22:52:11Z","true",,"SCOPUS",,,,
"228780","20.500.11850/4","Penn, Roni||Ward, Barbara J.||Strande, Linda||Maurer, Max",,,,,,"2018-04-04T13:54:29Z","2018-03-15T04:01:45Z||2018-04-04T13:54:29Z","2018-04-01","2017-12-30",,,,,"0043-1354||1879-2448",,"10.1016/j.watres.2017.12.063","http://hdl.handle.net/20.500.11850/250060","en","Elsevier",,,"Fecal sludge||Fecal sludge simulant||Feces||Feces simulants||Onsite wastewater treatment||Sewers","Review of synthetic human faeces and faecal sludge for sanitation and wastewater research",,"Review Article","Metadata only",,,"2018-03-15T04:01:49Z",,,,,"yes",,,,,,,,,,,,"85042858576",,"000425205400022","Water Res.",,"Water Research","132","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03989||03832","03989||03832",,"240","222","Amsterdam","published",,,,,,,,,,,,,"2018-08-03T06:12:43Z","2022-03-28T19:37:49Z","true",,"SCOPUS",,,,
"233844","20.500.11850/3","Desmond, Peter||Best, James P.||Morgenroth, Eberhard||Derlon, Nicolas",,,,,,"2018-05-04T12:19:07Z","2018-01-18T03:57:36Z||2018-03-23T10:27:05Z||2018-05-04T12:19:07Z","2018-04","2017-12-27",,,,,"0043-1354||1879-2448",,"10.1016/j.watres.2017.12.058","http://hdl.handle.net/20.500.11850/230556","en","Elsevier",,,"Gravity driven membrane filtration||GDM||Ultrafiltration||Biofilm||Hydraulic resistance||Physical structure||EPS","Linking composition of extracellular polymeric substances (EPS) to the physical structure and hydraulic resistance of membrane biofilms",,"Journal Article","Metadata only",,,"2018-01-18T03:57:50Z",,,,,"yes",,,,,,,,,,,,"85040226975",,"000425205400021","Water Res.",,"Water Research","132","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832||03832","03832||03832",,"221","211","Amsterdam","published",,,,,,,,,,,,,"2018-05-04T12:19:09Z","2022-03-28T20:00:59Z","true",,"SCOPUS",,,,
"451671","20.500.11850/3","Iswar, Subramaniam||Snellings, Geert M.B.F.||Zhao, Shanyu||Erni, Rolf P.||Bahk, Yeon K.||Wang, Jing||Lattuada, Marco||Koebel, Matthias M.||Malfait, Wim J.",,,,,,"2022-05-20T07:13:06Z","2018-02-22T04:32:31Z||2018-02-07T08:45:52Z||2018-03-08T13:31:52Z||2022-05-20T07:13:06Z","2018-04-01","2018-02-03",,,,,"1359-6454","http://hdl.handle.net/20.500.11850/239064||http://hdl.handle.net/20.500.11850/243042","10.1016/j.actamat.2018.01.031","http://hdl.handle.net/20.500.11850/247947","en","Elsevier",,,"Natural oil based polyol||Polyurethane||Thermal conductivity||Ormosil||Co-gelation","Reinforced and superinsulating silica aerogel through in situ cross-linking with silane terminated prepolymers",,"Journal Article","Metadata only",,,"2018-02-07T08:45:53Z",,,,,"yes",,,,,,,,,,,,"85041481756",,"000428098400032","Acta Mater",,"Acta Materialia","147","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887",,"328","322","Amsterdam","published",,,,,,,,,,,,,"2018-03-08T13:35:17Z","2023-02-07T03:11:01Z","true",,"SCOPUS||BATCH",,,,
"245498","20.500.11850/3","Baffelli, Simone||Frey, Othmar||Werner, Charles||Hajnsek, Irena",,,,,,"2018-07-26T10:06:27Z","2017-12-20T11:20:41Z||2017-12-20T13:50:15Z||2018-07-26T10:06:27Z","2018-04","2017-12-19",,"application/pdf","10.3929/ethz-b-000223398",,"0196-2892||1558-0644",,"10.1109/tgrs.2017.2778049","http://hdl.handle.net/20.500.11850/223398","en","IEEE","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Ground based radar||polarimetric radar||polarimetric calibration","Polarimetric Calibration of the Ku-Band Advanced Polarimetric Radar Interferometer",,"Journal Article","Open access",,,"2017-12-20T11:20:42Z",,,,,"yes",,,,,,,,,,,,"85039768815",,"000428673800034","IEEE Trans. Geosci. Remote Sens","4","IEEE Transactions on Geoscience and Remote Sensing","56","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena::08704 - SAR Remote Sensing Technology / SAR Remote Sensing Technology","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena::08704 - SAR Remote Sensing Technology / SAR Remote Sensing Technology","03849||08704","03849||08704",,"2311","2295","New York , NY","published",,,,,,,,,,,,"true","2018-07-26T10:06:48Z","2023-02-06T15:42:58Z","true",,"FORM",,,"acceptedVersion",
"233070","20.500.11850/3","Carrel, Maxence||Morales, Verónica L.||Dentz, Marco||Derlon, Nicolas||Morgenroth, Eberhard||Holzner, Markus",,,,,,"2018-04-27T11:43:55Z","2018-04-27T05:11:21Z||2018-04-27T11:43:55Z","2018-03","2018-03-24","Biofilms are ubiquitous bacterial communities that grow in various porous media including soils, trickling, and sand filters. In these environments, they play a central role in services ranging from degradation of pollutants to water purification. Biofilms dynamically change the pore structure of the medium through selective clogging of pores, a process known as bioclogging. This affects how solutes are transported and spread through the porous matrix, but the temporal changes to transport behavior during bioclogging are not well understood. To address this uncertainty, we experimentally study the hydrodynamic changes of a transparent 3‐D porous medium as it experiences progressive bioclogging. Statistical analyses of the system's hydrodynamics at four time points of bioclogging (0, 24, 36, and 48 h in the exponential growth phase) reveal exponential increases in both average and variance of the flow velocity, as well as its correlation length. Measurements for spreading, as mean‐squared displacements, are found to be non‐Fickian and more intensely superdiffusive with progressive bioclogging, indicating the formation of preferential flow pathways and stagnation zones. A gamma distribution describes well the Lagrangian velocity distributions and provides parameters that quantify changes to the flow, which evolves from a parallel pore arrangement under unclogged conditions, toward a more serial arrangement with increasing clogging. Exponentially evolving hydrodynamic metrics agree with an exponential bacterial growth phase and are used to parameterize a correlated continuous time random walk model with a stochastic velocity relaxation. The model accurately reproduces transport observations and can be used to resolve transport behavior at intermediate time points within the exponential growth phase considered.","application/pdf","10.3929/ethz-b-000260990",,"0043-1397||1944-7973",,"10.1002/2017WR021726","http://hdl.handle.net/20.500.11850/260990","en","Wiley","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/",,"Pore-Scale Hydrodynamics in a Progressively Bioclogged Three-Dimensional Porous Medium: 3-D Particle Tracking Experiments and Stochastic Transport Modeling",,"Journal Article","Open access",,,"2018-04-27T05:11:30Z",,,,,"yes",,,,"Turbulence and Particles in Environmental Fluid Dynamics (TIPFluiD)||Turbulence and Particles in Environmental Fluid Dynamics (TENACEOUS)","144645||172916","10.13039/501100001711||10.13039/501100001711","SNF||SNF","SNF-Förderungsprofessuren Stufe 2||SNF-Förderungsprofessuren: Fortsetzungsgesuche",,,,"85044185687",,"000430364900042","Water Resour. Res.","3","Water Resources Research","54","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09454 - Holzner, Markus (SNF-Prof.) (ehemalig) / Holzner, Markus (SNF-Prof.) (former)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09454 - Holzner, Markus (SNF-Prof.) (ehemalig) / Holzner, Markus (SNF-Prof.) (former)","03832||09454","03832||09454",,"2198","2183","Malden","published",,,,,,,,,,,,,"2018-04-27T11:44:01Z","2021-02-14T23:38:38Z","true",,"SCOPUS",,,"publishedVersion",
"228830","20.500.11850/3","Rittmann, Bruce E.||Boltz, Joshua P.||Brockmann, Doris||Daigger, Glen T.||Morgenroth, Eberhard||Sørensen, Kim H.||Takács, Imre||van Loosdrecht, Mark||Vanrolleghem, Peter A.",,,,,,"2018-04-04T16:41:58Z","2018-04-02T03:53:48Z||2018-04-04T16:41:58Z","2018-03",,,,,,"0273-1223||1996-9732",,"10.2166/wst.2018.021","http://hdl.handle.net/20.500.11850/254396","en","IWA Publishing",,,,"A framework for good biofilm reactor modeling practice (GBRMP)",,"Journal Article","Metadata only",,,"2018-04-02T03:54:00Z",,,,,"yes",,,,,,,,,,,,"85044325502",,"000427111500001","Water sci. technol.","5","Water Science & Technology","77","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832||03832","03832||03832",,"1164","1149","London","published",,,,,,,,,,,,,"2018-04-04T16:42:06Z","2019-01-02T12:41:43Z","true",,"SCOPUS",,,,
"227964","20.500.11850/3","Zeisl, Peter||Mair, Michael||Kastlunger, Ulrich||Bach, Peter M.||Rauch, Wolfgang||Sitzenfrei, Robert||Kleidorfer, Manfred",,,,,,"2018-03-28T09:52:14Z","2018-03-15T03:58:04Z||2018-03-28T09:52:14Z","2018-03","2018-03-06","Urban water management will face various challenges in the future. Growing population in cities, changing climatic conditions and uncertain availability of water resources necessitate forward-looking water policy strategies. In this paper, we introduce a new water balance model to evaluate urban water strategies at a city scale. The aim is to evaluate decentralised water management measures within a large-scale investigation and to reduce external potable water demand. The upscaling process of local information (water demand, areal data) to a conceptual model approach is described. The modelling approach requires simplification of detailed processes to enable the execution with limited computing capacity. The model was applied to Greater Metropolitan Melbourne, Australia, a highly sprawled city with nearly four million inhabitants. Scenario analysis demonstrated the impact of using different water resources of different quality classes, the extensive implementation of water saving appliances and decentralised water storage strategies on the city’s water balance. Results indicate a potential reduction of potable water demand of up to 25% with a conservative rainwater reuse and, even 60% with widespread implementation of rain- and greywater recycling. Furthermore, we demonstrate that even small systems implemented at a local level can have noticeable effects when operated as clustered schemes.","application/pdf","10.3929/ethz-b-000250023",,"2071-1050",,"10.3390/su10030716","http://hdl.handle.net/20.500.11850/250023","en","MDPI","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","alternative water resources||water quality||decentralised storages||water recycling and reuse||upscaling local information||potable water demand reduction","Conceptual urban water balance model for water policy testing: An approach for large scale investigation",,"Journal Article","Open access",,,"2018-03-15T03:58:08Z",,,,,"yes",,,,,,,,,,,,"85043292839",,"000428567100143",,"3","Sustainability","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989","03989",,,"716","Basel","published",,,,,,,,,,,,,"2018-03-28T09:52:21Z","2020-02-15T12:08:24Z","true","24 p.","SCOPUS",,,"publishedVersion",
"233851","20.500.11850/3","Pariyapat, Nilsalab||Gheewala, Shabbir H.||Pfister, Stephan",,,,,,"2018-05-04T12:36:02Z","2018-02-22T04:22:30Z||2018-03-15T15:20:38Z||2018-05-04T12:36:02Z","2018-03","2018-01-13",,,,,"0920-4741||1573-1650",,"10.1007/s11269-017-1892-2","http://hdl.handle.net/20.500.11850/242967","en","Springer",,,"Water stress||Environmental water requirement||Freshwater||Screening indicator||Decision support","Method Development for Including Environmental Water Requirement in the Water Stress Index",,"Journal Article","Metadata only",,,"2018-02-22T04:22:34Z",,,,,"yes",,,,,,,,,,,,"85041676922",,"000425155400004","Water resour. manag.","5","Water Resources Management","32","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"1598","1585","Berlin","published",,,,,,,,,,,,,"2018-05-04T12:36:07Z","2018-05-04T12:36:07Z","true",,"SCOPUS",,,,
"393480","20.500.11850/3","Jiborn, Magnus||Kander, Astrid||Kulionis, Viktoras||Nielsen, Hana||Moran, Daniel D.",,,,,,"2021-03-04T12:21:13Z","2021-03-04T06:51:58Z||2021-03-04T12:21:13Z","2018-03","2018-02-03","In a world where climate goals are global but action remains firmly in the hands of states, reliable methods are needed to ensure that emissions reductions on a national level are not offset by carbon leakage. Appropriate indicators are needed to help policy makers set accurate targets for the carbon balance of their foreign trade and monitor the development of trade in a meaningful way. This paper proposes a new displacement indicator – the technology adjusted balance of emissions embodied in trade – that improves on existing ideas by separating out the effects of scale and composition of trade from the effects of different technologies and energy systems. The new indicator is calculated for Swedish and UK trade from 1995 to 2009, a period when both countries have reported decreasing territorial emissions together with sustained economic growth. One key finding is that, for both countries, outsourcing of emissions is less serious than what conventional analysis of emissions embodied in trade suggests. For Sweden, the technology adjusted balance of emissions embodied in trade is positive throughout the studied period, implying that its exports reduce emissions abroad more than what is generated by its imports. However, we also find that both countries have changed the composition of their imports and exports during this period: imports have become more carbon intensive and, exports less so, compared to the world economy at large.","application/pdf","10.3929/ethz-b-000472854",,"0959-3780||1872-9495",,"10.1016/j.gloenvcha.2017.12.006","http://hdl.handle.net/20.500.11850/472854","en","Elsevier","Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International","http://creativecommons.org/licenses/by-nc-nd/4.0/","Carbon accounting||Carbon footprints||Carbon leakage||Decoupling||Emissions displacement||Emissions embodied in trade||Global climate policy||Input-output analysis||Structural decomposition","Decoupling or delusion? Measuring emissions displacement in foreign trade",,"Journal Article","Open access",,,"2021-03-04T06:52:06Z",,,,,"no",,,,,,,,,,,,,,,"Glob. environ. change",,"Global Environmental Change","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"34","27","Amsterdam","published",,,,,,,,,,,,,"2021-03-04T12:21:25Z","2022-03-29T05:37:20Z","true",,"FORM",,,"publishedVersion",
"262506","20.500.11850/14","Seymour, Justin R.||Stocker, Roman",,,"Gasol, Josep M.||Kirchman, David L.",,,"2018-11-08T12:48:44Z","2018-11-07T14:23:27Z||2018-11-08T12:48:44Z","2018-03",,,,,"978-1-119-10718-7",,,,"http://hdl.handle.net/20.500.11850/301718","en","Wiley-Blackwell",,,,"The Ocean’s microscale: A microbe’s view of the sea",,"Book Chapter","Metadata only","Microbial Ecology of the Oceans, 3rd Edition",,"2018-11-07T14:23:41Z",,,,,"yes",,,,,,,,,,,"",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467",,"332","289","Hoboken, NJ","published",,,,,,,,,,,,,"2018-11-08T12:48:46Z","2018-11-08T12:48:46Z","true",,"FORM",,,,"3rd"
