id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.identifier.arxiv,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isCitedBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"155433","20.500.11850/16","Bahk, Yeon Kyoung",,"Wang, Jing||Pratsinis, Sotiris E.","2017-06-14T04:05:18Z","2017-06-14T04:05:18Z","2015","2016",,"application/pdf","10.3929/ethz-a-010603324",,,,,"http://hdl.handle.net/20.500.11850/155466","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","NANORÖHRCHEN + KOHLENSTOFFNANORÖHRCHEN||MATERIALPRÜFUNG, MATERIALEIGENSCHAFTEN (MATERIALWISSENSCHAFTEN)||AGGREGATION UND ASSOZIATION (CHEMISCHE BINDUNG)||CLUSTER (PHYSIK VON MOLEKULARSYSTEMEN)||TEILCHENGRÖSSENBESTIMMUNG + GRANULOMETRIE (PHYSIK VON MOLEKULARSYSTEMEN)||LUNGENVERGIFTUNG + INHALATIONSTOXIKOLOGIE||NANOTUBES + CARBON NANOTUBES||MATERIALS TESTING, MATERIALS PROPERTIES (MATERIALS SCIENCE)||AGGREGATION AND ASSOCIATION (CHEMICAL BONDS)||CLUSTER (PHYSICS OF MOLECULAR SYSTEMS)||PARTICLE-SIZE DETERMINATION + GRANULOMETRY (PHYSICS OF MOLECULAR SYSTEMS)||PULMONARY TOXICOLOGY + INHALATION TOXICOLOGY","Physical characterizations of carbon nanotubes for the emission control and exposure modeling","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::620 - Engineering & allied operations||DDC - DDC::6 - Technology, medicine and applied sciences::610 - Medical sciences, medicine","2017-06-14T04:11:51Z",,,"eth:48711","yes",,,,,"23055","imp59366b88ef53d44741","010603324",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","02350||03887","03887","Dissertation. ETH-Zürich. 2015. Nr. 23055.",,,"Zürich","published",,,,,,,,"2017-07-13T00:07:49Z","2021-02-14T16:42:15Z","true","1 Band","ECOL",,,
"108095","20.500.11850/10","Fischer, Georg||Hajnsek, Irena","Ouwehand, Leny",,"2017-06-11T21:47:05Z","2017-06-11T21:47:05Z","2015",,,,,"978-92-9221-293-3",,,,"http://hdl.handle.net/20.500.11850/108128","en","ESA Communications",,,,"Dual-Pol X-Band Pol-Insar Time Series of a Greenland Outlet Glacier","Other Conference Item","Metadata only","Proceedings of PolInSAR 2015, 26-30 January 2015, Frascati, Italy",,"2017-06-11T21:47:54Z",,"pub:168912",,"yes","ESA POLinSAR 2015 - 1st BIOMASS Science Workshop","January 26-30, 2015","Frascati, Italy",,,"imp593653c8dfa8541491",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,,,"Noordwijk, The Netherlands","published",,,,,,,,"2017-07-26T22:04:12Z","2021-02-14T13:39:35Z","true",,"ECIT",,,
"108092","20.500.11850/9","Jörg, Hannah||Pardini, Matteo||Hajnsek, Irena||Papathanassiou, Kostas",,,"2017-06-11T21:47:03Z","2017-06-11T21:47:03Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/108125","en",,,,,"Application of Polarimetric Sar Tomography on Agricultural Vegetation for Scattering Characterisation","Conference Poster","Metadata only",,,"2017-06-11T21:47:54Z",,"pub:168909",,"yes","1st Biomass Science Workshop (POLINSAR) 2015","January 26-30, 2015","Frascati, Italy",,,"imp593653c8cdb6039165",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,,,,"unpublished",,,,,,,,"2017-07-15T20:38:51Z","2021-02-14T13:39:34Z","true",,"ECIT",,,
"108127","20.500.11850/18","Schönenberger, Urs",,,"2017-06-11T21:47:21Z","2017-06-11T21:47:21Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/108160","en","EAWAG",,,,"Data Reconciliation and Gross Error Detection for Wastewater Treatment Processes","Master Thesis","Metadata only",,,"2017-06-11T21:47:54Z",,"pub:168950",,"yes",,,,,,"imp593653c98971984254","010503518",,"http://library.eawag.ch/EAWAG-Publications/openaccess/Diplomarbeiten/ENG/diplomarbeit_ursschoenenberger.pdf",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::01109 - Lehre Bau, Umwelt und Geomatik::01105 - SR Umweltingenieurwissenschaften::01131 - MSc Umweltingenieurwissenschaften / MSc Environmental Engineering||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::01109 - Lehre Bau, Umwelt und Geomatik::01105 - SR Umweltingenieurwissenschaften::01131 - MSc Umweltingenieurwissenschaften / MSc Environmental Engineering||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","01131||03832","01131||03832",,,,"Dübendorf","published",,,,,,,,"2017-07-12T16:31:02Z","2018-11-02T20:55:45Z","true","1 Band","ECIT",,,
"187016","20.500.11850/16","Egger, Christoph S.",,"Morgenroth, Eberhard||Krebs, Peter","2017-10-18T13:57:56Z","2017-06-11T19:44:50Z||2017-10-18T13:57:56Z","2015","2015",,"application/pdf","10.3929/ethz-a-010532893",,,,,"http://hdl.handle.net/20.500.11850/104960","en","ETH-Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","UNTERHALTSPLANUNG (BAUWERKSUNTERHALT)||SEWERAGE MAINTENANCE + SEWERAGE INSPECTION||KANALISATIONSUNTERHALT + KANALISATIONSINSPEKTION||MAINTENANCE MANAGEMENT (BUILDING MAINTENANCE)","Sewer rehabilitation planning under uncertainty","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::624 - Civil engineering","2017-06-11T19:45:44Z",,"pub:164250","eth:48144","yes",,,,,"22594","imp59365388a497c22263||imp59366b7e56fb892177","010532893",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","02115||03832","03832",,,,"Zürich","published",,,,,,,,"2017-07-18T12:46:07Z","2021-02-14T19:29:41Z","true","1 Band","ECOL||ECIT",,,
"107904","20.500.11850/8","Borner, Wolfgang-Martin||Krieger, Gerhard||Reigber, Andreas||Hajnsek, Irena||Schmullius, Christiane||Moreira, Alberto||Eineder, Michael||Bamler, Richard||Meyer, Franz Josef||Hensley, Scott||van Zyl, Jakob J.||Neumann, M.||Shimada, Massanobu||Ohki, Masato||Tetuko Sri Sumantyo, Josaphat||Hattori, Katsumi||Ocampo-Torres, Francisco J.||Ponce, Octavio||Moreira, Joao||Campos, Joao||Lu Yi-Long||Dubois-Fernandez, P.||Pottier, Eric||Le Toan, Thuy||Surussavadee, Chinnawat||Koo, Voon-Chet||Lim, Tien-Sze||Heru Triharjanto, R.||Hasbi, Wahyudi||Mohan, Shiv||Singh, Gulab",,,"2017-06-11T21:41:12Z","2017-06-11T21:41:12Z","2015",,,,,"978-1-4673-7296-1",,,"10.1109/APSAR.2015.7306222","http://hdl.handle.net/20.500.11850/107937","en","IEEE",,,"Disaster assessment and reduction||Environmental remote sensing||Equatorial orbiting satellite sensors||Geophysical monitoring||Natural and manmade hazard detection||Polarimetric Synthetic Aperture Radar (SAR)||Polarization radar||Surveillance||Tropical Equatorial Belt (TEB)","Development of new multi-band equatorially orbiting POLinSAR satellite sensors system configurations for varying latitudinal coverage within total tropical belt: Invited group presentation for establishing an associated Consortium","Conference Paper","Metadata only","Proceedings of the 2015 IEEE 5th Asia-Pacific Conference on Synthetic Aperture Radar (APSAR)",,"2017-06-11T21:42:07Z",,"pub:168701",,"yes","IEEE 5th Asia-Pacific Conference on Synthetic Aperture Radar (APSAR 2015)","Septmeber 1-4, 2015","Singapore",,,"imp593653c51933779974",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,"345","342","Piscataway, NJ","published",,,,,,,,"2017-07-15T17:40:36Z","2021-02-14T13:38:32Z","true",,"ECIT",,,
"107958","20.500.11850/21","Etter, Bastian||Udert, Kai M.||Gounden, Teddy",,,"2017-06-11T21:41:45Z","2017-06-11T21:41:45Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107991","en","Eawag",,,,"VUNA: Valorisation of Urine Nutrients. Promoting Sanitation & Nutrient Recovery through Urine Separation. Final Project Report 2015","Report","Metadata only",,,"2017-06-11T21:42:07Z",,"pub:168763",,"yes",,,,,,"imp593653c64ac3016650",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,,,"Dübendorf","published",,,,,,,,"2017-07-12T15:09:44Z","2018-11-02T20:52:01Z","true","39 p.","ECIT",,,
"107986","20.500.11850/3","Vannecke, Thomas P.W.||Wells, George||Hubaux, Nathalie||Morgenroth, Eberhard||Volcke, Eveline I.P.",,,"2017-06-11T21:42:02Z","2017-06-11T21:42:02Z","2015",,,,,,"0273-1223||1996-9732",,"10.2166/wst.2015.389","http://hdl.handle.net/20.500.11850/108019","en","IWA Publishing",,,"Biofilm reactors||Biological nitrogen conversion||Flocs||Granules||Microbial coexistence||Population dynamics","Considering microbial and aggregate heterogeneity in biofilm reactor models: How far do we need to go?","Journal Article","Metadata only",,,"2017-06-11T21:42:07Z",,"pub:168794",,"yes",,,,,,"imp593653c6d829284838","000020419","84954484654",,"000374290200003","Water sci. technol.","10","Water Science & Technology","72","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832","First received 2 May 2015, Accepted in revised form 8 July 2015, Available online 22 July 2015.","1699","1692","London","published",,,,,,,,"2017-07-14T13:10:25Z","2018-11-02T20:52:31Z","true",,"ECIT",,,
"108085","20.500.11850/10","Marino, Armando||Hajnsek, Irena","Ouwehand, Leny",,"2017-06-11T21:45:06Z","2017-06-11T21:45:06Z","2015",,,,,"978-92-9221-293-3",,,,"http://hdl.handle.net/20.500.11850/108118","en","ESA Communications",,,,"Solving the Integral of Quadratic Forms of Covariance Matrices for Applications in Polarimetric Radar Imagery","Other Conference Item","Metadata only","Proceedings of PolInSAR 2015, 26-30 January 2015, Frascati, Italy",,"2017-06-11T21:45:10Z",,"pub:168902",,"yes","ESA POLinSAR 2015 - 1st BIOMASS Science Workshop","January 26-30, 2015","Frascati, Italy",,,"imp593653c8c0c4635855",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,,,"Noordwijk, The Netherlands","published",,,,,,,,"2017-07-18T07:48:05Z","2021-02-14T13:39:30Z","true",,"ECIT",,,
"107823","20.500.11850/3","Decrey, Loïc||Kazama, Shinobu||Udert, Kai M.||Kohn, Tamar",,,"2017-06-11T21:38:40Z","2017-06-11T21:38:40Z","2015",,,,,,"2328-8930",,"10.1021/es5044529","http://hdl.handle.net/20.500.11850/107856","en","American Chemical Society",,,,"Ammonia as an In Situ Sanitizer: Inactivation Kinetics and Mechanisms of the ssRNA Virus MS2 by NH3","Journal Article","Metadata only",,,"2017-06-11T21:39:25Z",,"pub:168608",,"yes",,,,,,"imp593653c39a67a70636","000033453",,,,"Env Sci Tech Lett","2","Environmental Science & Technology Letters","49","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"1067","1060","Washington, D.C","published",,,,,,,,"2017-07-15T17:19:55Z","2020-02-14T16:01:48Z","true",,"ECIT",,,
"107826","20.500.11850/3","Thürlimann, Christian M.||Dürrenmatt, David J.||Villez, Kris",,,"2017-06-11T21:38:42Z","2017-06-11T21:38:42Z","2015",,,,,,"1751-231X",,"10.2166/wpt.2015.002","http://hdl.handle.net/20.500.11850/107859","en","I W A Publishing",,,,"Energy and process data processing and visualisation for optimising wastewater treatment plants","Journal Article","Metadata only",,,"2017-06-11T21:39:25Z",,"pub:168611",,"yes",,,,,,"imp593653c3aba8690896",,,,,,"1","Water Practice and Technology","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,"18","10","London","published",,,,,,,,"2017-07-15T16:31:09Z","2018-11-02T20:49:37Z","true",,"ECIT",,,
"107743","20.500.11850/10","Morgenroth, Eberhard||Derlon, Nicolas||Pronk, W.||Larsen, T.A.",,,"2017-06-11T21:35:57Z","2017-06-11T21:35:57Z","2015",,,,,,,,,"http://hdl.handle.net/20.500.11850/107776","de","48. Essener Tagung für Wasser- und Abfallwirtschaft",,,,"Von der Grundlagenforschung zur Anwendung: Trinkwasseraufbereitung und Sanitärversorgung","Other Conference Item","Metadata only",,,"2017-06-11T21:36:30Z",,"pub:168521",,"yes","48. Essener Tagung für Wasser- und Abfallwirtschaft","April 15-17, 2015","Aachen, Germany",,,"imp593653c1dc0c958678",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832","Conference Lecture on 15 April 2015.",,,"Aachen","unpublished",,,,,,,,"2017-07-18T17:59:01Z","2018-11-02T20:47:54Z","true",,"ECIT",,,
"108079","20.500.11850/9","Jagdhuber, Thomas||Hajnsek, Irena||Entekhabi, Dara||Montzka, Carsten||Papathanassiou Kostas",,,"2017-06-11T21:45:03Z","2017-06-11T21:45:03Z","2015",,,,,"978-92-9221-293-3",,,,"http://hdl.handle.net/20.500.11850/108112","en","ESA",,,,"Active - Passive Microwave Polarimetry for Soil Moisture Estimation","Conference Poster","Metadata only","Proceedings of PolInSAR 2015",,"2017-06-11T21:45:10Z",,"pub:168896",,"yes","7th International Workshop on Science and Applications of SAR Polarimetry and Polarimetric Interferometry","January 26-30, 2015","Frascati, Italy",,,"imp593653c8abbd469385",,,,,,,"ESA SP 729",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,,,"Ouwehand, L.","published",,,,,,,,"2017-07-14T13:40:17Z","2021-02-14T13:39:23Z","true",,"ECIT",,,
"107241","20.500.11850/8","Erten, Esra||Rossi, Cristian||Yüzügüllü, Onur",,,"2017-06-11T21:21:55Z","2017-06-11T21:21:55Z","2015",,,,,"978-1-4799-7929-5",,,"10.1109/IGARSS.2015.7326421","http://hdl.handle.net/20.500.11850/107274","en","IEEE",,,"Agriculture||Co-polar phase difference (CPD)||TanDEM-X||SAR","Comparison of the TanDEM-X response between vertical and horizontal oriented vegetation","Conference Paper","Metadata only","2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)",,"2017-06-11T21:22:32Z",,"pub:167846",,"yes","2015 IEEE International Geoscience and Remote Sensing Symposium (IGARSS'15)","July 26-31, 2015","Milan, Italy",,,"imp593653b7edb0717920",,"84962528561",,"000371696702252",,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,"2902","2899","Piscataway, NJ","published",,,,,,,,"2017-07-25T12:04:25Z","2018-11-02T20:39:50Z","true",,"ECIT",,,
"106885","20.500.11850/3","Son, Kwangmin||Brumley, Douglas R.||Stocker, Roman",,,"2017-06-11T21:10:39Z","2017-06-11T21:10:39Z","2015",,,,,,"1740-1526||1740-1534",,"10.1038/nrmicro3567","http://hdl.handle.net/20.500.11850/106918","en","Nature Publ. Group",,,,"Live from under the lens: exploring microbial motility with dynamic imaging and microfluidics","Journal Article","Metadata only",,,"2017-06-11T21:10:47Z",,"pub:167334",,"yes",,,,,,"imp593653b0d9b8726884","004611215","84947237435",,"000365839200006","Nat Rev Microbiol","12","Nature Reviews Microbiology","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467",,"775","761","Basingstoke","published",,,,,,,,"2017-07-26T14:40:02Z","2018-11-02T20:33:59Z","true",,"ECIT",,,
"108325","20.500.11850/10","Costa, Anna||Molnar, Peter||Lane, Stuart N.||Bakker, Maarten",,,"2017-06-11T21:55:17Z","2017-06-11T21:55:17Z","2015",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/108358","en","Copernicus",,,,"Impact of river regulation on potential sediment mobilization and transport in an Alpine catchment","Other Conference Item","Metadata only",,,"2017-06-11T21:55:53Z",,"pub:169314",,"yes","European Geosciences Union General Assembly 2015","April 12-17, 2015","Vienna Austria",,,"imp593653cd2b4b510459","004804476",,,,"GRA",,"Geophysical Research Abstracts","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,"EGU2015-10061","Katlenburg-Lindau","published",,,,,,,,"2017-07-18T17:18:45Z","2020-02-14T16:04:39Z","true","1 p.","ECIT",,,
