id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.dataCollector,dc.contributor.editor,dc.contributor.researcher,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.collected,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.description.methods,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.geolocation.placename,ethz.geolocation.pointlat,ethz.geolocation.pointlong,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.orcidWorkCode,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.continues,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isDocumentedBy,ethz.relation.isNewVersionOf,ethz.relation.isOriginalFormOf,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isSupplementTo,ethz.relation.isSupplementedBy,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit,ethz.version.edition
"282585","20.500.11850/3","Ziemba, Christopher||Larivé, Odile||Deck, Svenja||Huisman, Theo||Morgenroth, Eberhard",,,,,,"2019-02-22T17:50:17Z","2019-02-11T04:33:15Z||2019-02-22T17:50:17Z",,"2019-02-01","2018-12-14","Innovative solutions are necessary to enable the decentralized recycling of greywater for applications requiring high-quality water, such as hand washing. While physical barriers such as ultrafiltration membranes effectively prevent the passage of bacteria, and chemical and biological treatments can effectively reduce the carbon content of the treated water, there exists a knowledge gap regarding the application of anti-bacterial strategies to prevent the growth of harmful bacteria following treatment. In this study, the effluent water from a household-scale greywater treatment system was fed to seven parallel experimental post-treatment tanks: three receiving direct chlorination with free chlorine residuals of 0.2, 1 or 5 mg Cl2/L, three with chlorine produced through electrolysis at the same residual concentrations, and one control with no chlorine added. For increasing concentrations of direct chlorination, the median total cell count (TCC) values were 9 × 104, 2.9 × 104 and 1.8 × 103 cells/mL, respectively. Electrolysis treatment produced very similar TCC concentrations, 8.8 × 104, 1.1 × 104 and 2.3 × 103 cells/mL. The TCC concentrations were lower than the concentration of the water entering each tank (∼3 × 105 cells/mL). Intact cell count (ICC) measurements indicated that the viable cell concentrations, were less than 10% of the TCC values. Though electrolysis treatment can produce powerful oxidants, such as hydroxyl radical, there was no evidence that electrolysis in this system provided additional benefits beyond chlorine production for control of total or intact cell counts. Oxidation of bacteria by chlorine was the dominant anti-bacterial mechanism in our system. Monitoring of dissolved organic carbon (DOC) and assimilable organic carbon (AOC) did not suggest that carbon-limitation significantly impacted cell counts when chlorination or electrolysis treatment was applied. This work demonstrates that either direct chlorination or electrolysis treatment are able to reduce bacteria concentrations over long-term operation of a hand washing water treatment system. We recommend selecting chlorine residual targets such that a chlorine residual is maintained during periods of challenging operating conditions. We observed that a target residual of 1 mg Cl2/L, in our system, maintained the TCC below the concentration found in Zürich drinking water.","application/pdf","10.3929/ethz-b-000324085",,"2589-9147",,"10.1016/j.wroa.2018.100020","http://hdl.handle.net/20.500.11850/324085","en","Elsevier","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/","Greywater||Regrowth||Decentralized||Assimilable organic carbon (AOC)||Biologically activated membrane bioreactor (BAMBi)||Hydroxyl radical","Comparing the anti-bacterial performance of chlorination and electrolysis post-treatments in a hand washing water recycling system",,"Journal Article","Open access",,,,"2019-02-11T04:33:18Z",,,,,"yes",,,,,,,,,,,,,,"85061064633",,,,,"Water Research X","2","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832",,,"100020","Amsterdam","published",,,,,,,,,,,,,,,,"2019-02-22T17:50:25Z","2023-02-06T16:53:13Z","true","10 p.","SCOPUS",,,"publishedVersion",
"263542","20.500.11850/3","Mutzner, Lena||Vermeirssen, Etiënne L.M.||Ort, Christoph",,,,,,"2018-11-12T14:58:23Z","2018-11-09T06:04:05Z||2018-11-12T14:58:23Z",,"2019-01-05","2018-07-10",,,,,"0304-3894||1873-3336",,"10.1016/j.jhazmat.2018.07.040","http://hdl.handle.net/20.500.11850/302591","en","Elsevier",,,"Polar organic pollutant||Chemcatcher||Sampling uncertainty||Pesticide||Pharmaceutical","Passive samplers in sewers and rivers with highly fluctuating micropollutant concentrations – Better than we thought",,"Journal Article","Metadata only",,,,"2018-11-09T06:04:07Z",,,,,"yes",,,,,,,,,,,,,,"85053410120",,"000449125800033",,,"Journal of Hazardous Materials","361","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989||03989","03989||03989",,"320","312","Amsterdam","published",,,,,,,,,,,,,,,,"2018-11-12T14:58:41Z","2023-02-06T16:35:06Z","true",,"SCOPUS",,,,
"338523","20.500.11850/10","Botter, Martina||Burlando, Paolo||Fatichi, Simone",,,,,,"2020-03-03T11:34:15Z","2019-10-08T12:25:03Z||2019-10-11T13:31:16Z||2020-03-03T11:34:15Z",,"2019",,,,,,,,,"http://hdl.handle.net/20.500.11850/369162","en","Swiss Academy of Science (SCNAT); Université de Fribourg",,,,"Solute generation and C-Q relations: is solute input frequency or depth of solute generation the key-player?",,"Other Conference Item","Metadata only","Abstract Volume 17th Swiss Geoscience Meeting",,,"2019-10-08T12:25:13Z",,,,,"yes","17th Swiss Geoscience Meeting (SGM 2019)","November 22-23, 2019","Fribourg, Switzerland",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Poster abstract. Poster presentation on November 23, 2019.","386","386","Bern; Fribourg","published",,,,,,,"https://geoscience-meeting.ch/sgm2019/abstracts/",,,,,,,,,"2020-03-03T11:34:43Z","2021-02-15T08:29:13Z","true",,"FORM",,,,
"337851","20.500.11850/10","Joerg, Hannah||Alonso-González, Alberto||Papathanassiou, Konstantinos P.||Hajnsek, Irena",,,,,,"2020-02-26T14:28:42Z","2020-01-27T10:27:44Z||2020-01-28T09:58:10Z||2020-02-26T14:16:45Z||2020-02-26T14:28:42Z",,"2019-01",,,,,,,,,"http://hdl.handle.net/20.500.11850/394176","en",,,,,"Modelbased Assessment of the Ground Polarimetry in Crops estimated using Polarimetric Interferometric SAR",,"Other Conference Item","Metadata only",,,,"2020-01-27T10:27:51Z",,,,,"yes","9th International Workshop on Science and Applications of SAR Polarimetry and Polarimetric Interferometry (POLinSAR 2019)","January 28 - February 1, 2019","Frascati, Roma",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849","Conference lecture held on January 29, 2019",,,,"published",,,,,,,,,,,,,,,,"2020-02-26T14:16:56Z","2021-02-15T08:18:15Z","true",,"FORM",,,,
"337605","20.500.11850/10","Burlando, Paolo||Peleg, Nadav||Fatichi, Simone||Molnar, Peter||Morin, Efrat||Sharma, Ashish||Marra, Francesco",,,,,,"2020-02-24T15:34:01Z","2020-01-22T14:06:40Z||2020-02-24T15:34:01Z",,"2019",,,"application/pdf","10.3929/ethz-b-000393163",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/393163","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"On the relationship between space-time properties of rainfall and near-surface air temperature at the minute and kilometre scale",,"Other Conference Item","Open access",,,,"2020-01-22T14:06:48Z",,,,,"yes","EGU General Assembly 2019","April 7-12, 2019","Vienna, Austria",,,,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Presented on Monday, 8. April 2019.",,"EGU2019-3981","Göttingen","published",,,,,,,"https://meetingorganizer.copernicus.org/EGU2019/picos/31128",,,,,,,,,"2020-02-24T15:34:14Z","2021-02-15T08:16:11Z","true","1 p.","FORM",,,"publishedVersion",
"280130","20.500.11850/3","Zhang, Xiaole||Chen, Xi||Wang, Jing",,,,,,"2019-02-08T11:02:33Z","2019-02-01T19:34:53Z||2019-02-08T11:02:33Z",,"2019","2019-02-01","With the rapidly growing global air traffic, the impacts of the black carbon (BC) in the aviation exhaust on climate, environment and public health are likely rising. The particle number and size distribution are crucial metrics for toxicological analysis and aerosol-cloud interactions. Here, a size-resolved BC particle number emission inventory was developed for the global civil aviation. The BC particle number emission is approximately (10.9 ± 2.1) × 1025 per year with an average emission index of (6.06 ± 1.18) × 1014 per kg of burned fuel, which is about 1.3% of the total ground anthropogenic emissions, and 3.6% of the road transport emission. The global aviation emitted BC particles follow a lognormal distribution with a geometric mean diameter (GMD) of 31.99 ± 0.8 nm and a geometric standard deviation (GSD) of 1.85 ± 0.016. The variabilities of GMDs and GSDs for all flights are about 4.8 and 0.08 nm, respectively. The inventory provides new data for assessing the aviation impacts.","application/pdf","10.3929/ethz-b-000322734",,"2041-1723",,"10.1038/s41467-019-08491-9","http://hdl.handle.net/20.500.11850/322734","en","Nature Publishing Group","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"A number-based inventory of size-resolved black carbon particle emissions by global civil aviation",,"Journal Article","Open access",,,,"2019-02-01T19:34:57Z",,,,,"yes",,,,,,,,,,,,,,"85060914337",,"000457440500002","Nat Commun","1","Nature Communications","10","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887",,,"534","London","published",,,,,,,,,,,,,,,,"2019-02-08T11:02:44Z","2020-02-15T17:18:28Z","true","11 p.","FORM",,,"publishedVersion",
"285543","20.500.11850/10","Mastrotheodoros, Theodoros||Pappas, Christoforos||Molnar, Peter||Burlando, Paolo||Parajka, Juraj||Rigon, Riccardo||Szeles, Borbala||Bottazzi, Michele||Hadjidoukas, Panagiotis||Fatichi, Simone",,,,,,"2019-03-14T14:19:45Z","2019-03-07T16:04:50Z||2019-03-14T14:19:45Z",,"2019",,,"application/pdf","10.3929/ethz-b-000329893",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/329893","en","Copernicus","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"A high-resolution ecohydrological analysis of the European Alps",,"Other Conference Item","Open access",,,,"2019-03-07T16:04:53Z",,,,,"yes","EGU General Assembly 2019","April 7-12, 2019","Vienna, Austria",,,,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,"EGU2019-16079","Göttingen","published",,,,,,,,,,,,,,,,"2019-03-14T14:19:54Z","2021-02-15T03:59:37Z","true","1 p.","FORM",,,"publishedVersion",
"319370","20.500.11850/16","Haag, Fridolin",,,,,"Reichert, Peter||Lienert, Judit||Maurer, Max||Bertsch, Valentin","2019-11-18T07:50:24Z","2019-11-15T15:28:41Z||2019-11-18T07:50:24Z",,"2019","2019-11-18",,"application/pdf","10.3929/ethz-b-000378014",,,,,"http://hdl.handle.net/20.500.11850/378014","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","DECISION MAKING (OPERATIONS RESEARCH)||ENTSCHEIDUNGSTHEORIE (OPERATIONS RESEARCH)||Environmental management||Wastewater||Regional planning||Value-focused thinking||UTILITY THEORY (OPERATIONS RESEARCH)||Multi-attribute value theory||Multi-attribute utility theory","Advancing decision analysis methods for environmental management",,"Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::624 - Civil engineering",,"2019-11-15T15:28:51Z",,,,,"yes",,,,,,,,,,,,"26018",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","02721||03989","03989",,,,"Zurich","published",,"10.3929/ethz-b-000333059||10.1016/j.ejor.2019.02.039||20.500.11850/371758",,,,,,,,,,,,,,"2020-02-15T22:36:34Z","2020-02-15T22:36:34Z","true","334 p.","FORM",,"Including stakeholder values in wastewater infrastructure planning and river assessment",,
"297936","20.500.11850/16","Mastrotheodoros, Theodoros",,,,,"Molnar, Peter||Burlando, Paolo||Tague, Christina L.||Ivanov, Valeriy||Fatichi, Simone","2019-06-20T10:31:04Z","2019-06-20T09:28:01Z||2019-06-20T10:31:04Z",,"2019","2019-06-20","The water balance in mountain regions describes the relations between precipitation, snow accumulation and melt, evapotranspiration and soil moisture and determines the availability of water for runoff in downstream areas. Climate change is affecting the water budget of mountains at a fast pace and it has thus become a priority for hydrologists to quantify the vulnerability of each hydrological component to climate change, in order to assess the availability of water in the near future. However, our incomplete understanding of mountain hydrology implies that our knowledge about the future water supply of billions of people worldwide is limited. In this thesis, I use the ecohydrological model Tethys-Chloris (T&C) to (1) explore the responses of forests to the increasing atmospheric CO2, (2) quantify the major drivers of ecohydrological processes and their vulnerability to climate change across the European Alpine environments, and (3) partition the water budget into blue (hydrological) and green (biological) water fluxes and quantify the sensitivity of each component to temperature and precipitation change at the pan-Alpine scale. The first part of the thesis focuses on vegetation parameterization in ecohydrological models. It is a common practice to apply static vegetation parameters, although recently several studies have questioned this approach, showing that vegetation may adjust to climate change at shorter timescales than previously thought. This implies that traditional model approaches using temporally constant parameters might be biased. Recent evidence suggests that one such example of vegetation plasticity may be related to the increasing atmospheric CO2 concentrations. Through numerical simulations with T&C, I show that plasticity in key vegetation parameters can explain the changes in water and carbon vegetation fluxes in 20 forest sites in the northern Hemisphere; changes that otherwise cannot be explained. In the second part of the thesis, I explore the key drivers of Alpine ecohydrology. Applying T&C on three case studies, I quantified the drivers of ecohydrological fluxes and explored the vulnerability of different Alpine ecosystems to climate change. By correlating the spatial distribution of ecohydrological responses with that of meteorological and topographic attributes, I computed spatially explicit sensitivities of net primary productivity, transpiration, and snow cover to air temperature, radiation, and water availability to evaluate their absolute and relative importance. The results demonstrate the sharp differences between different parts of the Alps, thus highlighting the need for a high-resolution assessment of the Alpine water budget. The third part of the thesis addresses the ecohydrological sensitivity to climatic variables across the Alps. I collected a dataset from meteorological and environmental agencies and universities from six countries and combined it with new distributed products of meteorological forcing, soil properties, vegetation and snow cover to perform and validate large-scale, high-resolution ecohydrological simulations of the entire Alpine region for a period of three years (2001-2003). The focus in these simulations is on the partitioning of the pan-Alpine water budget into runoff and evapotranspiration. These simulations allowed us to quantify the sensitivity of each component of the pan-Alpine water budget to climate change and show that even during major heatwaves, Alpine vegetation keeps high transpiration rates, thus amplifying the decrease in streamflow. These unique simulations permitted vi for the first time a very detailed understanding of water sinks and sources at the scale of the Alps, and a correlation analysis revealed the potential “hot spots” of changes in the water cycle in space and time under climate change. This study also shows that recent advances in ecohydrological modeling, combined with large scale datasets and new computational capabilities, can bridge the gap between coarse-scale Earth system models and detailed catchment analyses, providing more reliable, high-resolution climate change impact assessments in the world’s mountain regions.","application/pdf","10.3929/ethz-b-000348653",,,,,"http://hdl.handle.net/20.500.11850/348653","en","ETH Zurich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","Ecohydrology||Water use efficiency||Alpine ecohydrology||Climate change||Numerical modelling||Spatial heterogeneity||Ecosystem plasticity||Ecosystem sensitivity","Ecohydrological sensitivity to climatic variables: dissecting the water tower of Europe",,"Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::570 - Life sciences||DDC - DDC::5 - Science::550 - Earth sciences",,"2019-06-20T09:28:07Z",,,,,"yes",,,,,,,,,,,,"25949",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","02608||03473","03473",,,,"Zurich","published",,,,,,,,,,,,,,,,"2019-06-20T10:31:35Z","2020-02-15T19:45:22Z","true","204 p.","FORM",,,,
"308931","20.500.11850/8","Deletic, Ana||Zhang, Kefeng||Jamali, Behzad||Charette-Castonguay, Adam||Kuller, Martijn||Prodanovic, Veljko||Bach, Peter M.",,,"Mannina, Giorgio",,,"2019-09-12T10:40:32Z","2019-09-12T03:34:39Z||2019-09-12T10:40:32Z",,"2019","2018-09-01",,,,"978-3-319-99867-1","1865-3529",,"10.1007/978-3-319-99867-1_2","http://hdl.handle.net/20.500.11850/363630","en","Springer",,,"Planning-support system||Stormwater||Ecosystem services||Pollution emission||Flood management||Water Sensitive Urban Design","Modelling to Support the Planning of Sustainable Urban Water Systems",,"Conference Paper","Metadata only","New Trends in Urban Drainage Modelling",,,"2019-09-12T03:34:43Z",,,,,"yes","11th International Conference on Urban Drainage Modelling (UDM 2018)","September 23-26, 2018","Palermo, Italy",,,,,,,,,,,,,"000482068800002",,,"Green Energy and Technology",,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989||03989","03989||03989",,"19","10","Cham","published",,,,,,,,,,,,,,,,"2019-09-12T10:40:43Z","2020-02-15T21:36:27Z","true",,"WOS",,,,
"298853","20.500.11850/8","Lengfeld, Katharina||Winterrath, T.||Junghänel, T.||Becker, A.",,,"Peleg, Nadav||Molnar, Peter",,,"2019-06-26T13:07:41Z","2019-06-14T15:38:24Z||2019-06-17T20:01:37Z||2019-06-26T13:07:41Z",,"2019","2019-06-26",,"application/pdf","10.3929/ethz-b-000347543",,,,,"http://hdl.handle.net/20.500.11850/347543","en","ETH Zurich, Institute of Environmental Engineering","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"Characteristic spatial extent of rain events in Germany from a radar-based precipitation climatology",,"Conference Paper","Open access","Rainfall Monitoring, Modelling and Forecasting in Urban Environment. UrbanRain18: 11th International Workshop on Precipitation in Urban Areas. Conference Proceedings",,,"2019-06-14T15:38:30Z",,,,,"no","11th International Workshop on Precipitation in Urban Areas (UrbanRain18)","December 5-7, 2018","Pontresina, Switzerland",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering",,"02608",,,"66","61","Zurich","published",,,,,,,"10.3929/ethz-b-000347485",,,,,,,,,"2019-06-26T13:07:51Z","2019-06-26T13:07:51Z","true","6 p.","FORM",,,,
"298855","20.500.11850/10","Gires, Auguste||Tchiguirinskaia, Ioulia||Schertzer, Daniel",,,"Peleg, Nadav||Molnar, Peter",,,"2019-06-26T13:11:57Z","2019-06-14T15:22:06Z||2019-06-17T15:26:29Z||2019-06-17T20:10:11Z||2019-06-26T13:11:57Z",,"2019",,,"application/pdf","10.3929/ethz-b-000347537",,,,,"http://hdl.handle.net/20.500.11850/347537","en","ETH Zurich, Institute of Environmental Engineering","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/",,"The effects of temporal variability of DSD features on pseudo-radar algorithms",,"Other Conference Item","Open access","Rainfall Monitoring, Modelling and Forecasting in Urban Environment. UrbanRain18: 11th International Workshop on Precipitation in Urban Areas. Conference Proceedings",,,"2019-06-14T15:22:12Z",,,,,"no","11th International Workshop on Precipitation in Urban Areas (UrbanRain18)","December 5-7, 2018","Pontresina, Switzerland",,,,,,,,,,,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering",,"02608",,,"50","49","Zurich","published",,,,,,,"10.3929/ethz-b-000347485",,,,,,,,,"2019-06-26T13:12:06Z","2019-06-26T13:12:06Z","true","2 p.","FORM",,,,
