id,collection,dc.contributor.author,dc.contributor.contactPerson,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.date.retentionend,ethz.date.retentionendDate,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.isPartOf,ethz.relation.isPreviousVersionOf,ethz.relation.isSupplementTo,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"204470","20.500.11850/9","Caporali, Enrica||Chiarello, Valentina||Defina, Ilaria||Fatichi, Simone",,,,"2017-12-19T11:46:07Z","2017-12-13T15:06:57Z||2017-12-19T11:46:07Z","2017-04",,,"application/pdf","10.3929/ethz-b-000220721",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/220721","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Review and meta-analysis of trends in precipitation regime in Italy","Conference Poster","Open access",,,"2017-12-13T15:06:59Z",,,,,,"yes","EGU General Assembly 2017","April 23-28, 2017","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Poster presentation on 27 April 2017",,"EGU2017-9273","Katlenburg-Lindau","published",,,,,,"2017-12-19T11:46:09Z","2021-02-14T21:27:48Z","true","1 p.","FORM",,"publishedVersion"
"236100","20.500.11850/10","Costa, Anna||Molnar, Peter||Anghileri, Daniela",,,,"2018-05-23T12:40:33Z","2017-12-15T14:38:52Z||2017-12-19T10:37:07Z||2017-12-19T10:39:17Z||2018-05-23T12:40:33Z","2017-04",,,"application/pdf","10.3929/ethz-b-000221657",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/221657","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"A spatially distributed conceptual model for estimating suspended sediment yield in Alpine catchments","Other Conference Item","Open access",,,"2017-12-15T14:38:53Z",,,,,,"yes","EGU General Assembly 2017","April 23-28, 2017","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Oral presentation on 24 April 2017",,"EGU2017-9354","Göttingen","published",,,,,,"2017-12-19T10:37:13Z","2020-02-15T13:11:00Z","true","1 p.","FORM",,"publishedVersion"
"236124","20.500.11850/10","Giudici, Federico||Anghileri, Daniela||Castelletti, Andrea||Burlando, Paolo",,,,"2018-05-23T13:18:23Z","2017-12-15T14:41:33Z||2017-12-19T11:54:02Z||2018-05-23T13:18:23Z","2017-04",,,"application/pdf","10.3929/ethz-b-000221663",,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/221663","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"On the effects of adaptive reservoir operating rules in hydrological physically-based models","Other Conference Item","Open access",,,"2017-12-15T14:41:33Z",,,,,,"yes","EGU General Assembly 2017","April 23-28, 2017","Vienna, Austria",,,,,,,,,,,,"GRA",,"Geophysical Research Abstracts","19","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Conference lecture on 24 April 2017.",,"EGU2017-15942","Göttingen","published",,,,,,"2017-12-19T11:54:04Z","2018-05-23T13:18:30Z","true","1 p.","FORM",,"publishedVersion"
"124914","20.500.11850/3","Fernandez, Vicente I.||Stocker, Roman",,,,"2017-06-12T17:53:04Z","2017-06-12T17:53:04Z","2017-04",,,,,,"1745-2473||1745-2481",,"10.1038/nphys4004","http://hdl.handle.net/20.500.11850/124947","en","Nature Publ. Group",,,,"Hydrodynamics: Modus vivendi","Journal Article","Metadata only",,,"2017-06-12T17:53:47Z",,,,"pub:187507",,"yes",,,,,,,,,,"imp5936550796f2046641","005054127","85006445949",,"000398262900007","Nat. Phys.","4","Nature Physics","13","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467","Published online 19 December 2016.","327","326","London","published",,,,,,"2017-07-17T08:45:27Z","2022-03-28T15:23:43Z","true",,"ECIT",,
"128870","20.500.11850/3","Senn, Anna-C.||Kaegi, Ralf||Hug, Stephan J.||Hering, Janet G.||Mangold, Stefan||Voegelin, Andreas",,,,"2017-06-12T20:02:54Z","2017-06-12T20:02:54Z","2017-04",,,,,,"0016-7037||1872-9533",,"10.1016/j.gca.2016.12.033","http://hdl.handle.net/20.500.11850/128903","en","Elsevier",,,"Aging||EXAFS||Ferrihydrite||Iron phosphate||Iron precipitates||Lepidocrocite||Phosphate||Transformation","Effect of aging on the structure and phosphate retention of Fe(III)-precipitates formed by Fe(II) oxidation in water","Journal Article","Metadata only",,,"2017-06-12T20:03:34Z",,,,"pub:191832",,"yes",,,,,,,,,,"imp5936554abbfe169000","010838390","85011898462",,"000396794300017","Geochim. Cosmochim. Acta",,"Geochimica et Cosmochimica Acta","202","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard","03832","03832","Published online 3 January 2017.","360","341","Amsterdam","published",,,,,,"2017-07-18T13:00:33Z","2023-02-06T13:42:16Z","true",,"ECIT",,
"128017","20.500.11850/3","He, Xu||Mitrano, Denise||Nowack, Bernd||Bahk, Yeonkyoung||Figi, Renato||Schreiner, Claudia||Bürki, Melanie||Wang, Jing",,,,"2017-06-12T19:32:00Z","2017-06-12T19:32:00Z","2017-04",,,,,,"0269-7491||1878-2450||1873-6424",,"10.1016/j.envpol.2017.01.065","http://hdl.handle.net/20.500.11850/128050","en","Elsevier",,,"Synthetic landfill leachates||Fly ash||TiO2||Agglomeration potential","Agglomeration potential of TiO2 in synthetic leachates made from the fly ash of different incinerated wastes","Journal Article","Metadata only",,,"2017-06-12T19:32:08Z",,,,"pub:190954",,"yes",,,,,,,,,,"imp59365539347cc96676","000037009","85011085581",,"000397359500065","Environ Pollut",,"Environmental Pollution","223","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09717 - Mitrano, Denise M. / Mitrano, Denise M.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::09717 - Mitrano, Denise M. / Mitrano, Denise M.","03887||09717","03887||09717",,"623","616","Oxford","published",,,,,"true","2017-07-14T17:49:34Z","2022-03-28T15:32:50Z","true",,"ECIT",,
"299772","20.500.11850/3","Vadenbo, Carl||Tonini, Davide||Fruergaard Astrup, Thomas",,,,"2019-07-03T12:07:06Z","2017-06-12T20:26:03Z||2019-07-03T12:07:06Z","2017-03-21","2017-02-17",,,,,"0013-936X||1520-5851",,"10.1021/acs.est.6b06480","http://hdl.handle.net/20.500.11850/129698","en","American Chemical Society",,,,"Environmental Multiobjective Optimization of the Use of Biomass Resources for Energy","Journal Article","Metadata only",,,"2017-06-12T20:26:34Z",,,,"pub:192683",,"yes",,,,,,,,,,"imp59365559d09dd42358","010838811","85018519026",,"000397477900052","Environ. Sci. Technol.","6","Environmental Science & Technology","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","03732","03732",,"3583","3575","Washington, DC","published",,,,,,"2017-07-15T05:59:21Z","2023-02-06T17:23:48Z","true",,"ECIT",,
"167499","20.500.11850/3","Kilic, Dogushan||Brem, Benjamin T.||Klein, Felix||El-Haddad, Imad||Durdina, Lukas||Rindlisbacher, Theo||Setyan, Ari||Huang, Rujin||Wang, Jing||Slowik, Jay G.||Baltensperger, Urs||Prévôt, André S.H.",,,,"2017-07-06T13:52:17Z","2017-06-12T20:11:46Z||2017-07-06T13:52:17Z","2017-03-17","2017-03-17",,,,,"0013-936X||1520-5851",,"10.1021/acs.est.6b04077","http://hdl.handle.net/20.500.11850/129204","en","American Chemical Society",,,,"Characterization of gas-phase organics using proton transfer reaction time-of-flight mass spectrometry: Aircraft turbine engines","Journal Article","Metadata only",,,"2017-06-12T20:12:19Z",,,,"pub:192165",,"yes",,,,,,,,,,"imp593655511e72d76880","010840431","85019554003",,"000398646500005","Environ. Sci. Technol.","7","Environmental Science & Technology","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887",,"3629","3621","Washington, DC","published",,,,,,"2017-07-06T13:52:27Z","2023-02-06T14:23:11Z","true",,"ECIT",,
"223158","20.500.11850/3","Peleg, Nadav||Blumensaat, Frank||Molnar, Peter||Fatichi, Simone||Burlando, Paolo",,,,"2018-03-06T09:48:11Z","2017-06-12T20:22:34Z||2017-12-13T13:52:38Z||2018-03-05T14:07:18Z||2018-03-06T09:48:11Z","2017-03-14","2017-03-14",,"application/pdf","10.3929/ethz-b-000246299",,"1027-5606||1607-7938","http://hdl.handle.net/20.500.11850/129619||http://hdl.handle.net/20.500.11850/220639","10.5194/hess-21-1559-2017","http://hdl.handle.net/20.500.11850/246299","en","Copernicus Publications","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Partitioning the impacts of spatial and climatological rainfall variability in urban drainage modeling","Journal Article","Open access",,,"2017-06-12T20:22:48Z",,,,"pub:192603",,"yes",,,,,,,,,,"imp5936555845e6f50590","010847162","85015234301",,,"Hydrol. Earth Syst. Sci.","3","Hydrology and Earth System Sciences","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03989||03473","03989||03473",,"1572","1559","Göttingen","published",,,,,,"2018-03-06T09:42:33Z","2023-02-06T15:15:06Z","true",,"ECIT||FORM",,"publishedVersion"
"216210","20.500.11850/3","Thorndahl, Søren||Thorndahl, Søren||Einfalt, Thomas||Willems, Patrick||Ellerbæk Nielsen, Jesper||ten Veldhuis, Marie-Claire||Arnbjerg-Nielsen, Karsten||Rasmussen, Michael R.||Molnar, Peter",,,,"2018-01-30T08:32:52Z","2018-01-29T11:02:49Z||2018-01-29T12:18:21Z||2017-06-12T20:26:08Z||2018-01-30T08:32:52Z","2017-03-07",,,"application/pdf","10.3929/ethz-b-000236720",,"1027-5606||1607-7938","http://hdl.handle.net/20.500.11850/129705||http://hdl.handle.net/20.500.11850/235992","10.5194/hess-21-1359-2017","http://hdl.handle.net/20.500.11850/236720","en","Copernicus","Creative Commons Attribution 3.0 Unported","http://creativecommons.org/licenses/by/3.0/",,"Weather radar rainfall data in urban hydrology","Journal Article","Open access",,,"2017-06-12T20:26:34Z",,,,"pub:192690",,"yes",,,,,,,,,,,"010847162","85014877728",,"000396129600002","Hydrol. Earth Syst. Sci.","3","Hydrology and Earth System Sciences","21","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"1380","1359","Göttingen","published",,,,,,"2018-01-30T08:33:00Z","2023-02-06T15:08:21Z","true",,"FORM||ECIT",,"publishedVersion"
"208205","20.500.11850/3","Schmitt, Rafael J.P.||Morgenroth, Eberhard||Larsen, Tove A.",,,,"2018-01-10T10:42:32Z","2017-06-12T20:33:26Z||2017-12-18T15:11:35Z||2018-01-10T10:42:32Z","2017-03","2016-12-11",,,,,"0043-1354||1879-2448","http://hdl.handle.net/20.500.11850/222280||http://hdl.handle.net/20.500.11850/129916","10.1016/j.watres.2016.12.007","http://hdl.handle.net/20.500.11850/227243","en","Elsevier",,,"Sanitation service planning||Informal settlements||Integrated system modeling||Robust decision making||Risk analysis||Urban water management","Robust planning of sanitation services in urban informal settlements: An analytical framework","Journal Article","Metadata only",,,"2017-06-12T20:33:37Z",,,,"pub:192910",,"yes",,,,,,,,,,"imp5936555e202c834969",,,,"000394200800031","Water Res.",,"Water Research","110","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03832 - Morgenroth, Eberhard / Morgenroth, Eberhard||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03832||03989","03832||03989",,"312","297","Amsterdam","published",,,,,,"2018-01-10T14:23:00Z","2022-03-28T18:50:22Z","true",,"ECIT||FORM",,
"130029","20.500.11850/3","Sengupta, Anupam||Carrara, Francesco||Stocker, Roman",,,,"2017-06-12T20:39:40Z","2017-06-12T20:39:40Z","2017-03",,,,,,"0028-0836||1476-4687",,"10.1038/nature21415","http://hdl.handle.net/20.500.11850/130062","en","Nature Publ. Group",,,"Behavioural ecology||Marine biology||Motility||Colloids||Fluid dynamics","Phytoplankton can actively diversify their migration strategy in response to turbulent cues","Journal Article","Metadata only",,,"2017-06-12T20:40:34Z",,,,"pub:193063",,"yes",,,,,,,,,,"imp59365561008f165514","010844781","85016162925",,"000397018000052",,"7646","Nature","543","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::09467 - Stocker, Roman / Stocker, Roman","09467","09467","Published online 15 March 2017.","558","555","London","published",,,,,,"2017-07-18T18:26:38Z","2022-03-28T15:37:57Z","true",,"ECIT",,
"130212","20.500.11850/4","Eggimann, Sven||Mutzner, Lena||Wani, Omar||Schneider, Mariane Y.||Spuhler, Dorothee||Moy de Vitry, Matthew||Beutler, Philipp||Maurer, Max",,,,"2017-06-12T20:46:03Z","2017-06-12T20:46:03Z","2017-03",,,,,,"0013-936X||1520-5851",,"10.1021/acs.est.6b04267","http://hdl.handle.net/20.500.11850/130245","en","American Chemical Society",,,,"The Potential of Knowing More: A Review of Data-Driven Urban Water Management","Review Article","Metadata only",,,"2017-06-12T20:47:14Z",,,,"pub:193248",,"yes",,,,,,,,,,"imp59365564a61ca65150","010840431","85019674860",,"000395963800009","Environ. Sci. Technol.","5","Environmental Science & Technology","51","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max","03989","03989","Published online 26 January 2017.","2553","2538","Washington, DC","published",,,,,,"2017-07-12T15:02:40Z","2023-02-06T13:43:55Z","true",,"ECIT",,
"197610","20.500.11850/5","Siddique, Muhammad Adnan||Wegmüller, Urs||Hajnsek, Irena||Frey, Othmar",,,,"2017-11-23T17:16:59Z","2017-10-06T02:35:03Z||2017-11-23T17:16:59Z","2017-03",,,,,,"0196-2892||1558-0644",,"10.1109/TGRS.2017.2654069","http://hdl.handle.net/20.500.11850/190875","en","IEEE",,,,"Corrections to “Single-Look SAR Tomography as an Add-On to PSI for Improved Deformation Analysis in Urban Areas” [Oct 16 6119-6137]","Other Journal Item","Metadata only",,,"2017-10-06T02:35:19Z",,,,,,"yes",,,,,,,,,,,,,,"000396106700053","IEEE Trans. Geosci. Remote Sens","3","IEEE Transactions on Geoscience and Remote Sensing","55","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena::08704 - SAR Remote Sensing Technology / SAR Remote Sensing Technology","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena::08704 - SAR Remote Sensing Technology / SAR Remote Sensing Technology","03849||08704","03849||08704",,"1854","1854","Piscataway, NJ","published",,,,"handle/20.500.11850/121814","true","2017-11-23T17:17:03Z","2023-02-06T14:54:08Z","true",,"WOS",,
"292970","20.500.11850/4","Wang, Jing||Schlagenhauf, Lukas||Setyan, Ari",,,,"2019-05-10T11:05:17Z","2017-06-12T19:46:43Z||2019-05-10T11:05:17Z","2017-02-20",,"Composite materials with fibrous reinforcement often provide superior mechanical, thermal, electrical and optical properties than the matrix. Asbestos, carbon fibers and carbon nanotubes (CNTs) have been widely used in composites with profound impacts not only on technology and economy but also on human health and environment. A large number of studies have been dedicated to the release of fibrous particles from composites. Here we focus on the transformation of the fibrous fillers after their release, especially the change of the properties essential for the health impacts. Asbestos fibers exist in a large number of products and the end-of-the-life treatment of asbestos-containing materials poses potential risks. Thermal treatment can transform asbestos to non-hazardous phase which provides opportunities of safe disposal of asbestos-containing materials by incineration, but challenges still exist. Carbon fibers with diameters in the range of 5–10 μm are not considered to be respirable, however, during the release process from composites, the carbon fibers may be split along the fiber axis, generating smaller and respirable fibers. CNTs may be exposed on the surface of the composites or released as free standing fibers, which have lengths shorter than the original ones. CNTs have high thermal stability and may be exposed after thermal treatment of the composites and still keep their structural integrity. Due to the transformation of the fibrous fillers during the release process, their toxicity may be significantly different from the virgin fibers, which should be taken into account in the risk assessment of fiber-containing composites.","application/pdf","10.3929/ethz-b-000128536",,"1477-3155",,"10.1186/s12951-017-0248-7","http://hdl.handle.net/20.500.11850/128536","en","BioMed Central","Creative Commons Attribution 4.0 International","http://creativecommons.org/licenses/by/4.0/",,"Transformation of the released asbestos, carbon fibers and carbon nanotubes from composite materials and the changes of their potential health impacts","Review Article","Open access",,,"2017-06-12T19:46:59Z",,,,"pub:191446",,"yes",,,,,,,,,,"imp593655430debe95586",,"85013290319",,"000395579000001","J Nanobiotechnology","1","Journal of Nanobiotechnology","15","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03887 - Wang, Jing / Wang, Jing","03887","03887",,,"15","London","published",,,,,"true","2017-07-15T04:21:38Z","2022-03-28T22:55:23Z","true","16 p.","ECIT",,"publishedVersion"
