id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.hasPart,ethz.relation.isCitedBy,ethz.relation.isCompiledBy,ethz.relation.isNewVersionOf,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.title.subtitle,ethz.version.deposit
"416690","20.500.11850/3","Kargel, Jeffrey S.||Leonard, Gregory J.||Shugar, Dan H.||Haritashya, Umesh K.||Bevington, Alexandre||Fielding, Eric J.||Fujita, Kouji||Geertsema, Marten||Miles, Evan||Steiner, Jakob||Anderson, Eric R.||Bajracharya, Samjwal R.||Bawden, Gerald W.||Breashears, David F.||Byers, Alton C.||Collins, Brian D.||Dhital, Megh R.||Donnellan, Andrea||Evans, Teresa L.||Geai, M.L.||et al.",,,"2021-09-02T07:40:46Z","2017-06-11T22:07:45Z||2021-09-02T07:40:46Z","2016-01-08","2015-12-17","The Gorkha earthquake (magnitude 7.8) on 25 April 2015 and later aftershocks struck South Asia, killing ~9000 people and damaging a large region. Supported by a large campaign of responsive satellite data acquisitions over the earthquake disaster zone, our team undertook a satellite image survey of the earthquakes’ induced geohazards in Nepal and China and an assessment of the geomorphic, tectonic, and lithologic controls on quake-induced landslides. Timely analysis and communication aided response and recovery and informed decision-makers. We mapped 4312 coseismic and postseismic landslides. We also surveyed 491 glacier lakes for earthquake damage but found only nine landslide-impacted lakes and no visible satellite evidence of outbursts. Landslide densities correlate with slope, peak ground acceleration, surface downdrop, and specific metamorphic lithologies and large plutonic intrusions.",,,,"0036-8075||1095-9203",,"10.1126/science.aac8353","http://hdl.handle.net/20.500.11850/108776","en","AAAS",,,,"Geomorphic and geologic controls of geohazards induced by Nepals 2015 Gorkha earthquake","Journal Article","Metadata only",,,"2017-06-11T22:08:08Z",,"pub:169791",,"yes",,,,,,,,,,"imp593653d55d54b73094",,"84955062919",,"000367806500032",,"6269","Science","351","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"150","140","Washington, DC","published",,,,,,,"true","2017-07-17T08:34:48Z","2022-03-29T11:26:49Z","true",,"ECIT",,
"122314","20.500.11850/10","Leinss, Silvan||Hajnsek, Irena",,,"2017-06-12T15:29:39Z","2017-06-12T15:29:39Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/122347","en",,,,,"Ice volume changes and snow depth for Aletsch Glacier, Switzerland","Other Conference Item","Metadata only",,,"2017-06-12T15:30:10Z",,"pub:184642",,"yes","TanDEM-X Science Meeting","October 17-20, 2016","Oberpfaffenhofen, Germany",,,,,,,"imp593654d8daf1e39255",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,,,,"unpublished",,,,,,,,"2017-07-13T17:58:03Z","2021-02-14T14:41:40Z","true",,"ECIT",,
"121882","20.500.11850/8","Joerg, Hannah||Pardini, Matteo||Papathanassiou, Konstantinos P.||Hajnsek, Irena",,,"2017-06-12T14:50:47Z","2017-06-12T14:50:47Z","2016",,,,,"978-3-8007-4228-8",,,,"http://hdl.handle.net/20.500.11850/121915","en","VDE Verlag",,,,"Analysis of Orientation Effects of Crop Vegetation Volumes by Means of SAR Tomography at Different Frequencies","Conference Paper","Metadata only","EUSAR 2016 : 11th European Conference on Synthetic Aperture Radar Electronic, June 6-9, 2016, Hamburg, Germany",,"2017-06-12T14:54:11Z",,"pub:184178",,"yes","11th European Conference on Synthetic Aperture Radar (EUSAR 2016)","June 6-9, 2016","Hamburg, Germany",,,,,,,"imp593654d0a4eab88498",,,,"000388020600136",,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,"578","573","Berlin","published",,,,,,,,"2017-07-15T03:14:38Z","2021-02-14T14:39:41Z","true",,"ECIT",,
"122015","20.500.11850/10","Manoli, Gabriele||Domec, Jean-Christophe||Novick, K.A.||Oishi, A.C.||Noormets, Asko||Marani, M.||Katul, G.G.","Castellarin, Attilio||Archetti, Renata||Baratti, Emanuele||et al.",,"2017-06-12T15:01:55Z","2017-06-12T15:01:55Z","2016",,,,,"978-88-98010-40-0",,,,"http://hdl.handle.net/20.500.11850/122048","en","Università di Bologna",,,,"Replacing old forests with young plantations can impact summer convective rainfall","Other Conference Item","Metadata only","Atti del XXXV Convegno Nazionale di Idraulica e Costruzioni Idrauliche",,"2017-06-12T15:02:22Z",,"pub:184315",,"no","IDRA 2016, XXXV Convegno Nazionale di Idraulica e Costruzioni Idrauliche","September 14-16, 2016","Bologna, Italy",,,,,,,"imp593654d2e12a844569",,,"http://amsacta.unibo.it/id/eprint/5400",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,"454","451","Bologna","published",,,,,,,,"2017-07-15T10:47:20Z","2018-11-03T00:33:36Z","true",,"ECIT",,
"116865","20.500.11850/3","Zwieback, Simon||Su, Chun-Hsu||Gruber, Alexander||Dorigo, Wouter||Wagner, Wolfgang",,,"2017-06-12T06:42:06Z","2017-06-12T06:42:06Z","2016",,,,,,"1525-755X||1525-7541",,"10.1175/JHM-D-15-0213.1","http://hdl.handle.net/20.500.11850/116898","en","American Meteorological Society",,,,"The Impact of Quadratic Nonlinear Relations between Soil Moisture Products on Uncertainty Estimates from Triple Collocation Analysis and Two Quadratic Extensions","Journal Article","Metadata only",,,"2017-06-12T06:43:36Z",,"pub:178789",,"yes",,,,,,,,,,"imp5936546e9483727317","004195506","84976866492",,"000379507800003","J. hydrometeorol.","6","Journal of Hydrometeorology","17","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03849 - Hajnsek, Irena / Hajnsek, Irena","03849","03849",,"1743","1725","Boston, MA","published",,,,,,,,"2017-07-20T18:57:12Z","2018-11-02T23:20:42Z","true",,"ECIT",,
"122033","20.500.11850/9","Fatichi, Simone||Manzoni, Stefano||Or, Dani||Paschalis, Athanasios",,,"2017-06-12T15:04:32Z","2017-06-12T15:04:32Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/122066","en","EGU General Assembly",,,,"A mechanistic soil biogeochemistry model with explicit representation of microbial and macrofaunal activities and nutrient cycles","Conference Poster","Metadata only",,,"2017-06-12T15:11:12Z",,"pub:184345",,"yes","EGU General Assembly Conference 2016","April 17-22, 2016","Vienna, Austria",,,,,,,"imp593654d35326322431",,,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02721 - Inst. f. Biogeochemie u. Schadstoffdyn. / Inst. Biogeochem. and Pollutant Dynamics::03812 - Or, Dani (emeritus) / Or, Dani (emeritus)","03473||03812","03473||03812",,,"EGU2016-9001","S.l.","published",,,,,,,,"2017-07-13T14:24:10Z","2021-02-14T14:40:19Z","true","1 p.","ECIT",,
"186486","20.500.11850/16","Suter, Florian",,"Steubing, Bernhard||Hellweg, Stefanie","2017-10-17T10:18:39Z","2017-06-12T14:34:36Z||2017-10-17T10:18:39Z","2016","2016",,"application/pdf","10.3929/ethz-a-010742422",,,,,"http://hdl.handle.net/20.500.11850/121744","en","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","NACHHALTIGKEIT (UMWELTSCHUTZ)||FORSTBIOLOGIE + FORSTÖKOLOGIE + STANDORTFAKTOREN (FORSTWIRTSCHAFT)||WOOD + TIMBER (BUILDING MATERIALS)||NUTZHOLZ||PRODUCTION BIOLOGY, PRODUCTION, PRODUCTIVITY (ECOSYSTEMS)||WOOD (FOREST PRODUCTS)||ECOLOGICAL LIFE-CYCLE ASSESSMENT + ENVIRONMENTAL ACCOUNTING (ENVIRONMENTAL PROTECTION)||SUSTAINABILITY (ENVIRONMENTAL PROTECTION)||HOLZ (BAUSTOFFE)||BRENNHOLZ (FORSTERZEUGNISSE)||FOREST BIOLOGY + FOREST ECOLOGY + SITE FACTORS (FORESTRY)||HOLZ (FORSTERZEUGNISSE)||ÖKOBILANZEN + ÖKOLOGISCHE BUCHHALTUNG (UMWELTSCHUTZ)||PRODUKTIONSBIOLOGIE, PRODUKTION, PRODUKTIVITÄT (ÖKOSYSTEME)||FIREWOOD (FOREST PRODUCTS)||COMMERCIAL TIMBER","To use or not to use: Environmental effects of wood utilization in Switzerland","Doctoral Thesis","Open access",,"DDC - DDC::6 - Technology, medicine and applied sciences::630 - Agriculture||DDC - DDC::6 - Technology, medicine and applied sciences::620 - Engineering & allied operations","2017-06-12T14:36:16Z",,"pub:183869","eth:49839","yes",,,,,,,,,"23753","imp59366b9ec91c473020||imp593654ccb9c3699219","010742422",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03732 - Hellweg, Stefanie / Hellweg, Stefanie","02115||03732","03732",,,,"Zürich","published",,,,,,,,"2017-07-13T16:50:40Z","2021-02-14T19:25:30Z","true","183 p.","ECOL||ECIT",,
"122037","20.500.11850/10","Fatichi, Simone||Katul, Gabriel G.||Ivanov, Valeriy Y.||Pappas, Christoforos||Paschalis, Athanasios||Kim, Jongho||Burlando, Paolo",,,"2017-06-12T15:04:36Z","2017-06-12T15:04:36Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/122070","en","University of Toronto",,,"Hillslope topography||Soil heterogeneity||Evapotranspiration","Soil moisture spatio-temporal variability: insights from mechanistic ecohydrological modeling","Other Conference Item","Metadata only","Computational Methods in Water Resources 2016: Conference Program & Conference Booklet",,"2017-06-12T15:11:12Z",,"pub:184349",,"yes","XXI International Conference “Computational Methods in Water Resources” 2016","June 20-24, 2016","Toronto, Canada",,,,,,,"imp593654d36710020922",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473","Conference lecture on 21 June 2016.","181","181","Toronto","published",,,,,,,,"2017-07-13T14:23:25Z","2020-02-14T17:27:14Z","true",,"ECIT",,
"122034","20.500.11850/10","Peleg, Nadav||Fatichi, Simone||Paschalis, Athanasios||Molnar, Peter||Burlando, Paolo",,,"2017-06-12T15:04:33Z","2017-06-12T15:04:33Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/122067","en","EGU General Assembly",,,,"From AWE-GEN to AWE-GEN-2d: a high spatial and temporal resolution weather generator","Other Conference Item","Metadata only",,,"2017-06-12T15:11:12Z",,"pub:184346",,"yes","EGU General Assembly Conference 2016","April 17-22, 2016","Vienna, Austria",,,,,,,"imp593654d3581a372772",,,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,"EGU2016-9330","S.l.","published",,,,,,,,"2017-07-13T14:24:02Z","2020-02-14T17:27:10Z","true","1 p.","ECIT",,
"126071","20.500.11850/10","Mirfenderesgi, Golnazalsadat||Fatichi, Simone||Matheny, A.M.||Frasson, R.P.D.M.||Schäfer, K.V.R.",,,"2017-06-12T18:23:55Z","2017-06-12T18:23:55Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126104","en","AMS",,,,"Application of a tree-level hydrodynamic model to simulate plot-level transpiration in the upland oak/pine forest in New Jersey","Other Conference Item","Metadata only",,,"2017-06-12T18:24:41Z",,"pub:188790",,"yes","96th American Meteorological Society Annual Meeting","January 9-14, 2016","New Orleans, LA, USA",,,,,,,"imp5936551acaadb84443",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,"5A.2","New Orleans, LA","published",,,,,,,,"2017-07-31T17:29:25Z","2020-02-14T17:49:17Z","true",,"ECIT",,
"126449","20.500.11850/10","Anghileri, Daniela||Giudici, Federico||Castelletti, Andrea||Burlando, Paolo",,,"2017-06-12T18:32:05Z","2017-06-12T18:32:05Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/126482","en","Copernicus",,,,"Advancing reservoir operation description in physically based hydrological models","Other Conference Item","Metadata only",,,"2017-06-12T18:32:54Z",,"pub:189228",,"yes","European Geosciences Union General Assembly (EGU 2016)","April 17-22, 2016","Wien, Austria",,,,,,,"imp593655208b10188066","004804476",,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,"EGU2016-10097","Katlenburg-Lindau","published",,,,,,,,"2017-07-18T08:41:05Z","2018-11-03T01:41:25Z","true","1 p.","ECIT",,
"122036","20.500.11850/10","Peleg, Nadav||Blumensaat, Frank||Molnar, Peter||Fatichi, Simone||Burlando, Paolo",,,"2017-06-12T15:04:35Z","2017-06-12T15:04:35Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/122069","en","EGU General Assembly",,,,"High-resolution stochastic generation of extreme rainfall intensity for urban drainage modelling applications","Other Conference Item","Metadata only",,,"2017-06-12T15:11:12Z",,"pub:184348",,"yes","EGU General Assembly Conference 2016","April 17-22, 2016","Vienna, Austria",,,,,,,"imp593654d3623e862111",,,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03989 - Maurer, Max / Maurer, Max||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03989||03473","03989||03473",,,"EGU2016-9441","S.l.","published",,,,,,,,"2017-07-13T14:24:12Z","2020-02-14T17:27:12Z","true","1 p.","ECIT",,
"122032","20.500.11850/10","Molnar, Peter||Fatichi, Simone||Paschalis, Athanasios||Gaál, Ladislav||Szolgay, Jan||Burlando, Paolo",,,"2017-06-12T15:04:31Z","2017-06-12T15:04:31Z","2016",,,,,,"1029-7006||1607-7962",,,"http://hdl.handle.net/20.500.11850/122065","en","EGU General Assembly",,,,"On extreme rainfall intensity increases with air temperature","Other Conference Item","Metadata only",,,"2017-06-12T15:11:12Z",,"pub:184344",,"yes","EGU General Assembly Conference 2016","April 17-22, 2016","Vienna, Austria",,,,,,,"imp593654d34e2de52053","004804476",,,,"GRA",,"Geophysical Research Abstracts","18","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,"EGU2016-8128-1","S.l.","published",,,,,,,,"2017-07-13T14:24:06Z","2020-02-14T17:27:07Z","true","1 p.","ECIT",,
"181126","20.500.11850/16","Saletti, Matteo",,"Molnar, Peter||Burlando, Paolo","2017-10-04T07:49:16Z","2017-06-12T15:02:16Z||2017-10-04T07:49:16Z","2016","2016",,"application/pdf","10.3929/ethz-a-010781515",,,,,"http://hdl.handle.net/20.500.11850/122055","en","ETH Zürich","In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","KORNGRÖSSENBESTIMMUNG + KORNGRÖSSENVERTEILUNG (ABLAGERUNGSMILIEU)||FLOODS + FLOOD RUNOFF + MAXIMUM RUNOFF (HYDROLOGY)||SEDIMENTTRANSPORT (ABLAGERUNGSMILIEU)||RIVERS + STREAMS + CANALS (HYDROLOGY)||HYDROLOGICAL MODELS + MATHEMATICAL MODELLING IN HYDROLOGY||WILDBÄCHE + BERGBÄCHE (HYDROLOGIE)||GRAIN SIZE ANALYSIS + GRAIN SIZE DISTRIBUTION (SEDIMENTARY ENVIRONMENT)||HOCHWASSER + HOCHWASSERABFLUSS + MAXIMALABFLUSS (HYDROLOGIE)||FLUSSBETTGEOMETRIE (WASSERBAU)||SEDIMENT TRANSPORT (SEDIMENTARY ENVIRONMENT)||RIVER BED GEOMETRY (HYDRAULIC ENGINEERING)||HYDROLOGISCHE MODELLE + HYDROLOGISCHE MODELLRECHNUNG||SEDIMENT YIELD (SEDIMENTARY ENVIRONMENT)||STRÖME + FLÜSSE + KANÄLE (HYDROLOGIE)||SEDIMENTABTRAG (ABLAGERUNGSMILIEU)||TORRENTS + MOUNTAIN RIVERS (HYDROLOGY)","Modelling step formation and collapse in steep streams","Doctoral Thesis","Open access",,"DDC - DDC::5 - Science::550 - Earth sciences||DDC - DDC::5 - Science::560 - Paleontology, paleozoology","2017-06-12T15:02:22Z",,"pub:184324","eth:49962","yes",,,,,,,,,"23778","imp59366ba1491a557292||imp593654d31828688158","010781515",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","02115||03473","03473",,,,"Zürich","published",,,,,,,,"2017-07-20T15:42:03Z","2021-02-14T19:00:52Z","true","1 Band","ECOL||ECIT",,
"245136","20.500.11850/10","Leuzinger, Sebastian||Beier, Claus||Körner, Christian||Luo, Yiqi||Vicca, Sara||Langley, J. Adam||Hovenden, Mark||Fatichi, Simone",,,"2018-07-24T13:51:08Z","2017-06-12T15:04:37Z||2018-07-24T13:51:08Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/122071","en","ESA",,,,"You can add up the parts, but you won’t have the sum: Can many global change experiments tell us more than the individual ones?","Other Conference Item","Metadata only",,,"2017-06-12T15:11:12Z",,"pub:184350",,"yes","101st ESA Annual Meeting 2016","August 7-12, 2016","Fort Lauderdale, FL, USA",,,,,,,"imp593654d36908727868",,,"https://eco.confex.com/eco/2016/webprogram/Paper58012.html",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02115 - Dep. Bau, Umwelt und Geomatik / Dep. of Civil, Env. and Geomatic Eng.::02608 - Institut für Umweltingenieurwiss. / Institute of Environmental Engineering::03473 - Burlando, Paolo / Burlando, Paolo","03473","03473",,,,"Washington, DC","published",,,,,,,,"2018-07-24T13:51:10Z","2020-02-15T14:09:22Z","true","1 p.","ECIT",,
